boro,order_no,main_st,from_st,to_st,sos
B,P-01285182,CRESCENT AVENUE,ARTHUR AVENUE,ADAMS PLACE,S
B,P-01285185,CRESCENT AVENUE,BELMONT AVENUE,CAMBRELENG AVENUE,S
B,P-01285191,BOSTON ROAD,BOUCK AVENUE,WILSON AVENUE,E
B,P-01285195,EAST  187 STREET,ARTHUR AVENUE,HOFFMAN STREET,N
B,P-01285203,BOSTON ROAD,FISH AVENUE,SEYMOUR AVENUE,E
B,P-01285208,BOSTON ROAD,GRACE AVENUE,EDSON AVENUE,E
B,P-01285210,BOSTON ROAD,WILSON AVENUE,FISH AVENUE,E
B,P-01285224,BOSTON ROAD,DEREIMER AVENUE,BAYCHESTER AVENUE,W
B,P-01285273,WEST  240 STREET,BROADWAY,IRWIN AVENUE,N
B,P-01285280,BOSTON ROAD,EDSON AVENUE,GRACE AVENUE,W
B,P-01285283,BOSTON ROAD,FISH AVENUE,WILSON AVENUE,W
B,P-01285413,EAST  187 STREET,BEAUMONT AVENUE,CAMBRELENG AVENUE,N
B,P-01285414,EAST  187 STREET,BELMONT AVENUE,HUGHES AVENUE,N
B,P-01285416,EAST  187 STREET,CAMBRELENG AVENUE,BELMONT AVENUE,N
B,P-01285417,EAST  187 STREET,CROTONA AVENUE,BEAUMONT AVENUE,N
B,P-01285419,EAST  187 STREET,HOFFMAN STREET,LORILLARD PLACE,N
B,P-01285424,EAST  187 STREET,HUGHES AVENUE,ARTHUR AVENUE,N
B,P-01285428,EAST  187 STREET,PROSPECT AVENUE,CROTONA AVENUE,N
B,P-01285431,EAST  187 STREET,ARTHUR AVENUE,HUGHES AVENUE,S
B,P-01285433,EAST  187 STREET,BEAUMONT AVENUE,CROTONA AVENUE,S
B,P-01285439,EAST FORDHAM ROAD,HUGHES AVENUE,BELMONT AVENUE,S
B,P-01285444,GRAND AVENUE,WEST  188 STREET,WEST FORDHAM ROAD,W
B,P-01285482,GRAND AVENUE,WEST FORDHAM ROAD,WEST  184 STREET,W
B,P-01285654,WEST FORDHAM ROAD,DAVIDSON AVENUE,GRAND AVENUE,N
B,P-01285671,ARCHER STREET,WHITE PLAINS ROAD,LELAND AVENUE,N
B,P-01285672,EAST  187 STREET,BELMONT AVENUE,CAMBRELENG AVENUE,S
B,P-01285673,EAST AVENUE,PARKCHESTER ROAD,PARKCHESTER ROAD,E
B,P-01285674,BAILEY AVENUE,BAILEY PLACE,WEST  238 STREET,E
B,P-01285677,EAST  187 STREET,CAMBRELENG AVENUE,BEAUMONT AVENUE,S
B,P-01285679,EAST  187 STREET,CROTONA AVENUE,PROSPECT AVENUE,S
B,P-01285681,EAST AVENUE,PARKCHESTER ROAD*N RDWY,YANKEE MALL,W
B,P-01285687,EAST  187 STREET,HOFFMAN STREET,ARTHUR AVENUE,S
B,P-01285692,EAST  187 STREET,HUGHES AVENUE,BELMONT AVENUE,S
B,P-01285696,EAST  187 STREET,LORILLARD PLACE,HOFFMAN STREET,S
B,P-01285710,METROPOLITAN AVENUE,YANKEE MALL,PARKCHESTER ROAD*N,E
B,P-01285723,HOFFMAN STREET,EAST  189 STREET,EAST FORDHAM ROAD,E
B,P-01285724,BAILEY AVENUE,WEST  231 STREET,ALBANY CRESCENT,W
B,P-01285725,HOFFMAN STREET,EAST FORDHAM ROAD,EAST  191 STREET,E
B,P-01285735,JOHNSON AVENUE,WEST  235 STREET,WEST  236 STREET,E
B,P-01285752,JOHNSON AVENUE,WEST  235 STREET,WEST  232 STREET,W
B,P-01285762,JOHNSON AVENUE,WEST  236 STREET,WEST  235 STREET,W
B,P-01285788,NETHERLAND AVENUE,WEST  235 STREET,WEST  236 STREET,E
B,P-01285793,NETHERLAND AVENUE,WEST  236 STREET,WEST  235 STREET,W
B,P-01285808,PARKCHESTER ROAD,EAST AVENUE,EAST AVENUE,W
B,P-01285810,WEST AVENUE,DEAD END,WOOD ROAD,E
B,P-01285816,WEST AVENUE,WOOD ROAD,DEAD END,W
B,P-01285984,EAST TREMONT AVENUE,PONTON AVENUE,ROBERTS AVENUE,N
B,P-01286090,EASTCHESTER ROAD,WATERS PLACE,BASSETT AVENUE,E
B,P-01286307,WILLIAMSBRIDGE ROAD,HALPERIN AVENUE,SAINT RAYMOND AVENUE,E
B,P-01286314,BENSON STREET,BENSON STREET,LANE AVENUE,N
B,P-01286324,BENSON STREET,TRATMAN AVENUE,LANE AVENUE,S
B,P-01286327,WOOD ROAD,METROPOLITAN AVENUE,WOOD AVENUE,W
B,P-01286328,BLONDELL AVENUE,EASTCHESTER ROAD,POPLAR STREET,E
B,P-01286331,BLONDELL AVENUE,POPLAR STREET,EASTCHESTER ROAD,S
B,P-01286335,BRONXDALE AVENUE*E RDWY,EAST TREMONT AVENUE,POPLAR STREET,E
B,P-01286336,WILLIAMSBRIDGE ROAD,ROBERTS AVENUE,HALPERIN AVENUE,E
B,P-01286436,BENEDICT AVENUE,METROPOLITAN AVENUE,PUGSLEY AVENUE,N
B,P-01286439,CROSS BRONX EXPRESSWAY,GLEASON AVENUE,OLMSTEAD AVENUE,S
B,P-01286922,LYON AVENUE,CASTLE HILL AVENUE,GLEBE AVENUE,N
B,P-01286930,NEWBOLD AVENUE,OLMSTEAD AVENUE,CASTLEHILL AVENUE,N
B,P-01286934,NEWBOLD AVENUE,OLMSTEAD AVENUE,CASTLEHILL AVENUE,S
B,P-01286951,UNIONPORT ROAD,LAUREL DRIVE,EAST TREMONT AVENUE,E
B,P-01286956,UNIONPORT ROAD,OLMSTEAD AVENUE,STARLING AVENUE,E
B,P-01286969,UNIONPORT ROAD,MCGRAW AVENUE,OLMSTEAD AVENUE,W
B,P-01287161,HUGHES AVENUE,CRESCENT AVENUE,EAST  186 STREET,E
B,P-01287162,HUGHES AVENUE,EAST  186 STREET,EAST  187 STREET,E
B,P-01287165,HUGHES AVENUE,EAST  187 STREET,EAST  188 STREET,E
B,P-01287167,HUGHES AVENUE,EAST  189 STREET,EAST FORDHAM ROAD,E
B,P-01287169,HUGHES AVENUE,EAST FORDHAM ROAD,DEAD END,E
B,P-01287176,BUHRE AVENUE,EDISON AVENUE,PILGRIM AVENUE,N
B,P-01287177,BUHRE AVENUE,MAHAN AVENUE,WESTCHESTER AVENUE,N
B,P-01287178,DILL PLACE,REVERE AVENUE,EAST TREMONT AVENUE,S
B,P-01287180,GREENE PLACE,EDISON AVENUE,EAST TREMONT AVENUE,N
B,P-01287181,BUHRE AVENUE,HOBART AVENUE,JARVIS AVENUE,S
B,P-01287182,GREENE PLACE,EDISON AVENUE,EAST TREMONT AVENUE,S
B,P-01287186,BUHRE AVENUE,PILGRIM AVENUE,WESTCHESTER AVENUE,S
B,P-01287189,BURR AVENUE,EAST  196 STREET,WESTCHESTER AVENUE,W
B,P-01287191,LAFAYETTE AVENUE,EDISON AVENUE,EAST TREMONT AVENUE,N
B,P-01287195,LAFAYETTE AVENUE,EAST TREMONT AVENUE,EDISON AVENUE,S
B,P-01287196,COLONIAL AVENUE,WESTCHESTER AVENUE,EAST  196 STREET,E
B,P-01287197,COLONIAL AVENUE,WESTCHESTER AVENUE,EAST  196 STREET,W
B,P-01287198,LAFAYETTE AVENUE,REVERE AVENUE,EAST TREMONT AVENUE,S
B,P-01287200,HUGHES AVENUE,EAST  186 STREET,EAST  187 STREET,W
B,P-01287202,LAMPORT PLACE,EAST TREMONT AVENUE,REVERE AVENUE,N
B,P-01287206,CONTINENTAL AVENUE,WESTCHESTER AVENUE,EAST  194 STREET,W
B,P-01287207,EDISON AVENUE,ST THERESA AVENUE,WESTCHESTER AVENUE,E
B,P-01287208,LAMPORT PLACE,EAST TREMONT AVENUE,REVERE AVENUE,S
B,P-01287209,EDISON AVENUE,WESTCHESTER AVENUE,ROBERTS AVENUE,E
B,P-01287211,EDISON AVENUE,ST THERESA AVENUE,BUHRE AVENUE,W
B,P-01287212,HUGHES AVENUE,EAST  187 STREET,EAST  188 STREET,W
B,P-01287215,EDISON AVENUE,WESTCHESTER AVENUE,ROBERTS AVENUE,W
B,P-01287217,HUGHES AVENUE,EAST  189 STREET,EAST FORDHAM ROAD,W
B,P-01287220,MILES AVENUE,EAST TREMONT AVENUE,REVERE AVENUE,N
B,P-01287225,HOBART AVENUE,ROBERTS AVENUE,BUHRE AVENUE,E
B,P-01287227,HOBART AVENUE,WESTCHESTER AVENUE,ST THERESA AVENUE,E
B,P-01287228,HOBART AVENUE,ROBERTS AVENUE,BUHRE AVENUE,W
B,P-01287230,HOBART AVENUE,WESTCHESTER AVENUE,ST THERESA AVENUE,W
B,P-01287232,MIDDLETOWN ROAD,CROSBY AVENUE,PLYMOUTH AVENUE,N
B,P-01287234,MILES AVENUE,LOGAN AVENUE,EAST TREMONT AVENUE,N
B,P-01287235,MIDDLETOWN ROAD,HOBART AVENUE,CROSBY AVENUE,N
B,P-01287236,MILES AVENUE,EAST TREMONT AVENUE,LOGAN AVENUE,S
B,P-01287237,WEBSTER AVENUE,EAST  188 STREET,EAST  189 STREET,E
B,P-01287239,MIDDLETOWN ROAD,MULFORD AVENUE,WESTCHESTER AVENUE,N
B,P-01287244,OTIS AVENUE,EDISON AVENUE,EAST TREMONT AVENUE,N
B,P-01287249,OTIS AVENUE,EDISON AVENUE,EAST TREMONT AVENUE,S
B,P-01287252,PHILIP AVENUE,EDISON AVENUE,EAST TREMONT AVENUE,N
B,P-01287255,MIDDLETOWN ROAD,GILLESPIE AVENUE,CROSBY AVENUE,S
B,P-01287258,MIDDLETOWN ROAD,HUTCHINSON RIVER PARKWAY EAST,MAYFLOWER AVENUE,S
B,P-01287260,ST PAUL AVENUE,EAST  196 STREET,WESTCHESTER AVENUE,E
B,P-01287262,ST PAUL AVENUE,EAST  196 STREET,WESTCHESTER AVENUE,W
B,P-01287312,WILKINSON AVENUE,WESTCHESTER AVENUE,HOBART AVENUE,N
B,P-01287313,WILKINSON AVENUE,HOBART AVENUE,WESTCHESTER AVENUE,S
B,P-01287331,RANDALL AVENUE,EDISON AVENUE,EAST TREMONT AVENUE,N
B,P-01287335,PHILIP AVENUE,REVERE AVENUE,EAST TREMONT AVENUE,S
B,P-01287456,RANDALL AVENUE,EAST TREMONT AVENUE,EDISON AVENUE,S
B,P-01287457,RANDALL AVENUE,REVERE AVENUE,EAST TREMONT AVENUE,S
B,P-01287461,REVERE AVENUE,BARKLEY AVENUE,BRUCKNER BOULEVARD,E
B,P-01287467,SAMPSON AVENUE,REVERE AVENUE,EAST TREMONT AVENUE,S
B,P-01287468,SCHLEY AVENUE,EAST TREMONT AVENUE,CROSS BRONX EXPRESSWAY,N
B,P-01287481,SCHLEY AVENUE,EDISON AVENUE,EAST TREMONT AVENUE,N
B,P-01287509,SCHLEY AVENUE,EAST TREMONT AVENUE,EDISON AVENUE,S
B,P-01287565,SCOTT PLACE,EDISON AVENUE,EAST TREMONT AVENUE,S
B,P-01287566,SOMMER PLACE,EAST TREMONT AVENUE,EDISON AVENUE,S
B,P-01287569,SULLIVAN PLACE,EDISON AVENUE,EAST TREMONT AVENUE,S
B,P-01288118,WEST  183 STREET,AQUEDUCT AVENUE*E,GRAND AVENUE,S
B,P-01288804,TIBBETT AVENUE,WEST  231 STREET,WEST  230 STREET,W
B,P-01288807,WEST  235 STREET,JOHNSON AVENUE,NETHERLAND AVENUE,N
B,P-01288825,WEST  235 STREET,NETHERLAND AVENUE,HENRY HUDSON PARKWAY,N
B,P-01288828,WEST  235 STREET,OXFORD AVENUE,JOHNSON AVENUE,N
B,P-01288829,WEST  235 STREET,NETHERLAND AVENUE,JOHNSON AVENUE,S
B,P-01289087,WEST  236 STREET,BROADWAY,DEAD END,S
B,P-01289102,WEST  237 STREET,DEAD END,BROADWAY,N
B,P-01289148,WEST  238 STREET,BROADWAY,CORLEAR AVENUE,N
B,P-01289719,JOHNSON AVENUE,WEST  232 STREET,WEST  235 STREET,E
B,P-01291424,BARNES AVENUE,PELHAM PARKWAY SOUTH,LYDIG AVENUE,W
B,P-01291430,CRUGER AVENUE,BRADY AVENUE,LYDIG AVENUE,E
B,P-01291432,CRUGER AVENUE,LYDIG AVENUE,PELHAM PARKWAY SOUTH,E
B,P-01291557,MARAN PLACE,WHITE PLAINS ROAD,CRUGER AVENUE,S
B,P-01291588,MARAN PLACE,WHITE PLAINS ROAD,CRUGER AVENUE,N
B,P-01291589,MARAN PLACE,BRONX PARK EAST,WHITE PLAINS ROAD,N
B,P-01291812,HOLLAND AVENUE,PELHAM PARKWAY SOUTH,LYDIG AVENUE,W
B,P-01291815,HOLLAND AVENUE,LYDIG AVENUE,BRADY AVENUE,W
B,P-01291828,HOLLAND AVENUE,PELHAM PARKWAY SOUTH,LYDIG AVENUE,E
B,P-01291831,HOLLAND AVENUE,LYDIG AVENUE,BRADY AVENUE,E
B,P-01291833,CRUGER AVENUE,MARAN PLACE,LYDIG AVENUE,W
B,P-01291835,CRUGER AVENUE,LYDIG AVENUE,PELHAM PARKWAY SOUTH,W
B,P-01293453,BERGEN AVENUE,WESTCHESTER AVENUE,EAST  152 STREET,E
B,P-01295822,WESTCHESTER AVENUE*CTR MALL,BERGEN AVENUE,   3 AVENUE,N
B,P-01295824,WESTCHESTER AVENUE*CTR MALL,   3 AVENUE,BERGEN AVENUE,S
B,P-01296140,NEWBOLD AVENUE,CASTLEHILL AVENUE,HAVEMEYER AVENUE,N
B,P-01297726,RANDALL AVENUE,FAILE STREET,COSTER STREET,N
B,P-01298462,EAST  190 STREET,CRESTON AVENUE,MORRIS AVENUE,S
B,P-01298471,CROSBY AVENUE,ROBERTS AVENUE,BUHRE AVENUE,E
B,P-01298474,EAST TREMONT AVENUE,PHILIP AVENUE,SCOTT PLACE,E
B,P-01301440,WHITE PLAINS ROAD,EAST  228 STREET,EAST  229 STREET,E
B,P-01303435,WEST  236 STREET,RIVERDALE AVENUE,OXFORD AVENUE,N
B,P-01303604,TOWNSEND AVENUE,EAST  170 STREET,EAST  171 STREET,E
B,P-01304712,MILES AVENUE,REVERE AVENUE,EAST TREMONT AVENUE,S
B,P-01306694,GRAND CONCOURSE,EAST FORDHAM ROAD,EAST  188 STREET,W
B,P-01307011,THIRD AVENUE,EAST  170 STREET,ST PAULS PLACE,E
B,P-01308105,LANE AVENUE,EAST TREMONT AVENUE,BENSON STREET,W
B,P-01309733,MANHATTAN COLLEGE PWAY*N RDWY,BROADWAY,POST ROAD,S
B,P-01309737,MANH COLLEGE PARKWAY*MN RDWY,MANHATTAN COLLEGE PARKWAY,BROADWAY,S
B,P-01309750,MANH COLLEGE PARKWAY*N RDWY,BROADWAY,POST ROAD,N
B,P-01309933,MCGRAW AVENUE,UNIONPORT ROAD,METROPOLITAN AVENUE,N
B,P-01310056,MCGRAW AVENUE,UNIONPORT ROAD,PUGSLEY AVENUE,S
B,P-01311767,OLMSTEAD AVENUE,UNIONPORT ROAD,STARLING AVENUE,E
B,P-01311795,OLMSTEAD AVENUE,STARLING AVENUE,UNIONPORT ROAD,W
B,P-01311840,OLMSTEAD AVENUE,STARLING AVENUE,ST RAYMOND AVENUE,E
B,P-01311957,OLMSTEAD AVENUE,ST RAYMONDS AVENUE,STARLING AVENUE,W
B,P-01311986,WESTCHESTER AVENUE,PURDY STREET,UNIONPORT ROAD,N
B,P-01312072,MORRIS AVENUE,EAST  149 STREET,EAST  150 STREET,E
B,P-01312079,BENEDICT AVENUE,METROPOLITAN AVENUE,PUGSLEY AVENUE,S
B,P-01312348,UNIONPORT ROAD*CTR MALL,OLMSTEAD AVENUE,MCGRAW AVENUE,E
B,P-01312443,THIRD AVENUE,EAST TREMONT AVENUE,EAST  176 STREET,W
B,P-01312703,THIRD AVENUE,EAST  153 STREET,EAST  156 STREET,E
B,P-01316161,JEROME AVENUE,EDWARD L GRANT HIGHWAY,SHAKESPEARE AVENUE,W
B,P-01316419,BAINBRIDGE AVENUE,EAST FORDHAM ROAD,EAST  193 STREET,E
B,P-01318351,EASTCHESTER ROAD,PELHAM PARKWAY SOUTH,MORRIS PARK AVENUE,W
B,P-01319140,PELHAM PARKWAY SOUTH,WILSON AVENUE,EASTCHESTER ROAD,N
B,P-01319160,EASTCHESTER ROAD,STILLWELL AVENUE,SEMINOLE STREET,E
B,P-01319163,WILLIAMSBRIDGE ROAD,SACKET AVENUE,PIERCE AVENUE,E
B,P-01319172,EASTCHESTER ROAD,WILLIAMSBRIDGE ROAD,BLONDELL AVENUE,S
B,P-01319176,EASTCHESTER ROAD,BLONDELL AVENUE,WATERS PLACE,E
B,P-01319177,WILLIAMSBRIDGE ROAD,SACKETT AVENUE,POPLAR STREET,W
B,P-01319178,WILLIAMSBRIDGE ROAD,POPLAR STREET,SILVER STREET,W
B,P-01319183,WILLIAMSBRIDGE ROAD,EASTCHESTER ROAD,POPLAR STREET,E
B,P-01319486,EAST  184 STREET,ARTHUR AVENUE,HOFFMAN STREET,N
B,P-01322210,HOFFMAN STREET,EAST  184 STREET,EAST  187 STREET,W
B,P-01322219,HUGHES AVENUE,CRESCENT AVENUE,EAST  186 STREET,W
B,P-01322999,BOSTON ROAD,MICKLE AVENUE,EASTCHESTER ROAD,W
B,P-01323388,HOFFMAN STREET,EAST  184 STREET,EAST  187 STREET,E
B,P-01323623,WHITE PLAINS ROAD,EAST  226 STREET,EAST  225 STREET,W
B,P-01323686,BROADWAY,WEST  237 STREET,WEST  238 STREET,E
B,P-01324346,EAST  152 STREET,THIRD AVENUE,MELROSE AVENUE,S
B,P-01329711,UNIONPORT ROAD,EAST TREMONT AVENUE,GUERLAIN STREET,W
B,P-01331060,WEBSTER AVENUE,EAST  205 STREET,EAST  204 STREET,W
B,P-01331687,THIRD AVENUE,WESTCHESTER AVENUE,EAST  152 STREET,E
B,P-01333544,EAST TREMONT AVENUE,DILL PLACE,RANDALL AVENUE,W
B,P-01336652,WEST  235 STREET,JOHNSON AVENUE,OXFORD AVENUE,S
B,P-01338785,SOUTHERN BOULEVARD,WESTCHESTER AVENUE,EAST  163 STREET,W
B,P-01339215,WEBSTER AVENUE,CLAY AVENUE,EAST  168 STREET,W
B,P-01340857,EAST  188 STREET,WEBSTER AVENUE,PARK AVENUE,S
B,P-01341506,MONTEREY AVENUE,EAST TREMONT AVENUE,EAST  178 STREET,E
B,P-01344952,WHITE PLAINS ROAD,ROSEWOOD STREET,BURKE AVENUE,W
B,P-01344956,WHITE PLAINS ROAD,ADEE AVENUE,BURKE AVENUE,E
B,P-01345232,HULL AVENUE,EAST  205 STREET,EAST  204 STREET,E
B,P-01345568,DECATUR AVENUE,EAST MOSHOLU PARKWAY NORTH,EAST  204 STREET,E
B,P-01345571,GRAND AVENUE,WEST  190 STREET,WEST FORDHAM ROAD,E
B,P-01345575,DECATUR AVENUE,EAST  204 STREET,EAST  205 STREET,E
B,P-01345577,HULL AVENUE,EAST  204 STREET,EAST MOSHOLU PARKWAY NORTH,E
B,P-01345582,CEDAR AVENUE,LANDING ROAD,WEST FORDHAM ROAD,W
B,P-01345597,EAST  204 STREET,DECATUR AVENUE,WEBSTER AVENUE,S
B,P-01345610,WHITE PLAINS ROAD,ARNOW AVENUE,BRITTON STREET,W
B,P-01345612,WILLIAMSBRIDGE ROAD,MORRIS PARK AVENUE,RHINELANDER AVENUE,E
B,P-01345618,BAINBRIDGE AVENUE,EAST  207 STREET,RESERVOIR OVAL EAST,E
B,P-01345621,DECATUR AVENUE,EAST FORDHAM ROAD,EAST  193 STREET,E
B,P-01345626,WESTCHESTER AVENUE,CASTLE HILL AVENUE,HAVEMEYER AVENUE,S
B,P-01346985,GUERLAIN STREET,ARCHER ROAD,UNIONPORT ROAD,S
B,P-01348237,BROADWAY,WEST  242 STREET,WEST  240 STREET,W
B,P-01349420,PLAZA DRIVE,MACOMBS ROAD,WEST  170 STREET,E
B,P-01349440,GOULDEN AVENUE,SEDGEWICK AVENUE,WEST  197 STREET,W
B,P-01349455,WHITE PLAINS ROAD,RHINELANDER AVENUE,MORRIS PARK AVENUE,W
B,P-01351633,THIRD AVENUE,EAST  138 STREET,EAST  137 STREET,E
B,P-01352081,WOOD ROAD,WEST AVENUE,WOOD AVENUE,E
B,P-01353295,RIVERDALE AVENUE,WEST  238 STREET,WEST  239 STREET,E
B,P-01353794,BRUCKNER BOULEVARD,EAST TREMONT AVENUE,EDISON AVENUE,S
B,P-01354486,BERGEN AVENUE,WESTCHESTER AVENUE,EAST  152 STREET,W
B,P-01356349,HONE AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,E
B,P-01357228,WHITE PLAINS ROAD,ARNOW AVENUE,ADEE AVENUE,E
B,P-01358500,WILLIAMSBRIDGE ROAD,LYDIG AVENUE,NEILL AVENUE,W
B,P-01358513,EAST TREMONT AVENUE,ROOSEVELT AVENUE,LAMPORT PLACE,W
B,P-01358515,WILLIAMSBRIDGE ROAD,NEILL AVENUE,RHINELANDER AVENUE,W
B,P-01358843,ARTHUR AVENUE,EAST  188 STREET,EAST  187 STREET,W
B,P-01359096,EAST TREMONT AVENUE,BRUCKNER BOULEVARD,BARKLEY AVENUE,W
B,P-01359227,CEDAR AVENUE,LANDING ROAD,WEST FORDHAM ROAD,E
B,P-01360061,BRUCKNER BOULEVARD*S S/R,EDISON AVENUE,LOGAN AVENUE,S
B,P-01362078,WESTCHESTER AVENUE,BERGEN AVENUE,THIRD AVENUE,N
B,P-01362150,BERGEN AVENUE,EAST  152 STREET,EAST  153 STREET,W
B,P-01364834,EAST  233 STREET,BARNES AVENUE,BUSSING AVENUE,S
B,P-01365395,DYRE AVENUE,LIGHT STREET,BOSTON ROAD,W
B,P-01366387,WHITE PLAINS ROAD,EAST  224 STREET,EAST  225 STREET,E
B,P-01366513,WEBSTER AVENUE,EAST GUN HILL ROAD,EAST  233 STREET,E
B,P-01367111,WHITE PLAINS ROAD,THWAITES PLACE,PELHAM PARKWAY NORTH,W
B,P-01367584,EAST  163 STREET,SOUTHERN BOULEVARD,SIMPSON STREET,N
B,P-01368199,   3 AVENUE,EAST  178 STREET,EAST TREMONT AVENUE,W
B,P-01368409,EAST FORDHAM ROAD,MARION AVENUE,WEBSTER AVENUE,S
B,P-01370936,KINGSBRIDGE AVENUE,WEST  238 STREET,WEST  236 STREET,W
B,P-01371842,BAYCHESTER AVENUE,TILLOTSON AVENUE,BOSTON ROAD,E
B,P-01372505,WEST  231 STREET,TIBBETT AVENUE,IRWIN AVENUE,N
B,P-01372910,MANHATTAN COLLEGE PARKWAY,MANH COLLEGE PARKWAY*MN RDWY,WEST  242 STREET,E
B,P-01373726,WEBSTER AVENUE,EAST FORDHAM ROAD,BEDFORD PARK BOULEVARD,E
B,P-01374116,EAST TREMONT AVENUE,LATTING STREET,WATERBURY AVENUE,W
B,P-01374373,WHITE PLAINS ROAD*E RDWY,EAST  212 STREET,EAST  213 STREET,E
B,P-01375198,TIBBETT AVENUE,WEST  230 STREET,WEST  231 STREET,E
B,P-01375241,COMMERCE AVENUE,BUTLER PLACE,HALSEY STREET,W
B,P-01375369,EAST  183 STREET,MORRIS AVENUE,CRESTON AVENUE,S
B,P-01375546,WHITE PLAINS ROAD,NEREID AVENUE,EAST  237 STREET,W
B,P-01376330,COMMERCE AVENUE,BUTLER PLACE,WESTCHESTER AVENUE,E
B,P-01376345,COMMERCE AVENUE,WESTCHESTER AVENUE,BUTLER PLACE,W
B,P-01376637,DYRE AVENUE,BOSTON ROAD,CONNER STREET,E
B,P-01376821,PLAZA DRIVE,ELLIOT PLACE,JEROME AVENUE,E
B,P-01377677,ARTHUR AVENUE,EAST  186 STREET,CRESCENT AVENUE,E
B,P-01378716,JEROME AVENUE,EAST  208 STREET,EAST GUNHILL ROAD,E
B,P-01380173,EAST FORDHAM ROAD,HUGHES AVENUE,HOFFMAN STREET,N
B,P-01381424,EAST FORDHAM ROAD,HOFFMAN STREET,BATHGATE AVENUE,N
B,P-01384921,EAST  167 STREET,WEBSTER AVENUE,CLAY AVENUE,N
B,P-01385022,EAST TREMONT AVENUE,BARKLEY AVENUE,LAFAYETTE AVENUE,W
B,P-01385066,EAST TREMONT AVENUE,ERICSON PLACE,LATTING STREET,W
B,P-01385072,EAST TREMONT AVENUE,FINK AVENUE,PONTON AVENUE,E
B,P-01385091,EAST TREMONT AVENUE,MACLAY AVENUE,ST RAYMOND AVENUE,S
B,P-01385277,MORRIS PARK AVENUE,BOGART AVENUE,RADCLIFF AVENUE,S
B,P-01385289,MANH COLLEGE PARKWAY*MN RDWY,BROADWAY,POST ROAD,N
B,P-01385294,MORRISON AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,E
B,P-01385314,MORRIS PARK AVENUE,HOLLAND AVENUE,WALLACE AVENUE,S
B,P-01385323,BUTLER PLACE,SEABURY AVENUE,COMMERCE AVENUE,S
B,P-01385406,EAST TREMONT AVENUE,LAMPORT PLACE,SCHLEY AVENUE,W
B,P-01385409,EAST TREMONT AVENUE,BRUCKNER BOULEVARD*N,BRUCKNER BOULEVARD*S,W
B,P-01385411,BRUCKNER BOULEVARD*N S/R,EDISON AVENUE,EAST TREMONT AVENUE,N
B,P-01385412,EAST TREMONT AVENUE,BRUCKNER BOULEVARD*S,BRUCKNER BOULEVARD*N,E
B,P-01385417,EAST TREMONT AVENUE,SAMPSON AVENUE,MILES AVENUE,S
B,P-01386964,GERARD AVENUE,EAST  158 STREET,EAST  161 STREET,W
B,P-01390091,WEBSTER AVENUE,EAST  204 STREET,EAST GUN HILL ROAD,E
B,P-01390100,WEBSTER AVENUE,BEDFORD PARK BOULEVARD,EAST  199 STREET,W
B,P-01390188,JEROME AVENUE,EAST  213 STREET,BAINBRIDGE AVENUE,E
B,P-01390410,RIVERDALE AVENUE,WEST  236 STREET,WEST  235 STREET,W
B,P-01391155,JEROME AVENUE,EAST KINGSBRIDGE ROAD,EAST  196 STREET,E
B,P-01392632,CROSS BRONX EXPRESSWAY*S S/R,HUGH J GRANT CIRCLE,NEWBOLD AVENUE,S
B,P-01393159,HOLLAND AVENUE,BOSTON ROAD,ALLERTON AVENUE,E
B,P-01393206,HOLLAND AVENUE,BOSTON ROAD,ALLERTON AVENUE,W
B,P-01393234,HOLLAND AVENUE,ALLERTON AVENUE,ARNOW AVENUE,E
B,P-01393417,SOUTHERN BOULEVARD,EAST  167 STREET,WESTCHESTER AVENUE,W
B,P-01394691,WESTCHESTER AVENUE,OLMSTEAD AVENUE,PUGSLEY AVENUE,N
B,P-01396175,THIRD AVENUE,EAST  163 STREET,BROOK AVENUE,W
B,P-01396208,GRAND CONCOURSE*E S/R,FIELD PLACE,EAST  184 STREET,E
B,P-01397820,BROADWAY,VAN CORTLANDT PARK SOUTH,MANSION STREET,E
B,P-01400118,BATHGATE AVENUE,EAST  189 STREET,EAST FORDHAM ROAD,E
B,P-01400127,EAST  167 STREET,GRANT AVENUE,MORRIS AVENUE,S
B,P-01400136,JEROME AVENUE,EAST  184 STREET,EAST FORDHAM ROAD,E
B,P-01400140,EAST TREMONT AVENUE,CROSS BRONX EXPRESSWAY,SCHLEY AVENUE,N
B,P-01402221,JEROME AVENUE,WEST  190 STREET,WEST FORDHAM ROAD,W
B,P-01402613,EAST  167 STREET*CTR MALL,GRANDVIEW PLACE,WALTON AVENUE,N
B,P-01402634,EAST  167 STREET*CTR MALL,GRAND CONCOURSE,SHERIDAN AVENUE,S
B,P-01404847,EAST  149 STREET,COURTLANDT AVENUE,THIRD AVENUE,S
B,P-01405384,CRESTON AVENUE,EAST  192 STREET,EAST  190 STREET,E
B,P-01411223,EAST  241 STREET,WHITE PLAINS ROAD,FURMAN AVENUE,S
B,P-01411797,KATONAH AVENUE,EAST  237 STREET,EAST  236 STREET,W
B,P-01413614,EAST  190 STREET,MORRIS AVENUE,JEROME AVENUE,N
B,P-01417223,THIRD AVENUE,EAST  152 STREET,EAST  153 STREET,E
