IntakeType,IntakeSubtype,Number_of_Animals,YEAR,MONTH,OBJECTID
DISPOSAL,OWNER,13,2015,9,2523
DISPOSAL,STRAY,1,2015,9,2524
DISPOSAL,WILDLIFE,1,2015,9,2525
ET REQUEST,,1,2015,9,2526
ET REQUEST,AGGRESSIVE,1,2015,9,2527
ET REQUEST,OLD,2,2015,9,2528
ET REQUEST,SICK,2,2015,9,2529
FOSTER,RETURN,62,2015,9,2530
OWNER SUR,,1,2015,9,2531
OWNER SUR,EUTH REQ,55,2015,9,2532
OWNER SUR,FIELD,9,2015,9,2533
OWNER SUR,OTC,62,2015,9,2534
OWNER SUR,RETURN 30,12,2015,9,2535
RETURN,,2,2015,9,2536
RETURN,ADOPTION,10,2015,9,2537
STRAY,,2,2015,9,2538
STRAY,FIELD,173,2015,9,2539
STRAY,OTC,243,2015,9,2540
CONFISCATE,ABANDONED,1,2015,10,2541
CONFISCATE,CHAINING,2,2015,10,2542
CONFISCATE,CRUELTY,15,2015,10,2543
CONFISCATE,EVICTION,8,2015,10,2544
CONFISCATE,HOSPITAL,2,2015,10,2545
CONFISCATE,NEGLECT,45,2015,10,2546
CONFISCATE,POLICE,3,2015,10,2547
CONFISCATE,POTDANGER,2,2015,10,2548
CONFISCATE,RESTRAINT,2,2015,10,2549
CONFISCATE,UNPERMITED,4,2015,10,2550
DISPOSAL,FIELD,2,2015,10,2551
DISPOSAL,OTHER,1,2015,10,2552
DISPOSAL,OWNER,15,2015,10,2553
DISPOSAL,STRAY,1,2015,10,2554
ET REQUEST,AGGRESSIVE,4,2015,10,2555
ET REQUEST,SICK,1,2015,10,2556
FOSTER,RETURN,78,2015,10,2557
OWNER SUR,EUTH REQ,46,2015,10,2558
OWNER SUR,FIELD,80,2015,10,2559
OWNER SUR,OTC,83,2015,10,2560
OWNER SUR,RETURN 30,6,2015,10,2561
RETURN,,3,2015,10,2562
RETURN,ADOPTION,22,2015,10,2563
STRAY,,1,2015,10,2564
STRAY,FIELD,172,2015,10,2565
STRAY,OTC,321,2015,10,2566
CONFISCATE,ABANDONED,2,2015,11,2567
CONFISCATE,BITE,2,2015,11,2568
CONFISCATE,CRUELTY,1,2015,11,2569
CONFISCATE,EVICTION,7,2015,11,2570
CONFISCATE,NEGLECT,12,2015,11,2571
CONFISCATE,RESTRAINT,5,2015,11,2572
DISPOSAL,FIELD,1,2015,11,2573
DISPOSAL,OWNER,13,2015,11,2574
DISPOSAL,STRAY,2,2015,11,2575
ET REQUEST,AGGRESSIVE,1,2015,11,2576
ET REQUEST,SICK,1,2015,11,2577
FOSTER,RETURN,61,2015,11,2578
OWNER SUR,EUTH REQ,46,2015,11,2579
OWNER SUR,FIELD,3,2015,11,2580
OWNER SUR,OTC,89,2015,11,2581
OWNER SUR,RETURN 30,14,2015,11,2582
RETURN,ADOPTION,16,2015,11,2583
RETURN,K HUMANE S,1,2015,11,2584
STRAY,FIELD,136,2015,11,2585
STRAY,OTC,222,2015,11,2586
CONFISCATE,ABANDONED,4,2015,12,2587
CONFISCATE,HOSPITAL,1,2015,12,2588
CONFISCATE,NEGLECT,6,2015,12,2589
CONFISCATE,OWNER DIED,4,2015,12,2590
CONFISCATE,POLICE,6,2015,12,2591
DISPOSAL,FIELD,2,2015,12,2592
DISPOSAL,OWNER,10,2015,12,2593
DISPOSAL,STRAY,2,2015,12,2594
ET REQUEST,AGGRESSIVE,1,2015,12,2595
ET REQUEST,OLD,1,2015,12,2596
ET REQUEST,SICK,2,2015,12,2597
FOSTER,RETURN,51,2015,12,2598
OWNER SUR,EUTH REQ,42,2015,12,2599
OWNER SUR,FIELD,6,2015,12,2600
OWNER SUR,OTC,60,2015,12,2601
OWNER SUR,RETURN 30,12,2015,12,2602
RETURN,ADOPTION,19,2015,12,2603
RETURN,K HUMANE S,2,2015,12,2604
STRAY,,1,2015,12,2605
STRAY,FIELD,156,2015,12,2606
STRAY,OTC,166,2015,12,2607
CONFISCATE,HOSPITAL,1,2016,1,2608
CONFISCATE,NEGLECT,3,2016,1,2609
CONFISCATE,POLICE,3,2016,1,2610
CONFISCATE,POTDANGER,4,2016,1,2611
CONFISCATE,RESTRAINT,6,2016,1,2612
DISPOSAL,FIELD,1,2016,1,2613
DISPOSAL,OTHER,3,2016,1,2614
DISPOSAL,OWNER,9,2016,1,2615
DISPOSAL,STRAY,1,2016,1,2616
ET REQUEST,AGGRESSIVE,1,2016,1,2617
ET REQUEST,OLD,1,2016,1,2618
ET REQUEST,SICK,1,2016,1,2619
FOSTER,RETURN,47,2016,1,2620
OWNER SUR,EUTH REQ,20,2016,1,2621
OWNER SUR,FIELD,11,2016,1,2622
OWNER SUR,OTC,59,2016,1,2623
OWNER SUR,RETURN 30,10,2016,1,2624
RETURN,,1,2016,1,2625
RETURN,ADOPTION,7,2016,1,2626
RETURN,K HUMANE S,4,2016,1,2627
STRAY,FIELD,164,2016,1,2628
STRAY,OTC,148,2016,1,2629
CONFISCATE,ABANDONED,1,2016,2,2630
CONFISCATE,CRUELTY,2,2016,2,2631
CONFISCATE,EVICTION,1,2016,2,2632
CONFISCATE,POLICE,1,2016,2,2633
DISPOSAL,OWNER,7,2016,2,2634
DISPOSAL,STRAY,8,2016,2,2635
ET REQUEST,AGGRESSIVE,1,2016,2,2636
ET REQUEST,OLD,1,2016,2,2637
FOSTER,RETURN,54,2016,2,2638
OWNER SUR,EUTH REQ,37,2016,2,2639
OWNER SUR,FIELD,9,2016,2,2640
OWNER SUR,OTC,52,2016,2,2641
OWNER SUR,RETURN 30,14,2016,2,2642
RETURN,,3,2016,2,2643
RETURN,ADOPTION,17,2016,2,2644
RETURN,K HUMANE S,5,2016,2,2645
STRAY,FIELD,126,2016,2,2646
STRAY,OTC,174,2016,2,2647
CONFISCATE,,1,2016,3,2648
CONFISCATE,BITE,1,2016,3,2649
CONFISCATE,CRUELTY,1,2016,3,2650
CONFISCATE,EVICTION,1,2016,3,2651
CONFISCATE,HOSPITAL,3,2016,3,2652
CONFISCATE,NEGLECT,31,2016,3,2653
CONFISCATE,POLICE,2,2016,3,2654
CONFISCATE,POTDANGER,1,2016,3,2655
CONFISCATE,RESTRAINT,6,2016,3,2656
DISPOSAL,FIELD,2,2016,3,2657
DISPOSAL,OWNER,11,2016,3,2658
DISPOSAL,STRAY,3,2016,3,2659
ET REQUEST,AGGRESSIVE,4,2016,3,2660
ET REQUEST,OLD,3,2016,3,2661
ET REQUEST,SICK,1,2016,3,2662
FOSTER,RETURN,56,2016,3,2663
OWNER SUR,EUTH REQ,35,2016,3,2664
OWNER SUR,FIELD,21,2016,3,2665
OWNER SUR,OTC,92,2016,3,2666
OWNER SUR,RETURN 30,23,2016,3,2667
RETURN,ADOPTION,17,2016,3,2668
RETURN,K HUMANE S,1,2016,3,2669
STRAY,FIELD,129,2016,3,2670
STRAY,OTC,217,2016,3,2671
CONFISCATE,ABANDONED,5,2016,4,2672
CONFISCATE,BITE,3,2016,4,2673
CONFISCATE,COURT ORD,3,2016,4,2674
CONFISCATE,CRUELTY,4,2016,4,2675
CONFISCATE,NEGLECT,1,2016,4,2676
CONFISCATE,POLICE,15,2016,4,2677
DISPOSAL,FIELD,2,2016,4,2678
DISPOSAL,OWNER,9,2016,4,2679
DISPOSAL,STRAY,4,2016,4,2680
ET REQUEST,SICK,1,2016,4,2681
FOSTER,RETURN,44,2016,4,2682
OWNER SUR,EUTH REQ,33,2016,4,2683
OWNER SUR,FIELD,12,2016,4,2684
OWNER SUR,OTC,78,2016,4,2685
OWNER SUR,RETURN 30,12,2016,4,2686
RETURN,ADOPTION,10,2016,4,2687
STRAY,,1,2016,4,2688
STRAY,FIELD,149,2016,4,2689
STRAY,OTC,213,2016,4,2690
CONFISCATE,,1,2016,5,2691
CONFISCATE,EVICTION,17,2016,5,2692
CONFISCATE,NEGLECT,1,2016,5,2693
CONFISCATE,POLICE,1,2016,5,2694
CONFISCATE,RESTRAINT,1,2016,5,2695
DISPOSAL,FIELD,1,2016,5,2696
DISPOSAL,OWNER,9,2016,5,2697
DISPOSAL,STRAY,1,2016,5,2698
ET REQUEST,AGGRESSIVE,1,2016,5,2699
ET REQUEST,SICK,1,2016,5,2700
FOSTER,RETURN,49,2016,5,2701
OWNER SUR,EUTH REQ,45,2016,5,2702
OWNER SUR,FIELD,15,2016,5,2703
OWNER SUR,OTC,77,2016,5,2704
OWNER SUR,RETURN 30,13,2016,5,2705
RETURN,ADOPTION,22,2016,5,2706
RETURN,K HUMANE S,1,2016,5,2707
STRAY,,2,2016,5,2708
STRAY,FIELD,219,2016,5,2709
STRAY,OTC,258,2016,5,2710
CONFISCATE,ABANDONED,1,2016,6,2711
CONFISCATE,BITE,4,2016,6,2712
CONFISCATE,CRUELTY,4,2016,6,2713
CONFISCATE,DANGER DOG,4,2016,6,2714
CONFISCATE,NEGLECT,3,2016,6,2715
CONFISCATE,POLICE,3,2016,6,2716
CONFISCATE,POTDANGER,1,2016,6,2717
CONFISCATE,RESTRAINT,3,2016,6,2718
DISPOSAL,FIELD,3,2016,6,2719
DISPOSAL,OWNER,12,2016,6,2720
DISPOSAL,STRAY,2,2016,6,2721
ET REQUEST,,1,2016,6,2722
ET REQUEST,AGGRESSIVE,1,2016,6,2723
ET REQUEST,OLD,2,2016,6,2724
FOR TRANSP,RESCUE GRP,1,2016,6,2725
FOSTER,RETURN,37,2016,6,2726
OWNER SUR,EUTH REQ,53,2016,6,2727
OWNER SUR,FIELD,30,2016,6,2728
OWNER SUR,OTC,129,2016,6,2729
OWNER SUR,RETURN 30,16,2016,6,2730
RETURN,ADOPTION,16,2016,6,2731
STRAY,FIELD,197,2016,6,2732
STRAY,OTC,311,2016,6,2733
CONFISCATE,BITE,1,2016,7,2734
CONFISCATE,CRUELTY,1,2016,7,2735
CONFISCATE,DANGER DOG,2,2016,7,2736
CONFISCATE,EVICTION,15,2016,7,2737
CONFISCATE,HOSPITAL,5,2016,7,2738
CONFISCATE,NEGLECT,1,2016,7,2739
CONFISCATE,POLICE,6,2016,7,2740
DISPOSAL,OTHER,1,2016,7,2741
DISPOSAL,OWNER,16,2016,7,2742
DISPOSAL,STRAY,6,2016,7,2743
ET REQUEST,AGGRESSIVE,3,2016,7,2744
ET REQUEST,OLD,1,2016,7,2745
ET REQUEST,SICK,1,2016,7,2746
FOSTER,RETURN,52,2016,7,2747
OWNER SUR,EUTH REQ,48,2016,7,2748
OWNER SUR,FIELD,16,2016,7,2749
OWNER SUR,OTC,126,2016,7,2750
OWNER SUR,RETURN 30,12,2016,7,2751
RETURN,ADOPTION,12,2016,7,2752
STRAY,FIELD,188,2016,7,2753
STRAY,OTC,293,2016,7,2754
CONFISCATE,ABANDONED,1,2016,8,2755
CONFISCATE,BITE,3,2016,8,2756
CONFISCATE,CRUELTY,11,2016,8,2757
CONFISCATE,EVICTION,1,2016,8,2758
CONFISCATE,POLICE,2,2016,8,2759
DISPOSAL,FIELD,1,2016,8,2760
DISPOSAL,OWNER,7,2016,8,2761
DISPOSAL,STRAY,3,2016,8,2762
DISPOSAL,WILDLIFE,1,2016,8,2763
ET REQUEST,AGGRESSIVE,1,2016,8,2764
ET REQUEST,OLD,3,2016,8,2765
ET REQUEST,SICK,2,2016,8,2766
FOSTER,RETURN,54,2016,8,2767
OWNER SUR,EUTH REQ,36,2016,8,2768
OWNER SUR,FIELD,14,2016,8,2769
OWNER SUR,OTC,134,2016,8,2770
OWNER SUR,RETURN 30,17,2016,8,2771
RETURN,ADOPTION,4,2016,8,2772
STRAY,,2,2016,8,2773
STRAY,FIELD,219,2016,8,2774
STRAY,OTC,331,2016,8,2775
CONFISCATE,,4,2016,9,2776
CONFISCATE,ABANDONED,6,2016,9,2777
CONFISCATE,BITE,2,2016,9,2778
CONFISCATE,COURT ORD,2,2016,9,2779
CONFISCATE,CRUELTY,14,2016,9,2780
CONFISCATE,HOSPITAL,1,2016,9,2781
CONFISCATE,NEGLECT,7,2016,9,2782
CONFISCATE,OWNER DIED,1,2016,9,2783
CONFISCATE,POLICE,1,2016,9,2784
DISPOSAL,FIELD,1,2016,9,2785
DISPOSAL,OTHER,1,2016,9,2786
DISPOSAL,OWNER,7,2016,9,2787
DISPOSAL,STRAY,4,2016,9,2788
ET REQUEST,AGGRESSIVE,1,2016,9,2789
ET REQUEST,SICK,2,2016,9,2790
FOSTER,RETURN,59,2016,9,2791
OWNER SUR,,3,2016,9,2792
OWNER SUR,EUTH REQ,52,2016,9,2793
OWNER SUR,FIELD,10,2016,9,2794
OWNER SUR,OTC,123,2016,9,2795
OWNER SUR,RETURN 30,15,2016,9,2796
RETURN,,1,2016,9,2797
RETURN,ADOPTION,17,2016,9,2798
RETURN,K HUMANE S,10,2016,9,2799
STRAY,FIELD,212,2016,9,2800
STRAY,OTC,249,2016,9,2801
CONFISCATE,ABANDONED,3,2016,10,2802
CONFISCATE,BITE,2,2016,10,2803
CONFISCATE,EVICTION,5,2016,10,2804
CONFISCATE,NEGLECT,3,2016,10,2805
CONFISCATE,POLICE,6,2016,10,2806
CONFISCATE,POTDANGER,1,2016,10,2807
DISPOSAL,OTHER,2,2016,10,2808
DISPOSAL,OWNER,15,2016,10,2809
DISPOSAL,STRAY,3,2016,10,2810
ET REQUEST,AGGRESSIVE,1,2016,10,2811
ET REQUEST,OLD,1,2016,10,2812
ET REQUEST,SICK,1,2016,10,2813
FOR TRANSP,RESCUE GRP,2,2016,10,2814
FOSTER,RETURN,53,2016,10,2815
OWNER SUR,EUTH REQ,59,2016,10,2816
OWNER SUR,FIELD,11,2016,10,2817
OWNER SUR,OTC,99,2016,10,2818
OWNER SUR,RETURN 30,18,2016,10,2819
RETURN,,1,2016,10,2820
RETURN,ADOPTION,16,2016,10,2821
RETURN,K HUMANE S,1,2016,10,2822
STRAY,FIELD,149,2016,10,2823
STRAY,OTC,219,2016,10,2824
CONFISCATE,CRUELTY,2,2016,11,2825
CONFISCATE,EVICTION,2,2016,11,2826
CONFISCATE,NEGLECT,1,2016,11,2827
CONFISCATE,POLICE,3,2016,11,2828
DISPOSAL,FIELD,1,2016,11,2829
DISPOSAL,OWNER,8,2016,11,2830
DISPOSAL,STRAY,1,2016,11,2831
ET REQUEST,OLD,1,2016,11,2832
ET REQUEST,SICK,1,2016,11,2833
FOSTER,RETURN,74,2016,11,2834
OWNER SUR,EUTH REQ,36,2016,11,2835
OWNER SUR,FIELD,10,2016,11,2836
OWNER SUR,OTC,71,2016,11,2837
OWNER SUR,RETURN 30,14,2016,11,2838
RETURN,ADOPTION,14,2016,11,2839
STRAY,FIELD,154,2016,11,2840
STRAY,OTC,239,2016,11,2841
CONFISCATE,BITE,11,2016,12,2842
CONFISCATE,EVICTION,2,2016,12,2843
CONFISCATE,NEGLECT,1,2016,12,2844
CONFISCATE,POLICE,1,2016,12,2845
DISPOSAL,FIELD,1,2016,12,2846
DISPOSAL,OWNER,8,2016,12,2847
DISPOSAL,STRAY,3,2016,12,2848
FOSTER,RETURN,48,2016,12,2849
OWNER SUR,,1,2016,12,2850
OWNER SUR,EUTH REQ,24,2016,12,2851
OWNER SUR,FIELD,9,2016,12,2852
OWNER SUR,OTC,47,2016,12,2853
OWNER SUR,RETURN 30,9,2016,12,2854
RETURN,ADOPTION,11,2016,12,2855
STRAY,,3,2016,12,2856
STRAY,FIELD,84,2016,12,2857
STRAY,OTC,111,2016,12,2858
