OBJECTID,ACTIVITY_CODE,ACTIVITY_NAME,TREATMENT_TYPE,FUND_CODES,NBR_UNITS_PLANNED,NBR_UNITS_ACCOMPLISHED,UOM,DATE_PLANNED,DATE_ACCOMPLISHED,DATE_COMPLETED,FY_PLANNED,FY_ACCOMPLISHED,FY_COMPLETED,ACTIVITY_UNIT_ORG,REGION_CODE,ADMIN_FOREST_CODE,DISTRICT_CODE,HOME_ORG,ADMIN_FOREST_NAME,ADMIN_DISTRICT_NAME,PROCLAIMED_FOREST_CODE,OWNERSHIP_CODE,OWNERSHIP_DESC,ALPCOUNTY,STATE_ABBR,WATERSHED_CODE,SLOPE,ELEVATION,ASPECT,METHOD_CODE,METHOD_DESC,EQUIPMENT_CODE,EQUIPMENT_DESC,COST_PER_UOM,NEPA_PROJECT_ID,NEPA_DOC_NAME,IMPLEMENTATION_PROJECT_NAMES,IMPLEMENTATION_PROJECT_NUMBERS,IMPLEMENTATION_PROJECT_TYPES,WORK_AGENT_CODES,SUBUNIT_SIZE,SUBUNIT_UOM,GIS_ACRES,ACTIVITY_UNIT_CN,SUBUNIT_CN,FACTS_ID,SUID,SUBUNIT,SUBUNIT_NAME,ACTIVITY_CN,NEPA_PROJECT_CN,STAGE,STAGE_DESC,REV_DATE,DATA_SOURCE_CODE,DATA_SOURCE_DESC,UK,ACCURACY,SHAPEAREA,SHAPELEN
24721,7100,"Pollinator habitat improved, restored or maintained",,XXXX,28.0,28.0,ACRES,2018/08/31 00:00:00+00,2018/08/31 00:00:00+00,,2018,2018,,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,"MONARCH BUTTERFLY HABITAT RESTORATION,RIDGE REOFFER","03143,MBHR-0307","MBHR,WBBS",CT,28.0,ACRES,27.997,3978205010602,1154983010602,A000000083,030703A000000083092,092,RIDGEREOFF PAYUNIT 5 TENDING,5743258010602,33859,3,Accomplished,2018/10/31 15:22:50+00,2.0,GPS – Uncorrected Data,0307_28039_ACTP,,1.1425353844186e-05,0.0401556345738805
24722,7100,"Pollinator habitat improved, restored or maintained",,XXXX,2.0,2.0,ACRES,2018/08/31 00:00:00+00,2018/08/31 00:00:00+00,,2018,2018,,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,"MONARCH BUTTERFLY HABITAT RESTORATION,RIDGE REOFFER","03143,MBHR-0307","MBHR,WBBS",CT,2.0,ACRES,2.225,3978205010602,1154992010602,A000000083,030703A000000083093,093,RIDGEREOFF PAYUNIT 5 GRP SELECT CUT,5743270010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_27987_ACTP,,9.079202602995e-07,0.0064492764837934
24723,7100,"Pollinator habitat improved, restored or maintained",,XXXX,39.0,39.0,ACRES,2017/12/18 00:00:00+00,2017/12/18 00:00:00+00,2023/09/26 00:00:00+00,2018,2018,2023.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,39.0,ACRES,38.988,3978205010602,1159975010602,A000000083,030703A000000083096,096,LABOR PAYUNIT 1 TENDING,5749179010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_27996_ACTP,,1.5923616543804e-05,0.0363739641537805
24724,7100,"Pollinator habitat improved, restored or maintained",,XXXX,4.0,4.0,ACRES,2017/12/18 00:00:00+00,2017/12/18 00:00:00+00,2023/09/26 00:00:00+00,2018,2018,2023.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,4.0,ACRES,3.83,3978205010602,1159978010602,A000000083,030703A000000083097,097,LABOR PAYUNIT 1 GRP SELECT REGEN HARV,5749300010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_27995_ACTP,,1.564274699559e-06,0.0101554141953885
24725,7100,"Pollinator habitat improved, restored or maintained",,XXXX,42.0,42.0,ACRES,2017/12/18 00:00:00+00,2017/12/18 00:00:00+00,,2018,2018,,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,42.0,ACRES,42.081,3978205010602,1159981010602,A000000083,030703A000000083098,098,LABOR PAYUNIT 2 TENDING,5749219010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_27998_ACTP,,1.71857551130485e-05,0.0359936312355106
24726,7100,"Pollinator habitat improved, restored or maintained",,XXXX,4.0,4.0,ACRES,2017/12/18 00:00:00+00,2017/12/18 00:00:00+00,,2018,2018,,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,4.0,ACRES,4.271,3978205010602,1159982010602,A000000083,030703A000000083099,099,LABOR PAYUNIT 2 GRP SELECT REGEN HARV,5749411010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_27997_ACTP,,1.744328912114e-06,0.0115626282548739
24727,7100,"Pollinator habitat improved, restored or maintained",,XXXX,27.0,27.0,ACRES,2017/12/18 00:00:00+00,2017/12/18 00:00:00+00,2023/09/26 00:00:00+00,2018,2018,2023.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,27.0,ACRES,26.682,3978205010602,1159983010602,A000000083,030703A000000083100,100,LABOR PAYUNIT 3 TENDING,5749286010602,33859,3,Accomplished,2018/10/31 15:22:50+00,2.0,GPS – Uncorrected Data,0307_28040_ACTP,,1.08964177226435e-05,0.0419181841264152
24728,7100,"Pollinator habitat improved, restored or maintained",,XXXX,3.0,3.0,ACRES,2017/12/18 00:00:00+00,2017/12/18 00:00:00+00,2023/09/26 00:00:00+00,2018,2018,2023.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,3.0,ACRES,2.952,3978205010602,1159984010602,A000000083,030703A000000083101,101,LABOR PAYUNIT 3 GRP SELECT REGEN HARV,5749415010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_27999_ACTP,,1.205522181123e-06,0.0106270875406148
24729,7100,"Pollinator habitat improved, restored or maintained",,XXXX,35.0,35.0,ACRES,2017/12/18 00:00:00+00,2017/12/18 00:00:00+00,,2018,2018,,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,35.0,ACRES,35.037,3978205010602,1159986010602,A000000083,030703A000000083102,102,LABOR PAYUNIT 4 TENDING,5749292010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_28001_ACTP,,1.43077510803945e-05,0.0288037279435517
24730,7100,"Pollinator habitat improved, restored or maintained",,NFND,2.0,2.0,ACRES,2017/12/18 00:00:00+00,2017/12/18 00:00:00+00,,2018,2018,,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,2.0,ACRES,1.901,3978205010602,1159988010602,A000000083,030703A000000083103,103,LABOR PAYUNIT 4 GRP SELECT REGEN HARV,5749421010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_28000_ACTP,,7.76175201175e-07,0.0060557960314959
24731,7100,"Pollinator habitat improved, restored or maintained",,XXXX,71.0,71.0,ACRES,2017/12/19 00:00:00+00,2017/12/19 00:00:00+00,2023/07/03 00:00:00+00,2018,2018,2023.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,71.0,ACRES,70.973,3978205010602,1160397010602,A000000083,030703A000000083106,106,BRIDGE PAYUNIT 1 TENDING,5750876010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_28004_ACTP,,2.89852838779e-05,0.0452714424725461
24732,7100,"Pollinator habitat improved, restored or maintained",,XXXX,6.0,6.0,ACRES,2017/12/19 00:00:00+00,2017/12/19 00:00:00+00,2023/07/03 00:00:00+00,2018,2018,2023.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,6.0,ACRES,6.072,3978205010602,1160398010602,A000000083,030703A000000083107,107,BRIDGE PAYUNIT 1 GROUP SELECT REGEN HARV.,5750954010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_28005_ACTP,,2.4797177165285e-06,0.0220177372740001
24733,7100,"Pollinator habitat improved, restored or maintained",,XXXX,72.0,72.0,ACRES,2017/12/19 00:00:00+00,2017/12/19 00:00:00+00,2019/12/11 00:00:00+00,2018,2018,2020.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,72.0,ACRES,71.62,3978205010602,1160400010602,A000000083,030703A000000083108,108,BRIDGE PAYUNIT 2 TENDING,5750984010602,33859,3,Accomplished,2020/10/29 16:56:12+00,3.0,GPS – Differentially Corrected Data,0307_29916_ACTP,,2.92502281773555e-05,0.0261071971549961
24734,7100,"Pollinator habitat improved, restored or maintained",,XXXX,54.0,54.0,ACRES,2017/12/19 00:00:00+00,2017/12/19 00:00:00+00,2023/08/07 00:00:00+00,2018,2018,2023.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,54.0,ACRES,53.558,3978205010602,1160402010602,A000000083,030703A000000083109,109,BRIDGE PAYUNIT 3 TENDING,5750990010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_28007_ACTP,,2.1874981731314e-05,0.0532465456904166
24735,7100,"Pollinator habitat improved, restored or maintained",,XXXX,9.0,9.0,ACRES,2017/12/19 00:00:00+00,2017/12/19 00:00:00+00,2023/08/07 00:00:00+00,2018,2018,2023.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,9.0,ACRES,8.843,3978205010602,1160405010602,A000000083,030703A000000083110,110,BRIDGE PAYUNIT 3 GROUP SELECT REGEN HARV.,5751159010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_28008_ACTP,,3.6119560721645e-06,0.0195891130531049
24736,7100,"Pollinator habitat improved, restored or maintained",,XXXX,138.0,138.0,ACRES,2017/12/19 00:00:00+00,2017/12/19 00:00:00+00,2020/06/26 00:00:00+00,2018,2018,2020.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,138.0,ACRES,138.032,3978205010602,1160408010602,A000000083,030703A000000083111,111,BRIDGE PAYUNIT 4 TENDING,5750994010602,33859,3,Accomplished,2020/10/29 16:56:12+00,3.0,GPS – Differentially Corrected Data,0307_29917_ACTP,,5.6371468496578e-05,0.124318387105092
24737,7100,"Pollinator habitat improved, restored or maintained",,XXXX,26.0,26.0,ACRES,2017/12/19 00:00:00+00,2017/12/19 00:00:00+00,2020/06/26 00:00:00+00,2018,2018,2020.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,26.0,ACRES,26.003,3978205010602,1160410010602,A000000083,030703A000000083112,112,BRIDGE PAYUNIT 4 GROUP SELECT REGEN HARV.,5751167010602,33859,3,Accomplished,2020/10/29 16:56:12+00,3.0,GPS – Differentially Corrected Data,0307_29918_ACTP,,1.06194475085245e-05,0.0710836584239284
24738,7100,"Pollinator habitat improved, restored or maintained",,XXXX,133.0,133.0,ACRES,2017/12/19 00:00:00+00,2017/12/19 00:00:00+00,2020/06/26 00:00:00+00,2018,2018,2020.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,133.0,ACRES,132.759,3978205010602,1160411010602,A000000083,030703A000000083113,113,BRIDGE PAYUNIT 5 TENDING,5750999010602,33859,3,Accomplished,2020/10/29 16:56:12+00,3.0,GPS – Differentially Corrected Data,0307_29919_ACTP,,5.4215154806191e-05,0.105178126071508
24739,7100,"Pollinator habitat improved, restored or maintained",,XXXX,21.0,21.0,ACRES,2017/12/19 00:00:00+00,2017/12/19 00:00:00+00,2020/06/26 00:00:00+00,2018,2018,2020.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,21.0,ACRES,21.36,3978205010602,1160412010602,A000000083,030703A000000083114,114,BRIDGE PAYUNIT 5 GROUP SELECT REGEN HARV.,5751177010602,33859,3,Accomplished,2020/10/29 16:56:12+00,3.0,GPS – Differentially Corrected Data,0307_29920_ACTP,,8.723100079676e-06,0.0558077755558735
24740,7100,"Pollinator habitat improved, restored or maintained",,XXXX,107.0,107.0,ACRES,2018/09/25 00:00:00+00,2018/09/25 00:00:00+00,2019/06/18 00:00:00+00,2018,2018,2019.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,107.0,ACRES,106.816,3978205010602,1160740010602,A000000083,030703A000000083117,117,ORDER EAST PAYUNIT 1 TENDING,5753296010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_28014_ACTP,,4.3611519110332e-05,0.0556019736018592
24741,7100,"Pollinator habitat improved, restored or maintained",,XXXX,149.0,149.0,ACRES,2018/09/25 00:00:00+00,2018/09/25 00:00:00+00,2019/10/25 00:00:00+00,2018,2018,2020.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,149.0,ACRES,149.352,3978205010602,1160741010602,A000000083,030703A000000083118,118,ORDER EAST PAYUNIT 2 TENDING,5753313010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_28015_ACTP,,6.0980971653572e-05,0.0766579921765044
24742,7100,"Pollinator habitat improved, restored or maintained",,XXXX,12.0,12.0,ACRES,2018/09/25 00:00:00+00,2018/09/25 00:00:00+00,2019/10/25 00:00:00+00,2018,2018,2020.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,12.0,ACRES,11.511,3978205010602,1160742010602,A000000083,030703A000000083119,119,ORDER EAST PAYUNIT 2 GRP SELECT REGEN HARV.,5755118010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_28016_ACTP,,4.7001745403035e-06,0.033978491202507
24743,7100,"Pollinator habitat improved, restored or maintained",,XXXX,33.0,33.0,ACRES,2018/09/25 00:00:00+00,2018/09/25 00:00:00+00,,2018,2018,,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,33.0,ACRES,33.026,3978205010602,1160745010602,A000000083,030703A000000083120,120,ORDER EAST PAYUNIT 3 TENDING,5753318010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_28017_ACTP,,1.3486626156719e-05,0.0313087557826384
24744,7100,"Pollinator habitat improved, restored or maintained",,XXXX,5.0,5.0,ACRES,2018/09/25 00:00:00+00,2018/09/25 00:00:00+00,,2018,2018,,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,5.0,ACRES,4.573,3978205010602,1160747010602,A000000083,030703A000000083121,121,ORDER EAST PAYMENT UNIT 3 GRP SELECT REGEN HARV.,5755256010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_28018_ACTP,,1.8674004061455e-06,0.0135867500527902
24745,7100,"Pollinator habitat improved, restored or maintained",,XXXX,128.0,128.0,ACRES,2018/09/25 00:00:00+00,2018/09/25 00:00:00+00,,2018,2018,,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,128.0,ACRES,128.407,3978205010602,1160752010602,A000000083,030703A000000083122,122,ORDER EAST PAYUNIT 4 TENDING,5753321010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_28019_ACTP,,5.24506054921485e-05,0.0542211976499603
24746,7100,"Pollinator habitat improved, restored or maintained",,XXXX,5.0,5.0,ACRES,2018/09/25 00:00:00+00,2018/09/25 00:00:00+00,,2018,2018,,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,5.0,ACRES,5.3,3978205010602,1160753010602,A000000083,030703A000000083123,123,ORDER EAST PAYUNIT 4 GRP SELECT REGEN HARV.,5755260010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_28020_ACTP,,2.165074369194e-06,0.0143620765919154
24747,7100,"Pollinator habitat improved, restored or maintained",,XXXX,80.0,80.0,ACRES,2018/09/25 00:00:00+00,2018/09/25 00:00:00+00,2023/09/18 00:00:00+00,2018,2018,2023.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,80.0,ACRES,79.792,3978205010602,1160754010602,A000000083,030703A000000083124,124,ORDER EAST PAYUNIT 5 TENDING,5753326010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_28021_ACTP,,3.25922909168265e-05,0.0357403074228144
24748,7100,"Pollinator habitat improved, restored or maintained",,XXXX,3.0,3.0,ACRES,2018/09/25 00:00:00+00,2018/09/25 00:00:00+00,,2018,2018,,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,420,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,3.0,ACRES,2.575,3978205010602,1160755010602,A000000083,030703A000000083125,125,ORDER EAST PAYUNIT 5 GRP SELECT REGEN HARV.,5755263010602,33859,3,Accomplished,2018/10/31 15:22:49+00,2.0,GPS – Uncorrected Data,0307_28022_ACTP,,1.0519380850135e-06,0.0064731357454661
24749,7100,"Pollinator habitat improved, restored or maintained",,XXXX,32.0,32.0,ACRES,2018/11/09 00:00:00+00,2018/11/09 00:00:00+00,2023/07/06 00:00:00+00,2019,2019,2023.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,200,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,32.0,ACRES,32.226,3978205010602,1162004010602,A000000083,030703A000000083130,130,LOBO PAYUNIT 1 TENDING,5927410010602,33859,3,Accomplished,2019/09/27 19:48:51+00,2.0,GPS – Uncorrected Data,0307_28646_ACTP,,1.3163064678689e-05,0.024795865575198
24750,7100,"Pollinator habitat improved, restored or maintained",,XXXX,2.0,2.0,ACRES,2018/11/09 00:00:00+00,2018/11/09 00:00:00+00,2023/07/06 00:00:00+00,2019,2019,2023.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,200,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,2.0,ACRES,2.157,3978205010602,1162005010602,A000000083,030703A000000083131,131,LOBO PAYUNIT 1 GRP SELECT REGEN HARV.,5927519010602,33859,3,Accomplished,2019/09/27 19:48:52+00,2.0,GPS – Uncorrected Data,0307_28647_ACTP,,8.809693337295e-07,0.0057551102324457
24751,7100,"Pollinator habitat improved, restored or maintained",,XXXX,162.0,162.0,ACRES,2018/11/09 00:00:00+00,2018/11/09 00:00:00+00,2023/06/30 00:00:00+00,2019,2019,2023.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,200,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,162.0,ACRES,162.205,3978205010602,1162007010602,A000000083,030703A000000083132,132,LOBO PAYUNIT 2 TENDING,5927451010602,33859,3,Accomplished,2019/09/27 19:48:51+00,2.0,GPS – Uncorrected Data,0307_28644_ACTP,,6.62540034140585e-05,0.0898328659952659
24752,7100,"Pollinator habitat improved, restored or maintained",,XXXX,10.0,10.0,ACRES,2018/11/09 00:00:00+00,2018/11/09 00:00:00+00,2023/06/30 00:00:00+00,2019,2019,2023.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,200,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,10.0,ACRES,10.219,3978205010602,1162008010602,A000000083,030703A000000083133,133,LOBO PAYUNIT 2 GRP SELECT REGEN HARV.,5927540010602,33859,3,Accomplished,2019/09/27 19:48:51+00,2.0,GPS – Uncorrected Data,0307_28645_ACTP,,4.17417923722e-06,0.0333295604936831
24753,7100,"Pollinator habitat improved, restored or maintained",,XXXX,90.0,90.0,ACRES,2018/11/09 00:00:00+00,2018/11/09 00:00:00+00,2023/06/30 00:00:00+00,2019,2019,2023.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,200,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,90.0,ACRES,90.542,3978205010602,1162009010602,A000000083,030703A000000083134,134,LOBO PAYUNIT 3 TENDING,5927489010602,33859,3,Accomplished,2019/09/27 19:48:51+00,2.0,GPS – Uncorrected Data,0307_28642_ACTP,,3.6984693185782e-05,0.0688899954634637
24754,7100,"Pollinator habitat improved, restored or maintained",,XXXX,10.0,10.0,ACRES,2018/11/09 00:00:00+00,2018/11/09 00:00:00+00,2023/06/30 00:00:00+00,2019,2019,2023.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,200,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,10.0,ACRES,9.992,3978205010602,1162010010602,A000000083,030703A000000083135,135,LOBO PAYUNIT 3 GRP SELECT REGEN HARV.,5927563010602,33859,3,Accomplished,2019/09/27 19:48:51+00,2.0,GPS – Uncorrected Data,0307_28643_ACTP,,4.081712088035e-06,0.0336199927584927
24755,7100,"Pollinator habitat improved, restored or maintained",,XXXX,141.0,141.0,ACRES,2018/11/09 00:00:00+00,2018/11/09 00:00:00+00,2022/10/28 00:00:00+00,2019,2019,2023.0,30703.0,3.0,7.0,3.0,30703,Kaibab National Forest,North Kaibab Ranger District,307.0,FS,USDA FOREST SERVICE,Coconino,AZ,,,,,200,,455,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0307,MBHR,CT,141.0,ACRES,141.25,3978205010602,1162012010602,A000000083,030703A000000083136,136,LOBO PAYUNIT 4 TENDING,5927502010602,33859,3,Accomplished,2019/09/27 19:48:51+00,2.0,GPS – Uncorrected Data,0307_28640_ACTP,,5.7701125534347e-05,0.0655665732485226
