OBJECTID,GEOID10,SqMiles,Acres,Parcel_Count,Total_Surveyed,PctSurveyed,StructureYes,Pct_StructureYes,StructureNo,Pct_StructureNo,Use_Commercial,PctParcels_Commercial,PctStructure_Commercial,Use_Industrial,PctParcels_Industrial,PctStructure_Industrial,Use_Institutional,PctParcels_Institutional,PctStructure_Institutional,Use_Mixed,PctParcels_Mixed,PctStructure_Mixed,Use_Private,PctParcels_Private,PctLots_Private,Use_Public,PctParcel_Public,PctLots_Public,Use_Residential,PctParcels_Residental,PctStructure_Residential,StructureNo_Unknown,PctParcelsNo_Unknown,PctLotsNo_Unknown,StructureYes_Unknown,PctParcelsYes_Unknown,PctStructureYes_Unknown,Condition_Good,Pct_ConditionGood,Condition_Fair,PctCondition_Fair,Condition_Poor,PctCondition_Poor,Condition_SuggestDemo,PctCondition_SuggestDemo,AvgConditionRating,ResStructs_Good,PctGood_ResStruct,ResStructs_Fair,PctFair_ResStruct,ResStruct_Poor,PctPoor_ResStruct,ResStruct_SugDemo,PctSugDemo_ResStruct,ResStruct_AvgConditionRating,Occupancy_Occupied,PctStructures_Occupied,Occupancy_Maybe,PctStructures_Maybe,Occupancy_Unoccupied,PctStructures_Unoccupied,ResStruct_Occupied,PctResStruct_Occupied,ResStruct_Maybe,PctResStruct_Maybe,ResStruct_Unoccupied,PctResStruct_Unoccupied,Boarding_Yes,PctStructures_NeedBoarding,Fire_Yes,PctStructures_Fire,ResStruct_NeedBoarding,PctResStruct_Boarding,ResStruct_FireDamage,PctResStruct_Fire,StructureNo_DumpingYes,PctLots_withDumping,StructureYes_DumpingYes,PctStructures_withDumping,TotalParcels_withDumping,PctTotalParcels_withDumping,ResMixUnits_0Units,PctResMixUnits_0Units,ResMixUnits_1Units,PctResMixUnits_1Units,ResMixUnits_2to3Units,PctResMixUnits_2to3Units,ResMixUnits_4Units,PctResMixUnits_4Units,EmptyLots_Improved,PctLots_Improved,EmptyLots_Unimproved,PctLots_Unimproved,EmptyLot_Maintained,PctLots_Maintained,EmptyLot_Unmaintained,PctLots_Unmaintained,Public_Use_Lots,EmptyLot_PublicUse_ParkGarden,PctLots_ParkGarden,PctPULots_ParkGarden,EmptyLot_PublicUse_ParkingLot,PctLots_ParkingLot,PctPULots_ParkingLot,EmptyLot_PublicUse_Other,PctLots_OtherPublicUse,PctPULots_OtherPU
65,26163507400,0.47861185,306.31158318,1756,1736.0,0.988610478359909,1316.0,0.758064516129032,420.0,0.241935483870968,54.0,0.0311059907834101,0.0410334346504559,1.0,0.0005760368663594,0.0007598784194528,23.0,0.0132488479262673,0.0174772036474164,,0.0,0.0,161.0,0.092741935483871,0.383333333333333,39.0,0.0224654377880184,0.0928571428571429,1237.0,0.712557603686636,0.939969604863222,220.0,0.126728110599078,0.523809523809524,1.0,0.0005760368663594,0.0007598784194528,1104.0,0.838905775075988,175.0,0.132978723404255,25.0,0.0189969604863222,12.0,0.0091185410334346,1.1983282674772,1048.0,0.847210994341148,153.0,0.123686337914309,25.0,0.0202101859337106,11.0,0.0088924818108326,1.19078415521423,933.0,0.708966565349544,52.0,0.0395136778115502,252.0,0.191489361702128,933.0,0.754244139046079,52.0,0.042037186742118,252.0,0.203718674211803,151.0,0.114741641337386,22.0,0.0167173252279635,146.0,0.11802748585287,21.0,0.0169765561843169,19.0,0.0452380952380952,19.0,0.0144376899696049,38.0,0.021889400921659,17,0.0137429264349232,1212.0,0.979789814066289,2.0,0.0016168148746968,6,0.0048504446240905,201.0,0.478571428571429,219.0,0.521428571428571,152.0,0.361904761904762,268.0,0.638095238095238,39.0,1.0,0.0023809523809523,0.0256410256410256,30.0,0.0714285714285714,0.769230769230769,6.0,0.0142857142857143,0.153846153846154
66,26163507300,0.50574788,323.67864356,2098,2081.0,0.991897044804576,1414.0,0.67948101874099,667.0,0.32051898125901,44.0,0.0211436809226334,0.0311173974540311,,0.0,0.0,10.0,0.0048053820278712,0.007072135785007,1.0,0.0004805382027871,0.0007072135785007,228.0,0.109562710235464,0.341829085457271,62.0,0.0297933685728015,0.0929535232383808,1356.0,0.651609802979337,0.958981612446959,376.0,0.180682364247958,0.563718140929535,3.0,0.0014416146083613,0.0021216407355021,1210.0,0.855728429985856,148.0,0.104667609618105,41.0,0.028995756718529,15.0,0.0106082036775106,1.19448373408769,1170.0,0.86283185840708,131.0,0.0966076696165192,40.0,0.0294985250737463,15.0,0.0110619469026549,1.18879056047198,950.0,0.671852899575672,66.0,0.0466760961810467,340.0,0.24045261669024,950.0,0.700589970501475,66.0,0.0486725663716814,340.0,0.250737463126844,211.0,0.149222065063649,22.0,0.0155586987270156,209.0,0.154129793510324,21.0,0.0154867256637168,19.0,0.0284857571214393,13.0,0.0091937765205091,32.0,0.0153772224891879,6,0.004421518054532,1334.0,0.983050847457627,17.0,0.0125276344878408,0,0.0,254.0,0.380809595202399,413.0,0.619190404797601,380.0,0.569715142428786,286.0,0.428785607196402,62.0,47.0,0.0704647676161919,0.758064516129032,13.0,0.0194902548725637,0.209677419354839,2.0,0.0029985007496251,0.032258064516129
67,26163507200,0.29135693,186.46843866,1337,1293.0,0.967090501121915,714.0,0.552204176334107,579.0,0.447795823665893,46.0,0.0355761794276876,0.0644257703081232,6.0,0.0046403712296983,0.0084033613445378,7.0,0.0054137664346481,0.0098039215686274,2.0,0.0015467904098994,0.0028011204481792,196.0,0.151585460170147,0.338514680483592,42.0,0.0324825986078886,0.0725388601036269,648.0,0.501160092807425,0.907563025210084,341.0,0.263727764887858,0.588946459412781,5.0,0.0038669760247486,0.0070028011204481,444.0,0.621848739495798,187.0,0.261904761904762,64.0,0.0896358543417367,19.0,0.0266106442577031,1.52100840336134,395.0,0.609567901234568,174.0,0.268518518518519,61.0,0.0941358024691358,18.0,0.0277777777777778,1.54012345679012,458.0,0.641456582633053,37.0,0.0518207282913165,153.0,0.214285714285714,458.0,0.70679012345679,37.0,0.0570987654320988,153.0,0.236111111111111,103.0,0.144257703081232,14.0,0.0196078431372549,98.0,0.151234567901235,12.0,0.0185185185185185,20.0,0.0345423143350604,15.0,0.0210084033613445,35.0,0.0270688321732405,6,0.0092307692307692,633.0,0.973846153846154,11.0,0.0169230769230769,0,0.0,211.0,0.364421416234888,368.0,0.635578583765112,222.0,0.383419689119171,357.0,0.616580310880829,42.0,1.0,0.001727115716753,0.0238095238095238,3.0,0.005181347150259,0.0714285714285714,37.0,0.0639032815198618,0.880952380952381
68,26163507100,0.41686137,266.79127828,1774,1757.0,0.990417136414882,1283.0,0.730221969265794,474.0,0.269778030734206,43.0,0.0244735344336938,0.0335151987529228,1.0,0.0005691519635742,0.0007794232268121,17.0,0.0096755833807626,0.0132501948558067,3.0,0.0017074558907228,0.0023382696804364,223.0,0.126920887877063,0.470464135021097,25.0,0.0142287990893569,0.0527426160337553,1218.0,0.693227091633466,0.94933749025721,225.0,0.128059191804212,0.474683544303797,2.0,0.0011383039271485,0.0015588464536243,934.0,0.727981293842557,276.0,0.215120810600156,48.0,0.0374123148869836,25.0,0.019485580670304,1.34840218238504,885.0,0.726600985221675,263.0,0.215927750410509,47.0,0.0385878489326765,23.0,0.0188834154351396,1.34975369458128,968.0,0.75448168355417,43.0,0.0335151987529228,207.0,0.161340607950117,968.0,0.794745484400657,43.0,0.035303776683087,207.0,0.169950738916256,128.0,0.0997661730319564,21.0,0.0163678877630553,120.0,0.0985221674876847,19.0,0.0155993431855501,14.0,0.029535864978903,6.0,0.0046765393608729,20.0,0.0113830392714855,21,0.0171990171990172,1183.0,0.968877968877969,15.0,0.0122850122850123,2,0.0016380016380016,246.0,0.518987341772152,228.0,0.481012658227848,247.0,0.521097046413502,227.0,0.478902953586498,25.0,2.0,0.0042194092827004,0.08,11.0,0.0232067510548523,0.44,11.0,0.0232067510548523,0.44
69,26163507000,0.45792024,293.0689587,1508,1488.0,0.986737400530504,1134.0,0.762096774193548,354.0,0.237903225806452,43.0,0.0288978494623656,0.0379188712522046,2.0,0.0013440860215053,0.0017636684303351,17.0,0.0114247311827957,0.0149911816578483,,0.0,0.0,163.0,0.109543010752688,0.46045197740113,10.0,0.0067204301075268,0.0282485875706215,1068.0,0.717741935483871,0.941798941798942,181.0,0.121639784946237,0.511299435028249,4.0,0.0026881720430107,0.0035273368606701,1015.0,0.895061728395062,89.0,0.0784832451499118,28.0,0.0246913580246914,2.0,0.0017636684303351,1.1331569664903,960.0,0.898876404494382,80.0,0.0749063670411985,26.0,0.0243445692883895,2.0,0.0018726591760299,1.12921348314607,871.0,0.768077601410935,52.0,0.0458553791887125,145.0,0.127865961199295,871.0,0.815543071161049,52.0,0.048689138576779,145.0,0.135767790262172,69.0,0.0608465608465608,15.0,0.0132275132275132,66.0,0.0617977528089888,14.0,0.0131086142322097,3.0,0.0084745762711864,8.0,0.0070546737213403,11.0,0.0073924731182795,11,0.0102996254681648,1038.0,0.971910112359551,17.0,0.0159176029962547,2,0.0018726591760299,171.0,0.483050847457627,183.0,0.516949152542373,196.0,0.553672316384181,158.0,0.446327683615819,10.0,4.0,0.0112994350282486,0.4,1.0,0.0028248587570621,0.1,2.0,0.0056497175141242,0.2
70,26163506900,0.46653187,298.58039712,1995,1990.0,0.99749373433584,1651.0,0.82964824120603,339.0,0.17035175879397,45.0,0.0226130653266332,0.0272562083585706,1.0,0.000502512562814,0.0006056935190793,4.0,0.0020100502512562,0.0024227740763173,,0.0,0.0,166.0,0.0834170854271357,0.489675516224189,18.0,0.0090452261306532,0.0530973451327434,1600.0,0.804020100502513,0.969109630526953,155.0,0.0778894472361809,0.457227138643068,1.0,0.000502512562814,0.0006056935190793,1547.0,0.937007874015748,90.0,0.0545124167171411,9.0,0.0054512416717141,5.0,0.0030284675953967,1.07450030284676,1506.0,0.94125,80.0,0.05,9.0,0.005625,5.0,0.003125,1.070625,1367.0,0.827983040581466,61.0,0.0369473046638401,172.0,0.104179285281647,1367.0,0.854375,61.0,0.038125,172.0,0.1075,71.0,0.0430042398546336,15.0,0.0090854027861901,69.0,0.043125,15.0,0.009375,5.0,0.0147492625368732,17.0,0.0102967898243489,22.0,0.0110552763819095,5,0.003125,1534.0,0.95875,38.0,0.02375,23,0.014375,187.0,0.551622418879056,152.0,0.448377581120944,196.0,0.578171091445428,143.0,0.421828908554572,18.0,,0.0,0.0,3.0,0.0088495575221238,0.166666666666667,12.0,0.0353982300884956,0.666666666666667
71,26163506800,0.67524171,432.15469345,1689,1672.0,0.989934872705743,1560.0,0.933014354066986,112.0,0.0669856459330144,40.0,0.0239234449760766,0.0256410256410256,,0.0,0.0,4.0,0.0023923444976076,0.0025641025641025,,0.0,0.0,74.0,0.0442583732057416,0.660714285714286,12.0,0.0071770334928229,0.107142857142857,1515.0,0.9061004784689,0.971153846153846,26.0,0.0155502392344498,0.232142857142857,1.0,0.0005980861244019,0.0006410256410256,1370.0,0.878205128205128,164.0,0.105128205128205,22.0,0.0141025641025641,4.0,0.0025641025641025,1.14102564102564,1334.0,0.880528052805281,155.0,0.102310231023102,22.0,0.0145214521452145,4.0,0.0026402640264026,1.13927392739274,1366.0,0.875641025641026,16.0,0.0102564102564103,133.0,0.0852564102564103,1366.0,0.901650165016502,16.0,0.0105610561056106,133.0,0.0877887788778878,63.0,0.0403846153846154,17.0,0.0108974358974359,63.0,0.0415841584158416,17.0,0.0112211221122112,6.0,0.0535714285714286,11.0,0.007051282051282,17.0,0.0101674641148325,5,0.0033003300330033,1503.0,0.992079207920792,2.0,0.0013201320132013,5,0.0033003300330033,77.0,0.6875,32.0,0.285714285714286,73.0,0.651785714285714,36.0,0.321428571428571,12.0,1.0,0.0089285714285714,0.0833333333333333,9.0,0.0803571428571429,0.75,,0.0,0.0
72,26163506700,0.36107385,231.08726888,678,675.0,0.995575221238938,581.0,0.860740740740741,94.0,0.139259259259259,23.0,0.0340740740740741,0.0395869191049914,3.0,0.0044444444444444,0.0051635111876075,1.0,0.0014814814814814,0.0017211703958691,,0.0,0.0,45.0,0.0666666666666667,0.478723404255319,1.0,0.0014814814814814,0.0106382978723404,554.0,0.820740740740741,0.953528399311532,48.0,0.0711111111111111,0.51063829787234,,0.0,0.0,479.0,0.824440619621343,50.0,0.0860585197934595,44.0,0.0757314974182444,8.0,0.0137693631669535,1.27882960413081,453.0,0.817689530685921,49.0,0.0884476534296029,44.0,0.0794223826714801,8.0,0.0144404332129964,1.29061371841155,460.0,0.791738382099828,11.0,0.0189328743545611,83.0,0.142857142857143,460.0,0.830324909747292,11.0,0.01985559566787,83.0,0.149819494584838,55.0,0.0946643717728055,31.0,0.0533562822719449,55.0,0.0992779783393502,31.0,0.055956678700361,3.0,0.0319148936170213,18.0,0.0309810671256454,21.0,0.0311111111111111,1,0.0018050541516245,551.0,0.994584837545126,0.0,0.0,0,0.0,45.0,0.478723404255319,49.0,0.521276595744681,70.0,0.74468085106383,24.0,0.25531914893617,1.0,1.0,0.0106382978723404,1.0,,0.0,0.0,,0.0,0.0
73,26163506600,0.47757748,305.64958786,1798,1792.0,0.996662958843159,1497.0,0.835379464285714,295.0,0.164620535714286,42.0,0.0234375,0.0280561122244489,3.0,0.0016741071428571,0.002004008016032,9.0,0.0050223214285714,0.0060120240480961,2.0,0.0011160714285714,0.0013360053440213,105.0,0.05859375,0.355932203389831,14.0,0.0078125,0.0474576271186441,1426.0,0.795758928571429,0.952571810287241,176.0,0.0982142857142857,0.596610169491525,15.0,0.0083705357142857,0.0100200400801603,1294.0,0.86439545758183,128.0,0.0855043420173681,46.0,0.0307281229124916,29.0,0.01937207748831,1.20507682030728,1231.0,0.863253856942496,123.0,0.0862552594670407,45.0,0.0315568022440393,27.0,0.0189340813464236,1.20617110799439,1078.0,0.720106880427522,43.0,0.0287241148964596,305.0,0.20374081496326,1078.0,0.755960729312763,43.0,0.0301542776998597,305.0,0.213884992987377,163.0,0.108884435537742,54.0,0.0360721442885772,161.0,0.112903225806452,51.0,0.0357643758765778,15.0,0.0508474576271186,48.0,0.032064128256513,63.0,0.03515625,2,0.0014005602240896,1418.0,0.992997198879552,7.0,0.0049019607843137,1,0.0007002801120448,140.0,0.474576271186441,155.0,0.525423728813559,170.0,0.576271186440678,125.0,0.423728813559322,14.0,1.0,0.0033898305084745,0.0714285714285714,13.0,0.0440677966101695,0.928571428571429,,0.0,0.0
74,26163506500,0.36909165,236.21865922,1520,1501.0,0.9875,1080.0,0.719520319786809,421.0,0.280479680213191,34.0,0.0226515656229181,0.0314814814814815,5.0,0.0033311125916056,0.0046296296296296,6.0,0.0039973351099267,0.0055555555555555,1.0,0.0006662225183211,0.0009259259259259,141.0,0.0939373750832778,0.334916864608076,15.0,0.0099933377748167,0.0356294536817102,1030.0,0.686209193870753,0.953703703703704,263.0,0.175216522318454,0.624703087885986,4.0,0.0026648900732844,0.0037037037037037,910.0,0.842592592592593,120.0,0.111111111111111,24.0,0.0222222222222222,25.0,0.0231481481481481,1.22520852641335,863.0,0.837864077669903,118.0,0.114563106796117,24.0,0.0233009708737864,24.0,0.0233009708737864,1.2312925170068,822.0,0.761111111111111,16.0,0.0148148148148148,191.0,0.176851851851852,822.0,0.798058252427184,16.0,0.0155339805825243,191.0,0.185436893203883,118.0,0.109259259259259,26.0,0.0240740740740741,117.0,0.113592233009709,25.0,0.0242718446601942,15.0,0.0356294536817102,13.0,0.012037037037037,28.0,0.0186542305129913,4,0.0038797284190106,1023.0,0.992240543161979,3.0,0.002909796314258,1,0.0009699321047526,179.0,0.425178147268409,239.0,0.567695961995249,193.0,0.458432304038005,225.0,0.534441805225653,15.0,5.0,0.0118764845605701,0.333333333333333,5.0,0.0118764845605701,0.333333333333333,5.0,0.0118764845605701,0.333333333333333
75,26163506400,0.70447813,450.86600711,1361,1314.0,0.965466568699486,681.0,0.518264840182648,633.0,0.481735159817352,78.0,0.0593607305936073,0.114537444933921,39.0,0.0296803652968037,0.0572687224669604,4.0,0.0030441400304414,0.0058737151248164,3.0,0.002283105022831,0.0044052863436123,155.0,0.117960426179604,0.244865718799368,6.0,0.0045662100456621,0.0094786729857819,546.0,0.415525114155251,0.801762114537445,472.0,0.359208523592085,0.74565560821485,11.0,0.0083713850837138,0.0161527165932452,451.0,0.662261380323054,119.0,0.174743024963289,73.0,0.1071953010279,38.0,0.0558002936857562,1.55653450807636,340.0,0.622710622710623,109.0,0.1996336996337,60.0,0.10989010989011,37.0,0.0677655677655678,1.62271062271062,292.0,0.428781204111601,16.0,0.0234948604992658,238.0,0.349486049926579,292.0,0.534798534798535,16.0,0.0293040293040293,238.0,0.435897435897436,176.0,0.258443465491924,64.0,0.0939794419970631,160.0,0.293040293040293,63.0,0.115384615384615,34.0,0.0537124802527646,16.0,0.0234948604992658,50.0,0.0380517503805175,2,0.0036429872495446,541.0,0.985428051001822,4.0,0.0072859744990892,1,0.0018214936247723,168.0,0.265402843601896,465.0,0.734597156398104,190.0,0.300157977883096,443.0,0.699842022116904,6.0,1.0,0.0015797788309636,0.166666666666667,4.0,0.0063191153238546,0.666666666666667,1.0,0.0015797788309636,0.166666666666667
76,26163546800,0.50202585,321.29654769,1359,1349.0,0.992641648270787,1268.0,0.93995552260934,81.0,0.0600444773906597,48.0,0.0355819125277984,0.0378548895899054,25.0,0.0185322461082283,0.0197160883280757,7.0,0.0051890289103039,0.0055205047318612,,0.0,0.0,35.0,0.0259451445515196,0.432098765432099,6.0,0.0044477390659748,0.0740740740740741,1186.0,0.879169755374351,0.935331230283912,40.0,0.0296515937731653,0.493827160493827,1.0,0.0007412898443291,0.000788643533123,1095.0,0.863564668769716,126.0,0.0993690851735016,40.0,0.0315457413249211,7.0,0.0055205047318612,1.17902208201893,1020.0,0.860033726812816,121.0,0.102023608768971,38.0,0.0320404721753794,7.0,0.005902192242833,1.18381112984823,995.0,0.784700315457413,28.0,0.0220820189274448,163.0,0.128548895899054,995.0,0.838954468802698,28.0,0.0236087689713322,163.0,0.13743676222597,68.0,0.0536277602523659,13.0,0.0102523659305994,67.0,0.0564924114671164,12.0,0.0101180438448567,1.0,0.0123456790123457,9.0,0.0070977917981072,10.0,0.0074128984432913,4,0.0033726812816188,1155.0,0.973861720067454,10.0,0.0084317032040472,17,0.0143338954468803,43.0,0.530864197530864,38.0,0.469135802469136,42.0,0.518518518518518,39.0,0.481481481481481,6.0,1.0,0.0123456790123457,0.166666666666667,5.0,0.0617283950617284,0.833333333333333,,0.0,0.0
77,26163546700,0.49358759,315.89605959,1384,1376.0,0.994219653179191,1277.0,0.928052325581395,99.0,0.0719476744186047,46.0,0.0334302325581395,0.0360219263899765,1.0,0.0007267441860465,0.0007830853563038,8.0,0.005813953488372,0.0062646828504307,1.0,0.0007267441860465,0.0007830853563038,34.0,0.0247093023255814,0.343434343434343,13.0,0.0094476744186046,0.131313131313131,1221.0,0.887354651162791,0.956147220046985,52.0,0.0377906976744186,0.525252525252525,,0.0,0.0,1165.0,0.91229444009397,80.0,0.062646828504307,21.0,0.0164447924823806,11.0,0.0086139389193422,1.12137823022709,1112.0,0.910728910728911,77.0,0.0630630630630631,21.0,0.0171990171990172,11.0,0.009009009009009,1.12448812448812,1027.0,0.804228660924041,18.0,0.0140955364134691,176.0,0.137823022709475,1027.0,0.841113841113841,18.0,0.0147420147420147,176.0,0.144144144144144,78.0,0.0610806577916993,32.0,0.0250587314017228,78.0,0.0638820638820639,32.0,0.0262080262080262,4.0,0.0404040404040404,7.0,0.0054815974941268,11.0,0.0079941860465116,0,0.0,1173.0,0.959901800327332,43.0,0.0351882160392799,6,0.0049099836333878,33.0,0.333333333333333,66.0,0.666666666666667,50.0,0.505050505050505,48.0,0.484848484848485,13.0,4.0,0.0404040404040404,0.307692307692308,7.0,0.0707070707070707,0.538461538461538,2.0,0.0202020202020202,0.153846153846154
78,26163546600,0.28025456,179.36292343,965,961.0,0.995854922279793,882.0,0.917793964620187,79.0,0.0822060353798127,27.0,0.0280957336108221,0.0306122448979592,,0.0,0.0,3.0,0.0031217481789802,0.0034013605442176,,0.0,0.0,39.0,0.040582726326743,0.493670886075949,,,,851.0,0.885535900104058,0.964852607709751,40.0,0.0416233090530697,0.506329113924051,1.0,0.0010405827263267,0.0011337868480725,751.0,0.851473922902494,103.0,0.116780045351474,22.0,0.0249433106575964,6.0,0.0068027210884353,1.18707482993197,733.0,0.861339600470035,90.0,0.105757931844888,22.0,0.0258519388954172,6.0,0.0070505287896592,1.1786133960047,623.0,0.706349206349206,37.0,0.0419501133786848,191.0,0.216553287981859,623.0,0.732079905992949,37.0,0.0434782608695652,191.0,0.224441833137485,102.0,0.115646258503401,17.0,0.0192743764172336,101.0,0.118683901292597,17.0,0.0199764982373678,3.0,0.0379746835443038,14.0,0.0158730158730159,17.0,0.0176899063475546,2,0.0023501762632197,813.0,0.955346650998825,31.0,0.036427732079906,5,0.0058754406580493,38.0,0.481012658227848,41.0,0.518987341772152,50.0,0.632911392405063,29.0,0.367088607594937,,,0.0,,,0.0,,,0.0,
79,26163546500,0.25451661,162.89063162,737,736.0,0.998643147896879,714.0,0.970108695652174,22.0,0.0298913043478261,13.0,0.0176630434782609,0.0182072829131653,,0.0,0.0,2.0,0.0027173913043478,0.0028011204481792,,0.0,0.0,9.0,0.0122282608695652,0.409090909090909,6.0,0.0081521739130434,0.272727272727273,699.0,0.949728260869565,0.978991596638655,7.0,0.0095108695652173,0.318181818181818,,0.0,0.0,686.0,0.96078431372549,17.0,0.0238095238095238,11.0,0.015406162464986,,0.0,1.0546218487395,671.0,0.959942775393419,17.0,0.0243204577968526,11.0,0.0157367668097282,,0.0,1.05579399141631,605.0,0.84733893557423,55.0,0.07703081232493,39.0,0.0546218487394958,605.0,0.86552217453505,55.0,0.0786838340486409,39.0,0.055793991416309,17.0,0.0238095238095238,4.0,0.0056022408963585,16.0,0.0228898426323319,4.0,0.0057224606580829,,0.0,2.0,0.0028011204481792,2.0,0.0027173913043478,2,0.0028612303290414,690.0,0.987124463519313,1.0,0.0014306151645207,6,0.0085836909871244,12.0,0.545454545454545,10.0,0.454545454545455,13.0,0.590909090909091,9.0,0.409090909090909,6.0,,0.0,0.0,4.0,0.181818181818182,0.666666666666667,2.0,0.0909090909090909,0.333333333333333
80,26163546400,0.25115018,160.73611981,638,623.0,0.976489028213166,570.0,0.914927768860353,53.0,0.0850722311396469,18.0,0.028892455858748,0.0315789473684211,1.0,0.0016051364365971,0.0017543859649122,1.0,0.0016051364365971,0.0017543859649122,,0.0,0.0,29.0,0.0465489566613162,0.547169811320755,2.0,0.0032102728731942,0.0377358490566038,550.0,0.882825040128411,0.964912280701754,22.0,0.0353130016051364,0.415094339622642,,0.0,0.0,414.0,0.726315789473684,104.0,0.182456140350877,34.0,0.0596491228070175,18.0,0.0315789473684211,1.39649122807018,395.0,0.718181818181818,104.0,0.189090909090909,33.0,0.06,18.0,0.0327272727272727,1.40727272727273,355.0,0.62280701754386,77.0,0.135087719298246,118.0,0.207017543859649,355.0,0.645454545454546,77.0,0.14,118.0,0.214545454545455,44.0,0.0771929824561404,6.0,0.0105263157894737,43.0,0.0781818181818182,6.0,0.0109090909090909,3.0,0.0566037735849057,21.0,0.0368421052631579,24.0,0.0385232744783307,0,0.0,539.0,0.98,11.0,0.02,0,0.0,31.0,0.584905660377358,22.0,0.415094339622642,31.0,0.584905660377358,22.0,0.415094339622642,2.0,,0.0,0.0,,0.0,0.0,2.0,0.0377358490566038,1.0
81,26163546300,1.49755359,958.43429759,849,844.0,0.994110718492344,801.0,0.949052132701422,43.0,0.0509478672985782,24.0,0.028436018957346,0.0299625468164794,2.0,0.0023696682464455,0.0024968789013732,1.0,0.0011848341232227,0.0012484394506866,,0.0,0.0,26.0,0.0308056872037915,0.604651162790698,9.0,0.0106635071090047,0.209302325581395,773.0,0.915876777251185,0.965043695380774,8.0,0.0094786729857819,0.186046511627907,1.0,0.0011848341232227,0.0012484394506866,792.0,0.98876404494382,8.0,0.0099875156054931,,0.0,1.0,0.0012484394506866,1.01373283395755,766.0,0.990944372574386,6.0,0.0077619663648124,,0.0,1.0,0.001293661060802,1.01164294954722,742.0,0.926342072409488,12.0,0.0149812734082397,19.0,0.0237203495630462,742.0,0.959896507115136,12.0,0.0155239327296248,19.0,0.0245795601552393,1.0,0.0012484394506866,3.0,0.0037453183520599,1.0,0.001293661060802,3.0,0.0038809831824062,,0.0,,0.0,,0.0,2,0.0025873221216041,763.0,0.987063389391979,8.0,0.0103492884864166,0,0.0,28.0,0.651162790697674,15.0,0.348837209302326,32.0,0.744186046511628,11.0,0.255813953488372,9.0,,0.0,0.0,7.0,0.162790697674419,0.777777777777778,2.0,0.0465116279069767,0.222222222222222
82,26163546100,0.48879413,312.82824628,1902,1898.0,0.997896950578339,1780.0,0.937829293993678,118.0,0.0621707060063224,47.0,0.0247629083245522,0.0264044943820225,,0.0,0.0,1.0,0.000526870389884,0.0005617977528089,,0.0,0.0,71.0,0.0374077976817703,0.601694915254237,15.0,0.0079030558482613,0.127118644067797,1729.0,0.910958904109589,0.971348314606742,32.0,0.0168598524762908,0.271186440677966,3.0,0.0015806111696522,0.0016853932584269,1648.0,0.925842696629213,113.0,0.0634831460674157,15.0,0.0084269662921348,4.0,0.0022471910112359,1.08707865168539,1607.0,0.929438982070561,104.0,0.0601503759398496,15.0,0.0086755349913244,3.0,0.0017351069982648,1.08270676691729,1406.0,0.789887640449438,49.0,0.0275280898876404,274.0,0.153932584269663,1406.0,0.813186813186813,49.0,0.0283400809716599,274.0,0.158473105841527,105.0,0.0589887640449438,17.0,0.0095505617977528,104.0,0.0601503759398496,17.0,0.0098322729901677,9.0,0.076271186440678,15.0,0.0084269662921348,24.0,0.0126448893572181,4,0.0023134759976865,1679.0,0.971081550028918,45.0,0.0260266049739734,1,0.0005783689994216,62.0,0.525423728813559,56.0,0.474576271186441,58.0,0.491525423728814,60.0,0.508474576271186,15.0,,0.0,0.0,4.0,0.0338983050847458,0.266666666666667,11.0,0.0932203389830508,0.733333333333333
