OBJECTID,ALTPAST,ALLOTNUM,ALLOTNAME,PASTNUM,PASTNAME,GRAZSYS,MGMTCAT,ADMINRA,GIS_ACRES,Standard_1,Causal_Factor_1,Causal_Factor_1b,Standard_2,Causal_Factor_2,Causal_Factor_2b,Standard_3,Causal_Factor_3,Causal_Factor_3b,Standard_4,Causal_Factor_4,Causal_Factor_4b,Standard_5_TERR,Causal_Factor_5_TERR,Causal_Factor_5_TERR_b,Standard_5_RIP,Causal_Factor_5_RIP,Causal_Factor_5_RIP_b,Status,Year_Assessed,Year_Evaluated,Year_Determination,SHAPE_Length,SHAPE_Area
691,10217_15,10217,BEULAH RESERVOIR,15.0,MUD SPRINGS,CU,I,ORV04,317.272260642596,Meets Standard,,,Not Applicable,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Not Applicable,,,,,,,4550.38655248724,1283955.28563086
692,10206_23,10206,DEARMOND-MURPHY,23.0,HOMESTEAD,DR,M,ORV04,636.697196286605,No Data,,,Not Applicable,,,No Data,,,No Data,,,No Data,,,Not Applicable,,,,,,,6543.6443944915,2576622.13791652
693,10206_22,10206,DEARMOND-MURPHY,22.0,SCHOOL SECTION,DR,M,ORV04,836.000222570182,No Data,,,Does Not Meet,,,No Data,,,Does Not Meet,,,No Data,,,Does Not Meet,,,,,,,7225.9614380678,3383172.86983597
694,00227_01,00227,WESTFALL,1.0,WESTFALL SEEDING,DR,M,ORV04,537.097878040229,,,,,,,,,,,,,,,,,,,,,,,6764.04751760951,2173557.99720451
695,10202_09,10202,ALLOTMENT NO.3,9.0,INDIAN CREEK,RR,I,ORV04,3800.25708195725,Meets Standard,,,Does Not Meet,Other,,Meets Standard,,,Does Not Meet,Other,,Meets Standard,,,No Data,,,,,,,20715.8785007222,15379094.7788898
696,10206_09,10206,DEARMOND-MURPHY,9.0,MURPHY RESERVOIR,DR,M,ORV04,527.911063279443,No Data,,,Does Not Meet,,,No Data,,,Does Not Meet,,,No Data,,,Does Not Meet,,,,,,,6616.7659237882,2136380.27688843
697,10202_25,10202,ALLOTMENT NO.3,25.0,ZOTTO RSEX,RX,I,ORV04,70.5664810839615,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,2281.79109362041,285572.417180798
698,10202_15,10202,ALLOTMENT NO.3,15.0,WILSON CREEK FFR,CU,I,ORV04,274.49373111482,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,5682.50119718912,1110836.71867055
699,10211_04,10211,CASTLE ROCK,4.0,DUCK POND,DR,I,ORV04,1691.01919190363,Meets Standard,,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,,,,,,,10936.0985303996,6843311.87715686
700,10202_20,10202,ALLOTMENT NO.3,20.0,BECKER FFR,CU,I,ORV04,1509.21429760981,,,,,,,,,,,,,,,,,,,,,,,12010.5003956661,6107573.57306015
701,10201_12,10201,ALLOTMENT NO.2,12.0,DRY CREEK,DR,I,ORV04,1687.20642198384,Does Not Meet,Other,,Not Applicable,,,Does Not Meet,Other,,No Data,,,Does Not Meet,Other,,No Data,,,,,,,11166.3984776599,6827882.14471984
702,20104_01,20104,WEST BENCH,1.0,EAST,DR,M,ORV04,627.169952896585,Meets Standard,,,Not Applicable,,,Does Not Meet,Existing Livestock,Other,Not Applicable,,,No Data,,,No Data,,,,,,,8391.63456909077,2538066.75181585
703,10206_04,10206,DEARMOND-MURPHY,4.0,BEULAH SEEDING,DR,M,ORV04,1697.1387996789,Meets Standard,,,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,,,,,14798.0504953619,6868077.05118479
704,10206_08,10206,DEARMOND-MURPHY,8.0,BUTLER,RR,M,ORV04,2012.33560543223,Meets Standard,,,Not Applicable,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Not Applicable,,,,,,,11593.3106127683,8143633.26886762
705,10222_02,10222,WILLOW BASIN,2.0,NORTH COTTONWOOD SEEDING,DR,I,ORV04,1559.67663878165,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Other,,Meets Standard,,,No Data,,,,,,,11665.8680802804,6311787.42252075
706,10206_11,10206,DEARMOND-MURPHY,11.0,EAST BENDIRE,DR,M,ORV04,855.328114437447,Meets Standard,,,Meets Standard,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Meets Standard,,,,,,,8503.88941575453,3461390.07317047
707,00161_03,00161,AGENCY MOUNTAIN,3.0,ANGUS,DR,I,ORV04,799.982121455501,,,,,,,,,,,,,,,,,,,,,,,7396.77083216534,3237412.78601737
708,10202_30,10202,ALLOTMENT NO.3,30.0,FFR,CU,I,ORV04,831.786949607216,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,10508.9313413875,3366122.35908647
709,10206_10,10206,DEARMOND-MURPHY,10.0,WEST BENDIRE,DR,M,ORV04,482.103607969754,Meets Standard,,,Meets Standard,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Does Not Meet,,,,,,,5773.65865302807,1951004.08217461
710,10409_01,10409,VALE BUTTE (N),1.0,NORTH,CU,C,ORV04,506.405675353474,,,,,,,,,,,,,,,,,,,,,,,6032.57722262733,2049351.05964402
711,10211_15,10211,CASTLE ROCK,15.0,WATER GULCH FFR,CU,M,ORV04,548.108867068017,No Data,,,Meets Standard,,,No Data,,,Meets Standard,,,No Data,,,Meets Standard,,,,,,,7668.61259515786,2218117.88886859
712,00413_01,00413,VALE BUTTE (S),1.0,SOUTH VALE BUTTE,CU,C,ORV04,277.648527339569,,,,,,,,,,,,,,,,,,,,,,,5171.75182376872,1123603.72603403
713,10206_21,10206,DEARMOND-MURPHY,21.0,EMMIGRANT HILL,DR,M,ORV04,1178.34775073376,No Data,,,Not Applicable,,,No Data,,,No Data,,,No Data,,,Not Applicable,,,,,,,10760.8049691981,4768604.16287751
714,10202_27,10202,ALLOTMENT NO.3,27.0,GREGORY CREEK RESERVOIR,RE,I,ORV04,6.24539842683657,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,682.205725015783,25274.2307340904
715,10202_05,10202,ALLOTMENT NO.3,5.0,WEST COTTONWOOD SEEDING,DR,I,ORV04,4909.60924634999,Does Not Meet,Other,,Does Not Meet,Existing Livestock,Other,Meets Standard,,,Does Not Meet,Other,,Meets Standard,,,No Data,,,,,,,20789.9243473732,19868483.7100659
716,10206_12,10206,DEARMOND-MURPHY,12.0,WEST MUNKER,DR,M,ORV04,1184.77282224925,Meets Standard,,,Not Applicable,,,Meets Standard,,,Meets Standard,,,Does Not Meet,,,Not Applicable,,,,,,,9997.29955007837,4794605.50480434
717,10206_14,10206,DEARMOND-MURPHY,14.0,SOUTH MUNKER,DR,M,ORV04,1848.57409025708,Meets Standard,,,Meets Standard,,,Does Not Meet,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,13104.628698387,7480913.9294391
718,10202_14,10202,ALLOTMENT NO.3,14.0,BECKER HORSE CAMP FFR,CU,I,ORV04,3084.33324732642,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,18352.2691321319,12481853.8107648
719,10217_14,10217,BEULAH RESERVOIR,14.0,POVERTY FLAT,CU,I,ORV04,868.689964687304,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,10315.6890991356,3515463.56266924
720,10202_24,10202,ALLOTMENT NO.3,24.0,ALLOT #3 RSEX,RX,I,ORV04,4.55563525035149,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,557.308857936406,18436.0017709968
721,00402_11,00402,NORTH HARPER,11.0,FFR,CU,M,ORV04,289.586371279836,,,,,,,,,,,,,,,,,,,,,,,4945.79073968931,1171914.46645332
722,10202_01,10202,ALLOTMENT NO.3,1.0,JONES,DR,I,ORV04,11884.9633798761,Meets Standard,,,Does Not Meet,Other,,Does Not Meet,Existing Livestock,Other,Does Not Meet,Other,,Does Not Meet,Existing Livestock,Other,No Data,,,,,,,36614.5428002408,48096740.3838405
723,10217_02,10217,BEULAH RESERVOIR,2.0,LOWER POVERTY,RR,I,ORV04,717.361132031778,Meets Standard,,,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,,,,,7881.78477624668,2903057.50434293
724,10217_05,10217,BEULAH RESERVOIR,5.0,JACK CREEK,RR,I,ORV04,2025.28539510351,Does Not Meet,Existing Livestock,,Does Not Meet,,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,,,,,,,13121.5714942206,8196039.20836757
725,10203_17,10203,ALLOTMENT NO.4,17.0,PATS RESERVOIR RSEX,RX,M,ORV04,2.20060606882601,,,,,,,,,,,,,,,,,,,,,,,379.234914911494,8905.53680280095
726,00161_05,00161,AGENCY MOUNTAIN,5.0,ORCHARD,CU,I,ORV04,1076.52162469617,Meets Standard,,,Meets Standard,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Meets Standard,,,,,,,9808.43338553421,4356528.45075416
727,00402_19,00402,NORTH HARPER,19.0,KEENEY PASS,MX,M,ORV04,54.4831380507454,,,,,,,,,,,,,,,,,,,,,,,1850.87393474238,220485.437133165
728,10404_08,10404,SOURDOUGH,8.0,BISHOP FFR,CU,M,ORV04,6558.75437018454,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,31814.2733761098,26542337.2459254
729,10202_06,10202,ALLOTMENT NO.3,6.0,KELSAY BUTTE,DR,I,ORV04,706.611369365771,Meets Standard,,,Not Applicable,,,Meets Standard,,,No Data,,,Meets Standard,,,No Data,,,,,,,6826.13507486065,2859554.75825873
730,10203_05,10203,ALLOTMENT NO.4,5.0,NORTH CHICKEN CREEK SEEDING,SL,M,ORV04,2194.42496504363,,,,,,,,,,,,,,,,,,,,,,,13045.9246682586,8880522.76326171
731,10217_03,10217,BEULAH RESERVOIR,3.0,UPPER POVERTY,RR,I,ORV04,1137.73094098997,Meets Standard,,,Does Not Meet,Existing Livestock,,Does Not Meet,,,Does Not Meet,Existing Livestock,,Does Not Meet,,,Does Not Meet,Existing Livestock,,,,,,9018.49632228774,4604233.76550847
732,10217_13,10217,BEULAH RESERVOIR,13.0,BENNET,CU,I,ORV04,386.166836129596,Meets Standard,,,Meets Standard,,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Meets Standard,,,,,,,5739.64552794726,1562761.74090894
733,00304_15,00304,BLACK BUTTE,15.0,RIVERSIDE FFR,CU,I,ORV04,3360.67912999713,,,,,,,,,,,,,,,,,,,,,,,23489.4371646128,13600185.9208545
734,10407_05,10407,LITTLE VALLEY,5.0,LITTLE VALLEY BC,DR,M,ORV04,4442.53049459167,,,,,,,,,,,,,,,,,,,,,,,18026.5163364656,17978283.0637462
735,OUT,OUT,,,LYTLE DUMP,00,M,ORV04,103.822540510261,,,,,,,,,,,,,,,,,,,,,,,2720.22570959148,420154.914853836
736,00162_04,00162,CALF CREEK,4.0,LAKE RIDGE,DR,I,ORV04,3529.74620521492,Meets Standard,,,Does Not Meet,Existing Livestock,,Does Not Meet,,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,,,,,19454.537724358,14284376.100016
737,10217_04,10217,BEULAH RESERVOIR,4.0,MOONSHINE,SP,I,ORV04,1048.81219027773,Does Not Meet,,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,,,,,10726.3026280513,4244392.34811686
738,10407_07,10407,LITTLE VALLEY,7.0,FFR,CU,M,ORV04,247.056830823339,,,,,,,,,,,,,,,,,,,,,,,5238.69554664195,999803.522515221
739,10217_08,10217,BEULAH RESERVOIR,8.0,SCAB,SP,I,ORV04,886.095902578049,Does Not Meet,,,Does Not Meet,Existing Livestock,,Does Not Meet,,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,,,,,7582.71315917779,3585902.8942103
740,10404_02,10404,SOURDOUGH,2.0,WEST SAND HOLLOW SEEDING,DR,M,ORV04,901.373076122404,Meets Standard,,,Does Not Meet,Historic Livestock,Invasives,Does Not Meet,Other,,Does Not Meet,,,Does Not Meet,Invasives,,No Data,,,,,,,8695.05503643621,3647727.42208439
741,00402_12,00402,NORTH HARPER,12.0,OLD LYTLE DUMP,MX,I,ORV04,23.2160793679894,,,,,,,,,,,,,,,,,,,,,,,1623.94442572113,93952.1398932959
742,10407_09,10407,LITTLE VALLEY,9.0,RABBIT FARM PRIVATE,CU,M,ORV04,65.0026835586143,,,,,,,,,,,,,,,,,,,,,,,2124.5359695967,263056.527432413
743,10203_13,10203,ALLOTMENT NO.4,13.0,SOUTH COTTONWOOD RSEX,RX,M,ORV04,1.71860603204326,,,,,,,,,,,,,,,,,,,,,,,416.00621436678,6954.95185834966
744,10217_12,10217,BEULAH RESERVOIR,12.0,MCCALLAN,SS,I,ORV04,472.122241742566,Meets Standard,,,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,,,,,6783.29290709952,1910610.92615379
745,00308_06,00308,BUTTE,6.0,HARPER JCT,SP,M,ORV04,1391.0509766368,Meets Standard,,,Not Applicable,,,Meets Standard,Historic Livestock,,Meets Standard,,,Meets Standard,Historic Livestock,,Does Not Meet,,,,,,,11511.2815187801,5629383.57868845
746,00162_03,00162,CALF CREEK,3.0,CAVE CREEK,DR,I,ORV04,550.841670439443,Meets Standard,,,Does Not Meet,Existing Livestock,,Does Not Meet,,,Does Not Meet,Existing Livestock,,No Data,,,Does Not Meet,Existing Livestock,,,,,,7939.74700658487,2229177.1517434
747,10302_04,10302,RED HILLS,4.0,COLEMAN FFR,CU,I,ORV04,1108.50195662795,,,,,,,,,,,,,,,,,,,,,,,9412.60448666838,4485948.26242278
748,00128_01,00128,CHALK BUTTE,1.0,CHALK BUTTE CUST W,CU,C,ORV04,1394.6483579263,Meets Standard,,,Does Not Meet,Existing Livestock,Other,Meets Standard,,,Does Not Meet,Existing Livestock,Other,Does Not Meet,Other,Other,No Data,,,,,,,10012.7031739065,5643941.66426364
749,00229_01,00229,ROAD GULCH,1.0,ROAD GULCH,CU,C,ORV04,4936.52749726515,,,,,,,,,,,,,,,,,,,,,,,26198.8292863449,19977418.0066617
750,00162_08,00162,CALF CREEK,8.0,CHALK CAMP,CU,I,ORV04,2275.74569610521,Meets Standard,,,Does Not Meet,Existing Livestock,,Does Not Meet,,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,,,,,14715.748119488,9209616.08603253
751,10216_05,10216,WHITLEY CANYON,5.0,PJ #2 FFR,RR,M,ORV04,1306.34301758932,Meets Standard,,,Not Applicable,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Not Applicable,,,,,,,9146.77946752543,5286582.63058874
752,10404_19,10404,SOURDOUGH,19.0,WILLOW SPRING EXCLOSURE,RX,M,ORV04,2.34218494312979,No Data,,,Does Not Meet,Historic Livestock,Invasives,No Data,,,Does Not Meet,,,No Data,,,No Data,,,,,,,563.466772624731,9478.48617955336
753,10216_06,10216,WHITLEY CANYON,6.0,PJ #1 FFR,CU,M,ORV04,620.868537286875,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,6117.14055573288,2512565.82758548
754,10404_18,10404,SOURDOUGH,18.0,SAND HOLLOW GATHERING,DR,M,ORV04,118.8319442055,No Data,,,Not Applicable,,,No Data,,,Not Applicable,,,No Data,,,No Data,,,,,,,2919.77685116845,480895.816594304
755,00128_04,00128,CHALK BUTTE,4.0,CHALK BUTTE CUST E,CU,C,ORV04,453.256700073017,Meets Standard,,,No Data,,,Does Not Meet,Historic Livestock,,Meets Standard,,,Meets Standard,,,No Data,,,,,,,6742.13853219611,1834264.78768632
756,10202_13,10202,ALLOTMENT NO.3,13.0,LOWER POLE CREEK,SP,I,ORV04,3140.48209204102,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Other,,Does Not Meet,Existing Livestock,,No Data,,,,,,,17365.000405038,12709080.1236084
757,01101_09,01101,JACKIES BUTTE SUMMER,9.0,INDIAN FORT,DR,M,ORV04,50863.8553317449,,,,,,,,,,,,,,,,,,,,,,,67546.5323866404,205838719.617296
758,01101_15,01101,JACKIES BUTTE SUMMER,15.0,SAND HOLLOW WATER GAP,MX,M,ORV04,188.497318938608,,,,,,,,,,,,,,,,,,,,,,,4738.08948297683,762821.585751888
759,01307_99,01307,LOUSE CANYON COMMUNITY,99.0,LOUSE CANYON FFR #2,99,C,ORV04,663.606059126419,,,,,,,,,,,,,,,,,,,,,,,8575.85176876176,2685518.4423193
760,01201_12,01201,15-MILE COMMUNITY,12.0,JACA SEEDING,DF,I,ORV04,3535.85588935014,Meets Standard,,,Does Not Meet,,,Meets Standard,,,Meets Standard,,,Does Not Meet,,,Does Not Meet,,,,,,,15733.741966754,14309101.1144975
761,01206_27,01206,WHITEHORSE BUTTE,27.0,LITTLE WHITEHORSE #2 STEX,RX,I,ORV04,28.0404752924211,,,,,,,,,,,,,,,,,,,,,,,1579.3650463875,113475.777524283
762,01206_09,01206,WHITEHORSE BUTTE,9.0,WILLOW,RR,I,ORV04,25577.597619811,,,,,,,,,,,,,,,,,,,,,,,65592.583800707,103508865.197295
763,01206_32,01206,WHITEHORSE BUTTE,32.0,WILLOW CREEK STEX #4,RX,I,ORV04,21.7445473640138,,,,,,,,,,,,,,,,,,,,,,,1657.84922641535,87997.0611522402
764,01206_28,01206,WHITEHORSE BUTTE,28.0,LITTLE WHITEHORSE 3# STEX,RX,I,ORV04,53.4960381875931,,,,,,,,,,,,,,,,,,,,,,,3863.13734714297,216490.785712417
765,11303_07,11303,SHERBURN,7.0,HANSON FLAT FFR,CU,M,ORV04,1747.2643486629,,,,,,,,,,,,,,,,,,,,,,,12157.9368647558,7070927.951017
766,01201_99,01201,15-MILE COMMUNITY,99.0,PRIVATE,99,I,ORV04,170.338550629228,,,,,,,,,,,,,,,,,,,,,,,3438.83825265212,689335.657596199
767,01201_33,01201,15-MILE COMMUNITY,33.0,DRY CREEK,RR,I,ORV04,3281.71824666456,Meets Standard,,,Not Applicable,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Not Applicable,,,,,,,17525.9195328008,13280642.5630218
768,01206_14,01206,WHITEHORSE BUTTE,14.0,WILLOW CREEK EXCL #5 STEX,RX,I,ORV04,15.2302552757414,,,,,,,,,,,,,,,,,,,,,,,1224.84571847122,61634.6563774257
769,10403_26,10403,NYSSA,26.0,CHALK BUTTE W,DR,I,ORV04,639.455986202567,No Data,,,Not Applicable,,,No Data,,,Meets Standard,,,No Data,,,No Data,,,,,,,8889.80391469358,2587786.56460598
770,00308_01,00308,BUTTE,1.0,NORTH RACEHORSE,SP,M,ORV04,4473.92831896487,Meets Standard,,,Not Applicable,,,Does Not Meet,Historic Livestock,Other,Meets Standard,,,Meets Standard,,,Does Not Meet,,,,,,,20313.5801060314,18105345.5509602
771,10403_21,10403,NYSSA,21.0,SCHWEIZER SPR ENCL,RE,I,ORV04,0.868204739340425,No Data,,,Meets Standard,,,No Data,,,Meets Standard,,,No Data,,,No Data,,,,,,,242.265311429127,3513.49992535792
772,00162_05,00162,CALF CREEK,5.0,LOWER CALF CREEK,RR,I,ORV04,1678.17914271469,Meets Standard,,,Does Not Meet,Existing Livestock,,Does Not Meet,,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,,,,,12910.1891876186,6791350.04163268
773,10403_27,10403,NYSSA,27.0,CHALK BUTTE E,DR,I,ORV04,198.054067321853,No Data,,,Not Applicable,,,No Data,,,Meets Standard,,,No Data,,,No Data,,,,,,,3593.21259117806,801496.374323882
774,10401_03,10401,KEENEY CREEK,3.0,WINTER SPRING SEEDING NORTH,DR,I,ORV04,1276.8491867163,Meets Standard,,,Does Not Meet,Existing Livestock,Other,Does Not Meet,Other,Other,Does Not Meet,,,Does Not Meet,Existing Livestock,,No Data,,,,,,,11964.3471397483,5167225.33169906
775,10401_09,10401,KEENEY CREEK,9.0,CHUCKER,DR,I,ORV04,1721.05120578577,Meets Standard,,,Does Not Meet,Existing Livestock,,Does Not Meet,Other,,Does Not Meet,,,Does Not Meet,Other,,No Data,,,,,,,13547.8611900963,6964847.1254134
776,00162_01,00162,CALF CREEK,1.0,STEMLER BASIN,RR,I,ORV04,4173.71785684235,Meets Standard,,,Not Applicable,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,Not Applicable,,,,,,,16707.5140116605,16890436.914248
777,00308_11,00308,BUTTE,11.0,RACEHORSE WELL ENCL,SP,M,ORV04,96.0775864061711,Meets Standard,,,Not Applicable,,,Does Not Meet,Historic Livestock,,Not Applicable,,,Does Not Meet,Historic Livestock,,Does Not Meet,,,,,,,3031.08852161954,388812.197596504
778,10404_17,10404,SOURDOUGH,17.0,CHAROLAIS SPR ENCL,RE,M,ORV04,24.21002715679,No Data,,,Does Not Meet,Historic Livestock,Invasives,No Data,,,Does Not Meet,,,No Data,,,No Data,,,,,,,1807.93448496279,97974.5038859342
779,00225_03,00225,CHUKAR PARK,3.0,CHUKAR PARK FFR NORTH,CU,C,ORV04,101.798622473509,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,,,,,3276.59963229684,411964.409148392
780,10203_18,10203,ALLOTMENT NO.4,18.0,HOG CREEK STEX,RX,M,ORV04,808.712361278038,,,,,,,,,,,,,,,,,,,,,,,7549.13273722044,3272742.8131123
781,10403_24,10403,NYSSA,24.0,MUD SPR RES EXCL,RX,I,ORV04,10.0496928125808,No Data,,,Meets Standard,,,No Data,,,Meets Standard,,,No Data,,,No Data,,,,,,,860.040295212918,40669.6639017398
782,00308_12,00308,BUTTE,12.0,RACEHORSE TEST PLOT,EX,M,ORV04,1.67059069984378,,,,,,,,,,,,,,,,,,,,,,,331.702995495065,6760.64070286452
783,10403_23,10403,NYSSA,23.0,MUD SPR EXCL,RX,I,ORV04,1.33542884083854,No Data,,,Does Not Meet,Invasives,,No Data,,,Does Not Meet,,,No Data,,,No Data,,,,,,,295.972157465152,5404.28878120563
784,10403_28,10403,NYSSA,28.0,CHALK BUTTE CPEN,RE,I,ORV04,1.00169412750018,No Data,,,Not Applicable,,,No Data,,,Meets Standard,,,No Data,,,No Data,,,,,,,279.134636961944,4053.71231315448
785,00225_01,00225,CHUKAR PARK,1.0,CHUKAR PARK STEX,CU,C,ORV04,1372.97216928756,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,11151.3494619444,5556221.24105783
786,10403_08,10403,NYSSA,8.0,SCHWEIZER FFR,CU,I,ORV04,1175.25179947428,Meets Standard,,,Not Applicable,,,Meets Standard,Wildfire,,Meets Standard,,,Does Not Meet,Historic Livestock,,No Data,,,,,,,8938.4088762239,4756075.29263964
787,00225_02,00225,CHUKAR PARK,2.0,CHUKAR PARK CG,MX,C,ORV04,17.2054942086662,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,1263.37418837596,69628.164738907
788,10411_09,10411,DRY CREEK,9.0,DM RES EXCL,RX,M,ORV04,5.14167715576681,No Data,,,Meets Standard,,,No Data,,,Meets Standard,,,No Data,,,Not Applicable,,,,,,,713.809384578213,20807.6292197223
789,10411_11,10411,DRY CREEK,11.0,DM SPR SHEEP CORRAL,RE,M,ORV04,0.350981022755021,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,Not Applicable,,,,,,,152.172430220683,1420.36980607668
790,10216_02,10216,WHITLEY CANYON,2.0,PETES MOUNTAIN,RR,M,ORV04,4138.42965228139,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,,,,,19649.7576681098,16747630.6169856
791,10401_01,10401,KEENEY CREEK,1.0,CALLAHAN,DR,I,ORV04,10615.7051169607,Meets Standard,,,Does Not Meet,Other,Other,Meets Standard,,,Does Not Meet,,,Does Not Meet,Other,Historic Livestock,No Data,,,,,,,28321.5821064471,42960234.430877
792,10411_10,10411,DRY CREEK,10.0,L. DM SPR EXCL,RX,M,ORV04,3.13498477703044,No Data,,,Meets Standard,,,No Data,,,Meets Standard,,,No Data,,,Not Applicable,,,,,,,471.726488617392,12686.8332790519
793,10401_19,10401,KEENEY CREEK,19.0,CABIN CREEK EXCL,RX,I,ORV04,2.72356230917646,No Data,,,Does Not Meet,Historic Livestock,,No Data,,,Does Not Meet,,,No Data,,,No Data,,,,,,,482.228835356197,11021.8656226973
794,10401_14,10401,KEENEY CREEK,14.0,CALLAHAN STEX,UN,I,ORV04,13.9563152012345,No Data,,,Does Not Meet,Historic Livestock,,No Data,,,Does Not Meet,,,No Data,,,No Data,,,,,,,1123.36957858317,56479.2038051547
795,10404_20,10404,SOURDOUGH,20.0,SPONGE SPRING EXCLOSURE,RX,M,ORV04,37.0648023470227,No Data,,,Meets Standard,,,No Data,,,Meets Standard,,,No Data,,,No Data,,,,,,,1554.23492442002,149995.933423035
796,10403_04,10403,NYSSA,4.0,SAGEBRUSH,DF,I,ORV04,11877.287737533,Meets Standard,,,Does Not Meet,Existing Livestock,Other,Meets Standard,,,Does Not Meet,,,Does Not Meet,Other,,No Data,,,,,,,35123.9214596289,48065678.1613283
797,10203_14,10203,ALLOTMENT NO.4,14.0,COYNE RIPARIAN STEX,RX,M,ORV04,284.990585270802,,,,,,,,,,,,,,,,,,,,,,,13133.1764149557,1153315.98032668
798,10401_12,10401,KEENEY CREEK,12.0,STACEY CABIN EXCLOSURES STEX,UN,I,ORV04,1.04964587470609,No Data,,,Does Not Meet,Historic Livestock,,No Data,,,Does Not Meet,,,No Data,,,No Data,,,,,,,313.666626564629,4247.76614930002
799,00308_02,00308,BUTTE,2.0,SOUTH RACEHORSE,SP,M,ORV04,7628.43855232083,Meets Standard,,,Does Not Meet,Other,Other,Meets Standard,,,Does Not Meet,,,No Data,,,No Data,,,,,,,24824.7624755529,30871195.5483433
800,10401_05,10401,KEENEY CREEK,5.0,HUNTER,DR,I,ORV04,11043.6993326805,Meets Standard,,,Does Not Meet,Existing Livestock,Other,Does Not Meet,Other,,Does Not Meet,,,Does Not Meet,Other,,No Data,,,,,,,28939.2756241562,44692265.5715126
801,10411_12,10411,DRY CREEK,12.0,COW HOLLOW SPR EXCL,RX,M,ORV04,0.983375696238839,No Data,,,Does Not Meet,Existing Livestock,Other,No Data,,,Does Not Meet,,,No Data,,,Not Applicable,,,,,,,268.373926291333,3979.58025195622
802,10404_06,10404,SOURDOUGH,6.0,SOUTH KANE SPRINGS,DR,M,ORV04,8237.84214583682,Meets Standard,,,Does Not Meet,Historic Livestock,Invasives,Meets Standard,Invasives,,Meets Standard,,,Meets Standard,,,No Data,,,,,,,26549.2850909937,33337364.3945971
