File #,Pooled or Unitized,Owner Agency,Active/ Expired,County,Section,Township,Range,Tract #,Legal Description,Latitude,Longitude,Net Acres,Gross Acres,Original Lessee,Current Lessee,Lease #,Royalty Interest,Well Name,Well Operator,Production Zone,Sale or Approved Date,End or Expiration Date,Bonus
OA-0090,,DMH,Expired,Woodward,4,24N,22W,,SW/4 SE/4,,,,,Gulf Exploration LLC.,,,,,,,7/30/2004,7/30/2007,"$2,040.00 "
OA-0089,,DMH,Expired,Woodward,4,24N,22W,,Se/4 SE/4,,,,,Gulf Exploration LLC.,,,,,,,7/30/2004,7/30/2007,"$2,040.00 "
OA-0088,,DMH,Expired,Woodward,4,24N,22W,,NW/4 SE/4,,,,,Gulf Exploration LLC.,,,,,,,7/30/2004,7/30/2007,"$2,040.00 "
OA-0087,,DMH,Expired,Woodward,4,24N,22W,,NE/4 SE/4,,,,,Gulf Exploration LLC.,,,,,,,7/30/2004,7/30/2007,"$2,040.00 "
OA-0100,,DMH,Expired,Woodward,3,24N,22W,,NE/4 NE/4  (lot 1),,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$16,561.30 "
OA-0101,,DMH,Expired,Woodward,3,24N,22W,,NW/4 NE/4  (lot 2),,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"16,420.95"
OA-0102,,DMH,Expired,Woodward,3,24N,22W,,SE/4 NE/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$16,040.00 "
OA-0103,,DMH,Expired,Woodward,3,24N,22W,,SW/4 NE/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$16,040.00 "
OA-0104,,DMH,Expired,Woodward,3,24N,22W,,NE/4 NW/4  (lot 3),,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$16,280.60 "
OA-0105,,DMH,Expired,Woodward,3,24N,22W,,NW/4 NW/4  (lot 4),,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$16,140.25 "
OA-0106,,DMH,Expired,Woodward,3,24N,22W,,SE/4 NW/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$16,040.00 "
OA-0107,,DMH,Expired,Woodward,3,24N,22W,,SW/4 NW/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$16,040.00 "
OA-0108,,DMH,Expired,Woodward,3,24N,22W,,NE/4 SE/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$16,040.00 "
OA-0109,,DMH,Expired,Woodward,3,24N,22W,,NW/4 SE/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$16,040.00 "
OA-0110,,DMH,Expired,Woodward,3,24N,22W,,SE/4 SE/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$16,040.00 "
OA-0111,,DMH,Expired,Woodward,3,24N,22W,,SW/4 SE/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$16,040.00 "
OA-0112,,DMH,Expired,Woodward,3,24N,22W,,NE/4 SW/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$16,040.00 "
OA-0113,,DMH,Expired,Woodward,3,24N,22W,,NW/4 SW/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$16,040.00 "
OA-0114,,DMH,Expired,Woodward,3,24N,22W,,SE/4 SW/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$16,040.00 "
OA-0115,,DMH,Expired,Woodward,3,24N,22W,,SW/4 SW/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$16,040.00 "
OA-29998,,DCS,Active,Woodward,15,24N,22WIM,,All that portion of the NW/4 lying North and East of the center line of the right-of-way of U.S. Highway 270 and South and West of the Railroad right-of-way (1/2M.R.),36.561331,-99.537532,97.73,,,Apache Corp.,,,,,,10/24/2014,10/23/2017,"23,408.73"
OA-29999,,DCS,Active,Woodward,15,24N,22WIM,,All that portion of the NW/4 lying North and East of the center line of the right-of-way of U.S. Highway 270 (All M.R.),36.561263,-99.550678,42.79,,,Apache Corp.,,,,,,10/24/2014,10/23/2017,"20,496.41"
OA-30000,,DCS,Active,Woodward,15,24N,22wim,,All that portion of the SE/4 lying North and East of the center line of the right-of-way of U.S. Highway 270 (All M.R.),36.551464,-99.535223,96.49,,,Aache Corp.,,,,,,10/24/2014,10/23/2017,"46,218.71"
OA-1265,,DMH,Active,Woodward,1,24N,22WIM,,"60.65 acres in S/2 (All M.R.), Sec. 1-24N-22WIM  (*Note: Acreage is marked as being the entire S/2 of Section until evidence shows a more accurate description of location.",36.5503872,-99.55115928,60.65,60.65,Ricks Exploration Company,,,0.1875,Amber#1-A,Chesapeake Operating Co.,Chester,6/16/1980,6/16/1985,"$15,253.48 "
OA-29891,,DMH,Active,Woodward,2,24N,22W,8.0,SW/4,36.5503872,-99.55115928,160,160.0,Pan Americian Petroleum Corporation and Sun Oil Co.,,,,,,,10/31/1961,10/31/1966,"$6,048.00 "
OA-0878,,DMH,Active,Woodward,10,24N,22W,10.0,NE/4,36.5503872,-99.55115928,160,,Pan Americian Petroleum Corporation and Sun Oil Co.,,,,,,,10/31/1961,10/31/1966,"$3,648.00 "
OA-0875,,DMH,Active,Woodward,10,24N,22W,11.0,SE/4,36.5503872,-99.55115928,160,,Pan Americian Petroleum Corporation and Sun Oil Co.,,,,,,,10/31/1961,10/31/1966,"$3,648.00 "
OA-0879,,DMH,Active,Woodward,11,24N,22W,13.0,NW/4,36.5503872,-99.55115928,160,,Sun Oil Company,,,,,,,3/28/1958,3/28/1963,"$9,776.00 "
OA-0874,,DMH,Active,Woodward,11,24N,22W,14.0,NE/4,36.5503872,-99.55115928,160,,Sun Oil Company,,,,,,,3/28/1958,3/28/1963,"$9,776.00 "
OA-0880,,DMH,Active,Woodward,11,24N,22W,15.0,SW/4,36.5503872,-99.55115928,160,,Sun Oil Company,,,,,,,3/28/1958,3/28/1963,"$9,776.00 "
OA-0881,,DMH,Active,Woodward,11,24N,22W,16.0,SE/4,36.5503872,-99.55115928,160,,Sun Oil Company,,,,,,,3/28/1958,3/28/1963,"$9,776.00 "
OA-0877,,DMH,Active,Woodward,10,24N,22W,13.0,NW/4,36.5503872,-99.55115928,160,,Pan Americian Petroleum Corporation and Sun Oil Co.,,,,,,,10/31/1961,10/31/1966,"$3,648.00 "
OA-0876,,DMH,Active,Woodward,10,24N,22W,15.0,SW/4,36.5503872,-99.55115928,160,,Pan Americian Petroleum Corporation and Sun Oil Co.,,,,,,,10/31/1961,10/31/1966,"$3,648.00 "
