OBJECTID,QUAD,SEGMENT,SRC_MAP,SRC_SCALE,SRC_YEAR,HELP_MAP,HELP_SCALE,HELP_DATE,FPR_TRAIL_,JUR,MAINT,MAINT2,CLASS,LONG_,LTS,AT_,ATS,ALTS,CAT,VAST,VAST_1,VAST_2,VAFD,SFT,LRP,PCT,ATV,OT,ID,NOTES,MILES,SHAPElen
2612,504,3, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,504003,trail intersection to GMNF line,0.446,717.334332390512
2613,504,4, ,0,0, ,0, ,0,PV,GM, ,OT,T, ,T, , , , , , , , , , , , ,504004,GMNF line to Kelley Stand Road,1.088,1751.1789443944
2614,504,5, ,0,0, ,0, ,0,FD,GM,FS,OT,T,T,T, ,T, , , , , , , , , , ,504005,Kelley Stand Road to trail intersection,0.047,75.8028475947163
2615,504,6, ,0,0, ,0, ,0,FD,GM,FS,OT,T,T,T, ,T, , , , , , , , , , ,504006,Kelley Stand Rd to CAT trail int. Stratton Pond Tr,1.9,3059.47490324586
2616,504,7, ,0,0, ,0, ,0,FD,GM,FS,OT,T,T,T, ,T, , , , , , , , , , ,504007,Stratton Pond Trail/CatamountTrail,1.324,2131.0912181999
2617,504,8, ,0,0, ,0, ,0,FD,GM,FS,OT,T,T,T, ,T, , , , , , , , , , ,504008,trail intersection to Bigelow Shelter,0.055,87.9712834868754
2618,504,9, ,0,0, ,0, ,0,FD,GM,FS,OT,T,T,T, ,T, , , , , , , , , , ,504009, ,0.072,116.036205335257
2619,504,10, ,0,0, ,0, ,0,FD,GM,FS,OT,T,T,T, ,T, , , , , , , , , , ,504010, ,0.073,117.224552349971
2620,504,11, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,504011,Stratton Pond trail from Stratton pond to map edge,1.571,2528.99170513972
2621,504,12, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,504012,Kelley Stand Rd to VAST corridor intersection,1.211,1950.06958967615
2622,504,13, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,504013,from Corridor trail to intersection @ top Stratton,1.997,3214.580826591
2623,504,14, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,504014,spur trail -top of Stratton to end spur  @ Lookout,0.032,51.87560747018
2624,504,15, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,504015,Stratton Mtn to intersection w/ jeep trail,1.644,2646.37005644017
2625,504,16, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,504016,AT/LT split at Stratton Mtn,1.025,1649.77267844773
2626,504,17, ,0,0, ,0, ,0,FD,GM,FS,OT,T,T,T, ,T, , , , , , , , , , ,504017,north side of pond trail to Lye Brook trail,0.499,803.317943231954
2627,504,18, ,0,0, ,0, ,0,UK,CT, ,OT, , , , , ,T, , , , , , , , , ,504018,across Stratton Pond,0.42,676.40639002482
2628,504,19, ,0,0, ,0, ,0,UK,CT, ,OT, , , , , ,T, , , , , , , , , ,504019,"from Pond, west toward trail intersection",0.525,845.613049711265
2629,504,20, ,0,0, ,0, ,0,FD,GM,FS,OT, , , , , , , , , , ,T, , , , ,504020,Lye Brook Trail,0.354,570.268469836686
2630,504,21, ,0,0, ,0, ,0,FD,GM,FS,OT, , , , , , , , , , ,T, , , , ,504021, ,0.114,183.488735688433
2631,504,22, ,0,0, ,0, ,0,FD,GM,FS,OT,T,T,T, ,T, , , , , , , , , , ,504022,south side pond trail to Lye Brook trail,0.579,932.724509021262
2632,504,23, ,0,0, ,0, ,0,UK,CT, ,OT, , , , , ,T, , , , , , , , , ,504023,to Lye Brook Trail intersection,0.404,651.209771931535
2633,504,24, ,0,0, ,0, ,0,UK,CT, ,OT, , , , , ,T, , , , , , , , , ,504024,connects 2 roads thru woods,0.973,1566.4556200264
2634,504,25, ,0,0, ,0, ,0,UK,CT, ,OT, , , , , ,T, , , , , , , , , ,504025,to ATLT intersection,1.188,1912.73511792391
2635,504,26, ,0,0, ,0, ,0,UK,CT, ,OT, , , , , ,T, , , , , , , , , ,504026,up old road from Kelley Stand to Worse Pond,0.724,1165.76114394501
2636,504,27, ,0,0, ,0, ,0,FD,VA,CA,FR, , , , , , ,T, , , , , , , , ,504027,along Kelley Stand Rd,0.265,426.468611840012
2637,504,28, ,0,0, ,0, ,0,UK,VA, ,FR, , , , , , ,T, , , , , , , , ,504028,along Kelley Stand Rd to catamount intersection,0.696,1119.99616220139
2638,504,29, ,0,0, ,0, ,0,PV,VA, ,FR, , , , , , ,T, , , , , , , , ,504029,along Kelley Stand Rd,0.196,315.711613891888
2639,504,30, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , ,T, , , , , , , , ,504030,map edge to trail intersection (along Kelley Stand,0.612,985.167458355996
2640,504,31, ,0,0, ,0, ,0,PV,VA, ,FR, , , , , , ,T, , , , , , , , ,504031,from GMNF line and Kelley stand road,0.45,725.236127694178
2641,504,32, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , ,T, , , , , , , , ,504032,from GMNF line to ATLT intersections,0.07,112.444509520469
2642,504,33, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , ,T, , , , , , , , ,504033,along FR 77,1.497,2410.51124024683
2643,504,34, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,504034,along FR 192 betwee FR 71 and trail intersection,0.479,770.847770384141
2644,504,35, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,504035,between FR 192 and map edge,0.362,582.430234938546
2645,504,36, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,504036,from map edge along FR192 to trail intersection,2.174,3499.72499494345
2646,504,37, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , ,T, , , , , , , , ,504037,along FR 77 tp trail intersection,0.366,588.687715063057
2647,504,38, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , ,T, , , , , , , , ,504038,to FR 71,0.925,1489.29036911175
2648,504,39, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,504039,on private land,0.126,202.920735699466
2649,504,40, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,504040,from end of road to GMNF line,0.581,934.83982875988
2650,504,41, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,504041,along FR 71 between map edge and end of road,0.808,1301.15231234225
2651,504,42, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,504042,between Kelley Stand Rd and VAST trail intersectio,0.852,1371.34194649626
2652,504,43, ,0,0, ,0, ,0,UK,VA,CT,FR, , , , , , ,T, , , , , , , , ,504043,along Kelley Stand Rd to road to Grout Pond,0.604,972.161342716377
2653,504,44, ,0,0, ,0, ,0,UK,VA, ,FR, , , , , , ,T, , , , , , , , ,504044,from Kelley Stand Rd NE to VAST trail intersection,0.918,1478.24919028999
2654,504,45, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,504045, ,0.758,1220.76027319702
2655,504,46, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,504046,to ATLT intersection,1.674,2694.47260587596
2656,504,47, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,504047,also CAT trail,0.441,710.642694455921
2657,504,48, ,0,0, ,0, ,0,UK,VA,CT,OT, , , , , , ,T, , , , , , , , ,504048, ,0.187,301.633854714083
2658,504,49, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,504049,along old road to map edge,1.79,2882.06504701824
2659,504,50, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,504050,property line to map edge,0.269,433.701812513197
2660,504,51, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,504051,segment between 2 property lines,0.103,165.38259957902
2661,504,52, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,504052, ,1.302,2097.00636282903
2662,504,53, ,0,0, ,0, ,0,UK,CT, ,OT, , , , , ,T, , , , , , , , , ,504053, ,0.425,683.688038901714
2663,504,54, ,0,0, ,0, ,0,UK,CT, ,OT,T,T,T, ,T,T, , , , , , , , , ,504054,along 4WD road to pond,0.264,424.715581613237
2664,504,55, ,0,0, ,0, ,0,UK,CT, ,OT, , , , , ,T, , , , , , , , , ,504055,to side trail from Stratton Pond,0.225,362.270368816765
2665,504,56, ,0,0, ,0, ,0,UK,CT, ,OT, , , , , ,T, , , , , , , , , ,504056,"from Pond and North side trail int. to trail int,",0.227,364.807121875042
2666,504,57, ,0,0, ,0, ,0,UK,CT, ,OT, , , , , ,T, , , , , , , , , ,504057, ,0.383,616.834471996491
2667,504,58, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,504058,Lye Brook Trail from CAT intersect to map edge,1.009,1624.95669416591
2668,504,59, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,504059,Bourne Pond trail,1.054,1696.90081496075
2669,504,60, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,504060,FR to trail intersection,0.437,702.791791447903
2670,504,61, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,504061, ,0.567,913.657991314901
2671,504,62, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T,F, , , , ,504062,from Grout Pond to property line,0.451,726.308427775464
2672,504,63, ,0,0, ,0, ,0,UT,VA, ,OT, , , , , , , , , ,T,F, , , , ,504063,property line to road intersection,0.231,371.669553091627
2673,504,64, ,0,0, ,0, ,0,UT,VA, ,OT, , , , , , , , , ,T, , , , , ,504064,road intersection to trail end,0.192,308.949102535153
2674,504,65, ,0,0, ,0, ,0,UT,FS, ,OT, , , , , , , , , , ,T, , , , ,504065,Grout Pond hike /ski trail,1.127,1814.30551689568
2675,504,66, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,504066,Grout Pond hike /ski trail,0.206,331.619705053805
2676,504,67, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,504067,Grout Pond hike /ski trail,0.076,121.873387383652
2677,504,68, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,504068,Grout Pond hike /ski trail,0.841,1354.57531965337
2678,504,69, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,504069,Grout Pond hike /ski trail,0.094,151.2383399218
2679,504,70, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,504070,Grout Pond hike /ski trail,0.322,518.235697364689
2680,504,71, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,504071,Grout Pond hike /ski trail,0.563,905.770390433642
2681,504,72, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,504072,Grout Pond hike /ski trail,1.549,2493.96778088962
2682,504,73, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,504073,Grout Pond hike /ski trail,0.078,126.343183345887
2683,504,74, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,504074,Grout Pond hike /ski trail,0.702,1130.75631274473
2684,504,75, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,504075,Grout Pond hike /ski trail,0.668,1075.29554138338
2685,504,76, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,504076,Grout Pond hike /ski trail,0.19,306.109353885414
2686,504,77, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,504077,Grout Pond hike /ski trail,0.582,936.463527154987
2687,504,78, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,504078,Grout Pond hike /ski trail,0.386,621.01682271573
2688,504,79, ,0,0, ,0, ,0,UT,UT, ,OT, , , , , , , , , , , , , , ,T,504079,map edge to intersection w/ Grout Pond trail,2.43,3912.12467633552
2689,504,80, ,0,0, ,0, ,0,UT,UT, ,OT, , , , , , , , , , , , , , ,T,504080,Grout Pond intersection to Deerfield Branch,2.903,4673.1551077128
2690,504,81, ,0,0, ,0, ,0,UT,UT, ,OT, , , , , , , , , , , , , , ,T,504081,Deerfield Branch south to map edge,4.263,6862.85307016576
2691,605,1, ,0,0, ,0, ,0,UK,CT, ,OT, , , , , ,T, , , , , , , , , ,605001,Map edge to inters. with Rte. 11,1.009,1623.8917780543
2692,605,2, ,0,0, ,0, ,0,UK,CT, ,UK, , , , , ,T, , , , , , , , , ,605002,Rte. 11 to Nordic Inn on Access Road,0.283,454.984875158679
2693,605,3, ,0,0, ,0, ,0,PV,ST, ,OT, , , , , , , , , , ,T, , , , ,605003,Switch Pond Trail - map edge to property line,0.569,915.763558079334
2694,605,4, ,0,0, ,0, ,0,ST,ST, ,OT, , , , , , , , , , ,T, , , , ,605004,Switch Pond Trail - property line to road inters.,0.29,466.887476670333
2695,605,5, ,0,0, ,0, ,0,FD,CE, ,OT, , , , , , , , , , ,T, , , , ,605005,Hemlock City Trail - map edge to road inters.,0.61,982.782321582693
2696,605,6, ,0,0, ,0, ,0,FD,CE, ,RR, , , , , , , , , , ,T, , , , ,605006,Pratts Bridge Trail,1.754,2823.47603481952
2697,605,7, ,0,0, ,0, ,0,MU,CE,MU,TH, , , , , , , , , , ,T, , , , ,605007,South Derry Station Trail,1.978,3183.99162877364
2698,604,1, ,0,0, ,0, ,0,ST,ST, ,RR, , , , , , , , , , ,T, , , , ,604001,RR Bed Trail - Jamaica S. P. Campground to trail i,0.846,1361.46159041791
2699,604,2, ,0,0, ,0, ,0,ST,ST, ,OT, , , , , , , , , , ,T, , , , ,604002,Overlook Trail - same as above,1.146,1845.3712581928
2700,604,3, ,0,0, ,0, ,0,ST,ST, ,RR, , , , , , , , , , ,T, , , , ,604003,RR Bed Trail -trail inters. to bdyline,0.307,494.584679049932
2701,604,4, ,0,0, ,0, ,0,ST,ST, ,RO, , , , , , , , , , ,T, , , , ,604004,RR Bed Trail - bdyline to trail inters.,0.814,1309.87372559838
2702,604,5, ,0,0, ,0, ,0,PV,ST, ,OT, , , , , , , , , , ,T, , , , ,604005,Hamilton Falls Trail - inters. to map edge,0.041,65.6521653686726
2703,604,6, ,0,0, ,0, ,0,FD,CE, ,OT, , , , , , , , , , ,T, , , , ,604006,Hemlock City Trail - map edge to road inters.,1.144,1841.53373749727
2704,604,7, ,0,0, ,0, ,0,FD,CE, ,OT, , , , , , , , , , ,T, , , , ,604007,Hemlock City Trail - road inters. to map edge,0.121,194.006681125981
2705,503,1, ,0,0, ,0, ,0,UT,UT, ,OT, , , , , , , , , , , , , , ,T,503001,Somerset East side trail from parking to map edge,2.753,4432.16078618666
2706,503,2, ,0,0, ,0, ,0,UT,UT, ,OT, , , , , , , , , , , , , , ,T,503002,Somerset West Side trail from parking to map edge,2.414,3887.28720973886
2707,503,3, ,0,0, ,0, ,0,UT,UT, ,OT, , , , , , , , , , , , , , ,T,503003,somerset parking south to fork of E. Branch Spur,0.314,505.482367291856
2708,503,4, ,0,0, ,0, ,0,UT,UT, ,OT, , , , , , , , , , , , , , ,T,503004,trail intersection south to GMNF line,0.589,948.524213363481
2709,503,5, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , , , , , ,T,503005,East Branch Trail on GMNF to Property line,1.045,1682.32376588616
2710,503,6, ,0,0, ,0, ,0,UT,UT, ,OT, , , , , , , , , , , , , , ,T,503006,GMNF line to old Rail bed,0.434,698.548888704009
2711,503,7, ,0,0, ,0, ,0,UT,UT, ,OT, , , , , , , , , , , , , , ,T,503007, ,0.187,301.719560776658
2712,503,8, ,0,0, ,0, ,0,UT,UT, ,OT, , , , , , , , , , , , , , ,T,503008,East Branch on old rail bed to river crossing,1.222,1967.90323191004
2713,503,9, ,0,0, ,0, ,0,UT,UT, ,OT, , , , , , , , , , , , , , ,T,503009,river crossing to trail intersection,1.059,1705.3131920066
2714,503,10, ,0,0, ,0, ,0,UT,UT, ,OT, , , , , , , , , , , , , , ,T,503010,trail intersection to parking across bridge,0.059,95.3801681800215
2715,503,11, ,0,0, ,0, ,0,UT,UT, ,OT, , , , , , , , , , , , , , ,T,503011,Flood Dam trail from intersect of E. Branch to end,2.09,3364.47344525584
2716,503,12, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , ,T,F, , , , ,503012, ,0.497,800.83909444035
2717,503,13, ,0,0, ,0, ,0,PV,CT, ,OT, , , , , ,T, , , , , , , , , ,503013,map edge to intersection with improved road,0.288,464.280974019124
2718,503,14, ,0,0, ,0, ,0,PV,CT, ,PR, , , , , ,T, , , , , , , , , ,503014,along road to intersection with loop road,0.156,250.728994702626
2719,503,15, ,0,0, ,0, ,0,PV,CT, ,PR, , , , , ,T, , , , , , , , , ,503015,along road between 2 intersections,0.115,185.52003365467
2720,503,16, ,0,0, ,0, ,0,PV,CT, ,PR, , , , , ,T, , , , , , , , , ,503016,along road between 2 intersections,0.057,91.5608846481756
2721,503,17, ,0,0, ,0, ,0,PV,CT, ,PR, , , , , ,T, , , , , , , , , ,503017,"road intersection, across brook to road intersect",0.327,526.381882353319
2722,503,18, ,0,0, ,0, ,0,PV,CT, ,OT, , , , , ,T, , , , , , , , , ,503018, ,0.12,193.630344908696
2723,503,19, ,0,0, ,0, ,0,PV,CT, ,OT, , , , , ,T, , , , , , , , , ,503019,from intersection to end of road,0.161,259.514914936667
2724,503,20, ,0,0, ,0, ,0,PV,CT, ,OT, , , , , ,T, , , , , , , , , ,503020,from road end thru woods,1.081,1740.20437911974
2725,503,21, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,503021,along Castle Brook to Deerfield River,0.823,1325.27682801428
2726,503,22, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,503022,"Somerset, North to road intersection",0.131,211.041058473137
2727,503,23, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , ,T, , , , , , , , ,503023,along FR 71 to road intersection,0.847,1363.38903006351
2728,503,24, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , ,T, , , , , , , , ,503024,along FR 71 to intersection w/ FR 83,1.563,2516.67789360126
2729,503,25, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , ,T, , , , , , , , ,503025,along FR 71 to map edge,1.325,2132.88453288926
2730,503,26, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,503026,to map edge,0.315,506.460620627252
2731,503,27, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,503027,along FR 83 to intersection with FR 261,0.812,1308.09104144984
2732,503,28, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,503028,along FR 261 to map edge,0.428,689.763059909346
2733,503,29, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,503029,along FR 83 to map edge,0.545,877.589497540453
2734,503,30, ,0,0, ,0, ,0,UT,UT, ,OT, , , , , , , , , , , , , , ,T,503030,E. Branch spur trail,1.843,2966.68853458533
2735,503,31, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,503031,to GMNF line,0.12,192.770793647507
2736,503,32, ,0,0, ,0, ,0,UT,VA, ,OT, , , , , , , , , ,T, , , , , ,503032,along road to end,0.559,900.618799738082
2737,503,33, ,0,0, ,0, ,0,UT,VA, ,OT, , , , , , , , , ,T, , , , , ,503033,along road to start of trail,0.624,1004.06290575908
2738,503,34, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,503034,map edge to end of trail,0.889,1431.07983861692
2739,503,35, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,503035,map edge to end of road,0.505,812.724702518261
2740,503,36, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,503036,along road to intersection w/ Rt 9,0.48,772.180234289589
2741,503,37, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , , , , ,T, , , , , ,503037,from Rt 9 to GMNF line,0.129,207.033013672836
2742,503,38, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,503038,GMNF line to powerline,0.273,439.803680345772
2743,503,39, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,503039,powerline to map edge,0.058,94.100948218303
2744,503,40, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,503040,"Wilmington, west to intersect w/trail to Haystack",1.158,1863.96415588826
2745,503,41, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,503041,Deerfield Ridge trail to spur trail up Haystack,1.039,1672.01888556583
2746,503,42, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , , ,T, , , , ,503042,Deerfield Ridge from Haystack Spur to GMNF line,0.434,698.02786495235
2747,503,43, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , , , , ,T, , , , , ,503043,Deerfield Ridge trail to GMNF line,0.674,1084.57955667768
2748,503,44, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,503044, ,1.822,2934.07972768531
2749,503,45, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , ,T, , , , , ,503045,from Mt Snow south toward Haystack,0.658,1058.57416404045
2750,503,46, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,503046,GMNF line south and east to old road,0.686,1105.02263975244
2751,503,47, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,503047,along road to edge of TH,0.496,798.510230562064
2752,503,48, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,503048,along TH to intersection,0.186,299.443173139385
2753,503,49, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,503049,from TH across field to woods,0.629,1013.28544363479
2754,502,1, ,0,0, ,0, ,0,UK,CT, ,UK, , , , , ,T, , , , , , , , , ,502001,Catamount Trail proposed trail location,0.184,295.559998972997
2755,502,2, ,0,0, ,0, ,0,UK,CT, ,UK, , , , , ,T, , , , , , , , , ,502002,Catamount Trail proposed trail location,0.85,1368.06293254428
2756,502,3, ,0,0, ,0, ,0,UK,CT, ,UK, , , , , ,T, , , , , , , , , ,502003,Catamount Trail proposed trail location,0.402,647.465906639647
2757,502,4, ,0,0, ,0, ,0,UK,CT, ,UK, , , , , ,T, , , , , , , , , ,502004,Catamount Trail proposed trail location,1.062,1709.30293997614
2758,502,5, ,0,0, ,0, ,0,UK,CT, ,UK, , , , , ,T, , , , , , , , , ,502005,Catamount Trail proposed trail location,0.3,482.814496493362
2759,502,6, ,0,0, ,0, ,0,UK,CT, ,UK, , , , , ,T, , , , , , , , , ,502006,Catamount Trail proposed trail location,1.218,1960.58898094809
2760,502,7, ,0,0, ,0, ,0,UK,CT, ,UK, , , , , ,T, , , , , , , , , ,502007,Catamount Trail proposed trail location,1.117,1798.94999666235
2761,502,8, ,0,0, ,0, ,0,UK,CT, ,UK, , , , , ,T, , , , , , , , , ,502008,Catamount Trail proposed trail location,0.698,1123.60122160422
2762,502,9, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,502009,east of Clara Lake to map edge,0.721,1161.4621194384
2763,502,10, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,502010, ,0.13,208.675826390182
2764,502,11, ,0,0, ,0, ,0,UK,VA, ,WT, , , , , , ,T, , , , , , , , ,502011,across Sadawga lake btwn Whitingham and TH,1.116,1797.19584045721
2765,502,12, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,502012,Sadawga lake to map edge,0.234,377.278297773855
2766,502,13, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,502013,Sadawga lake to Atherton Meadow WMA,0.463,745.953462400246
2767,502,14, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,502014,from GMNF line to trail intersection,0.296,477.115941089005
2768,502,15, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,502015,from highway intersection to GMNF line,0.293,471.549135327954
2769,502,16, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , ,T, , , , , , , , ,502016,from highway to Atherton Meadow WMA line,0.377,606.179988594303
2770,502,17, ,0,0, ,0, ,0,ST,VA,ST,OT, , , , , , ,T, , , , , , , , ,502017,across WMA between property lines,1.402,2257.74382252592
2771,502,18, ,0,0, ,0, ,0,ST,VA,ST,OT, , , , , , ,T, , , , , , , , ,502018,Between spillway and WMA line,0.184,296.291830748608
2772,502,19, ,0,0, ,0, ,0,UT,CT, ,RR, , , , , ,T, , , , , , , , , ,502019,Map edge along Railroad grade to substation,0.685,1103.25191280099
2773,502,20, ,0,0, ,0, ,0,UK,CT, ,OT, , , , , ,T, , , , , , , , , ,502020,from substation along road to woods,0.403,648.860229919992
2774,502,21, ,0,0, ,0, ,0,UK,CT, ,UK, , , , , ,T, , , , , , , , , ,502021, ,0.713,1148.61319580722
2775,502,22, ,0,0, ,0, ,0,UK,CT, ,UK, , , , , ,T, , , , , , , , , ,502022, ,0.622,1002.09589334261
2776,502,23, ,0,0, ,0, ,0,UK,CT, ,UK, , , , , ,T, , , , , , , , , ,502023,segment between road intersection and powerline,2.237,3600.83780070394
2777,502,24, ,0,0, ,0, ,0,UK,CT, ,UK, , , , , ,T, , , , , , , , , ,502024,powerline to dam parking lot,0.19,305.996167696476
2778,502,25, ,0,0, ,0, ,0,UT,VA,CT,UK, , , , , ,T,T, , , , , , , , ,502025,trailhead to intersection on spillway,0.242,389.077694440705
2779,502,26, ,0,0, ,0, ,0,UT,VA,CT,RR, , , , , ,T,T, , , , , , , , ,502026, ,1.396,2247.16440024441
2780,502,27, ,0,0, ,0, ,0,UT,VA,CT,RR, , , , , ,T,T, , , , , , , , ,502027,road intersection to Graves Brook. CAT ends @ broo,1.24,1996.44923346115
2781,502,28, ,0,0, ,0, ,0,UT,VA,UT,OT, , , , , , , , , ,T, , , , , ,502028,Graves brook to road intersection,0.56,902.186838498873
2782,502,29, ,0,0, ,0, ,0,UT,VA,UT,RR, , , , , , , , , ,T, , , , , ,502029, ,0.559,900.090339197891
2783,502,30, ,0,0, ,0, ,0,UT,VA,UT,RR, , , , , , , , , ,T, , , , , ,502030,road intersection to parking at Medburyville,3.274,5270.6968509029
2784,502,31, ,0,0, ,0, ,0,MU,VA,MU,TH, , , , , , , , , ,T, , , , , ,502031,along TH from Westside trail to road intersection,0.615,989.821532722611
2785,502,32, ,0,0, ,0, ,0,MU,VA,MU,OT, , , , , , , , , ,T, , , , , ,502032,road intersection to GMNF line,0.149,240.55114929274
2786,502,33, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,502033,GMNF line to powerline @ end of trail,0.548,882.446499728403
