SECTION_NUMBER,ON_STREET,FROM_STREET,TO_STREET,LENGTH,COUNT_,CURRENT_PQI,MEASURED_PQI,PQI_DATE,CLASS,YEAR,ObjectId
35200,TERRACE RD,CAMPUS DR,BALBOA DR,284,2.0,46.8,46.8,2023/02/18 07:00:00+00,Local,2023.0,3371
37180,MALIBU DR,TERRACE RD,KENNETH PL,1220,2.0,78.0,78.0,2023/02/18 07:00:00+00,Local,2023.0,3372
36660,NEWBERRY RD,CARSON DR,END,371,2.0,58.1,65.0,2021/03/17 07:00:00+00,Local,2021.0,3373
35860,ELLIS DR,DORSEY LN,OAK ST,615,2.0,71.1,73.9,2021/03/17 07:00:00+00,Local,2021.0,3374
38290,GREENWAY DR,LOS FELIZ DR,HAZELTON LN,293,2.0,85.2,88.2,2021/03/17 07:00:00+00,Local,2021.0,3375
35210,LA CORTA DR,LAGUNA DR,PEBBLE BEACH DR,279,2.0,76.4,76.4,2023/02/19 07:00:00+00,Local,2023.0,3376
37190,MALIBU DR,KENNETH PL,DORSEY LN,407,2.0,76.6,76.6,2023/02/18 07:00:00+00,Local,2023.0,3377
36670,NEWBERRY RD,END,CARSON DR,187,2.0,45.2,49.1,2021/03/17 07:00:00+00,Local,2021.0,3378
35870,ELLIS DR,OAK ST,END,241,2.0,63.3,66.3,2021/03/17 07:00:00+00,Local,2021.0,3379
38300,GREENWAY DR,HAZELTON LN,CARSON DR,936,2.0,65.7,71.9,2021/03/17 07:00:00+00,Local,2021.0,3380
35220,PEBBLE BEACH DR,LA CORTA DR,MCALLISTER AV,741,2.0,77.5,77.5,2023/02/19 07:00:00+00,Local,2023.0,3381
37200,MALIBU DR,DORSEY LN,PINE ST,345,2.0,57.8,57.8,2023/02/18 07:00:00+00,Local,2023.0,3382
36680,POPLAR ST,END,CARSON DR,224,2.0,68.0,71.0,2021/03/17 07:00:00+00,Local,2021.0,3383
35880,DUNBAR DR,OAK ST,END,278,2.0,62.6,65.9,2021/03/17 07:00:00+00,Local,2021.0,3384
38310,KACHINA DR CDS,KACHINA DR,END,140,2.0,85.8,88.5,2021/03/17 07:00:00+00,Local,2021.0,3385
35230,LAGUNA DR,COLLEGE AV,LA CORTA DR,753,2.0,71.6,71.6,2023/02/19 07:00:00+00,Local,2023.0,3386
37210,MALIBU DR,PINE ST,OAK ST,324,2.0,76.0,76.0,2023/02/18 07:00:00+00,Local,2023.0,3387
36690,POPLAR ST,CARSON DR,END,423,2.0,64.5,67.7,2021/03/17 07:00:00+00,Local,2021.0,3388
35890,DORSEY LN,BASELINE RD,DONNER DR,176,2.0,51.3,55.0,2021/03/17 07:00:00+00,Local,2021.0,3389
38320,LOS FELIZ DR,END,FREMONT DR,229,2.0,74.4,78.6,2021/03/17 07:00:00+00,Local,2021.0,3390
35240,LAGUNA DR,LA CORTA DR,MCALLISTER AV,620,2.0,79.5,79.5,2023/02/19 07:00:00+00,Local,2023.0,3391
37230,NEWBERRY RD,END,SOUTHERN AV,332,2.0,75.8,75.8,2023/02/18 07:00:00+00,Local,2023.0,3392
36700,ELM ST,END,CARSON DR,210,2.0,68.6,71.6,2021/03/17 07:00:00+00,Local,2021.0,3393
35900,DORSEY LN,DONNER DR,DUNBAR DR,283,2.0,57.7,61.1,2021/03/17 07:00:00+00,Local,2021.0,3394
38330,LOS FELIZ DR,FREMONT DR,GREENWAY DR,679,2.0,76.9,81.7,2021/03/17 07:00:00+00,Local,2021.0,3395
35250,LAGUNA DR,MCALLISTER AV,END,404,2.0,75.5,75.5,2023/02/19 07:00:00+00,Local,2023.0,3396
37240,STANLEY PL,END,SOUTHERN AV,354,2.0,72.3,72.3,2023/02/18 07:00:00+00,Local,2023.0,3397
36710,ELM ST,CARSON DR,END,414,2.0,67.0,70.0,2021/03/17 07:00:00+00,Local,2021.0,3398
35910,DORSEY LN,DUNBAR DR,ELLIS DR,269,2.0,62.6,65.9,2021/03/17 07:00:00+00,Local,2021.0,3399
38340,MINTON DR,TAYLOR DR,HAZELTON LN,631,2.0,67.0,73.2,2021/03/17 07:00:00+00,Local,2021.0,3400
35260,VENTURA DR,MALIBU DR,SOUTHERN AV,619,2.0,78.4,78.4,2023/02/19 07:00:00+00,Local,2023.0,3401
35270,LA CORTA DR,MALIBU DR,SOUTHERN AV,487,2.0,74.1,74.1,2023/02/19 07:00:00+00,Local,2023.0,3402
35280,MALIBU DR,COLLEGE AV,LA CORTA DR,696,2.0,75.4,75.4,2023/02/19 07:00:00+00,Local,2023.0,3403
35290,MALIBU DR,LA CORTA DR,VENTURA DR,276,2.0,73.2,73.2,2023/02/19 07:00:00+00,Local,2023.0,3404
35300,MALIBU DR,VENTURA DR,MCALLISTER AV,402,2.0,75.7,75.7,2023/02/19 07:00:00+00,Local,2023.0,3405
35310,MALIBU DR,MCALLISTER AV,LA JOLLA DR,1016,2.0,77.5,77.5,2023/02/19 07:00:00+00,Local,2023.0,3406
35320,CARSON DR,LAKESHORE DR,FROST DR,466,2.0,56.1,63.0,2021/03/17 07:00:00+00,Local,2021.0,3407
35330,CARSON DR,FROST DR,JEN TILLY LN,597,2.0,61.3,68.0,2021/03/17 07:00:00+00,Local,2021.0,3408
35340,CARSON DR,JEN TILLY LN,RITA LN,373,2.0,61.5,68.1,2021/03/17 07:00:00+00,Local,2021.0,3409
35350,CARSON DR,RITA LN,TERRACE RD,282,2.0,56.8,64.1,2021/03/17 07:00:00+00,Local,2021.0,3410
35360,CARSON DR,TERRACE RD,NEWBERRY RD,256,2.0,54.7,61.6,2021/03/17 07:00:00+00,Local,2021.0,3411
35370,CARSON DR,NEWBERRY RD,NEWBERRY RD,134,2.0,63.5,70.2,2021/03/17 07:00:00+00,Local,2021.0,3412
35380,CARSON DR,NEWBERRY RD,STANLEY PL,164,2.0,55.6,62.9,2021/03/17 07:00:00+00,Local,2021.0,3413
35390,CARSON DR,STANLEY PL,KENNETH PL,310,2.0,46.6,53.9,2021/03/17 07:00:00+00,Local,2021.0,3414
35400,CARSON DR,KENNETH PL,DORSEY LN,286,2.0,55.0,62.2,2021/03/17 07:00:00+00,Local,2021.0,3415
35410,CARSON DR,DORSEY LN,OAK ST,546,2.0,49.9,57.3,2021/03/17 07:00:00+00,Local,2021.0,3416
35420,CARSON DR,OAK ST,POPLAR ST,338,2.0,42.0,49.5,2021/03/17 07:00:00+00,Local,2021.0,3417
35430,CARSON DR,POPLAR ST,ELM ST,280,2.0,52.7,59.9,2021/03/17 07:00:00+00,Local,2021.0,3418
35440,CARSON DR,ELM ST,JUNIPER ST,277,2.0,67.1,73.3,2021/03/17 07:00:00+00,Local,2021.0,3419
35450,CARSON DR,JUNIPER ST,WILLOW ST,273,2.0,56.3,63.3,2021/03/17 07:00:00+00,Local,2021.0,3420
35460,CARSON DR,WILLOW ST,BUTTE AV,296,2.0,48.6,56.0,2021/03/17 07:00:00+00,Local,2021.0,3421
35470,CARSON DR,BUTTE AV,ALDER DR,298,2.0,45.8,53.3,2021/03/17 07:00:00+00,Local,2021.0,3422
35480,CARSON DR,ALDER DR,MCCLINTOCK DR,219,2.0,49.0,56.6,2021/03/17 07:00:00+00,Local,2021.0,3423
35490,CARSON DR CDS,CARSON DR,END,170,2.0,53.1,56.9,2021/03/17 07:00:00+00,Local,2021.0,3424
35500,FROST DR,CARTER DR,CARSON DR,274,2.0,64.2,70.5,2021/03/17 07:00:00+00,Local,2021.0,3425
35510,FROST DR,RITA LN,CARTER DR,513,2.0,58.4,65.3,2021/03/17 07:00:00+00,Local,2021.0,3426
35520,FROST DR,FREMONT DR,RITA LN,496,2.0,52.1,59.4,2021/03/17 07:00:00+00,Local,2021.0,3427
35530,CARTER DR,FROST DR,RITA LN,644,2.0,57.1,64.3,2021/03/17 07:00:00+00,Local,2021.0,3428
35540,RITA LN,CARTER DR,FROST DR,402,2.0,55.8,63.2,2021/03/17 07:00:00+00,Local,2021.0,3429
36720,JUNIPER ST,END,CARSON DR,202,2.0,62.9,65.9,2021/03/17 07:00:00+00,Local,2021.0,3430
38350,MINTON DR,HAZELTON LN,COUNTRY CLUB WY,1176,2.0,69.5,75.4,2021/03/17 07:00:00+00,Local,2021.0,3431
35920,DORSEY LN,ELLIS DR,MINTON DR,281,2.0,68.3,71.3,2021/03/17 07:00:00+00,Local,2021.0,3432
36730,JUNIPER ST,CARSON DR,END,412,2.0,66.2,69.3,2021/03/17 07:00:00+00,Local,2021.0,3433
38360,MINTON DR,COUNTRY CLUB WY,CLARK DR,291,2.0,66.5,72.6,2021/03/17 07:00:00+00,Local,2021.0,3434
35930,DORSEY LN,MINTON DR,FREMONT DR,281,2.0,65.0,68.0,2021/03/17 07:00:00+00,Local,2021.0,3435
36740,BUTTE AV,END,CARSON DR,208,2.0,67.9,70.9,2021/03/17 07:00:00+00,Local,2021.0,3436
38370,MINTON DR,CLARK DR,RIVER DR,905,2.0,67.7,73.9,2021/03/17 07:00:00+00,Local,2021.0,3437
35940,DORSEY LN,FREMONT DR,CARTER DR,279,2.0,63.9,67.2,2021/03/17 07:00:00+00,Local,2021.0,3438
36750,BUTTE AV,CARSON DR,END,335,2.0,51.5,55.2,2021/03/17 07:00:00+00,Local,2021.0,3439
38380,MINTON DR CDS,MINTON DR,END,88,2.0,88.6,90.9,2021/03/17 07:00:00+00,Local,2021.0,3440
35950,DORSEY LN,CARTER DR,CARSON DR,284,2.0,62.6,66.0,2021/03/17 07:00:00+00,Local,2021.0,3441
36760,ALDER DR,END,CARSON DR,213,2.0,62.2,65.7,2021/03/17 07:00:00+00,Local,2021.0,3442
38390,DONNER DR,CLARK DR,FAIRFIELD DR,299,2.0,66.5,72.7,2021/03/17 07:00:00+00,Local,2021.0,3443
35960,CARTER DR,DORSEY LN,END,382,2.0,60.2,63.7,2021/03/17 07:00:00+00,Local,2021.0,3444
36770,ALDER DR,CARSON DR,END,280,2.0,55.3,58.7,2021/03/17 07:00:00+00,Local,2021.0,3445
38400,DONNER DR,FAIRFIELD DR,ROCKFORD DR,280,2.0,65.3,71.8,2021/03/17 07:00:00+00,Local,2021.0,3446
35970,MINTON DR,DORSEY LN,END,400,2.0,67.9,70.9,2021/03/17 07:00:00+00,Local,2021.0,3447
37250,MARIANA CR,END,SOUTHERN AV,369,2.0,73.1,73.1,2023/02/18 07:00:00+00,Local,2023.0,3448
36820,BONARDEN LN,HERMOSA DR,RIVIERA DR,297,2.0,58.7,58.7,2023/02/18 07:00:00+00,Local,2023.0,3449
38410,DONNER DR,ROCKFORD DR,RIVER DR,172,2.0,67.5,73.7,2021/03/17 07:00:00+00,Local,2021.0,3450
35980,DUNBAR DR,DORSEY LN,END,332,2.0,61.9,65.2,2021/03/17 07:00:00+00,Local,2021.0,3451
37260,DORSEY LN,MALIBU DR,SOUTHERN AV,493,2.0,72.0,72.0,2023/02/18 07:00:00+00,Local,2023.0,3452
36830,RIVIERA DR,BONARDEN LN,NEWBERRY RD,880,2.0,73.3,73.3,2023/02/18 07:00:00+00,Local,2023.0,3453
38420,ROCKFORD DR,END,DONNER DR,176,2.0,73.4,78.8,2021/03/17 07:00:00+00,Local,2021.0,3454
35990,DONNER DR,DORSEY LN,OAK ST,580,2.0,67.6,70.8,2021/03/17 07:00:00+00,Local,2021.0,3455
37270,DORSEY LN,SOUTHERN AV,DEL RIO DR,1430,2.0,43.6,43.6,2023/02/18 07:00:00+00,Collector,2023.0,3456
36840,RIVIERA DR,NEWBERRY RD,KENNETH PL,897,2.0,85.2,85.2,2023/02/18 07:00:00+00,Local,2023.0,3457
38430,FAIRFIELD DR,END,DONNER DR,174,2.0,84.0,87.4,2021/03/17 07:00:00+00,Local,2021.0,3458
36000,OAK ST,DONNER DR,DUNBAR DR,260,2.0,69.1,72.1,2021/03/17 07:00:00+00,Local,2021.0,3459
36850,KENNETH PL,RIVIERA DR,HERMOSA DR,295,2.0,76.9,76.9,2023/02/18 07:00:00+00,Local,2023.0,3460
38440,CLARK DR,END,DONNER DR,184,2.0,67.1,71.7,2021/03/17 07:00:00+00,Local,2021.0,3461
37280,DORSEY LN,DEL RIO DR,WESLEYAN DR,310,2.0,44.7,44.7,2023/02/18 07:00:00+00,Collector,2023.0,3462
38450,CLARK DR,DONNER DR,DUNBAR DR,162,2.0,72.0,77.4,2021/03/17 07:00:00+00,Local,2021.0,3463
36860,NEWBERRY RD,RIVIERA DR,HERMOSA DR,295,2.0,74.3,74.3,2023/02/18 07:00:00+00,Local,2023.0,3464
36010,OAK ST,DUNBAR DR,ELLIS DR,281,2.0,67.2,70.4,2021/03/17 07:00:00+00,Local,2021.0,3465
37290,DORSEY LN,WESLEYAN DR,CAMPUS DR,283,2.0,44.1,44.1,2023/02/18 07:00:00+00,Collector,2023.0,3466
38460,CLARK DR,DUNBAR DR,DUNBAR DR,129,2.0,67.3,73.4,2021/03/17 07:00:00+00,Local,2021.0,3467
36870,NEWBERRY RD,HERMOSA DR,MANHATTON DR,288,2.0,75.9,75.9,2023/02/18 07:00:00+00,Local,2023.0,3468
36020,OAK ST,ELLIS DR,MINTON DR,272,2.0,63.6,66.9,2021/03/17 07:00:00+00,Local,2021.0,3469
37300,DORSEY LN,CAMPUS DR,ALAMEDA DR,286,2.0,33.8,33.8,2023/02/18 07:00:00+00,Collector,2023.0,3470
38470,CLARK DR,DUNBAR DR,ELLIS DR,285,2.0,68.0,74.1,2021/03/17 07:00:00+00,Local,2021.0,3471
36880,HERMOSA DR,NEWBERRY RD,KENNETH PL,901,2.0,77.2,77.2,2023/02/19 07:00:00+00,Local,2023.0,3472
36030,OAK ST,MINTON DR,FREMONT DR,292,2.0,67.7,70.7,2021/03/17 07:00:00+00,Local,2021.0,3473
37310,DORSEY LN,ALAMEDA DR,ALAMEDA DR,776,2.0,59.0,59.0,2023/02/18 07:00:00+00,Collector,2023.0,3474
38480,CLARK DR,ELLIS DR,MINTON DR,301,2.0,71.2,76.8,2021/03/17 07:00:00+00,Local,2021.0,3475
36890,HERMOSA DR,KENNETH PL,DORSEY LN,310,2.0,85.8,85.8,2023/02/19 07:00:00+00,Local,2023.0,3476
36040,OAK ST,FREMONT DR,CARSON DR,620,2.0,70.4,73.3,2021/03/17 07:00:00+00,Local,2021.0,3477
37320,DORSEY LN,ALAMEDA DR,BISHOP DR,481,3.0,39.5,39.5,2023/02/18 07:00:00+00,Collector,2023.0,3478
38490,ELLIS DR,CLARK DR,RIVER DR,805,2.0,76.3,81.2,2021/03/17 07:00:00+00,Local,2021.0,3479
36900,HERMOSA DR,DORSEY LN,PINE ST,304,2.0,76.5,76.5,2023/02/19 07:00:00+00,Local,2023.0,3480
36050,MINTON DR,OAK ST,ELM ST,361,2.0,63.1,66.3,2021/03/17 07:00:00+00,Local,2021.0,3481
37330,DORSEY LN,BISHOP DR,LOMA VISTA DR,262,3.0,38.1,38.1,2023/02/18 07:00:00+00,Collector,2023.0,3482
38500,ELLIS DR,RIVER DR,VILLA CT,263,2.0,64.5,70.4,2021/03/17 07:00:00+00,Local,2021.0,3483
36910,HERMOSA DR,PINE ST,OAK ST,296,2.0,79.1,79.1,2023/02/19 07:00:00+00,Local,2023.0,3484
36060,MINTON DR,ELM ST,BIRCH ST,190,2.0,69.9,72.8,2021/03/17 07:00:00+00,Local,2021.0,3485
37340,DORSEY LN,LOMA VISTA DR,VERLEA DR,242,3.0,36.8,36.8,2023/02/18 07:00:00+00,Collector,2023.0,3486
38510,ELLIS DR,VILLA CT,BALA DR,326,2.0,86.3,88.8,2021/03/17 07:00:00+00,Local,2021.0,3487
36920,HERMOSA DR,OAK ST,POPLER ST,312,2.0,87.4,87.4,2023/02/19 07:00:00+00,Local,2023.0,3488
36070,MINTON DR,BIRCH ST,JUNIPER ST,233,2.0,62.7,65.9,2021/03/17 07:00:00+00,Local,2021.0,3489
37350,DORSEY LN,VERLEA DR,CONCORDA DR,264,3.0,41.2,41.2,2023/02/18 07:00:00+00,Collector,2023.0,3490
38520,ELLIS DR,BALA DR,END,463,2.0,84.7,87.5,2021/03/17 07:00:00+00,Local,2021.0,3491
36930,HERMOSA DR,POPLER ST,ELM ST,293,2.0,90.1,90.1,2023/02/19 07:00:00+00,Local,2023.0,3492
36080,MINTON DR,JUNIPER ST,WILLOW ST,302,2.0,71.3,74.2,2021/03/17 07:00:00+00,Local,2021.0,3493
37360,DORSEY LN,CONCORDA DR,BROADMOR DR,293,3.0,39.7,39.7,2023/02/18 07:00:00+00,Collector,2023.0,3494
38530,VILLA CT,ELLIS DR,END,270,2.0,78.7,82.4,2021/03/17 07:00:00+00,Local,2021.0,3495
36940,HERMOSA DR,ELM ST,JUNIPER DR,288,2.0,89.0,89.0,2023/02/19 07:00:00+00,Local,2023.0,3496
36090,MINTON DR,WILLOW ST,BUTTE AV,258,2.0,64.9,67.9,2021/03/17 07:00:00+00,Local,2021.0,3497
37370,DORSEY LN,BROADMOR DR,EL PARQUE DR,245,3.0,29.2,29.2,2023/02/18 07:00:00+00,Collector,2023.0,3498
38540,DUNBAR DR,END,BALA DR,411,2.0,66.8,72.7,2021/03/17 07:00:00+00,Local,2021.0,3499
36950,HERMOSA DR,JUNIPER DR,WILLOW DR,284,2.0,84.2,84.2,2023/02/19 07:00:00+00,Local,2023.0,3500
36100,MINTON DR,BUTTE AV,ALDER DR,245,2.0,63.7,66.9,2021/03/17 07:00:00+00,Local,2021.0,3501
37380,DORSEY LN,EL PARQUE DR,PALMDALE DR,392,3.0,41.5,41.5,2023/02/18 07:00:00+00,Collector,2023.0,3502
38550,DONNER DR,END,BALA DR,365,2.0,74.1,78.9,2021/03/17 07:00:00+00,Local,2021.0,3503
36960,HERMOSA DR,WILLOW DR,BUTTE AV,285,2.0,85.8,85.8,2023/02/19 07:00:00+00,Local,2023.0,3504
36110,MINTON DR,ALDER DR,MCCLINTOCK DR,315,2.0,68.8,72.0,2021/03/17 07:00:00+00,Local,2021.0,3505
37390,DORSEY LN,PALMDALE DR,BROADWAY RD,413,3.0,24.2,24.2,2023/02/18 07:00:00+00,Collector,2023.0,3506
38560,BALA DR,BASELINE RD,DONNER DR,183,2.0,71.2,75.5,2021/03/17 07:00:00+00,Local,2021.0,3507
36970,HERMOSA DR,BUTTE AV,ALDER DR,286,2.0,88.3,88.3,2023/02/19 07:00:00+00,Local,2023.0,3508
36410,ELLIS DR,MCCLINTOCK DR,HEATHER DR,197,2.0,78.2,81.9,2021/03/17 07:00:00+00,Local,2021.0,3509
37400,DORSEY LN,BROADWAY RD,VISTA DEL CERRO,759,3.0,57.3,57.3,2023/02/18 07:00:00+00,Local,2023.0,3510
38570,BALA DR,DONNER DR,DUNBAR DR,273,2.0,85.8,88.5,2021/03/17 07:00:00+00,Local,2021.0,3511
36980,HERMOSA DR,ALDER DR,MCCLINTOCK DR,186,2.0,84.8,84.8,2023/02/19 07:00:00+00,Local,2023.0,3512
36420,ELLIS DR,HEATHER DR,KACHINA DR,308,2.0,81.8,84.9,2021/03/17 07:00:00+00,Local,2021.0,3513
36430,ELLIS DR,KACHINA DR,TAYLOR DR,295,2.0,80.8,84.4,2021/03/17 07:00:00+00,Local,2021.0,3514
36440,ELLIS DR,TAYLOR DR,HAZELTON LN,625,2.0,83.7,86.5,2021/03/17 07:00:00+00,Local,2021.0,3515
36450,ELLIS DR,HAZELTON LN,KENWOOD LN,911,2.0,80.7,84.2,2021/03/17 07:00:00+00,Local,2021.0,3516
36460,KENWOOD LN,ELLIS DR,DUNBAR DR,347,2.0,69.5,75.3,2021/03/17 07:00:00+00,Local,2021.0,3517
36470,DUNBAR DR CDS,DUNBAR DR,END,125,2.0,86.1,88.8,2021/03/17 07:00:00+00,Local,2021.0,3518
36480,DUNBAR DR CDS,DUNBAR DR,END,142,2.0,72.8,78.0,2021/03/17 07:00:00+00,Local,2021.0,3519
36490,DUNBAR DR CDS,DUNBAR DR,END,111,2.0,79.1,83.1,2021/03/17 07:00:00+00,Local,2021.0,3520
36500,WILLOW ST,MINTON DR,FREMONT DR,292,2.0,65.5,68.5,2021/03/17 07:00:00+00,Local,2021.0,3521
36510,WILLOW ST,FREMONT DR,CARSON DR,456,2.0,66.0,72.3,2021/03/17 07:00:00+00,Local,2021.0,3522
37420,PINE ST,MALIBU DR,NORTH END,369,2.0,75.4,75.4,2023/02/18 07:00:00+00,Local,2023.0,3523
36990,RITA LN,MANHATTON DR,LA JOLLA DR,285,2.0,78.1,78.1,2023/02/18 07:00:00+00,Local,2023.0,3524
37430,DORSEY LN,END,HERMOSA DR,325,2.0,68.1,68.1,2023/02/18 07:00:00+00,Local,2023.0,3525
37440,DORSEY LN,HERMOSA DR,MANHATTON DR,433,2.0,75.4,75.4,2023/02/18 07:00:00+00,Local,2023.0,3526
37000,RITA LN,LA JOLLA DR,END,136,2.0,75.1,75.1,2023/02/18 07:00:00+00,Local,2023.0,3527
37450,DORSEY LN,MANHATTON DR,LA JOLLA DR,268,2.0,76.5,76.5,2023/02/18 07:00:00+00,Local,2023.0,3528
37010,JEN TILLY LN,LA JOLLA DR,MANHATTON DR,290,2.0,74.3,74.3,2023/02/18 07:00:00+00,Local,2023.0,3529
37460,LA JOLLA DR,DORSEY LN,OAK ST,507,2.0,78.7,78.7,2023/02/18 07:00:00+00,Local,2023.0,3530
37020,MANHATTON DR,JEN TILLY LN,RITA LN,815,2.0,76.3,76.3,2023/02/18 07:00:00+00,Local,2023.0,3531
37470,LA JOLLA DR,OAK ST,POPLAR ST,289,2.0,87.7,87.7,2023/02/18 07:00:00+00,Local,2023.0,3532
37030,MANHATTON DR,RITA LN,TERRACE RD,294,2.0,79.2,79.2,2023/02/18 07:00:00+00,Local,2023.0,3533
37480,LA JOLLA DR,POPLAR ST,ELM ST,325,2.0,92.1,92.1,2023/02/18 07:00:00+00,Local,2023.0,3534
37040,MANHATTON DR,TERRACE RD,NEWBERRY RD,294,2.0,77.0,77.0,2023/02/18 07:00:00+00,Local,2023.0,3535
37490,LA JOLLA DR,ELM ST,JUNIPER ST,278,2.0,83.7,83.7,2023/02/18 07:00:00+00,Local,2023.0,3536
37050,MANHATTON DR,NEWBERRY RD,KENNETH PL,922,2.0,79.4,79.4,2023/02/18 07:00:00+00,Local,2023.0,3537
37500,LA JOLLA DR,JUNIPER ST,BUTTE AV,480,2.0,87.6,87.6,2023/02/18 07:00:00+00,Local,2023.0,3538
38580,BALA DR,DUNBAR DR,ELLIS DR,277,2.0,77.1,81.4,2021/03/17 07:00:00+00,Local,2021.0,3539
37510,LA JOLLA DR,BUTTE AV,END,464,2.0,87.5,87.5,2023/02/18 07:00:00+00,Local,2023.0,3540
38590,BALA DR,ELLIS DR,ELLIS DR,258,2.0,73.8,77.8,2021/03/17 07:00:00+00,Local,2021.0,3541
37520,POPLAR ST,LA JOLLA DR,END,228,2.0,83.7,83.7,2023/02/18 07:00:00+00,Local,2023.0,3542
37530,MANHATTON DR,DORSEY LN,END,288,2.0,74.7,74.7,2023/02/18 07:00:00+00,Local,2023.0,3543
37540,PINE ST,END,HERMOSA DR,435,2.0,75.7,75.7,2023/02/18 07:00:00+00,Local,2023.0,3544
37550,OAK ST,END,HERMOSA DR,440,2.0,77.7,77.7,2023/02/18 07:00:00+00,Local,2023.0,3545
37560,OAK ST,HERMOSA DR,MANHATTON DR,307,2.0,75.0,75.0,2023/02/18 07:00:00+00,Local,2023.0,3546
38600,BALA DR,ELLIS DR,MINTON DR,340,2.0,70.6,76.3,2021/03/17 07:00:00+00,Local,2021.0,3547
37570,OAK ST,MANHATTON DR,LA JOLLA DR,308,2.0,78.0,78.0,2023/02/18 07:00:00+00,Local,2023.0,3548
38610,MINTON DR,END,BALA DR,275,2.0,66.8,72.8,2021/03/17 07:00:00+00,Local,2021.0,3549
38620,MINTON DR,BALA DR,BALA DR,308,2.0,86.5,89.0,2021/03/17 07:00:00+00,Local,2021.0,3550
37580,OAK ST,LA JOLLA DR,LAGUNA DR,454,2.0,78.6,78.6,2023/02/18 07:00:00+00,Local,2023.0,3551
37590,OAK ST,LAGUNA DR,CORONADO DR,167,2.0,78.8,78.8,2023/02/18 07:00:00+00,Local,2023.0,3552
37600,OAK ST,CORONADO DR,MALIBU DR,218,2.0,80.5,80.5,2023/02/18 07:00:00+00,Local,2023.0,3553
37610,OAK ST,MALIBU DR,NEWPORT DR,325,2.0,78.1,78.1,2023/02/18 07:00:00+00,Local,2023.0,3554
37620,OAK ST,NEWPORT DR,SOUTHERN AV,173,2.0,74.3,74.3,2023/02/18 07:00:00+00,Local,2023.0,3555
37630,MANHATTON DR,OAK ST,END,326,2.0,85.8,85.8,2023/02/18 07:00:00+00,Local,2023.0,3556
37640,POPLER ST,END,HERMOSA DR,333,2.0,82.9,82.9,2023/02/18 07:00:00+00,Local,2023.0,3557
37650,ELM ST,END,HERMOSA DR,313,2.0,74.6,74.6,2023/02/18 07:00:00+00,Local,2023.0,3558
37660,ELM ST,HERMOSA DR,LA JOLLA DR,592,2.0,86.2,86.2,2023/02/18 07:00:00+00,Local,2023.0,3559
37670,ELM ST,LA JOLLA DR,LAGUNA DR,581,2.0,90.0,90.0,2023/02/18 07:00:00+00,Local,2023.0,3560
37680,JUNIPER DR,END,HERMOSA DR,310,2.0,77.9,77.9,2023/02/18 07:00:00+00,Local,2023.0,3561
37690,WILLOW DR,END,HERMOSA DR,301,2.0,79.0,79.0,2023/02/18 07:00:00+00,Local,2023.0,3562
37700,BUTTE AV,END,HERMOSA DR,322,2.0,74.6,74.6,2023/02/18 07:00:00+00,Local,2023.0,3563
37710,BUTTE AV,HERMOSA DR,MANHATTON DR,289,2.0,78.6,78.6,2023/02/18 07:00:00+00,Local,2023.0,3564
37720,BUTTE AV,MANHATTON DR,LA JOLLA DR,280,2.0,85.6,85.6,2023/02/18 07:00:00+00,Local,2023.0,3565
37730,BUTTE AV,LA JOLLA DR,PEBBLE BEACH DR,289,2.0,87.8,87.8,2023/02/18 07:00:00+00,Local,2023.0,3566
37740,BUTTE AV,PEBBLE BEACH DR,LAGUNA DR,308,2.0,88.6,88.6,2023/02/18 07:00:00+00,Local,2023.0,3567
37750,BUTTE AV,LAGUNA DR,SOUTHERN AV,846,2.0,89.5,89.5,2023/02/18 07:00:00+00,Local,2023.0,3568
37760,JUNIPER ST,LA JOLLA DR,MANHATTON DR,281,2.0,62.1,62.1,2023/02/18 07:00:00+00,Local,2023.0,3569
37770,MANHATTON DR,JUNIPER ST,BUTTE AV,547,2.0,88.8,88.8,2023/02/18 07:00:00+00,Local,2023.0,3570
37780,MANHATTON DR,BUTTE AV,END,382,2.0,75.3,75.3,2023/02/18 07:00:00+00,Local,2023.0,3571
37790,ALDER DR,END,HERMOSA DR,376,2.0,80.5,80.5,2023/02/18 07:00:00+00,Local,2023.0,3572
37800,PEBBLE BEACH DR,END,BUTTE AV,167,2.0,91.3,91.3,2023/02/18 07:00:00+00,Local,2023.0,3573
37810,PEBBLE BEACH DR,BUTTE AV,ALDER DR,508,2.0,88.8,88.8,2023/02/18 07:00:00+00,Local,2023.0,3574
37820,ALDER DR,PEBBLE BEACH DR,LAGUNA DR,286,2.0,85.2,85.2,2023/02/18 07:00:00+00,Local,2023.0,3575
37830,JUNIPER ST,END,LAGUNA DR,346,2.0,85.7,85.7,2023/02/18 07:00:00+00,Local,2023.0,3576
37840,LAGUNA DR,OAK ST,ELM ST,599,2.0,86.8,86.8,2023/02/18 07:00:00+00,Local,2023.0,3577
37850,LAGUNA DR,ELM ST,JUNIPER ST,279,2.0,83.1,83.1,2023/02/18 07:00:00+00,Local,2023.0,3578
37860,LAGUNA DR,JUNIPER ST,BUTTE AV,405,2.0,68.2,68.2,2023/02/18 07:00:00+00,Local,2023.0,3579
37870,LAGUNA DR,BUTTE AV,ALDER DR,504,2.0,91.7,91.7,2023/02/18 07:00:00+00,Local,2023.0,3580
