Year,Renewal Due Month,Renewal Processing Timeframe,County,SAWS,Eligibility Financial Method,Renewals Due ,Renewals Completed,Renewals Completed by Due Date,Continued Medi-Cal Eligibility, Auto Ex-Parte, Manual Ex-Parte,Discontinued - Failure to Respond,Discontinued - Over Income (MAGI) / Over property (Non-MAGI),Discontinued - Other Reasons,Reinstated,Annotation Code,Annotation Code Description
2018,2018-02,February 2018 - May 2018,Sierra,C-IV,MAGI,57,55,50,53,36,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Siskiyou,C-IV,MAGI,815,687,607,654,434,106,15,0,18,9,,
2018,2018-02,February 2018 - May 2018,Stanislaus,C-IV,MAGI,"18,053","14,942","12,912","14,383","7,896","3,088",247,0,312,43,,
2018,2018-02,February 2018 - May 2018,Sutter,C-IV,MAGI,"3,078","2,874","2,373","2,823","1,206",291,,0,50,16,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Tehama,C-IV,MAGI,"2,048","1,764","1,648","1,722",609,140,,0,39,11,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Trinity,C-IV,MAGI,303,278,245,260,113,28,8,0,10,,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Tuolumne,C-IV,MAGI,976,850,774,780,465,103,48,0,22,,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Yuba,C-IV,MAGI,"2,072","1,877","1,535","1,783",856,249,57,0,37,13,,
2018,2018-02,February 2018 - May 2018,Amador,C-IV,NON-MAGI,65,64,47,61,0,5,,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Butte,C-IV,NON-MAGI,603,558,328,524,0,64,22,0,12,,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Calaveras,C-IV,NON-MAGI,109,100,70,90,0,6,7,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Colusa,C-IV,NON-MAGI,27,11,8,10,0,7,0,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Del Norte,C-IV,NON-MAGI,95,93,74,83,0,,,0,7,,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,El Dorado,C-IV,NON-MAGI,294,267,143,249,0,16,,0,15,,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Glenn,C-IV,NON-MAGI,138,132,99,125,0,17,,0,,,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Humboldt,C-IV,NON-MAGI,373,334,238,327,0,22,,0,6,,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Imperial,C-IV,NON-MAGI,785,782,603,680,0,62,64,0,38,8,,
2018,2018-02,February 2018 - May 2018,Inyo,C-IV,NON-MAGI,54,47,19,44,0,,,0,0,0,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Kern,C-IV,NON-MAGI,"1,849","1,594",992,"1,537",0,241,16,0,41,8,,
2018,2018-02,February 2018 - May 2018,Kings,C-IV,NON-MAGI,291,284,240,263,0,38,15,0,6,,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Lake,C-IV,NON-MAGI,263,225,124,214,0,26,,0,9,,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Lassen,C-IV,NON-MAGI,42,35,20,27,0,,6,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Madera,C-IV,NON-MAGI,299,284,172,239,0,28,31,0,14,,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Marin,C-IV,NON-MAGI,289,271,177,251,0,39,11,0,9,6,,
2018,2018-02,February 2018 - May 2018,Mariposa,C-IV,NON-MAGI,46,41,21,37,0,,,0,0,0,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Mendocino,C-IV,NON-MAGI,215,168,84,165,0,18,,0,,,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Merced,C-IV,NON-MAGI,654,586,336,530,0,60,37,0,19,0,,
2018,2018-02,February 2018 - May 2018,Modoc,C-IV,NON-MAGI,19,19,15,14,0,0,,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Mono,C-IV,NON-MAGI,11,11,8,10,0,,,0,0,0,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Monterey,C-IV,NON-MAGI,"1,175","1,006",599,975,0,105,,0,28,12,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Napa,C-IV,NON-MAGI,276,198,119,187,0,33,,0,10,0,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Nevada,C-IV,NON-MAGI,180,171,96,169,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Plumas,C-IV,NON-MAGI,43,41,21,40,0,8,0,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Riverside,C-IV,NON-MAGI,"4,784","4,559","3,600","3,867",0,396,430,0,262,54,,
2018,2018-02,February 2018 - May 2018,San Benito,C-IV,NON-MAGI,147,138,66,137,0,27,0,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,San Bernardino,C-IV,NON-MAGI,"6,038","5,243","2,941","4,761",0,445,238,0,244,39,,
2018,2018-02,February 2018 - May 2018,San Joaquin,C-IV,NON-MAGI,"1,779","1,762","1,397","1,476",0,150,199,0,87,11,,
2018,2018-02,February 2018 - May 2018,Shasta,C-IV,NON-MAGI,460,439,272,375,0,19,41,0,23,,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Sierra,C-IV,NON-MAGI,21,21,18,21,0,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Siskiyou,C-IV,NON-MAGI,92,89,30,85,0,,,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Stanislaus,C-IV,NON-MAGI,"1,521","1,352",962,"1,290",0,110,29,0,33,,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Sutter,C-IV,NON-MAGI,337,305,169,290,0,36,,0,13,0,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Tehama,C-IV,NON-MAGI,189,179,78,174,0,15,,0,,,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Trinity,C-IV,NON-MAGI,25,24,13,22,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Tuolumne,C-IV,NON-MAGI,144,135,73,122,0,8,7,0,6,,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Yuba,C-IV,NON-MAGI,196,191,119,180,0,27,5,0,6,,1.0,Cell Suppressed For Small Numbers
2018,2018-02,February 2018 - May 2018,Los Angeles,LRS,MAGI,"216,183","208,715","149,720","172,995","111,047",0,"27,324",0,"8,396","6,151",,
2018,2018-02,February 2018 - May 2018,Los Angeles,LRS,NON-MAGI,"26,659","24,212","16,692","16,477",0,0,"6,084",0,"1,651","2,188",,
2018,2018-03,March 2018 - June 2018,Alameda,CalWIN,MAGI,"24,294","21,588","15,830","14,742","8,030",17,"5,589",607,388,"2,951",,
2018,2018-03,March 2018 - June 2018,Contra Costa,CalWIN,MAGI,"15,079","13,491","10,009","10,525","4,917",25,"2,165",169,577,"1,017",,
2018,2018-03,March 2018 - June 2018,Fresno,CalWIN,MAGI,"34,757","34,588","31,423","29,858","11,601",202,725,331,"3,204","2,122",,
2018,2018-03,March 2018 - June 2018,Orange,CalWIN,MAGI,"58,632","56,397","42,403","44,005","20,102",206,"7,583",689,"3,035","5,086",,
2018,2018-03,March 2018 - June 2018,Placer,CalWIN,MAGI,"3,745","3,508","3,061","2,594","1,242",54,526,80,237,329,,
2018,2018-03,March 2018 - June 2018,Sacramento,CalWIN,MAGI,"29,508","28,934","23,457","21,664","12,993",31,"4,771",684,"1,165","2,813",,
2018,2018-03,March 2018 - June 2018,San Diego ,CalWIN,MAGI,"61,255","60,585","50,819","48,672","18,801",203,"7,220",871,"2,464","3,774",,
2018,2018-03,March 2018 - June 2018,San Francisco,CalWIN,MAGI,"12,352","12,320","10,849","9,786","5,362",42,"1,685",171,486,955,,
2018,2018-03,March 2018 - June 2018,San Luis Obispo,CalWIN,MAGI,"3,588","3,504","2,778","2,673","1,156",30,494,67,200,323,,
2018,2018-03,March 2018 - June 2018,San Mateo,CalWIN,MAGI,"11,627","11,238","9,405","9,445","2,665",144,"1,013",124,540,736,,
2018,2018-03,March 2018 - June 2018,Santa Barbara,CalWIN,MAGI,"11,107","9,836","8,630","8,462","2,286",79,927,81,264,485,,
2018,2018-03,March 2018 - June 2018,Santa Clara,CalWIN,MAGI,"30,215","30,185","26,622","24,487","9,735",80,"3,599",593,"1,201","2,152",,
2018,2018-03,March 2018 - June 2018,Santa Cruz,CalWIN,MAGI,"6,032","5,693","5,142","4,824","1,594",28,574,49,190,332,,
2018,2018-03,March 2018 - June 2018,Solano,CalWIN,MAGI,"7,970","7,732","6,352","6,037","3,009",35,"1,148",99,274,679,,
2018,2018-03,March 2018 - June 2018,Sonoma,CalWIN,MAGI,"8,344","7,325","6,129","5,968","2,455",43,913,66,323,377,,
2018,2018-03,March 2018 - June 2018,Tulare,CalWIN,MAGI,"19,730","19,470","17,890","17,163","5,081",70,"1,316",224,547,987,,
2018,2018-03,March 2018 - June 2018,Ventura,CalWIN,MAGI,"19,946","19,853","16,985","17,252","4,569",63,"1,504",179,657,868,,
2018,2018-03,March 2018 - June 2018,Yolo,CalWIN,MAGI,"4,134","4,092","3,209","3,075",921,28,639,85,219,662,,
2018,2018-03,March 2018 - June 2018,Alameda,CalWIN,NON-MAGI,"4,876","3,462","2,014","2,033",0,5,"1,176",11,364,610,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Contra Costa,CalWIN,NON-MAGI,"1,940","1,478",721,"1,050",0,,290,,166,134,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Fresno,CalWIN,NON-MAGI,"2,152","2,000","1,619","1,597",0,87,156,8,249,213,,
2018,2018-03,March 2018 - June 2018,Orange,CalWIN,NON-MAGI,"6,016","5,653","2,879","4,089",0,6,746,12,819,715,,
2018,2018-03,March 2018 - June 2018,Placer,CalWIN,NON-MAGI,632,536,424,360,0,,104,,66,79,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Sacramento,CalWIN,NON-MAGI,"3,768","3,623","2,250","2,270",0,5,667,13,630,558,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,San Diego ,CalWIN,NON-MAGI,"5,104","4,980","2,949","3,479",0,16,657,13,787,635,,
2018,2018-03,March 2018 - June 2018,San Francisco,CalWIN,NON-MAGI,"1,944","1,935","1,510","1,446",0,8,177,,290,269,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,San Luis Obispo,CalWIN,NON-MAGI,406,365,237,278,0,,47,,38,35,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,San Mateo,CalWIN,NON-MAGI,"1,695","1,317",747,"1,003",0,,243,,162,167,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Santa Barbara,CalWIN,NON-MAGI,840,648,403,447,0,,107,,92,76,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Santa Clara,CalWIN,NON-MAGI,"3,853","3,841","3,117","2,917",0,14,528,21,345,365,,
2018,2018-03,March 2018 - June 2018,Santa Cruz,CalWIN,NON-MAGI,620,464,333,309,0,7,90,0,63,68,,
2018,2018-03,March 2018 - June 2018,Solano,CalWIN,NON-MAGI,894,772,497,547,0,0,140,,101,88,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Sonoma,CalWIN,NON-MAGI,702,526,293,370,0,6,65,0,99,51,,
2018,2018-03,March 2018 - June 2018,Tulare,CalWIN,NON-MAGI,"1,366","1,301","1,027","1,022",0,,163,,108,102,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Ventura,CalWIN,NON-MAGI,"1,426","1,408",771,"1,075",0,,201,5,120,140,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Yolo,CalWIN,NON-MAGI,399,386,234,266,0,,54,,58,69,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Alpine,C-IV,NON-MAGI,,,0,,0,0,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Alpine,C-IV,MAGI,6,5,5,5,,0,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Sierra,C-IV,NON-MAGI,,,,5,0,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Amador,C-IV,MAGI,534,523,493,468,259,93,24,0,31,5,,
2018,2018-03,March 2018 - June 2018,Butte,C-IV,MAGI,"4,726","4,278","3,678","4,032","2,146",656,154,0,92,25,,
2018,2018-03,March 2018 - June 2018,Calaveras,C-IV,MAGI,667,634,551,593,293,83,10,0,31,6,,
2018,2018-03,March 2018 - June 2018,Colusa,C-IV,MAGI,496,340,297,336,188,77,,0,,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Del Norte,C-IV,MAGI,554,521,447,499,235,88,8,0,14,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,El Dorado,C-IV,MAGI,"2,526","2,257","1,938","2,140","1,139",370,65,0,52,14,,
2018,2018-03,March 2018 - June 2018,Glenn,C-IV,MAGI,"1,078","1,007",915,971,263,146,,0,34,17,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Humboldt,C-IV,MAGI,"4,100","3,599","3,342","3,492","1,197",443,6,0,101,32,,
2018,2018-03,March 2018 - June 2018,Imperial,C-IV,MAGI,"5,995","5,906","5,429","5,457","2,213",546,318,0,131,27,,
2018,2018-03,March 2018 - June 2018,Inyo,C-IV,MAGI,397,263,214,254,140,107,,0,5,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Kern,C-IV,MAGI,"25,232","21,593","19,118","20,871","11,520","4,065",230,0,492,111,,
2018,2018-03,March 2018 - June 2018,Kings,C-IV,MAGI,"4,000","3,952","3,728","3,683","1,673",946,155,0,114,38,,
2018,2018-03,March 2018 - June 2018,Lake,C-IV,MAGI,"1,870","1,523","1,348","1,468",823,268,14,0,41,18,,
2018,2018-03,March 2018 - June 2018,Lassen,C-IV,MAGI,317,281,228,250,189,38,21,0,10,6,,
2018,2018-03,March 2018 - June 2018,Madera,C-IV,MAGI,"4,402","4,286","3,740","4,018","1,796",796,99,0,169,20,,
2018,2018-03,March 2018 - June 2018,Marin,C-IV,MAGI,"2,430","2,234","1,890","2,112",862,563,71,0,51,15,,
2018,2018-03,March 2018 - June 2018,Mariposa,C-IV,MAGI,179,159,138,133,66,34,19,0,7,0,,
2018,2018-03,March 2018 - June 2018,Mendocino,C-IV,MAGI,"1,984","1,521","1,225","1,509",977,349,0,0,12,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Merced,C-IV,MAGI,"8,644","7,441","6,685","7,100","3,326","1,300",104,0,237,61,,
2018,2018-03,March 2018 - June 2018,Modoc,C-IV,MAGI,111,106,81,97,61,12,5,0,,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Mono,C-IV,MAGI,248,239,208,211,108,43,25,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Monterey,C-IV,MAGI,"12,196","10,957","10,075","10,790","2,780","1,411",6,0,161,55,,
2018,2018-03,March 2018 - June 2018,Napa,C-IV,MAGI,"2,061","1,711","1,409","1,611",730,317,65,0,35,6,,
2018,2018-03,March 2018 - June 2018,Nevada,C-IV,MAGI,"1,272",987,869,954,661,170,,0,31,10,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Plumas,C-IV,MAGI,251,198,179,190,143,46,0,0,8,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Riverside,C-IV,MAGI,"52,209","51,476","48,092","46,189","23,232","5,390","3,281",,"2,005",358,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,San Benito,C-IV,MAGI,"1,036",926,792,913,392,364,0,0,13,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,San Bernardino,C-IV,MAGI,"55,849","48,649","42,155","45,732","26,406","6,815","1,914",0,"1,003",228,,
2018,2018-03,March 2018 - June 2018,San Joaquin,C-IV,MAGI,"17,981","17,924","16,465","15,700","8,320","2,852","1,387",0,837,132,,
2018,2018-03,March 2018 - June 2018,Shasta,C-IV,MAGI,"3,514","3,242","2,992","3,038","1,365",381,130,0,74,18,,
2018,2018-03,March 2018 - June 2018,Sierra,C-IV,MAGI,53,49,38,44,20,10,0,0,5,5,,
2018,2018-03,March 2018 - June 2018,Siskiyou,C-IV,MAGI,875,728,581,691,364,138,19,0,18,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Stanislaus,C-IV,MAGI,"14,578","12,429","10,875","11,890","5,811","2,508",198,0,341,53,,
2018,2018-03,March 2018 - June 2018,Sutter,C-IV,MAGI,"3,001","2,874","2,512","2,784",998,335,24,0,66,18,,
2018,2018-03,March 2018 - June 2018,Tehama,C-IV,MAGI,"2,186","1,937","1,829","1,851",521,153,23,0,63,24,,
2018,2018-03,March 2018 - June 2018,Trinity,C-IV,MAGI,277,262,226,251,91,27,,0,9,0,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Tuolumne,C-IV,MAGI,822,755,712,681,331,72,55,0,19,7,,
2018,2018-03,March 2018 - June 2018,Yuba,C-IV,MAGI,"1,898","1,760","1,472","1,659",685,210,46,0,55,20,,
2018,2018-03,March 2018 - June 2018,Amador,C-IV,NON-MAGI,81,81,71,73,0,10,,0,,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Butte,C-IV,NON-MAGI,686,667,459,639,0,68,13,0,15,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Calaveras,C-IV,NON-MAGI,133,131,102,122,0,12,5,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Colusa,C-IV,NON-MAGI,47,37,31,34,0,,,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Del Norte,C-IV,NON-MAGI,89,88,64,76,0,,,0,10,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,El Dorado,C-IV,NON-MAGI,282,274,176,258,0,16,6,0,10,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Glenn,C-IV,NON-MAGI,135,128,107,122,0,10,,0,,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Humboldt,C-IV,NON-MAGI,520,477,386,452,0,21,,0,24,6,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Imperial,C-IV,NON-MAGI,822,813,632,715,0,48,51,0,47,12,,
2018,2018-03,March 2018 - June 2018,Inyo,C-IV,NON-MAGI,57,57,50,54,0,,,0,0,0,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Kern,C-IV,NON-MAGI,"1,620","1,546","1,186","1,443",0,191,31,0,72,12,,
2018,2018-03,March 2018 - June 2018,Kings,C-IV,NON-MAGI,248,246,224,222,0,21,19,0,5,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Lake,C-IV,NON-MAGI,249,238,180,225,0,22,0,0,13,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Lassen,C-IV,NON-MAGI,61,58,38,41,0,,10,0,7,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Madera,C-IV,NON-MAGI,250,239,144,210,0,15,19,0,10,0,,
2018,2018-03,March 2018 - June 2018,Marin,C-IV,NON-MAGI,280,277,200,260,0,37,,0,15,0,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Mariposa,C-IV,NON-MAGI,33,33,20,32,0,,0,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Mendocino,C-IV,NON-MAGI,171,161,127,157,0,13,0,0,,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Merced,C-IV,NON-MAGI,667,628,424,593,0,36,7,0,28,5,,
2018,2018-03,March 2018 - June 2018,Modoc,C-IV,NON-MAGI,30,30,22,27,0,0,0,0,,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Mono,C-IV,NON-MAGI,15,15,13,13,0,,,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Monterey,C-IV,NON-MAGI,"1,052",998,642,967,0,100,,0,29,9,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Napa,C-IV,NON-MAGI,230,211,160,196,0,18,,0,12,0,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Nevada,C-IV,NON-MAGI,195,189,141,188,0,5,0,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Plumas,C-IV,NON-MAGI,33,33,18,32,0,7,,0,0,0,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Riverside,C-IV,NON-MAGI,"4,702","4,538","3,749","3,784",0,270,385,0,369,69,,
2018,2018-03,March 2018 - June 2018,San Benito,C-IV,NON-MAGI,116,107,75,102,0,26,0,0,5,0,,
2018,2018-03,March 2018 - June 2018,San Bernardino,C-IV,NON-MAGI,"5,672","5,279","3,568","4,727",0,355,265,0,287,53,,
2018,2018-03,March 2018 - June 2018,San Joaquin,C-IV,NON-MAGI,"1,536","1,525","1,297","1,296",0,102,155,0,74,10,,
2018,2018-03,March 2018 - June 2018,Shasta,C-IV,NON-MAGI,460,445,283,412,0,19,17,0,16,0,,
2018,2018-03,March 2018 - June 2018,Siskiyou,C-IV,NON-MAGI,91,86,59,79,0,,5,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Stanislaus,C-IV,NON-MAGI,"1,539","1,447","1,189","1,355",0,91,35,0,57,17,,
2018,2018-03,March 2018 - June 2018,Sutter,C-IV,NON-MAGI,388,385,257,362,0,35,,0,19,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Tehama,C-IV,NON-MAGI,212,209,148,201,0,12,0,0,8,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Trinity,C-IV,NON-MAGI,48,48,21,46,0,,,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Tuolumne,C-IV,NON-MAGI,136,132,64,121,0,14,7,0,,0,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Yuba,C-IV,NON-MAGI,246,240,174,218,0,16,12,0,10,,1.0,Cell Suppressed For Small Numbers
2018,2018-03,March 2018 - June 2018,Los Angeles,LRS,MAGI,"186,401","180,389","153,372","148,215","91,625",0,"25,994",0,"6,180","7,847",,
2018,2018-03,March 2018 - June 2018,Los Angeles,LRS,NON-MAGI,"25,062","22,553","16,579","15,125",0,0,"5,503",0,"1,925","2,046",,
2018,2018-04,April 2018 - July 2018,Alameda,CalWIN,MAGI,"22,145","19,565","14,351","13,489","7,070",15,"4,872",508,508,"2,467",,
2018,2018-04,April 2018 - July 2018,Contra Costa,CalWIN,MAGI,"14,264","12,737","9,432","9,868","4,338",21,"2,057",157,604,876,,
2018,2018-04,April 2018 - July 2018,Fresno,CalWIN,MAGI,"31,571","31,425","28,832","27,323","9,482",130,632,293,"2,708","1,757",,
2018,2018-04,April 2018 - July 2018,Orange,CalWIN,MAGI,"51,323","49,322","36,306","38,950","16,441",90,"6,404",518,"2,938","4,215",,
2018,2018-04,April 2018 - July 2018,Placer,CalWIN,MAGI,"3,706","3,396","2,875","2,604","1,154",38,507,73,188,276,,
2018,2018-04,April 2018 - July 2018,Sacramento,CalWIN,MAGI,"27,005","26,525","21,441","19,952","11,408",38,"4,309",528,"1,119","2,426",,
2018,2018-04,April 2018 - July 2018,San Diego ,CalWIN,MAGI,"54,826","54,227","45,542","43,758","15,652",154,"6,383",780,"2,114","2,977",,
2018,2018-04,April 2018 - July 2018,San Francisco,CalWIN,MAGI,"10,511","10,462","9,407","8,340","4,392",9,"1,387",164,380,778,,
2018,2018-04,April 2018 - July 2018,San Luis Obispo,CalWIN,MAGI,"3,266","3,156","2,578","2,451",883,11,451,57,144,252,,
2018,2018-04,April 2018 - July 2018,San Mateo,CalWIN,MAGI,"11,013","10,611","8,285","8,583","2,413",57,"1,133",96,597,761,,
2018,2018-04,April 2018 - July 2018,Santa Barbara,CalWIN,MAGI,"10,023","8,861","7,648","7,600","1,699",27,859,83,256,431,,
2018,2018-04,April 2018 - July 2018,Santa Clara,CalWIN,MAGI,"26,302","26,222","23,575","21,304","8,192",52,"3,036",517,"1,045","1,797",,
2018,2018-04,April 2018 - July 2018,Santa Cruz,CalWIN,MAGI,"5,784","5,510","4,942","4,645","1,277",36,597,49,193,380,,
2018,2018-04,April 2018 - July 2018,Solano,CalWIN,MAGI,"7,001","6,813","5,604","5,215","2,437",0,"1,095",89,258,561,,
