Permit_Number,Effective_Date,Expiration_Date,Permit_Type,Applicant,Street_Address,City,State,ZIP_Code,Permit_Subtype,Permit_Description,Permit_Type_Code,Subtype_Code,ID,OBJECTID
24803,2019/03/01 00:00:00,2024/03/01 00:00:00,APCD Gasoline Dispense Permit,WATERFRONT DEVELOPMENT CORP,105 N FLOYD ST,LOUISVILLE,KY,40202,Gas Dispen Facility Stage I,WATERFRONT DEVELOPMENT,GAS,STG1,1332,426
24804,2014/03/01 00:00:00,2019/03/01 00:00:00,APCD Gasoline Dispense Permit,"WOODHAVEN COUNTRY CLUB, INC.",7200 WOODHAVEN RD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage I,WOODHAVEN COUNTRY CLUB,GAS,STG1,1333,427
24805,2015/08/01 00:00:00,2020/08/01 00:00:00,APCD Gasoline Dispense Permit,WEHR CONSTRUCTORS INC,2517 PLANTSIDE DR,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage I,WEHR CONSTRUCTION,GAS,STG1,1334,428
24805,2015/08/01 00:00:00,2020/08/01 00:00:00,APCD Gasoline Dispense Permit,WEHR CONSTRUCTORS INC,2517 PLANTSIDE DR,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage I,WEHR CONSTRUCTION,GAS,STG1,1335,429
24806,2017/10/01 00:00:00,2022/10/01 00:00:00,APCD Gasoline Dispense Permit,Yellow Cab Company,1601 S PRESTON ST,LOUISVILLE,KY,40217,Gas Dispen Facility Stage I,YELLOW CAB CO,GAS,STG1,1336,430
24807,2019/04/01 00:00:00,2024/04/01 00:00:00,APCD Gasoline Dispense Permit,US Postal Service,1420 GARDINER LN,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,US POSTAL SERVICE GARDINER LN,GAS,STG1,1337,431
24808,2008/08/31 00:00:00,2013/08/31 00:00:00,APCD Gasoline Dispense Permit,U S POSTAL OFFICE,4772 ALLMOND AVE,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,US POSTAL SERVICE ALLMOND AVE,GAS,STG1,1338,432
24809,2019/04/01 00:00:00,2024/04/01 00:00:00,APCD Gasoline Dispense Permit,"BRIGHTVIEW LANDSCAPING SERVICES, INC",4510 POPLAR LEVEL RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,"BRIGHTVIEW LANDSCAPING SERVICES, INC",GAS,STG1,1339,433
24868,2014/03/01 00:00:00,2019/03/01 00:00:00,APCD Gasoline Dispense Permit,GREENSCAPES LAWN & LANDSCAPING,8200 CEDAR CREEK RD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage I,Greenscapes Lawn & Landscaping,GAS,STG1,1340,434
24869,2019/04/01 00:00:00,2024/04/01 00:00:00,APCD Gasoline Dispense Permit,LOYAN FOOD LLC,2532 W BROADWAY,LOUISVILLE,KY,40211,Gas Dispen Facility Stage I,TONY'S CONVENIENT MART,GAS,STG1,1341,435
24870,2012/03/30 00:00:00,2017/03/30 00:00:00,APCD Gasoline Dispense Permit,KRAUTH SON PLBG HEATING,1612 MELLWOOD AVE,LOUISVILLE,KY,40206,Gas Dispen Facility Stage I,H W KRAUTH & SON,GAS,STG1,1342,436
24871,2019/04/01 00:00:00,2024/04/01 00:00:00,APCD Gasoline Dispense Permit,METRO PARKS,745 COCHRAN HILL RD,LOUISVILLE,KY,40206,Gas Dispen Facility Stage I,METRO PARKS-CHEROKEE MAINT,GAS,STG1,1343,437
24872,2017/07/01 15:43:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTONS LLC,10501 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage I,THORNTON OIL #152,GAS,STG1,1344,438
24993,2014/11/15 00:00:00,2016/11/15 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE METRO GOVERNMENT,620 MERIWETHER AVE,LOUISVILLE,KY,40217,Gas Dispen Facility Stage II,SOLID WASTE CENTRAL FACILITY,GAS,STG2,1345,439
24993,2014/11/15 00:00:00,2016/11/15 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE METRO GOVERNMENT,620 MERIWETHER AVE,LOUISVILLE,KY,40217,Gas Dispen Facility Stage II,SOLID WASTE CENTRAL FACILITY,GAS,STG2,1346,440
25260,2014/10/01 00:00:00,2016/10/01 00:00:00,APCD Gasoline Dispense Permit,BERRY PETROLEUM INC,1871 BERRY BLVD,LOUISVILLE,KY,40215,Gas Dispen Facility Stage II,BERRY PETROLEUM INC,GAS,STG2,1347,441
25260,2014/10/01 00:00:00,2016/10/01 00:00:00,APCD Gasoline Dispense Permit,JASVIR SINGH,1871 BERRY BLVD,LOUISVILLE,KY,40215,Gas Dispen Facility Stage II,BERRY PETROLEUM INC,GAS,STG2,1348,442
