UID,SITE_ID.x,BENT_MMI_COND,MMI_BENT,VISIT_NO.x,AGGR_ECO9_2015,STRAHLERORDER,CHIRDOM1PIND,CHIRDOM3PIND,CHIRDOM5PIND,DOM1PIND,DOM3PIND,DOM5PIND,EPT_NTAX,EPT_PIND,EPT_PTAX,LRBS_USE,L_XFC_NAT,L_XCMGW,W1_HALL,MAFLOWU,MAFLOWV,NHDWAT_NADP2009_MEAN_NH4,NHDWAT_NADP2009_MEAN_NO3,NHDWAT_NADP2009_MEAN_SO4,NHDWAT_NADP2009_MEAN_TOTALN,NHDWAT_ELEV,NHDWAT_SLOPE,NHDWAT_PCT_CANOPY,NHDWAT_PCT_IMPERV,NHDWAT_POPDENKM,RDDEN,NHDWAT_PCT_SAND,TMAX_ANN,TMIN_ANN,WSAREA_NARS,PCT_AG,PCT_URB,PCT_FOR,PCT_WET,PCT_SHRUB_GRASS
14550,FW08WY044,Fair,40.32,1,WMT,3rd,42.06,81.31,88.79,26.5,54.77,69.61,13,50.33,39.39,0.083663228,-0.248301085,0.09246544,0.446977273,151.05057,254.89268,0.904674042,2.329966526,1.58378322,1.228809791,2668.98,18.756,37.612,0.016,0.015,0.201,35.964,10.61,-5.87,337.1600037,0.051,0.0,52.84,1.3,45.164
13959,FW08KS056,Fair,33.7,1,SPL,5th,39.11,69.27,84.92,24.73,48.06,62.9,7,20.33,21.21,-1.388423023,-0.869666232,-0.588839621,2.333354545,158.37572,164.3272,3.349778005,6.250024389,6.647188226,4.012949669,525.643,0.713,2.217,0.391,2.813,1.392,57.868,20.43,7.38,2584.590088,49.967,4.5,1.42,0.966,40.826
15086,FW08WI045,Fair,33.88,1,UMW,5th,20.0,53.33,73.33,23.47,53.06,63.27,10,42.73,33.33,-1.488636518,-1.719173392,-0.98163999,0.0,244.19864,284.17761,3.299487436,6.346416092,5.640255073,3.995674327,300.945,6.156,30.461,0.654,11.02,1.14,49.331,13.35,1.85,1108.349976,49.307,5.236,38.825,3.275,3.197
13903,FW08AL022,Fair,46.08,1,CPL,5th,48.05,68.83,81.82,18.14,39.71,52.45,9,11.06,20.0,-1.881489252,-0.508638306,-0.076544021,0.926417532,293.00815,294.14922,2.315398473,8.264000599,12.11593639,3.664721516,67.05,4.53,79.607,0.109,2.172,0.638,53.913,25.43,11.02,468.1629944,0.972,1.806,69.612,6.984,20.533
15633,FW08VA017,Fair,37.97,1,SAP,5th,23.13,52.38,72.11,14.11,34.02,49.79,11,21.33,25.0,-1.558334153,-0.760359317,0.172058661,0.075759091,311.7988,349.3246,2.27801723,7.951501365,9.957324934,3.565101755,213.138,3.556,49.264,0.901,18.217,1.161,35.696,20.71,7.01,886.2960205,29.236,6.755,54.901,0.698,7.921
11722,FW08MA004,Fair,51.02,1,NAP,4th,22.78,46.84,62.03,9.89,26.86,40.64,15,31.0,24.19,-0.903551901,-0.401906196,-0.087874604,1.200258874,314.0312,324.98692,1.788263121,8.815325081,9.031528509,3.379950279,327.446,3.691,75.462,3.126,91.669,2.304,65.493,13.64,0.74,487.0589905,4.044,11.111,68.078,11.348,1.15
15511,FW08CO032,Fair,33.33,1,SPL,5th,0.0,0.0,0.0,100.0,100.0,100.0,1,100.0,100.0,-2.010892094,-0.396954096,-0.169382173,2.000068182,318.29215,169.6823,1.775410428,4.733806918,2.993000731,2.447955444,1858.01,4.875,10.663,1.676,51.737,1.349,55.988,18.15,2.03,58919.0,23.535,6.354,14.748,1.716,51.925
14972,FW08CT024,Fair,52.3,1,NAP,5th,47.13,83.91,89.66,18.05,43.32,61.01,13,12.67,28.26,-1.398499768,-0.208245573,0.094058014,1.068209091,530.33044,521.80928,2.140977442,9.458622488,11.37443375,3.799150378,70.202,3.012,67.36,2.66,67.177,1.804,64.719,15.52,5.25,705.0620117,7.709,10.338,59.243,18.506,1.552
12181,FW08WI048,Fair,28.95,1,UMW,5th,56.7,76.29,88.66,21.28,50.0,65.88,5,14.33,16.13,-1.178347374,-0.363785732,-0.108918921,1.636386364,675.91664,739.72755,2.272170615,5.292675206,4.703631863,2.959933034,300.127,1.756,58.306,0.534,10.524,1.244,68.616,12.03,1.13,2501.639893,21.546,4.993,41.69,28.161,1.346
12207,FW08WY013,Fair,47.82,1,NPL,6th,25.0,75.0,10.0,25.0,55.56,69.44,7,62.5,50.0,-1.434889295,-1.190134333,-0.168653858,1.924268182,770.32271,223.74852,1.2682358,3.532461502,2.463538603,1.782755484,1617.65,5.97,3.198,0.294,0.167,0.348,38.185,15.95,-0.98,16364.7002,0.371,0.336,5.592,0.953,91.302
11119,FW08IL027,Fair,27.12,1,TPL,6th,54.05,86.49,94.59,23.37,42.61,57.39,3,12.0,9.09,-1.677651693,-0.949725729,-0.435549146,2.21215,798.13615,873.14718,4.220887796,10.06756047,10.50012037,5.55173877,261.123,1.668,15.44,6.944,174.416,3.439,33.003,14.17,2.98,3458.02002,45.542,24.563,15.111,7.21,2.23
15539,FW08NY047,Fair,41.02,1,NAP,5th,34.0,62.0,76.0,11.99,31.85,43.84,12,21.67,22.22,-1.258747882,-0.49825627,0.089262664,1.204563636,1118.57499,867.5953,2.192521607,8.01614176,8.364684887,3.51331754,292.1,3.665,73.062,0.198,10.404,1.033,60.475,11.57,1.15,1547.72998,9.943,1.672,72.372,10.491,3.267
14415,FW08OK014,Fair,33.83,1,SPL,6th,42.27,74.23,88.66,27.33,54.0,74.67,6,28.3,27.27,-1.139770706,-1.333822512,-0.405657684,0.704545455,1255.11463,997.93245,2.486093264,4.495825678,4.254064047,2.946033601,837.468,1.957,2.568,0.506,8.412,1.144,38.014,22.15,8.87,41466.69922,39.66,4.192,3.724,0.355,51.442
14424,FW08OK022,Fair,26.25,1,SPL,6th,35.98,73.78,90.24,31.22,64.02,78.31,6,5.76,28.57,-1.337237974,-1.428608832,0.083600335,0.106063636,1276.31289,932.38116,2.350148708,4.10188835,3.729375173,2.751483575,876.257,1.32,3.51,0.893,15.311,1.191,40.52,22.34,9.74,39383.0,30.375,5.412,4.49,0.143,59.055
14763,FW08KY014,Fair,32.43,1,SAP,6th,42.31,87.18,93.59,21.93,46.84,60.59,4,17.67,10.81,-1.112773449,-0.541705603,-0.084864093,0.0,1665.69172,1448.42119,2.053904847,8.170392909,8.97496299,3.440528168,404.202,18.854,69.494,1.351,24.007,1.516,32.511,19.7,5.94,3124.77002,0.927,6.864,75.583,0.004,13.272
14319,FW08IA021,Fair,31.48,1,TPL,6th,50.0,28.57,28.57,50.0,100.0,100.0,1,71.43,33.33,-1.481614875,-1.106894235,-0.091514981,0.727309091,1862.28079,1935.00932,5.111940576,9.03483073,9.218998991,6.01033892,267.848,2.262,7.081,1.232,20.164,1.384,22.549,16.21,5.16,8879.860352,77.384,7.498,5.168,1.715,7.777
15237,FW08SC021,Fair,33.8,1,SAP,6th,52.38,85.71,97.62,25.35,48.59,65.14,11,39.33,28.21,-1.305211754,-0.406915415,0.16502838,0.0,1993.34667,1865.52649,2.507039805,7.792187264,10.90723362,3.706946427,260.362,4.682,52.34,3.283,96.475,2.407,46.418,23.76,9.74,3602.070068,14.63,14.74,55.7,1.925,10.456
15514,FW08CO047,Fair,21.57,1,SPL,5th,100.0,10.64,10.64,43.33,80.0,90.0,2,17.02,25.0,-1.506935662,-0.92412139,-0.649198388,1.458915584,2052.41262,452.40296,1.314683651,4.930966176,3.133673792,2.134743949,2562.58,10.145,28.662,4.417,161.854,2.56,58.507,18.43,1.86,12234.09961,0.855,11.954,38.843,2.805,42.619
14437,FW08OK047,Fair,28.4,1,SPL,7th,66.67,18.52,18.52,36.0,76.0,88.0,4,62.96,50.0,-1.730869091,-0.802093205,-0.009580414,0.0,2090.62671,-9999.0,3.030620852,5.678735579,5.399602587,3.636073141,692.216,1.717,2.598,0.52,8.956,1.039,34.409,24.3,10.52,70444.10156,27.484,4.333,2.485,0.335,64.257
14549,FW08WY040,Fair,46.78,1,XER,7th,50.0,79.17,92.5,26.2,60.7,79.04,4,26.67,19.05,-0.521450125,-0.958607315,-0.388421514,3.265245455,2451.84078,1631.65208,0.813659787,2.271888006,1.540667738,1.145018192,2446.03,7.898,15.429,0.213,0.556,0.325,52.745,12.68,-5.02,11415.5,5.587,0.591,17.702,4.671,69.054
14767,FW08KY021,Fair,39.82,1,SAP,6th,37.93,75.86,93.1,15.27,41.98,59.54,9,39.18,28.12,-1.395166126,-0.706938935,-0.090906128,0.303045455,3045.11412,2608.83835,2.225446026,8.096553087,9.504995881,3.557047783,449.05,19.563,70.414,1.573,29.223,1.588,46.379,19.34,5.24,5906.660156,3.347,6.639,78.934,0.003,9.213
11027,FW08OR027,Fair,44.52,1,WMT,6th,37.14,60.0,72.38,14.77,40.15,50.0,14,19.33,28.0,0.075782958,-0.877039828,0.03950425,3.1289,6216.27475,4992.98445,0.420668456,1.877678213,3.170193211,0.750812361,869.404,16.506,69.461,0.59,14.669,1.523,30.697,17.43,5.39,5193.009766,3.536,2.039,75.803,0.525,15.811
16155,FW08TX057,Fair,45.83,1,CPL,6th,50.0,83.33,100.0,45.11,75.19,82.71,6,28.37,27.27,-1.816032229,-0.92412139,-0.153472575,0.0,6235.35124,6561.29145,2.843488721,8.201039251,12.59896549,4.06055532,107.236,1.901,42.472,1.805,22.842,1.342,40.182,25.33,12.62,20080.40039,21.536,7.23,33.758,15.376,16.645
10828,FW08KS033,Fair,28.83,1,SPL,7th,44.07,69.49,84.75,20.57,52.48,73.4,4,32.33,15.38,-2.099941947,-0.032366943,0.103881433,0.8788,6800.35075,-9999.0,1.284307361,3.418868762,2.278429315,1.769574262,1805.41,4.981,9.751,0.549,12.432,0.823,42.657,20.68,3.64,65408.30078,7.665,2.673,14.724,1.177,72.437
13960,FW08KS061,Fair,25.43,1,SPL,7th,41.78,76.06,92.02,33.46,60.9,73.68,7,11.0,28.0,-1.394284119,-0.907853776,-0.55923399,1.954636364,6810.1547,-9999.0,1.300621184,3.427662305,2.287737987,1.784228243,1797.28,4.941,9.659,0.546,12.317,0.724,42.734,20.26,4.1,66066.5,8.049,2.674,14.577,1.192,72.187
15217,FW08SC012,Fair,54.57,1,CPL,6th,44.59,95.95,100.0,64.31,84.18,90.57,6,70.67,31.58,-1.764979443,-0.633152719,0.22395588,0.030304545,8062.31679,5979.67931,3.076455182,7.658681407,10.6187831,4.118932903,272.689,5.501,50.172,4.029,110.423,2.437,47.26,24.48,10.82,14362.0,14.775,17.281,54.634,3.265,7.256
14359,FW08NE041,Fair,27.3,1,SPL,7th,53.85,84.62,100.0,39.53,69.77,81.4,4,49.02,30.77,-1.587509292,-1.428608832,-0.624752178,0.545459091,9913.68248,-9999.0,1.93643435,5.115779345,3.375562018,2.659276478,1789.02,4.581,7.897,0.869,22.384,0.946,57.905,16.94,3.95,148643.0,16.776,3.478,10.908,2.404,65.104
13930,FW08ID026,Fair,49.02,1,WMT,7th,35.29,82.35,100.0,67.23,79.1,85.88,10,10.61,52.63,-0.109442375,-0.474955193,-0.618556717,0.0,10755.49488,9995.79885,0.947385947,1.925851197,2.024378645,1.170685521,2121.11,19.955,39.785,0.153,0.367,0.232,50.549,16.17,0.75,29648.80078,1.486,0.385,51.224,0.563,45.051
11485,FW08MD024,Fair,38.98,1,SAP,7th,41.67,72.22,86.11,19.42,51.65,65.29,12,20.67,30.77,-1.085261132,-0.332971785,-0.062641704,0.500021429,11797.75337,10514.66202,2.425467627,8.366599955,11.21156245,3.773366263,408.585,8.698,47.261,1.647,45.727,1.717,30.284,18.96,6.13,27687.09961,29.301,8.591,60.604,0.299,0.253
11041,FW08OR051,Fair,38.2,1,WMT,6th,36.84,67.11,90.79,28.97,50.34,60.69,13,13.67,29.55,-0.208116255,-0.941022138,-0.250052981,2.386468182,11895.95821,9308.32961,0.418492204,1.940452911,3.324619083,0.763303328,870.114,16.004,68.156,0.788,21.441,1.474,31.823,17.4,5.67,8511.230469,3.88,2.403,75.139,0.598,15.487
15285,FW08MN032,Fair,29.57,1,UMW,6th,43.18,84.09,95.45,30.36,58.93,73.21,6,31.0,24.0,-1.744182965,-0.941022138,-0.065501549,0.66055671,12956.07706,-9999.0,2.218918305,4.842993681,3.92148485,2.817000067,415.598,1.601,68.906,0.212,0.689,0.207,46.182,9.05,-2.96,49247.60156,0.514,0.551,17.552,18.828,2.077
14059,FW08IL009,Fair,26.22,1,TPL,8th+,66.67,100.0,26.09,23.19,60.87,84.06,3,37.68,18.75,-2.26316293,-0.077133055,-0.233688572,0.0,18570.95164,18979.49612,4.885432397,10.67034328,13.42992694,6.203919964,205.494,1.274,9.514,4.673,121.236,2.001,22.983,18.53,6.42,70589.89844,70.5,14.147,10.793,1.929,1.066
14504,FW08MN013,Fair,25.98,1,UMW,8th+,61.33,81.33,92.0,27.24,56.99,72.76,3,3.33,9.38,-1.257930504,-0.389630237,-0.226978598,0.742431818,28834.1558,24141.18859,3.092148808,5.2634799,4.314918012,3.590042743,360.841,1.606,27.71,1.343,30.797,1.631,49.968,13.64,1.9,152015.0,46.417,6.485,24.9,12.483,4.607
14067,FW08IL035,Fair,29.85,1,UMW,8th+,75.0,2.0,2.0,20.85,53.36,71.73,1,0.67,3.85,-2.189505935,-0.802093205,-0.596567486,0.045454545,45152.46602,38774.58718,3.315755358,5.850160384,4.976505186,3.896202086,356.149,2.336,29.194,1.253,27.233,1.327,47.872,14.72,3.17,213007.0,45.459,6.295,27.821,11.314,4.622
14320,FW08IA022,Fair,26.15,1,UMW,8th+,21.74,52.17,78.26,27.03,44.93,60.47,5,13.0,13.16,-1.367556806,-1.837272689,-0.043133347,0.0,45214.12527,38833.65395,3.317541841,5.853772998,4.981189982,3.898405362,356.022,2.34,29.196,1.253,27.221,1.327,47.836,14.76,3.17,213248.0,45.461,6.295,27.821,11.306,4.629
14797,FW08SD042,Fair,38.22,1,TPL,8th+,21.05,52.63,73.68,53.49,68.6,77.91,5,63.92,31.25,-1.216316796,-0.449771647,-0.397423299,1.200045,45389.70037,-9999.0,1.46411362,2.877106064,2.132102039,1.78680785,1145.33,5.248,6.931,0.317,1.827,0.488,37.522,15.18,2.25,705177.0,16.918,1.518,9.05,1.769,64.871
14326,FW08IA037,Fair,36.9,1,TPL,8th+,35.29,64.71,85.29,42.86,60.27,70.09,5,10.98,14.71,-1.741914078,-0.892173573,0.054995862,1.696972727,62546.96027,58169.88103,3.747816172,6.734817849,6.140443297,4.431537089,334.56,2.239,23.146,1.473,30.242,1.384,42.06,16.11,5.3,293150.0,53.931,7.058,21.993,9.058,4.333
14064,FW08IL013,Fair,31.95,1,TPL,8th+,37.78,86.67,95.56,22.81,52.47,64.64,5,12.15,15.62,-1.681076725,-0.236231784,-0.447829733,2.492436364,65487.01279,61265.34615,3.81325171,6.847656042,6.302380114,4.507837276,330.758,2.237,22.538,1.47,29.832,1.385,41.098,16.84,5.8,306662.0,54.844,7.082,21.399,8.743,4.414
11666,FW08MO150,Fair,41.07,1,CPL,8th+,50.0,100.0,22.22,22.22,44.44,55.56,5,33.33,38.46,-1.925080494,-1.550030994,-0.322475999,1.287881818,573836.9328,-9999.0,2.927711844,6.216634405,6.600710243,3.677676664,699.469,4.38,17.935,1.174,25.841,1.312,33.269,20.63,9.25,2360910.0,37.7,5.532,20.541,2.552,30.528
11664,FW08MO086,Fair,51.3,1,CPL,8th+,80.95,26.51,26.51,28.99,76.81,94.2,4,61.45,44.44,-2.050203344,-0.343727523,-0.209842833,0.909109091,573899.7433,-9999.0,2.927727112,6.216826251,6.600964007,3.677731858,699.433,4.38,17.935,1.174,25.839,1.312,33.268,20.88,9.55,2361050.0,37.7,5.532,20.54,2.553,30.526
11711,FW08TN177,Fair,45.7,1,CPL,8th+,100.0,1.67,1.67,33.33,56.67,71.67,5,65.0,35.71,-2.064660293,-0.100129776,-0.438248312,1.318181818,580897.5973,-9999.0,2.929338199,6.234709987,6.624776777,3.683022787,696.406,4.369,17.951,1.173,25.848,1.313,33.183,21.31,9.9,2373240.0,37.789,5.541,20.558,2.592,30.38
14348,FW08NE015,Good,51.25,1,SPL,7th,46.15,69.23,76.92,53.14,68.62,79.5,11,64.18,44.0,-1.737698733,-1.293204657,-0.932489557,0.742431818,0.00483,-9999.0,1.932650191,5.113132462,3.371994193,2.655740185,1790.9,4.587,7.892,0.868,22.407,0.945,57.894,17.0,3.73,148415.0,16.744,3.473,10.925,2.356,65.181
11251,FW08IA055,Good,52.78,1,TPL,2nd,37.86,77.14,88.57,21.07,53.64,67.05,8,25.67,22.86,-1.410623969,-0.771879741,-0.204277937,0.0,0.06529,-9999.0,5.109054565,8.976184845,8.886375427,5.994849682,340.662,4.408,7.052,0.414,6.322,1.209,26.194,16.26,4.38,5.365859985,84.995,3.961,10.49,0.0,0.336
14350,FW08NE019,Good,66.75,1,NPL,6th,55.56,88.89,9.85,23.39,51.61,64.52,11,70.45,44.0,-1.324727374,-0.848268086,-0.342639882,0.242436364,0.1757,-9999.0,2.802616516,4.880509224,3.255745675,3.278710742,962.251,2.57,1.856,0.252,0.884,0.702,78.781,16.0,2.62,28045.19922,10.063,1.777,1.934,3.627,81.772
12062,FW08NE001,Good,37.53,1,SPL,2nd,50.0,3.42,3.42,31.3,70.43,86.09,4,76.92,28.57,-1.949236937,-0.570835199,-0.628932138,1.431818182,0.21418,3.56514,1.850935972,4.417585325,2.87182076,2.435165775,1437.93,4.066,0.363,0.28,0.163,0.296,73.481,15.56,-0.21,114.9720001,0.543,0.925,0.249,0.055,98.23
12955,FW08MS020,Good,59.98,1,CPL,1st,33.33,73.02,82.54,17.5,45.0,56.67,6,7.14,18.75,-2.102418408,0.062752865,-0.032366943,0.0,0.71118,-9999.0,3.3538382,8.53864,11.959696,4.5331006,104.414,4.413,71.089,0.188,0.0,0.768,58.3,25.21,12.23,0.893700004,2.014,2.719,43.505,26.586,25.176
15549,FW08NY088,Good,62.78,1,NAP,1st,58.73,83.33,95.24,25.0,46.96,57.43,19,40.67,54.29,-1.42033262,-0.396954096,0.277921619,0.33335,0.81574,-9999.0,1.7025472,6.571414,7.3382063,2.8064933,631.654,12.128,96.459,0.011,0.0,0.702,55.156,11.36,-0.86,1.110599995,0.0,0.567,99.19,0.162,0.081
12164,FW08WI049,Good,38.98,1,UMW,8th+,100.0,0.67,0.67,73.99,85.47,91.89,3,3.33,16.67,-2.174709579,-0.345911009,0.134626186,0.613654545,0.89531,-9999.0,3.154078375,5.429609518,4.499350932,3.675659104,357.585,1.897,28.202,1.315,29.621,1.335,49.199,13.64,2.33,167004.0,46.183,6.407,26.074,11.73,4.807
12427,FW08OH004,Good,56.37,1,TPL,1st,23.85,50.0,68.46,13.08,29.96,43.04,6,15.67,14.63,-1.450723955,-1.082351291,-0.646066292,1.265172727,1.26066,1.47892,2.496007442,7.758699894,11.41405392,3.69081521,318.394,1.818,10.674,0.76,71.289,1.806,30.851,16.52,4.85,3.516299963,73.944,9.214,13.284,0.0,2.738
12489,FW08WY006,Good,54.47,1,WMT,1st,57.14,96.43,16.33,26.47,44.85,57.35,14,26.67,53.85,-1.129484814,0.132739838,-0.389630237,0.0,1.26433,-9999.0,0.765064895,2.286315441,1.633519173,1.110543966,3283.47,14.945,29.934,0.0,0.0,0.0,66.227,6.89,-6.5,3.018709898,0.0,0.0,43.317,0.0,54.683
15072,FW08WI018,Good,40.62,1,UMW,1st,16.67,47.5,62.5,17.6,35.58,49.81,7,31.0,18.92,-1.150533062,-0.246556227,-0.142530437,0.0,1.37865,-9999.0,3.7369151,7.2672367,6.5771403,4.5433459,288.281,3.103,82.521,0.103,0.0,0.221,93.309,13.25,0.57,1.546200037,0.0,4.424,89.814,0.99,4.773
13800,FW08AL013,Good,47.65,1,SAP,1st,32.31,69.23,81.54,12.5,29.17,42.92,16,48.33,33.33,-0.90975998,-0.821284597,-0.051387006,1.045454545,1.93942,-9999.0,2.1423736,5.8033271,8.831749,2.9745033,291.706,5.868,62.374,0.389,9.905,0.858,64.56,23.11,9.27,3.432600021,13.005,3.042,73.387,0.0,10.409
14872,FW08VA002,Good,65.43,1,SAP,1st,37.5,58.33,75.0,14.81,40.37,54.44,23,81.33,53.49,-1.426200905,-0.384815394,0.164014699,0.030304545,2.43695,3.32737,2.0900815,7.9670835,9.8785734,3.4226916,783.634,14.807,85.589,0.046,0.0,0.725,40.739,17.81,4.11,4.668300152,0.0,3.702,96.298,0.0,0.0
15411,FW08NC002,Good,51.13,1,SAP,1st,25.0,59.38,71.88,25.0,46.15,58.08,19,57.67,44.19,-1.465980652,-0.035568932,0.244670631,1.075759091,2.46046,-9999.0,2.540159464,7.454813957,11.04436207,3.656450748,1530.81,19.828,72.114,0.0,29.608,0.0,60.208,15.13,3.8,3.810600042,2.976,0.0,91.97,0.0,4.724
14920,FW08PA026,Good,75.7,1,NAP,1st,17.86,46.43,60.71,14.86,30.12,41.37,26,69.67,49.06,-1.036268139,-0.234534655,0.102714288,0.0,2.46865,2.49038,2.4681556,9.3804131,14.531035,4.0355339,601.088,7.162,93.159,0.001,0.0,0.346,44.63,13.72,1.69,2.973599911,0.0,0.0,99.999,0.0,0.0
14652,FW08WA120,Good,64.13,1,WMT,1st,59.0,77.0,87.0,20.49,37.85,51.04,22,48.0,46.81,-1.15153058,-0.281913705,-0.515996911,0.819479167,2.50379,-9999.0,1.0128382,2.6592643,1.755857,1.3871865,1330.97,18.911,85.145,0.104,0.0,0.0,42.0,11.87,0.78,2.114099979,0.0,0.0,99.489,0.0,0.511
12252,FW08UT011,Good,59.92,1,XER,2nd,68.42,89.47,100.0,29.89,55.16,69.04,9,65.33,37.5,-1.512782404,-0.33939321,-0.422299355,1.477272727,2.62176,-9999.0,1.724064052,2.43863976,1.923937023,1.889607251,2222.62,13.517,6.257,0.035,0.0,0.0,43.704,12.74,0.32,18.39189911,0.0,0.0,12.504,0.068,86.954
12834,FW08ID007,Good,57.27,1,WMT,1st,54.55,77.27,86.36,25.59,48.15,62.29,20,64.33,54.05,-1.09025397,-0.175992567,-0.03933467,0.33335,2.66666,-9999.0,0.935955644,1.960742593,1.943550467,1.169692039,2252.24,20.974,66.854,0.186,0.0,1.128,53.994,10.12,-4.45,6.079500198,0.0,0.0,92.761,0.0,7.239
15463,FW08NC086,Good,54.5,1,SAP,1st,20.0,46.67,70.0,18.18,37.97,51.87,16,50.0,37.21,-1.184363818,-0.659375643,0.139306516,0.977290909,3.06933,-9999.0,2.500145674,7.309641838,11.11225319,3.592586279,997.842,16.926,87.555,0.036,172.088,1.054,58.255,17.13,4.77,2.565000057,2.211,0.807,95.789,0.0,0.983
15149,FW08UT004,Good,60.67,1,XER,2nd,33.33,83.33,95.83,29.15,60.52,75.28,10,42.33,38.46,-1.655858116,0.137152629,-0.013635481,0.33335,3.15712,-9999.0,1.09949106,2.359305978,1.58230406,1.386711001,2576.74,23.468,37.949,0.018,0.489,0.0,44.848,16.53,3.6,13.27260017,0.0,0.0,79.031,0.102,14.322
11139,FW08TX003,Good,65.37,1,SPL,2nd,46.67,86.67,93.33,17.58,46.89,60.81,11,37.67,30.56,-1.85222566,-0.308396157,-0.075955785,1.355385281,3.88199,-9999.0,1.616620938,3.975120544,5.601089954,2.153269728,603.006,3.727,20.674,0.321,61.906,1.511,22.287,25.44,11.33,39.34460068,0.796,5.328,30.473,0.0,63.284
15244,FW08TX002,Good,40.2,1,SPL,1st,28.57,66.67,80.95,52.74,78.42,85.27,4,56.0,15.38,-1.879756465,-0.555671259,-0.024986184,1.560622727,4.39477,-9999.0,2.906955878,6.911372741,8.055342992,3.818501234,182.736,2.067,4.572,27.64,463.918,7.961,17.88,24.63,12.37,36.09370041,11.778,57.064,6.74,0.092,23.478
11881,FW08SD009,Good,72.05,1,NPL,5th,35.29,76.47,88.24,32.5,50.0,62.5,9,59.09,40.91,-1.232405968,-0.124412638,0.134626186,0.6667,4.8668,29.93176,2.20854274,4.084533386,2.464406423,2.637607543,927.492,3.69,3.598,0.383,0.847,1.001,24.596,16.46,1.59,1014.590027,13.343,1.714,4.275,1.969,78.101
14554,FW08WY056,Good,77.63,1,XER,2nd,33.33,66.67,100.0,20.65,50.0,65.22,14,38.0,50.0,-1.20926146,-0.330852237,-0.083665708,2.287922727,4.89678,5.98861,0.772763987,2.303846041,1.652963718,1.120482326,2744.73,9.8,70.836,0.014,0.0,0.0,61.87,8.64,-5.31,17.41379929,0.0,0.0,81.639,0.284,17.885
11035,FW08OR043,Good,66.25,1,WMT,2nd,31.37,66.67,80.39,15.18,39.3,51.36,20,49.0,44.44,-1.222510551,-0.343727523,-0.268887616,0.606090909,5.01556,-9999.0,0.432933748,1.826363087,3.035694122,0.74874413,926.922,23.319,83.826,0.0,0.0,0.963,32.485,16.91,4.12,4.406879902,0.0,0.0,89.123,0.0,10.877
11511,FW08MT014,Good,70.6,1,WMT,2nd,50.0,83.33,8.0,24.0,42.8,55.6,20,39.33,57.14,-1.156953554,-0.034219186,-0.226978598,0.651547727,5.31724,1.17332,0.628777802,1.693242133,1.205898404,0.870743036,1646.79,19.576,54.234,0.038,0.0,0.074,41.036,13.33,-1.64,20.32250023,0.0,0.0,83.676,0.022,16.302
15055,FW08WI002,Good,47.5,1,UMW,2nd,28.7,62.61,76.52,17.69,41.52,55.6,14,16.0,29.79,-1.989253778,-0.538283248,-0.007566991,0.23485,5.67358,-9999.0,2.407814741,5.177037716,4.726020336,3.039136887,272.63,3.125,66.534,0.41,6.915,1.204,41.331,11.12,-0.81,10.38090038,18.491,4.58,69.844,3.938,3.148
13942,FW08ID085,Good,74.13,1,WMT,2nd,33.33,70.83,83.33,20.81,35.91,46.98,21,70.33,55.26,-1.315340007,-0.171574477,0.047540356,0.0,5.82282,-9999.0,0.92898035,1.958546638,1.909667134,1.163779676,2508.63,19.88,56.487,0.003,0.0,0.121,54.0,8.97,-4.0,10.70880032,0.0,0.0,79.793,0.413,19.794
12487,FW08TN035,Good,46.87,1,SAP,1st,27.5,55.0,68.75,17.53,36.65,50.2,14,12.67,26.42,-1.376857182,-0.318347694,-0.119867227,1.727290909,5.83486,-9999.0,2.700939894,8.699626923,11.54336071,4.062498569,480.398,8.481,23.781,1.254,46.148,2.184,18.38,19.32,5.62,1.987200022,39.674,9.737,17.889,0.0,32.699
14603,FW08CA008,Good,54.02,1,WMT,2nd,27.03,68.92,91.89,13.58,30.94,46.79,16,54.0,39.02,-1.005386738,-0.248301085,0.044432849,0.272740909,6.15123,-9999.0,0.47123456,0.930230975,0.873197317,0.576048076,903.1,18.238,59.106,0.12,0.0,2.136,44.672,21.35,4.29,6.969110012,0.0,4.828,81.8,0.0,13.373
13059,FW08OK007,Good,39.63,1,SPL,3rd,21.9,56.19,80.0,13.83,34.78,49.01,6,17.33,15.38,-2.052248302,-0.677780705,-0.002077731,0.969713636,6.85724,-9999.0,3.401909522,7.925809656,8.29678481,4.431989125,267.521,2.818,29.581,0.216,6.566,1.053,26.281,22.45,9.45,52.96789932,20.934,4.948,41.259,0.0,27.542
12838,FW08ID036,Good,63.42,1,WMT,2nd,37.04,74.07,92.59,41.92,68.04,76.29,17,82.67,53.12,-1.242276094,-0.266146425,-0.280431976,0.0,6.91924,-9999.0,1.031439364,1.864872754,2.291909456,1.222177207,2183.6,21.983,6.102,0.0,0.0,0.0,60.983,12.32,-1.18,15.06919956,0.0,0.0,27.616,0.0,72.384
11819,FW08ME006,Good,59.95,1,NAP,1st,22.41,51.72,70.69,23.4,35.85,45.28,19,43.67,35.85,-0.900436344,-0.043133347,-0.154338307,1.393995455,7.01051,6.07688,1.1127671,4.43565321,5.338481903,1.866066456,192.107,2.475,75.01,0.093,7.078,0.671,36.323,10.52,-1.21,6.875999928,1.636,1.623,85.968,7.448,3.325
