ENROLLMENT ID - BUYER,ENROLLMENT STATE - BUYER,PROVIDER TYPE CODE - BUYER,PROVIDER TYPE TEXT - BUYER,NPI - BUYER,MULTIPLE NPI FLAG - BUYER,CCN - BUYER,ASSOCIATE ID - BUYER,ORGANIZATION NAME - BUYER,DOING BUSINESS AS NAME - BUYER,CHOW TYPE CODE,CHOW TYPE TEXT,EFFECTIVE DATE,ENROLLMENT ID - SELLER,ENROLLMENT STATE - SELLER,PROVIDER TYPE CODE - SELLER,PROVIDER TYPE TEXT - SELLER,NPI - SELLER,MULTIPLE NPI FLAG - SELLER,CCN - SELLER,ASSOCIATE ID - SELLER,ORGANIZATION NAME - SELLER,DOING BUSINESS AS NAME - SELLER
O20170120002561,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1285186924,N,185314,2668754953,PIONEER TRACE GROUP LLC,,CH,CHANGE OF OWNERSHIP,11/01/2016,O20120607000094,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083606719.0,N,185314,5193989903.0,COMMUNITY NURSING SERVICES INC.,PIONEER TRACE NURSING HOME
O20170124000711,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750833976,N,055799,3476835661,DYCORA TRANSITIONAL HEALTH - REEDLEY LLC,DYCORA TRANSITIONAL HEALTH - REEDLEY,CH,CHANGE OF OWNERSHIP,12/16/2016,O20070601000603,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013963693.0,N,055799,7911005764.0,BEVERLY HEALTHCARE - CALIFORNIA INC,GOLDEN LIVINGCENTER - REEDLEY
O20170125000206,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1467907584,N,075109,9537441688,HEBREW HOME FOR HEALTH AND REHABILITATION LLC,HEBREW CENTER FOR HEALTH AND REHABILITATION,CH,CHANGE OF OWNERSHIP,12/21/2016,O20040723000695,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578544714.0,N,075109,1759279961.0,HEBREW HOME AND HOSPITAL INC,
O20170130000060,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1134670458,N,675834,2365724200,"S-H OPCO GALLERIA, LLC",BROOKDALE GALLERIA,CH,CHANGE OF OWNERSHIP,12/01/2016,O20080710000358,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1063461085.0,N,675834,941372767.0,ARC POST OAK LP,BROOKDALE GALLERIA
O20170203002302,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1427593938,N,555566,2860775533,"CORONA POST ACUTE, LLC",CORONA POST ACUTE,CH,CHANGE OF OWNERSHIP,12/01/2016,O20081030000135,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528228152.0,N,555566,9335208750.0,"VISTA COVE CARE CENTER AT CORONA, INC.",VISTA COVE CARE CENTER AT CORONA
O20170206000173,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235591918,N,345102,1254614837,MAGGIE VALLEY OPERATIONS LLC,MAGGIE VALLEY NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,09/28/2016,O20110323000477,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1730175985.0,N,345102,5991616534.0,CANTON CHRISTIAN CONVALESCENT CENTER LLC,MAGGIE VALLEY NURSING AND REHABILITATION
O20170206000820,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1629511597,N,345166,8921380759,LIFEBRITE HOSPITAL GROUP OF STOKES LLC,STOKES COUNTY NURSING HOME,CH,CHANGE OF OWNERSHIP,01/31/2017,O20111202000282,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750679437.0,N,345166,9234301680.0,"PIONEER HEALTH SERVICES OF STOKES COUNTY, INC.",PIONEER COMMUNITY HOSPITAL OF STOKES
O20170206001698,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083157747,N,365525,446533061,CENTERBURG TWO LLC,CENTERBURG RESPIRATORY AND SPECIALTY REHAB CENTER,CH,CHANGE OF OWNERSHIP,12/01/2016,O20080226000555,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033147731.0,N,365525,5294819538.0,HEARTLAND OF CENTERBURG OH LLC,HEARTLAND OF CENTERBURG
O20170206002366,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1912440678,N,365365,7416230057,URBANA HEALTHCARE GROUP LLC,URBANA HEALTH & REHAB CENTER,CH,CHANGE OF OWNERSHIP,12/01/2016,O20080306000031,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1316982119.0,N,365365,6103901863.0,HEARTLAND OF URBANA OH LLC,HEARTLAND OF URBANA
O20170206002723,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1124561873,N,365666,1254614894,INDIAN LAKE HEALTHCARE GROUP LLC,INDIAN LAKE REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,12/01/2016,O20080227000571,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1154363794.0,N,365666,9830273978.0,HEARTLAND-INDIAN LAKE OF LAKEVIEW OH LLC,HEARTLAND OF INDIAN LAKE
O20170208000353,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1619419272,N,235016,2365725884,JACKSON OPCO LLC,ALLEGRA NURSING AND REHAB,CH,CHANGE OF OWNERSHIP,02/01/2017,O20080131000367,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033151709.0,N,235016,4082796909.0,HEARTLAND OF JACKSON MI LLC,HEARTLAND HEALTH CARE CENTER-JACKSON
O20170208001821,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1245772805,N,235139,4587947932,SAGINAW OPCO LLC,AVISTA NURSING AND REHAB,CH,CHANGE OF OWNERSHIP,02/01/2017,O20080201000467,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528008380.0,N,235139,9234211954.0,HEARTLAND OF SAGINAW MI LLC,HEARTLAND HEALTH CARE CENTER-SAGINAW
O20170209000832,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1134662471,N,395670,6608159009,MONROEVILLE OPERATION LLC,MONROEVILLE REHABILITATION AND WELLNESS CENTER,CH,CHANGE OF OWNERSHIP,02/01/2017,O20060403000796,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942251301.0,N,395670,8123036043.0,GGNSC MONROEVILLE LP,GOLDEN LIVINGCENTER -  MONROEVILLE
O20170210000849,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740724350,N,055364,840573192,LONG BEACH HEALTHCARE CENTER LLC,LONG BEACH HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,11/01/2016,O20140417000734,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1780005256.0,N,055364,1052543410.0,VISTA COVE CARE CENTER AT LONG BEACH INC,VISTA COVE CARE CENTER AT LONG BEACH
O20170213002462,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669914255,N,395706,6406139658,THE MEADOWS AT EAST MOUNTAIN-BARRE FOR NURSING AND REHABILITATION LLC,THE GARDENS AT EAST MOUNTAIN,CH,CHANGE OF OWNERSHIP,02/01/2017,O20060405000614,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1902857360.0,N,395706,5395754188.0,GGNSC WILKES-BARRE EAST MOUNTAIN LP,GOLDEN LIVINGCENTER -  EAST MOUNTAIN
O20170214000775,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891239661,N,495140,5092098277,GL VIRGINIA ROSE HILL LLC,ROSE HILL HEALTH AND REHAB,CH,CHANGE OF OWNERSHIP,12/16/2016,O20060411000761,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194777516.0,N,495140,3678582194.0,GGNSC BERRYVILLE LLC,GOLDEN LIVINGCENTER - ROSE HILL
O20170214001098,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1821530411,N,395247,840573036,THE MEADOWS AT GETTYSBURG FOR NURSING AND REHABILITATION LLC,THE GARDENS AT GETTYSBURG,CH,CHANGE OF OWNERSHIP,02/01/2017,O20060403000819,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1619928074.0,N,395247,648288563.0,GGNSC GETTYSBURG LP,GOLDEN LIVINGCENTER GETTYSBURG
O20170214002583,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487196655,N,555089,4284917402,MEADOWS RIDGE CARE CENTER LLC,MEADOWS RIDGE CARE CENTER,CH,CHANGE OF OWNERSHIP,11/01/2016,O20040513000564,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396718300.0,N,555089,1052301926.0,WESTERN HEALTHCARE MANAGEMENT,WESTERN HEALTHCARE CENTER
O20170215000225,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1588106173,N,395123,9638452766,THE MEADOWS AT CAMP HILL FOR NURSING AND REHABILITATION LLC,THE GARDENS AT CAMP HILL,CH,CHANGE OF OWNERSHIP,02/01/2017,O20060407000644,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1124079587.0,N,395123,3375551203.0,GGNSC CAMP HILL III LP,GOLDEN LIVINGCENTER CAMP HILL
O20170215000611,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942750823,N,375371,7911280052,RIVERSIDE HEALTH SERVICES LLC,,CH,CHANGE OF OWNERSHIP,08/15/2016,O20111202000275,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1922101088.0,N,375371,3870768898.0,MEDI-HOME OF ARKOMA INC,
O20170215002175,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1043752637,N,395142,8426331596,THE MEADOWS AT HARRISBURG FOR NURSING AND REHABILITATION LLC,THE GARDENS AT BLUE RIDGE,CH,CHANGE OF OWNERSHIP,02/01/2017,O20060403000799,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538119573.0,N,395142,2769490689.0,GGNSC HARRISBURG LP,GOLDEN LIVINGCENTER BLUE RIDGE MOUNTAIN
O20170216000637,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1346783685,N,395252,2365725470,THE MEADOWS AT POTTSVILLE FOR NURSING AND REHABILITATION LLC,THE GARDENS AT YORK TERRACE,CH,CHANGE OF OWNERSHIP,02/01/2017,O20060403000772,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1386695617.0,N,395252,2062420987.0,GGNSC POTTSVILLE LP,GOLDEN LIVINGCENTER YORK TERRACE
O20170216000918,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932642287,N,395289,2769765775,SOUTH HILLS OPERATIONS LLC,SOUTH HILLS REHABILITATION AND WELLNESS CENTER,CH,CHANGE OF OWNERSHIP,02/01/2017,O20060403000827,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699726059.0,N,395289,4486662301.0,GGNSC CANONSBURG LP,GOLDEN LIVINGCENTER SOUTH HILLS
O20170216001204,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982146577,N,395433,4981987906,THE MEADOWS AT TUNKHANNOCK FOR NURSING AND REHABILITATION LLC,THE GARDENS AT TUNKHANNOCK,CH,CHANGE OF OWNERSHIP,02/01/2017,O20060403000815,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841241171.0,N,395433,5193733012.0,GGNSC TUNKHANNOCK LP,GOLDEN LIVINGCENTER TUNKHANNOCK
O20170220000727,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1770027542,N,495143,4880977719,GL VIRGINIA MARTINSVILLE LLC,MARTINSVILLE HEALTH AND REHAB,CH,CHANGE OF OWNERSHIP,12/16/2016,O20060411000781,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1003868423.0,N,495143,8022027549.0,GGNSC MARTINSVILLE LLC,GOLDEN LIVINGCENTER MARTINSVILLE
O20170220000774,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1255875027,N,495240,4789967613,GL VIRGINIA FREDERICKSBURG LLC,FREDERICKSBURG HEALTH AND REHAB,CH,CHANGE OF OWNERSHIP,12/16/2016,O20060411000766,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235180449.0,N,495240,8123037645.0,GGNSC FREDERICKSBURG II LLC,GOLDEN LIVINGCENTER FREDERICKSBURG
O20170220001417,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1871036616,N,375140,7911280862,CHECOTAH NURSING AND REHABILITATION LLC,,CH,CHANGE OF OWNERSHIP,11/01/2016,O20091102000600,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1154552255.0,N,375140,1052458528.0,CHECOTAH NURSING CENTER LLC,CHECOTAH NURSING CENTER
O20170220002011,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1275075640,N,395288,9436432390,THE MEADOWS AT STROUD FOR NURSING AND REHABILITATION LLC,THE GARDENS AT STROUD,CH,CHANGE OF OWNERSHIP,02/01/2017,O20060405000620,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1992756225.0,N,395288,2668481458.0,GGNSC EAST STROUDSBURG LP,GOLDEN LIVINGCENTER - STROUD
O20170221000625,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396289179,N,495299,2567746464,GL VIRGINIA ELIZABETH HOUSE LLC,ELIZABETH ADAM CRUMP HEALTH AND REHAB,CH,CHANGE OF OWNERSHIP,12/16/2016,O20060411000790,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1225089519.0,N,495299,5294744710.0,GGNSC GLEN ALLEN MANOR LLC,GOLDEN LIVINGCENTER ELIZABETH ADAM CRUMP
O20170222000364,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396289187,N,495264,7012291982,GL VIRGINIA POQUOSON LLC,BAYSIDE OF POQUOSON HEALTH AND REHAB,CH,CHANGE OF OWNERSHIP,12/16/2016,O20060411000796,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396797718.0,N,495264,749299261.0,GGNSC POQUOSON LLC,GOLDEN LIVINGCENTER-BAYSIDE OF POQUOSON
O20170222001924,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1336683101,N,495250,9234413030,GL VIRGINIA BLUE RIDGE LLC,GALAXY HEALTH AND REHAB,CH,CHANGE OF OWNERSHIP,12/16/2016,O20060411000772,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083664577.0,N,495250,1850300377.0,GGNSC GALAX LLC,GOLDEN LIVINGCENTER BLUE RIDGE
O20170222002310,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1205372042,N,335390001,2163706979,SURGE REHABILITATION AND NURSING LLC,,CH,CHANGE OF OWNERSHIP,01/01/2017,O20100928000091,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194718262.0,N,335390001,4688701584.0,OAK HOLLOW NC CORP.,OAK HOLLOW NURSING CENTER
O20170222002725,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548702137,N,395273,446534267,THE MEADOWS AT SCRANTON FOR NURSING AND REHABILITATION LLC,THE GARDENS AT SCRANTON,CH,CHANGE OF OWNERSHIP,02/01/2017,O20060403000782,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1902857212.0,N,395273,143238063.0,GGNSC SCRANTON LP,GOLDEN LIVINGCENTER - SCRANTON
O20170222002985,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1215473053,N,335719,5496039224,QUANTUM REHABILITATION AND NURSING LLC,,CH,CHANGE OF OWNERSHIP,01/01/2017,O20100809000064,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801889985.0,N,335719,6608903596.0,CREST HALL CORP.,LAKEVIEW REHABILITATION AND CARE CENTER
O20170223000517,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1497299275,N,495149,9638453475,GL VIRGINIA PORTSMOUTH LLC,PORTSMOUTH HEALTH AND REHAB,CH,CHANGE OF OWNERSHIP,12/16/2016,O20060411000785,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1881645182.0,N,495149,1759390271.0,GGNSC PORTSMOUTH LLC,GOLDEN LIVINGCENTER PORTSMOUTH
O20170224002329,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942743299,N,395295,9830473586,MURRYSVILLE OPERATIONS LLC,MURRYSVILLE REHABILITATION AND WELLNESS CENTER,CH,CHANGE OF OWNERSHIP,02/01/2017,O20060405000626,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1659322030.0,N,395295,2567471352.0,GGNSC MURRYSVILLE LP,GOLDEN LIVINGCENTER MURRYSVILLE
O20170302000984,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669914537,N,525370,4385928753,NSH SUPERIOR LLC,TWIN PORTS HEALTH SERVICES,CH,CHANGE OF OWNERSHIP,12/21/2016,O20060411000815,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1730139478.0,N,525370,4981613403.0,GGNSC SUPERIOR LLC,GOLDEN LIVINGCENTER SUPERIOR
O20170302001399,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568914729,N,525306,840574224,NSH DORCHESTER LLC,STURGEON BAY HEALTH SERVICES,CH,CHANGE OF OWNERSHIP,12/21/2016,O20070328000716,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699722074.0,N,525306,8628172772.0,DORCHESTER OPERATING LLC,GOLDEN LIVINGCENTER - THE DORCHESTER
O20170302001817,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972045698,N,525355,3678857067,NSH RANDOLPH LLC,RANDOLPH HEALTH SERVICES,CH,CHANGE OF OWNERSHIP,12/21/2016,O20070601000617,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1760439111.0,N,525355,9638277486.0,"COMMERCIAL MANAGEMENT, INC.",GOLDEN LIVINGCENTER - CONTINENTAL MANOR OF RANDOLPH
O20170303000678,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295277168,N,525332,8729362140,NSH RIVERVIEW LLC,RIVERVIEW HEALTH SERVICES,CH,CHANGE OF OWNERSHIP,12/21/2016,O20060411000826,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801846472.0,N,525332,244249761.0,GGNSC TOMAHAWK RIVERVIEW LLC,GOLDEN LIVINGCENTER RIVERVIEW
O20170303000692,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477096675,N,455753,3274817697,WHITEHOUSE SNF LLC,OAK BROOK HEALTH CARE CENTER,CH,CHANGE OF OWNERSHIP,01/01/2017,O20050729000480,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1154368173.0,N,455753,2668400805.0,"AMERICAN EAGLE NURSING HOME COMPANY OF WHITEHOUSE, LLC",OAK BROOK HEALTH CARE CENTER
O20170303001629,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1912449885,N,525684,6901180249,NSH THREE OAKS LLC,THREE OAKS HEALTH SERVICES,CH,CHANGE OF OWNERSHIP,12/21/2016,O20060411000836,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1871543645.0,N,525684,9234148750.0,GGNSC MARSHFIELD LLC,GOLDEN LIVINGCENTER THREE OAKS
O20170307000128,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1619419207,N,395456,8123302346,THE MEADOWS AT SUMMIT FOR NURSING AND REHABILITATION LLC,THE GARDENS AT WYOMING VALLEY,CH,CHANGE OF OWNERSHIP,02/01/2017,O20060403000814,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1154372522.0,N,395456,1658389572.0,GGNSC WILKES-BARRE II LP,GOLDEN LIVINGCENTER SUMMIT
O20170307001656,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1386187813,N,345458,9436433695,TREYBURN REHABILITATION CENTER LLC,TREYBURN REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,02/01/2017,O20030919000017,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841390010.0,N,345458,3678484748.0,"TREYBURN HEALTHCARE, INC",PEAK RESOURCES - TREYBURN
O20170309000246,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235676156,N,445223,2264716315,CLC OF HARRIMAN LLC,RENAISSANCE TERRACE,CH,CHANGE OF OWNERSHIP,04/01/2017,O20090326000684,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1124075650.0,N,445223,4880751320.0,SUNBRIDGE OF HARRIMAN LLC,RENAISSANCE TERRACE
O20170309001799,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1922543438,N,105756,5890079974,HILLIARD OPERATIONS LLC,LIFE CARE CENTER OF HILLIARD,CH,CHANGE OF OWNERSHIP,05/01/2017,O20100721000251,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295769503.0,N,105756,6608783543.0,"LIFE CARE CENTERS OF AMERICA, INC.",LIFE CARE CENTER OF HILLIARD
O20170313000150,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831631704,N,525329,6305120361,NSH RIB LAKE LLC,RIB LAKE HEALTH SERVICES,CH,CHANGE OF OWNERSHIP,12/21/2016,O20060411000837,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972554830.0,N,525329,9335158856.0,GGNSC RIB LAKE LLC,GOLDEN LIVINGCENTER - RIB LAKE
O20170313001369,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1003358979,N,525334,9234413220,NSH GOLDEN AGE LLC,TOMAHAWK HEALTH SERVICES,CH,CHANGE OF OWNERSHIP,12/21/2016,O20060411000820,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487604138.0,N,525334,2163431685.0,GGNSC TOMAHAWK GOLDEN AGE LLC,GOLDEN LIVINGCENTER GOLDEN AGE
O20170313001534,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750823621,N,525328,446534432,NSH-COURT MANOR LLC,COURT MANOR HEALTH SERVICES,CH,CHANGE OF OWNERSHIP,12/21/2016,O20060411000818,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1003866757.0,N,525328,7618986134.0,GGNSC ASHLAND LLC,GOLDEN LIVINGCENTER COURT MANOR
O20170313001688,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1154863603,N,055268,2062797053,SONOMAIDENCE OPCO LLC,SONOMA POST ACCUTE,CH,CHANGE OF OWNERSHIP,12/16/2016,O20070601000602,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184670697.0,N,055268,7315854098.0,"BEVERLY HEALTH AND REHABILITIATION SERVICES, INC",GOLDEN LIVINGCENTER - LONDON HOUSE SONOMA
O20170313001813,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720520273,N,055854,9032494026,SANTA ROSAIDENCE OPCO LLC,SANTA ROSA POST ACUTE,CH,CHANGE OF OWNERSHIP,12/16/2016,O20070601000604,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184670747.0,N,055854,7315854098.0,"BEVERLY HEALTH AND REHABILITIATION SERVICES, INC",GOLDEN LIVINGCENTER - SANTA ROSA
O20170313002137,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1821538562,N,445240,3971888975,"RED BANK OPERATIONS, LLC",LIFE CARE CENTER OF RED BANK,CH,CHANGE OF OWNERSHIP,05/01/2017,O20070717000089,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831120872.0,N,445240,6608783543.0,"LIFE CARE CENTERS OF AMERICA, INC.",LIFE CARE CENTER OF RED BANK
O20170314001454,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1588109219,N,245306,7214212265,NSH ROCHESTER WEST LLC,ROCHESTER HEALTH SERVICES WEST,CH,CHANGE OF OWNERSHIP,03/01/2017,O20060412000426,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669423752.0,N,245306,1355350729.0,GGNSC ROCHESTER LLC,GOLDEN LIVINGCENTER - ROCHESTER WEST
O20170314001719,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1134662489,N,395434,2264717214,MT LEBANON OPERATIONS LLC,MT LEBANON REHABILITATION AND WELLNESS CENTER,CH,CHANGE OF OWNERSHIP,02/01/2017,O20060403000805,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851342232.0,N,395434,8022026947.0,GGNSC MT. LEBANON LP,GOLDEN LIVINGCENTER  - MT LEBANON
O20170315000217,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841735578,N,245270,1153606116,NSH WHITEWATER LLC,WHITEWATER HEALTH SERVICES,CH,CHANGE OF OWNERSHIP,03/01/2017,O20060412000413,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1164473344.0,N,245270,547279911.0,GGNSC ST. CHARLES LLC,GOLDEN LIVINGCENTER WHITEWATER
O20170315000446,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558808840,N,335290,9830474808,CNH OPERATING LLC,THE CHATEAU AT BROOKLYN REHABILITATION AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,02/15/2017,O20100809000047,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508859687.0,N,335290,3577690478.0,CROWN NURSING HOME ASSOCIATES INC.,CROWN NURSING AND REHABILITATION CENTER
O20170316000632,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356883805,N,555120,9830474774,PETALUMAIDENCE OPCO LLC,VINEYARD POST ACUTE,CH,CHANGE OF OWNERSHIP,12/16/2016,O20070601000609,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235185752.0,N,555120,7315854098.0,"BEVERLY HEALTH AND REHABILITIATION SERVICES, INC",GOLDEN LIVINGCENTER - PETALUMA
O20170316000772,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487196804,N,395223,7719262658,THE MEADOWS AT WEST SHORE FOR NURSING AND REHABILITATION LLC,THE GARDENS AT WEST SHORE,CH,CHANGE OF OWNERSHIP,02/01/2017,O20060403000804,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669423992.0,N,395223,7113935032.0,GGNSC CAMP HILL WEST SHORE LP,GOLDEN LIVINGCENTER - WEST SHORE
O20170316001246,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669914107,N,056153,9638454580,NAPAIDENCE OPCO LLC,NAPA POST ACUTE,CH,CHANGE OF OWNERSHIP,12/16/2016,O20071113000682,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1346295755.0,N,056153,7315854098.0,"BEVERLY HEALTH AND REHABILITIATION SERVICES, INC",GOLDEN LIVINGCENTER - NAPA
O20170316001670,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1215470554,N,395482,4981989852,THE MEADOWS AT SUNBURY FOR NURSING AND REHABILITATION LLC,NURSING AND REHABILITATION AT THE MANSION,CH,CHANGE OF OWNERSHIP,02/01/2017,O20060403000807,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194776427.0,N,395482,9931117850.0,GGNSC SUNBURY LP,GOLDEN LIVINGCENTER MANSION
O20170320001699,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295270924,N,245319,9436434115,NSH LA CRESCENT LLC,LA CRESCENT HEALTH SERVICES,CH,CHANGE OF OWNERSHIP,03/01/2017,O20060412000434,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932150125.0,N,245319,2062421431.0,GGNSC LA CRESCENT LLC,GOLDEN LIVINGCENTER - LA CRESCENT
