OBJECTID,name,reportdt,confirmed,recovered,deaths,active,GlobalID,tested,Negative,Pending,MaleCases,FemaleCases,Cases0to19,Cases20to29,Cases30to39,Cases40to49,Cases50to59,Cases60to69,Cases70to79,Cases80plus,NewCases,MaleDeaths,FemaleDeaths,Deaths0to19,Deaths20to29,Deaths30to39,Deaths40to49,Deaths50to59,Deaths60to69,Deaths70to79,Deaths80plus,AsianCases,BlackCases,HispanicCases,NativeAmCases,OtherCases,WhiteCases,CurrentlyHospitalizedCases,PercAsianCases,PercBlackCases,PercHispanicCases,PercNativeAmCases,PercOtherCases,PercWhiteCases,PercPopAsianCases,PercPopBlackCases,PercPopHispanicCases,PercPopNativeAmCases,PercPopOtherCases,PercPopWhiteCases,NewDailyDeaths,NewDailyTested,DailyPercentPositive,TotalPercentPositive,NewDailyNegative,ThreeDayAvg,SevenDayAvg,Cases0to9,Cases10to19,Deaths0to9,Deaths10to19,TotalDoses,TotalRecipients,MalesVaccinated,FemalesVaccinated,Vaccinated0to9,Vaccinated10to19,Vaccinated20to29,Vaccinated30to39,Vaccinated40to49,Vaccinated50to59,Vaccinated60to69,Vaccinated70to79,Vaccinated80plus,NewDailyDoses,NewDailyRecipients,Total1DoseRecipients,Total2DoseRecipients,TotalJJDoses,TotalJJRecipients,TotalVaccinated,Pfizer3DoseRecipients,Moderna3DoseRecipients,Total3DoseRecipients,PartialVaccinated
52,South Dakota,2020/05/07 16:39:00+00,2905,2028,31,846,83754a0d-7e80-4653-b07d-10d8a9d87480,20114,17209.0,0,1472.0,1307.0,189.0,516.0,635.0,530.0,485.0,269.0,69.0,86.0,126,16.0,13.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,15.0,306.0,544.0,523.0,159.0,429.0,944.0,70.0,10.5335628227194,18.7263339070568,18.0034423407917,5.47332185886403,14.7676419965577,32.4956970740103,2.41706161137441,3.34954744166,1.63463041100172,0.211068484422084,1.43023837306218,0.129304086502242,2.0,698.0,18.0515759312321,14.4426767425674,572.0,79.0,64.71,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
53,South Dakota,2020/05/08 16:57:00+00,3144,2069,31,1044,bec2ef42-d41b-42f7-9a87-4422b87e30bb,21293,18149.0,0,1678.0,1466.0,251.0,562.0,724.0,597.0,543.0,301.0,77.0,89.0,239,16.0,15.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,17.0,340.0,623.0,559.0,169.0,466.0,987.0,76.0,10.8142493638677,19.8155216284987,17.7798982188295,5.37531806615776,14.8218829516539,31.3931297709924,2.68562401263823,3.83597069145989,1.74714799187373,0.224343231870014,1.55359226537756,0.135193997222154,0.0,1179.0,20.2714164546226,14.7654158643686,940.0,141.0,88.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
54,South Dakota,2020/05/09 16:58:00+00,3393,2125,34,1234,d3f39b75-85b5-48ce-b0d4-2b929801cb10,22952,19559.0,0,1840.0,1553.0,289.0,602.0,789.0,637.0,586.0,313.0,84.0,93.0,249,17.0,17.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,19.0,405.0,717.0,583.0,184.0,463.0,1041.0,79.0,11.9363395225464,21.131741821397,17.1824344238137,5.4229295608606,13.6457412319481,30.6808134394341,3.19905213270142,4.41475278615849,1.82215971245507,0.244255353041908,1.54359059843307,0.142590629289019,3.0,1659.0,15.0090415913201,14.7830254444057,1410.0,204.667,114.57,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
55,South Dakota,2020/05/10 23:56:00+00,3517,2147,34,1336,43060a62-d17b-452f-b57b-166726b0e1cd,23894,20377.0,0,1918.0,1599.0,311.0,619.0,819.0,661.0,604.0,325.0,85.0,93.0,124,17.0,17.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,19.0,427.0,761.0,611.0,198.0,462.0,1058.0,77.0,12.1410292863236,21.6377594540802,17.3727608757464,5.62979812340063,13.1361956212681,30.0824566391811,3.37282780410742,4.68567206452805,1.90967338646664,0.26283999946901,1.54025670945158,0.144919198643403,0.0,942.0,13.1634819532909,14.7191763622667,818.0,204.0,126.14,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
56,South Dakota,2020/05/11 16:45:00+00,3614,2187,34,1393,1bf498d1-00a3-4808-a71b-970f8bffa8a3,24578,20964.0,0,1982.0,1632.0,335.0,636.0,843.0,680.0,612.0,329.0,85.0,94.0,97,17.0,17.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,19.0,442.0,807.0,624.0,202.0,470.0,1069.0,78.0,12.2302158273381,22.3298284449364,17.2661870503597,5.58937465412286,13.0049806308799,29.579413392363,3.4913112164297,4.96890585555077,1.95030473511486,0.268149898448182,1.56692782130355,0.146425919990357,0.0,684.0,14.1812865497076,14.7042070144031,587.0,156.667,135.14,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
57,South Dakota,2020/05/12 16:34:00+00,3663,2309,39,1315,69cccfb6-78a9-4575-b265-85d69ba560ee,25197,21534.0,0,2005.0,1658.0,338.0,642.0,861.0,686.0,619.0,335.0,86.0,96.0,49,18.0,21.0,0.0,0.0,1.0,1.0,5.0,6.0,5.0,21.0,444.0,817.0,630.0,213.0,476.0,1083.0,74.0,12.1212121212121,22.3041223041223,17.1990171990172,5.81490581490582,12.994812994813,29.5659295659296,3.50710900473934,5.03047841881657,1.9690576652602,0.282752120640905,1.58693115519253,0.148343565341026,5.0,619.0,7.91599353796446,14.5374449339207,570.0,90.0,134.57,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
58,South Dakota,2020/05/13 16:48:00+00,3732,2367,39,1326,f3999df6-c789-4d20-8c59-d44bc1dd9d6d,25844,22112.0,0,2035.0,1697.0,343.0,660.0,874.0,695.0,638.0,339.0,87.0,96.0,69,18.0,21.0,0.0,0.0,1.0,1.0,5.0,6.0,5.0,21.0,449.0,827.0,644.0,229.0,484.0,1099.0,79.0,12.0310825294748,22.1596998928189,17.2561629153269,6.13612004287245,12.9689174705252,29.4480171489818,3.54660347551343,5.09205098208238,2.01281450226598,0.303991716557593,1.61360226704451,0.150535160027505,0.0,647.0,10.6646058732612,14.4404890883764,578.0,71.667,136.14,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
59,South Dakota,2020/05/14 16:54:00+00,3792,2437,43,1312,f1c34e92-7349-4c8b-9db0-42b54db3c5ca,26473,22681.0,0,2063.0,1729.0,347.0,671.0,888.0,704.0,649.0,347.0,87.0,99.0,60,21.0,22.0,0.0,0.0,1.0,1.0,6.0,7.0,5.0,23.0,454.0,840.0,654.0,240.0,485.0,1119.0,85.0,11.9725738396624,22.1518987341772,17.246835443038,6.32911392405063,12.7900843881857,29.5094936708861,3.58609794628752,5.17209531432794,2.04406938584154,0.318593938750315,1.616936156026,0.153274653385603,4.0,629.0,9.5389507154213,14.3240282552034,569.0,59.333,126.71,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
60,South Dakota,2020/05/15 16:40:00+00,3887,2574,44,1269,b50e07a7-fa1d-499d-a790-aac696014559,27414,23527.0,0,2106.0,1781.0,363.0,693.0,907.0,716.0,657.0,355.0,91.0,105.0,95,21.0,23.0,0.0,0.0,1.0,1.0,6.0,7.0,5.0,24.0,461.0,848.0,674.0,250.0,500.0,1154.0,80.0,11.8600463082068,21.8163107795215,17.3398507846668,6.4316953949061,12.8633907898122,29.6887059428865,3.64139020537125,5.22135336494058,2.10657915299266,0.331868686198245,1.66694449074846,0.158068766762275,1.0,941.0,10.0956429330499,14.1788867002262,846.0,74.667,106.14,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
61,South Dakota,2020/05/16 18:02:00+00,3959,2673,44,1242,cfbf34f4-93a7-4f89-a5aa-0875b54da4b8,28176,24217.0,0,2143.0,1816.0,366.0,714.0,923.0,726.0,669.0,362.0,93.0,106.0,72,21.0,23.0,0.0,0.0,1.0,1.0,6.0,7.0,5.0,24.0,472.0,854.0,690.0,259.0,502.0,1182.0,75.0,11.9222025764082,21.5711038140945,17.4286435968679,6.54205607476635,12.6799696893155,29.8560242485476,3.72827804107425,5.25829690290007,2.15658696671355,0.343815958901382,1.67361226871145,0.161904057463613,0.0,762.0,9.44881889763779,14.0509653605906,690.0,75.667,80.86,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
62,South Dakota,2020/05/17 17:30:00+00,3987,2724,44,1219,a356f6a5-44b9-4a3d-b6a2-80eb99e3f962,28559,24572.0,0,2157.0,1830.0,368.0,719.0,926.0,728.0,675.0,365.0,99.0,107.0,28,21.0,23.0,0.0,0.0,1.0,1.0,6.0,7.0,5.0,24.0,475.0,859.0,696.0,264.0,503.0,1190.0,77.0,11.9137195886632,21.5450213192877,17.456734386757,6.62151993980436,12.6160020065212,29.8470027589666,3.75197472353871,5.28908318453297,2.17533989685888,0.350453332625347,1.67694615769295,0.162999854806852,0.0,383.0,7.31070496083551,13.9605728491894,355.0,65.0,67.14,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
63,South Dakota,2020/05/18 16:41:00+00,4027,2784,44,1199,ae156953-52f1-4e70-81af-86a50836e4d6,29045,25018.0,0,2180.0,1847.0,369.0,729.0,933.0,734.0,685.0,369.0,99.0,109.0,40,21.0,23.0,0.0,0.0,1.0,1.0,6.0,7.0,5.0,24.0,476.0,862.0,705.0,271.0,507.0,1206.0,77.0,11.8202135584803,21.4055127886764,17.506828904892,6.72957536627763,12.590017382667,29.9478519990067,3.75987361769352,5.30755495351271,2.20346929207689,0.359745655838898,1.69028171361894,0.165191449493331,0.0,486.0,8.23045267489712,13.8646927181959,446.0,46.667,59.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
64,South Dakota,2020/05/19 16:46:00+00,4085,2914,46,1125,caace86c-0a80-4ae6-b824-a4d3e6429f6b,29709,25624.0,0,2206.0,1879.0,378.0,741.0,943.0,744.0,690.0,377.0,102.0,110.0,58,22.0,24.0,0.0,0.0,1.0,1.0,7.0,7.0,5.0,25.0,478.0,863.0,713.0,292.0,515.0,1224.0,75.0,11.7013463892289,21.1260709914321,17.4541003671971,7.14810281517748,12.6070991432069,29.9632802937576,3.77567140600316,5.3137122098393,2.22847319893733,0.38762262547955,1.71695282547091,0.167656993515619,2.0,664.0,8.73493975903614,13.7500420747922,606.0,42.0,60.29,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
65,South Dakota,2020/05/20 16:42:00+00,4177,3023,46,1108,7b3c9137-4b6a-41bb-aa3d-1ba6337c952b,30389,26212.0,0,2261.0,1916.0,392.0,767.0,957.0,756.0,705.0,385.0,104.0,111.0,92,22.0,24.0,0.0,0.0,1.0,1.0,7.0,7.0,5.0,25.0,488.0,868.0,729.0,310.0,535.0,1247.0,81.0,11.6830260952837,20.7804644481685,17.4527172611922,7.42159444577448,12.8082355757721,29.853962173809,3.85466034755134,5.3444984914722,2.27848101265823,0.411517170885824,1.78363060510085,0.170807410877432,0.0,680.0,13.5294117647059,13.7451051367271,588.0,63.333,63.57,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
66,South Dakota,2020/05/21 16:56:00+00,4250,3145,48,1057,5e2d217a-8999-45b3-bb7d-579b819048b0,31301,27051.0,0,2297.0,1953.0,399.0,780.0,974.0,768.0,718.0,390.0,109.0,112.0,73,23.0,25.0,0.0,0.0,2.0,1.0,7.0,7.0,5.0,26.0,497.0,873.0,744.0,324.0,547.0,1265.0,91.0,11.6941176470588,20.5411764705882,17.5058823529412,7.62352941176471,12.8705882352941,29.7647058823529,3.92575039494471,5.3752847731051,2.32536333802157,0.430101817312926,1.82363727287881,0.173272954899721,2.0,912.0,8.00438596491228,13.5778409635475,839.0,74.333,65.43,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
67,South Dakota,2020/05/22 16:38:00+00,4356,3267,50,1039,91b7c132-ab23-48ac-a48a-e0a9aab1acc3,32344,27988.0,0,2340.0,2016.0,413.0,812.0,992.0,781.0,730.0,400.0,112.0,116.0,106,23.0,27.0,0.0,0.0,2.0,1.0,7.0,7.0,5.0,28.0,508.0,880.0,761.0,350.0,562.0,1295.0,83.0,11.6620752984389,20.2020202020202,17.4701561065197,8.03489439853076,12.9017447199265,29.7291092745638,4.01263823064771,5.41838556739117,2.37849664010002,0.464616160677543,1.87364560760127,0.177382194936868,2.0,1043.0,10.1629913710451,13.4677219886223,937.0,90.333,67.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
68,South Dakota,2020/05/23 05:11:00+00,4468,3336,50,1082,157ba45e-b238-4b61-bd9e-b51b3154b819,33528,29060.0,0,2394.0,2074.0,425.0,836.0,1014.0,799.0,742.0,419.0,116.0,117.0,112,23.0,27.0,0.0,0.0,2.0,1.0,7.0,7.0,5.0,28.0,517.0,886.0,777.0,376.0,574.0,1338.0,90.0,11.5711727842435,19.8299015219338,17.3903312444047,8.41539838854074,12.8469113697404,29.946284691137,4.08372827804107,5.45532910535066,2.42850445382091,0.499130504042161,1.91365227537923,0.18327210565678,0.0,1184.0,9.45945945945946,13.3261751371988,1072.0,97.0,72.71,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
69,South Dakota,2020/05/24 05:01:00+00,4563,3371,50,1142,d4abc90b-aa36-444d-a786-711c2828e897,34905,30342.0,0,2437.0,2126.0,428.0,854.0,1040.0,807.0,760.0,431.0,121.0,122.0,95,23.0,27.0,0.0,0.0,2.0,1.0,7.0,7.0,5.0,28.0,522.0,889.0,782.0,396.0,594.0,1380.0,85.0,11.439842209073,19.4827964058733,17.1378479070787,8.67850098619329,13.0177514792899,30.2432610124918,4.12322274881517,5.4738008743304,2.44413189560869,0.52567999893802,1.98033005500917,0.189025041708786,0.0,1377.0,6.89905591866376,13.072625698324,1282.0,104.333,82.29,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
70,South Dakota,2020/05/25 17:55:00+00,4586,3415,50,1121,20a8a501-24c8-4943-9cce-020b49da5747,35283,30697.0,0,2450.0,2136.0,431.0,858.0,1045.0,809.0,762.0,433.0,122.0,126.0,23,23.0,27.0,0.0,0.0,2.0,1.0,7.0,7.0,5.0,28.0,525.0,893.0,791.0,399.0,585.0,1393.0,99.0,11.4478848669865,19.4723070213694,17.2481465329263,8.70039249890973,12.7562145660707,30.3750545137375,4.14691943127962,5.49842989963672,2.47226129082669,0.529662423172399,1.9503250541757,0.19080571239155,0.0,378.0,6.08465608465608,12.9977609613695,355.0,76.667,79.86,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
71,South Dakota,2020/05/26 16:29:00+00,4653,3528,50,1075,4f44328b-a89c-45e4-8839-f7ffc1b301fe,37038,32385.0,0,2482.0,2171.0,431.0,858.0,1045.0,809.0,762.0,433.0,122.0,126.0,67,23.0,27.0,0.0,0.0,2.0,1.0,7.0,7.0,5.0,28.0,525.0,893.0,791.0,399.0,585.0,1393.0,106.0,11.2830431979368,19.1919191919192,16.9997850848915,8.57511283043198,12.5725338491296,29.9376746185257,4.14691943127962,5.49842989963672,2.47226129082669,0.529662423172399,1.9503250541757,0.19080571239155,0.0,1755.0,3.81766381766382,12.5627733678924,1688.0,61.667,81.14,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
72,South Dakota,2020/05/27 16:46:00+00,4710,3619,54,1037,0bf11c4a-4240-4917-97a0-a38074936bfe,38006,33296.0,0,2505.0,2205.0,439.0,890.0,1069.0,828.0,790.0,442.0,124.0,128.0,57,25.0,29.0,0.0,0.0,3.0,1.0,8.0,9.0,5.0,28.0,555.0,895.0,819.0,440.0,567.0,1434.0,101.0,11.7834394904459,19.0021231422505,17.3885350318471,9.34182590233546,12.0382165605096,30.4458598726115,4.38388625592417,5.51074441228988,2.55977496483826,0.584088887708911,1.89031505250875,0.196421673775652,4.0,968.0,5.88842975206612,12.3927800873546,911.0,49.0,76.14,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
73,South Dakota,2020/05/28 17:13:00+00,4793,3698,54,1041,018b4eda-a0b3-45e3-910b-e3eda91bc506,39026,34233.0,0,2543.0,2250.0,453.0,913.0,1081.0,835.0,802.0,449.0,129.0,131.0,83,25.0,29.0,0.0,0.0,3.0,1.0,8.0,9.0,5.0,28.0,562.0,900.0,846.0,453.0,562.0,1470.0,105.0,11.7254329230127,18.77738368454,17.6507406634676,9.45128312121844,11.7254329230127,30.6697266847486,4.4391785150079,5.54153069392279,2.64416315049226,0.60134605939122,1.87364560760127,0.201352761820229,0.0,1020.0,8.13725490196078,12.2815558858197,937.0,69.0,77.57,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
74,South Dakota,2020/05/29 16:53:00+00,4866,3744,59,1063,2c4a4c05-07cd-4759-b13d-00e724c3c9c2,40682,35816.0,0,2584.0,2284.0,464.0,937.0,1091.0,848.0,808.0,451.0,131.0,136.0,73,27.0,32.0,0.0,0.0,3.0,3.0,8.0,9.0,6.0,30.0,569.0,904.0,855.0,461.0,579.0,1498.0,95.0,11.6933826551582,18.5778873818331,17.5709001233046,9.47390053431977,11.8988902589396,30.7850390464447,4.49447077409163,5.56615971922911,2.67229254571027,0.611965857349564,1.93032172028671,0.205188052521567,5.0,1656.0,4.40821256038647,11.9610638611671,1583.0,71.0,72.86,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
75,South Dakota,2020/05/30 17:45:00+00,4960,3805,62,1093,7bcb237d-388c-47dd-9581-ed2a114ab719,42938,37978.0,0,2631.0,2329.0,472.0,957.0,1112.0,862.0,823.0,460.0,135.0,139.0,94,27.0,35.0,0.0,1.0,3.0,4.0,8.0,10.0,6.0,30.0,573.0,905.0,873.0,481.0,603.0,1525.0,93.0,11.5524193548387,18.2459677419355,17.6008064516129,9.69758064516129,12.1572580645161,30.7459677419355,4.5260663507109,5.57231697555569,2.72855133614627,0.638515352245424,2.01033505584264,0.208886368554999,3.0,2256.0,4.16666666666667,11.5515394289441,2162.0,83.333,70.29,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
76,South Dakota,2020/05/31 18:13:00+00,4993,3837,62,1094,12aa65c4-fa5d-4ec2-acf1-a7c40903ec08,44128,39135.0,0,2645.0,2348.0,475.0,964.0,1123.0,868.0,825.0,462.0,136.0,140.0,33,27.0,35.0,0.0,1.0,3.0,4.0,8.0,10.0,6.0,30.0,580.0,906.0,881.0,493.0,594.0,1539.0,86.0,11.616262767875,18.145403564991,17.6447025836171,9.87382335269377,11.8966553174444,30.8231524133787,4.58135860979463,5.57847423188227,2.75355524300672,0.654445049182939,1.98033005500917,0.210804013905668,0.0,1190.0,2.77310924369748,11.314811457578,1157.0,66.667,61.43,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
77,South Dakota,2020/06/01 16:37:00+00,5034,3903,62,1069,18d789d0-aaa3-4182-a9ca-474f4f8903c5,45661,40627.0,0,2667.0,2367.0,482.0,972.0,1131.0,872.0,832.0,465.0,139.0,141.0,41,27.0,35.0,0.0,1.0,3.0,4.0,8.0,10.0,6.0,30.0,585.0,909.0,890.0,508.0,592.0,1550.0,87.0,11.6209773539928,18.057210965435,17.6797775129122,10.0913786253476,11.7600317838697,30.7906237584426,4.62085308056872,5.59694600086202,2.78168463822472,0.674357170354834,1.97366227704617,0.212310735252622,0.0,1533.0,2.67449445531637,11.0247256958893,1492.0,56.0,64.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
78,South Dakota,2020/06/02 16:53:00+00,5067,3990,62,1015,b425ec31-b039-43ca-9e08-afb48924c50a,46846,41779.0,0,2682.0,2385.0,487.0,975.0,1139.0,882.0,838.0,466.0,139.0,141.0,33,27.0,35.0,0.0,1.0,3.0,4.0,8.0,10.0,6.0,30.0,591.0,912.0,894.0,522.0,590.0,1558.0,89.0,11.6637063351095,17.9988158673771,17.643576080521,10.3019538188277,11.6439707913953,30.7479771067693,4.66824644549763,5.61541776984176,2.79418659165495,0.692941816781936,1.96699449908318,0.213406532595862,0.0,1185.0,2.78481012658228,10.8162916791188,1152.0,35.667,59.14,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
79,South Dakota,2020/06/03 16:30:00+00,5162,4084,62,1016,6b149bd7-4d46-47c5-90d2-38c24c7f7c81,48662,43500.0,0,2717.0,2445.0,487.0,975.0,1139.0,882.0,838.0,466.0,139.0,141.0,95,27.0,35.0,0.0,1.0,3.0,4.0,8.0,10.0,6.0,30.0,591.0,912.0,894.0,522.0,590.0,1558.0,87.0,11.4490507555211,17.6675707090275,17.3188686555599,10.1123595505618,11.4296784192174,30.1820999612553,4.66824644549763,5.61541776984176,2.79418659165495,0.692941816781936,1.96699449908318,0.213406532595862,0.0,1816.0,5.23127753303965,10.6078665077473,1721.0,56.333,64.57,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
80,South Dakota,2020/06/04 19:47:00+00,5247,4163,64,1020,3c4e8fba-bd79-4b08-b6ab-32483eb14b60,52622,47375.0,0,2759.0,2488.0,501.0,995.0,1154.0,898.0,848.0,478.0,145.0,143.0,85,28.0,36.0,0.0,1.0,3.0,4.0,8.0,10.0,6.0,30.0,599.0,917.0,903.0,541.0,607.0,1595.0,86.0,11.4160472651039,17.4766533257099,17.2098341909663,10.3106537068801,11.5685153421002,30.398322851153,4.73143759873618,5.64620405147466,2.82231598687295,0.718163836933002,2.02367061176863,0.218474595308344,2.0,3960.0,2.14646464646465,9.97111474288321,3875.0,71.0,64.86,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
81,South Dakota,2020/06/05 17:00:00+00,5277,4179,65,1033,1146570c-2069-459b-a1f8-497a2a8bcc99,53363,48086.0,0,2775.0,2502.0,522.0,1026.0,1178.0,911.0,861.0,482.0,148.0,149.0,30,29.0,36.0,0.0,1.0,3.0,4.0,9.0,11.0,6.0,31.0,616.0,920.0,930.0,568.0,608.0,1635.0,83.0,11.6732992230434,17.4341481902596,17.6236498010233,10.7636914913777,11.5216979344324,30.9835133598636,4.86571879936809,5.66467582045441,2.90670417252696,0.754005655042413,2.02700450075013,0.22395358202454,1.0,741.0,4.04858299595142,9.88887431366303,711.0,70.0,58.71,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
82,South Dakota,2020/06/06 17:47:00+00,5367,4273,65,1029,c00b518e-b966-4822-a366-7625c8aedc05,55458,50091.0,0,2825.0,2542.0,535.0,1047.0,1204.0,919.0,872.0,486.0,152.0,152.0,90,29.0,36.0,0.0,1.0,3.0,4.0,9.0,11.0,6.0,31.0,621.0,923.0,934.0,590.0,627.0,1672.0,93.0,11.5707098937954,17.1976895844979,17.4026457983976,10.9931060182597,11.6825041922862,31.1533445127632,4.90521327014218,5.68314758943415,2.91920612595718,0.783210099427858,2.09034839139857,0.229021644737022,0.0,2095.0,4.29594272076372,9.67759385480904,2005.0,68.333,58.14,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
83,South Dakota,2020/06/07 17:15:00+00,5438,4335,65,1038,9af7ec3b-3d0a-4782-ad5d-0e64ec846c2e,57060,51622.0,0,2861.0,2577.0,544.0,1067.0,1218.0,927.0,880.0,491.0,158.0,153.0,71,29.0,36.0,0.0,1.0,3.0,4.0,9.0,11.0,6.0,31.0,634.0,924.0,944.0,604.0,631.0,1701.0,87.0,11.658698050754,16.9915410077234,17.3593232806179,11.1070246414123,11.6035307098198,31.2798823096727,5.00789889415482,5.68930484576073,2.95046100953274,0.80179474585496,2.10368394732455,0.232993910106265,0.0,1602.0,4.43196004993758,9.53031896249562,1531.0,63.667,63.57,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
84,South Dakota,2020/06/08 16:32:00+00,5471,4403,65,1003,5529b752-ee4e-405f-81a8-d546c42a1997,57819,52348.0,0,2874.0,2597.0,546.0,1081.0,1226.0,929.0,882.0,493.0,160.0,154.0,33,29.0,36.0,0.0,1.0,3.0,4.0,9.0,11.0,6.0,31.0,636.0,926.0,946.0,611.0,628.0,1724.0,92.0,11.6249314567721,16.9256077499543,17.2911716322427,11.1679766039115,11.4787059038567,31.5116066532627,5.02369668246445,5.70161935841389,2.95671198624785,0.811087069068511,2.09368228038006,0.236144327468078,0.0,759.0,4.34782608695652,9.46228748335322,726.0,64.667,62.43,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
85,South Dakota,2020/06/09 16:33:00+00,5523,4483,68,972,a4bb2896-31b6-4ed2-9865-6faafa26527f,59159,53636.0,0,2897.0,2626.0,555.0,1096.0,1231.0,934.0,887.0,500.0,165.0,155.0,52,30.0,38.0,0.0,1.0,3.0,4.0,10.0,11.0,6.0,33.0,639.0,929.0,949.0,628.0,633.0,1745.0,90.0,11.5697990222705,16.8205685315952,17.182690566721,11.3706319029513,11.4611624117328,31.5951475647293,5.04739336492891,5.72009112739363,2.96608845132052,0.833654139729992,2.11035172528755,0.239020795494081,3.0,1340.0,3.88059701492537,9.33585760408391,1288.0,52.0,65.14,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
86,South Dakota,2020/06/10 17:06:00+00,5604,4573,69,962,0a8633e7-9d6a-49d3-9942-378370213821,60685,55081.0,0,2935.0,2669.0,563.0,1123.0,1247.0,944.0,900.0,503.0,164.0,160.0,81,31.0,38.0,0.0,1.0,3.0,4.0,10.0,11.0,6.0,34.0,642.0,931.0,956.0,657.0,643.0,1775.0,101.0,11.4561027837259,16.6131334760885,17.0592433975732,11.7237687366167,11.4739471805853,31.6738044254104,5.07109004739337,5.7324056400468,2.98796686982341,0.872150907328988,2.14369061510252,0.243130035531229,1.0,1526.0,5.30799475753604,9.23457197000906,1445.0,55.333,63.14,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
87,South Dakota,2020/06/11 15:58:00+00,5665,4664,73,928,a5fe6ad7-48c2-4d94-a222-7a30bbfdbe30,61744,56079.0,0,2965.0,2700.0,570.0,1140.0,1258.0,950.0,908.0,510.0,167.0,162.0,61,33.0,40.0,0.0,1.0,3.0,5.0,10.0,12.0,6.0,36.0,646.0,935.0,960.0,674.0,652.0,1798.0,87.0,11.4033539276258,16.504854368932,16.946160635481,11.8976169461606,11.5092674315975,31.738746690203,5.10268562401264,5.75703466535312,3.00046882325363,0.894717977990469,2.17369561593599,0.246280452893042,4.0,1059.0,5.76015108593012,9.17498056491319,998.0,64.667,59.71,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
88,South Dakota,2020/06/12 16:32:00+00,5742,4755,74,913,f7e90dd8-0359-4a27-a251-d7eb38338004,63005,57263.0,0,3007.0,2735.0,579.0,1163.0,1268.0,958.0,921.0,517.0,173.0,163.0,77,34.0,40.0,0.0,1.0,3.0,5.0,10.0,13.0,6.0,36.0,647.0,938.0,969.0,697.0,660.0,1831.0,87.0,11.2678509230233,16.3357715081853,16.8756530825496,12.138627655869,11.4942528735632,31.8878439568095,5.11058451816746,5.77550643433286,3.02859821847164,0.925249897120707,2.20036672778796,0.250800616933904,1.0,1261.0,6.10626486915147,9.1135624156813,1184.0,73.0,66.43,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,
