OBJECTID,CYCLE,ID_305b,Water_Name,LOCATION_DESCRIPTION,WATER_SIZE,SIZE_UNIT,WATER_TYPE,HUC_8,HU_8_Name,CLASS_ID,CLASS_NAME,Aquatic_Life_Attainment_Code,Aquatic_Life_Attainment,Recreation_Attainment_Code,Recreation_Attainment,Fish_Consumptin_Attainment_Code,Fish_Consumption_Attainment,Drinking_Water_Attainment_Code,Drinking_Water_Attainment,Impaired,Shape__Length
755,2018,CT6000-00_06,Housatonic River-06,"From confluence with Mauwee Brook (between River Road on west side, and RailRoad tracks on east), Kent, US to Great Falls outlet dam, Salisbury/Canaan (Amesville) town border. (Segment follows river channel, not concrete passage from dam).",18.23,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,F,FULLY SUPPORTING,N,NOT SUPPORTING,N,NOT SUPPORTING,,Water Not Classified For Drinking Supply,Yes,96232.900072328
756,2018,CT6000-00_07,Housatonic River (Salisbury/North Canaan at MA border)-07,"From Great Falls outlet dam, Salisbury/Canaan (Amesville) town border (river channel, not concrete passage from dam), US along Salisbury/North Canaan town border to Massachusetts border.",7.34,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,I,INSUFFICIENT INFORMATION,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,,Water Not Classified For Drinking Supply,Yes,38767.3899843168
773,2018,CT6000-73_01,Curtiss Brook (Shelton)-01,"Mouth at confluence with Housatonic River, DS Route 110 and RailRoad crossings, US to OUTLET of Shelton Res#2, parallel to Route 108, Shelton.",0.8,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,4215.08413329521
774,2018,CT6000-77_01,Twomile Brook (Derby/Orange)-01,"Mouth on Housatonic River, DS of Derby Milford Road crossing, Derby/Orange town line, US to HW near Osborne Lane, Ansonia.",5.67,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,29946.9079123923
777,2018,CT6004-00_01,Konkapot River-01,"From Massachusetts state border (DS of Clayton Road crossing), US to Massachusetts state border (US of Old Turnpike Road crossing), North Canaan. (Small loop through northern Connecticut).",2.44,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,,Water Not Classified For Drinking Supply,Yes,12894.4879397007
778,2018,CT6005-00_01,Factory Brook-01,"From mouth at confluence with Spruce Swamp Creek (headwaters of Salmon Creek), US to Salsbury WPCF discharge (just DS of confluence with Burton Brook), Salisbury.",1.7,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,8994.52631076231
780,2018,CT6005-01_01,Burton Brook (Salisbury)-01,"Mouth at confluence with Factory Brook, .3 miles DS of Walton Street crossing, US to confluence with McDuffee Brook, US of Covered Bridge Road in wood area between Moore Road and Upland Meadow Road, Salisbury.",2.09,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,11037.3504886049
791,2018,CT6014-00_01,Bog Hollow Brook (Kent)-01,"Mouth at confluence with Macedonia Brook just DS of Route 341 crossing, US to confluence with first unnamed tributary .13 miles US of Route 341 crossing, Kent.",0.27,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,1420.19230825475
806,2018,CT6019-00_01,Deep Brook (Newtown)-01,"Mouth at confluence Pootatuck River (south side of I84, near exit 10), US to HW at Deep Brook Pond outlet dam (parallel to Head of Meadow Road), Newtown.",5.25,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,27729.5039253398
807,2018,CT6019-00-trib_01,Unnamed tributary Deep Brook (Newtown)-01,"Mouth Deep brook US to HW near Old Farm Rd, Newtown. Locally called Oil Creek, between Town salt storage lot and old mill. ",0.07,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,383.019130493201
817,2018,CT6025-00_02,Farmill River-02,"From River Road (Route 110) crossing (Wilson Gardens Dog Pond outlet dam), Shelton/Stratford town border, US to confluence with Means Brook (US of Sycamore Drive crossing), Shelton.",3.99,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,21076.8668882823
818,2018,CT6025-00_03,Farmill River-03,"From confluence with Means Brook (just DS of Huntington Street crossing), US to Far Mill (Isinglass) Reservoir outlet dam, just US of Farmill Street crossing (beginning of drinking water watershed), Shelton.",3.33,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,17607.4229501555
819,2018,CT6025-00_04,Farmill River-04,"From Far Mill (Isinglass) Reservoir inlet (in drinking water watershed), Shelton, US to headwaters (just US of Elm Street crossing, Monroe Turnpike (Route 111) area), Monroe.",3.05,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",50,Inland Surface Waters Class AA,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,F,FULLY SUPPORTING,X,UNASSESSED,Yes,16082.8715190429
821,2018,CT6026-03_01,Cemetery Pond Brook (Stratford/Shelton)-01,"Mouth at confluence with Pumpkin Ground Brook at Circle Drive crossing, Stratford, US to HW at OUTLET of Cranberry Pond, just US of James Farm Road crossing, Shelton.",2.15,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,11356.0646799124
822,2018,CT6100-00_01,Blackberry River (North Canaan)-01,"From mouth at confluence with Housatonic River (at loop in river around island), US to confluence with North Canaan WPCF (near old RailRoad grade, currently trail), North Canaan.",0.78,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,,Water Not Classified For Drinking Supply,Yes,4130.74861666549
823,2018,CT6100-00_02a,Blackberry River (North Canaan)-02a,"From confluence with North Canaan WPCF (near old RailRoad grade, currently trail, DS of Route 44 crossing), US to drainage ditch at southwest boundary of Lime Quarry (parallel to Lower Road), North Canaan.",2.75,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,F,FULLY SUPPORTING,N,NOT SUPPORTING,N,NOT SUPPORTING,,Water Not Classified For Drinking Supply,Yes,14528.277089953
824,2018,CT6100-00_02b,Blackberry River (North Canaan)-02b,"From drainage ditch at southwest boundary of Lime Quarry (parallel to Lower Road), US to Blast Furnace (Historical Park) at Lower Pond dam outlet on Iron Furnace Pond (perpendicular to Furnace Hill Road), North Canaan.",1.18,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,F,FULLY SUPPORTING,X,UNASSESSED,N,NOT SUPPORTING,,Water Not Classified For Drinking Supply,Yes,6212.26925328761
832,2018,CT6200-00_01,Hollenbeck River-01,"From mouth at confluence with Housatonic River (DS of Point of Rock Road (Route 126) crossing), Canaan, US to headwaters (US of Cornwall Hollow Road (Route 43) crossing), Cornwall.",18.32,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,96710.7310942222
844,2018,CT6302-00_02,Mill Brook (Sharon)-02,"Confluence Beebe Brook (just DS Woods 1 road crossing), US to Hatch Pond outlet dam (just US Mitchelltown Road crossing and confluence with Bog Meadow Brook), Sharon.",1.66,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,8780.97854926711
849,2018,CT6402-00_01,Ball Pond Brook (New Fairfield)-01,"Mouth at Lake Candlewood .2 miles DS of Bear Mountain Road crossing, US to confluence with Deep Hollow Brook, .2 miles US of Bear Hollow Road crossing, New Fairfield.",0.39,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2037.45003331333
857,2018,CT6600-00_01,Still River (New Milford/Brookfield)-01,"From mouth at confluence with Housatonic River (DS of RailRoad crossing), New Milford, US to Silvermine Road crossing (USGS station), Brookfield (just DS of Route 7 crossing, and DS of confluence with Charles Pickneys Brook), Brookfield.",8.48,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,44793.6817252574
858,2018,CT6600-00_02,Still River (Brookfield/Danbury)-02,"Silvermine Road crossing (USGS station), Brookfield (just DS Route 7 crossing, DS confluence Charles Pickneys Brook), US to confluence Limekiln Brook (just US I84 crossing), Danbury.",6.21,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,32770.6527650319
861,2018,CT6601-00_01,Miry Brook (Danbury)-01,"From mouth at confluence with Still River (just DS of Backus Avenue crossing), Danbury, US to HW at North Ridgebury Pond outlet dam (just US of Aarons Court crossing), Ridgefield.",3.42,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,18049.6346058631
862,2018,CT6602-00_01,Kohanza Brook (Danbury)-01,"From mouth at confluence with Padanaram Brook (DS of North Street crossing), US to Ridgewood Country Culb Pond outlet dam (adjacent to Franklin Street), Danbury.",1.14,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,6008.51611715452
863,2018,CT6603-00_01,Padanaram Brook-01,"From mouth at confluence with Still River (just DS of Crosby Street crossing), US to headwaters at Padanaram Reservoir outlet dam (parallel to Padanaram Road), Danbury.",3.71,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,19565.9462999713
864,2018,CT6604-00_01,Sympaug Brook-01,"From mouth at confluence with Still River (DS of Shelter Rock Road crossing, parallel to Cross Street), US to Greatpasture Road (Wooster Street) crossing, Danbury.",0.6,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,3155.06060731375
867,2018,CT6605-00_01,East Swamp Brook (Bethel)-01,"From mouth at confluence with Limekiln Brook (DS of Shelter Rock Road crossing), US to confluence with Wolf Pit Brook (DS of Taylor Road crossing), Bethel.",2.34,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,12345.0325423046
868,2018,CT6606-00_01,Limekiln Brook-01,"From mouth at confluence with Still River (just US of I84 crossing), US to confluence with Danbury WPCF outfall channel (US of Newtown Road (Route 6) crossing, behind shopping plaza at pump station), Danbury.",0.45,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2383.66088966894
877,2018,CT6700-20_01,Walker Brook (Roxbury/Washington)-01,"Mouth at confluence with Shepaug River .4 miles DS from intersection of Hartwell Road, Shinar Mountain Road and Walker Brook Road crossing, US to confluence with first unnamed tributary (from west side) along and parallel to Walker Brook Road, Washington.",0.64,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",50,Inland Surface Waters Class AA,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,X,UNASSESSED,Yes,3396.64760779118
884,2018,CT6705-00_01,Bantam River-01,"From mouth at confluence with Shepaug River (parallel with Whittlesey Road), Washington, US to confluence with Bizell Brook (just US of West Morris Road crossing), Morris.",4.53,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",50,Inland Surface Waters Class AA,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,X,UNASSESSED,Yes,23910.4804741317
889,2018,CT6800-00_03,Pomperaug River-03,"From Flood Bridge Road crossing, US to confluence with Bullet Hill Brook (just DS of Heritage Road crossing), Southbury. (Segment includes Heritage Village POTW discharge)",1.31,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,6937.29329193252
892,2018,CT6800-03_01,Stiles Brook-01,"From mouth at confluence with Pomperaug River, US to Anna Stiles Pond outlet Dam (just US of Route 6 crossing), Southbury.",0.25,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,1325.05812786094
903,2018,CT6804-00_01,Weekeepeemee River-01,"From mouth at confluence with Nonewaug River, above Pomeraug River (DS of Jacks Bridge Road crossing), Woodbury, US to headwaters in marsh (just US of Bergman Hill Road crossing, east of intersection with Todd Hill Road), Morris.",9.61,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,50735.7179676611
906,2018,CT6806-00_01,Transylvania Brook (Southbury)-01,"From mouth at confluence with Pomperaug River (just DS of East Flat Hill Road crossing), US to confluence with Spruce Brook (just US side of Southbury Training School STP), Southbury.",1.6,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,8459.78448832185
909,2018,CT6900-00_01,Naugatuck River (Derby/Seymour)-01,"Mouth Housatonic River (DS RailRoad crossing), Derby, US Rimmon (Tingue) outlet dam (US Broad Street crossing, and just DS Route 8 crossing), Seymour.",6.15,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,32470.1475834377
910,2018,CT6900-00_02,Naugatuck River (Seymour/Waterbury)-02,"From Rimmon (Tingue) outlet dam (just DS of Route 8 crossing), Seymour, US to confluence with Hopeville Pond Brook, just US of Waterbury WPCF. (Segment includes Wtby, Naug & Beacon Falls WPCFs, & dredge holes in river between Rts 42 & 67 in Beacon Falls)",11.26,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,59472.0032207274
911,2018,CT6900-00_03,Naugatuck River-03,"From confluence with Hopeville Pond Brook, just US of Waterbury WPCF, US to confluence with Steele Brook (west side of Route 8, at Route 73 connection), Waterbury.",3.52,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,18584.3279335818
912,2018,CT6900-00_04,Naugatuck River-04,"From confluence with Steele Brook (west side of Route 8, at Route 73 connection), Waterbury, US to sewage leak from pipe under river (near old bridge abutment) along Chase River Road, Watertown/Waterbury town border.",1.65,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,8731.38540489736
913,2018,CT6900-00_05,Naugatuck River (Waterbury/Thomaston)-05,"US side sewage leak from pipe under river (near old bridge abutment) along Chase River Road, Watertown/Waterbury town border, US to confluence  Thomaston WPCF outfall (just US confuence Branch Brook), Thomaston.",4.46,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,23525.2281710416
914,2018,CT6900-00_06,Naugatuck River-06,"From confluence with Thomaston WPCF outfall (just US of confuence with Branch Brook), Thomaston, US to confluence with Spruce Brook (west side of Route 8), Litchfield/Harwinton town border.",9.0,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,47513.8610969164
915,2018,CT6900-00_07,Naugatuck River-07,"From confluence with Spruce Brook (west side of Route 8), Litchfield/Harwinton town border, US to confluence with Torrington WPCF (just US of bend north of plant), Harwinton/Torrington town border.",2.71,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,14329.9838102894
916,2018,CT6900-00_08,Naugatuck River-08,"From confluence with Torrington WPCF (just US of bend, north of plant), Harwinton/Torrington town border, US to headwaters at confluence of East and West Branches of Naugatuck River (just US of East Albert Street crossing), Torrington.",1.36,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7166.32152476924
920,2018,CT6900-22_01,Great Brook (Waterbury)-01,"From mouth at confluence with Naugatuck River (east bank, DS of West Liberty Street crossing), US to Great Brook Reservoir at Belleview Lake outlet dam (Reservoir in 2 sections, split bt Lakewood Drive), Waterbury. Most of segment in culvert under city.",1.98,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,10475.0848469066
922,2018,CT6900-28_01,Hockanum Brook (Beacon Falls)-01,"From mouth at confluence with Naugatuck River (just DS of Main Street (Route 42) crossing), Beacon Falls, US to headwaters at Simpson Lake outlet dam (parallel to Beacon Road (Route 42)), Bethany.",3.17,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,16713.2042864996
926,2018,CT6900-40_02,Beaver Brook (Ansonia)-02,"Inlet of Quillinian Reservoir, Ansonia, US to Middle Reservoir outlet, just US of Route 313 crossing, Seymour. ",1.1,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",50,Inland Surface Waters Class AA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,X,UNASSESSED,Yes,5824.96965510621
931,2018,CT6902-00_01,Hart Brook-01,"From mouth at confluence with Hall Meadow Brook, above West Branch Naugatuck River (just US of Norfolk Road (Route 272) crossing), US to Reuben Hart Reservoir outlet dam, Torrington.",0.64,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",50,Inland Surface Waters Class AA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,X,UNASSESSED,Yes,3397.75627757172
937,2018,CT6904-00_01,West Branch Naugatuck River-01,"From mouth at confluence with East Branch Naugatuck River, above Naugatuck River (US of East Albert Street crossing), US to Old Brass Mill Pond outlet dam (1st impoundment on river), just US of Church Street crossing, Torrington.",0.97,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5114.84159193848
941,2018,CT6905-00_01,East Branch Naugatuck River-01,"From mouth at confluence with West Branch Naugatuck River, above Naugatuck River (just DS of Franklin Drive crossing), US to North Elm Street Road (Route 4) crossing, Torrington.",1.33,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7046.7086718377
949,2018,CT6910-00_01,Branch Brook-01,"From mouth at confluence with Naugatuck River (DS of Route 8 crossing), US to Black Rock Dam outlet (along south side of Route 109), Watertown-Thomaston.",2.06,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,10863.3571756827
950,2018,CT6910-00_02,Branch Brook-02,"From Black Rock Dam outlet (along south side of Route 109), US to Wigwam Reservoir outlet dam, Watertown-Thomaston.",1.91,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,10061.3907470369
952,2018,CT6911-00_01,Hancock Brook (Waterbury)-01,"From mouth at confluence with Naugatuck River (segment-04) DS of Huntingdon Avenue and RailRoad crossings, US to Hancock Pond outlet dam (between Sheffield Street and RailRoad), Waterbury.",1.06,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5605.08923863193
954,2018,CT6914-00_01,Mad River (Waterbury)-01,"From mouth at confluence with Naugatuck River (behind Roller Magic, off of Harvester Road), US to Route 69 crossing (US of I84 crossing, exit 22 area, and just US of Brass City Mall), Waterbury.",1.77,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,9371.23795722962
955,2018,CT6914-00_02,Mad River (Waterbury)-02,"From Route 69 crossing (US of I84 crossing, exit 22 area, and just US of Brass City Mall), US to confluence with Beaver Pond Brook, just US of I84 crossing (Scovill Pond no longer exists), Waterbury.",1.01,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5327.69037840742
956,2018,CT6914-00_03a,Mad River (Waterbury)-03a,"From confluence with Beaver Pond Brook, (just US of I84 crossing and DS of Plank Road crossing, in former Scovill Ponds section), Waterbury, US to confluence with Lily Brook (CT6914-06 Gazetteer, and called Finch Brook in NHD), Wolcott.",3.46,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,18252.8358091734
958,2018,CT6916-00_01,Hop Brook (Naugatuck)-01,"Mouth at confluence Naugatuck River (DS of Bridge Street (Route 68) crossing and RailRoad crossing), Naugatuck, US to Hop Brook Lake outlet dam (flood control area along eastern side of Curch Street (Route 63)), Naugatuck/Waterbury town line.",1.44,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7626.10024439945
962,2018,CT6917-00_01,Long Meadow Pond Brook-01,"From mouth at confluence with Naugatuck River (DS of Elm Street crossing and RailRoad crossing), US to outlet of Naugatuck Ice Company Pond Dam (just US of Rubber Avenue crossing), Naugatuck.",0.94,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,4937.81752010694
967,2018,CT6919-00_01,Bladens River (Seymour)-01,"Mouth Naugatuck River (just DS New Haven Avenue (Route 8) and Derby Avenue (Route 67) crossings), US to North Street crossing (upper end industrial area), Seymour.",0.68,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,3616.05949547542
971,2018,CT7000-16_01,Muddy Brook (Westport)-01,"Mouth Mill Creek (LIS Estuary segment) on DS side I95 Exit 18 ramp, US to HW (just US Route 15 crossing), Westport.",4.17,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,22023.2276714119
972,2018,CT7000-16-trib_01,"Unnamed tributary, Muddy Brook (Westport)-01","Mouth Muddy Brook near Center Street, US to HW at small unnamed pond east side Colony Road, Westport. (Includes underground portion industrial area)",1.32,Miles,RIVER,1100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,6961.81769669909
