ObjectId,IntakeType,IntakeSubtype,Number_of_Animals,YEAR,MONTH
2523,CONFISCATE,CRUELTY,4,2016,6
2524,OWNER SUR,RETURN 30,6,2015,10
2525,DISPOSAL,FIELD,1,2016,8
2526,OWNER SUR,OTC,129,2015,6
2527,ET REQUEST,SICK,1,2016,3
2528,CONFISCATE,RESTRAINT,6,2016,1
2529,CONFISCATE,DANGER DOG,4,2016,6
2530,RETURN,,3,2015,10
2531,DISPOSAL,OWNER,7,2016,8
2532,OWNER SUR,RETURN 30,8,2015,6
2533,FOSTER,RETURN,56,2016,3
2534,DISPOSAL,FIELD,1,2016,1
2535,CONFISCATE,NEGLECT,3,2016,6
2536,RETURN,ADOPTION,22,2015,10
2537,DISPOSAL,STRAY,3,2016,8
2538,RETURN,,1,2015,6
2539,OWNER SUR,EUTH REQ,35,2016,3
2540,DISPOSAL,OTHER,3,2016,1
2541,CONFISCATE,POLICE,3,2016,6
2542,STRAY,,1,2015,10
2543,DISPOSAL,WILDLIFE,1,2016,8
2544,RETURN,ADOPTION,12,2015,6
2545,OWNER SUR,FIELD,21,2016,3
2546,DISPOSAL,OWNER,9,2016,1
2547,CONFISCATE,POTDANGER,1,2016,6
2548,STRAY,FIELD,172,2015,10
2549,ET REQUEST,AGGRESSIVE,1,2016,8
2550,RETURN,K HUMANE S,5,2015,6
2551,OWNER SUR,OTC,92,2016,3
2552,DISPOSAL,STRAY,1,2016,1
2553,CONFISCATE,RESTRAINT,3,2016,6
2554,STRAY,OTC,321,2015,10
2555,ET REQUEST,OLD,3,2016,8
2556,STRAY,,2,2015,6
2557,OWNER SUR,RETURN 30,23,2016,3
2558,ET REQUEST,AGGRESSIVE,1,2016,1
2559,DISPOSAL,FIELD,3,2016,6
2560,CONFISCATE,ABANDONED,2,2015,11
2561,ET REQUEST,SICK,2,2016,8
2562,STRAY,FIELD,248,2015,6
2563,RETURN,ADOPTION,17,2016,3
2564,ET REQUEST,OLD,1,2016,1
2565,DISPOSAL,OWNER,12,2016,6
2566,CONFISCATE,BITE,2,2015,11
2567,FOSTER,RETURN,54,2016,8
2568,STRAY,OTC,289,2015,6
2569,RETURN,K HUMANE S,1,2016,3
2570,STRAY,FIELD,129,2016,3
2571,STRAY,OTC,217,2016,3
2572,CONFISCATE,ABANDONED,5,2016,4
2573,CONFISCATE,BITE,3,2016,4
2574,CONFISCATE,COURT ORD,3,2016,4
2575,CONFISCATE,CRUELTY,4,2016,4
2576,CONFISCATE,NEGLECT,1,2016,4
2577,CONFISCATE,POLICE,15,2016,4
2578,DISPOSAL,FIELD,2,2016,4
2579,DISPOSAL,OWNER,9,2016,4
2580,DISPOSAL,STRAY,4,2016,4
2581,ET REQUEST,SICK,1,2016,4
2582,FOSTER,RETURN,44,2016,4
2583,OWNER SUR,EUTH REQ,33,2016,4
2584,OWNER SUR,FIELD,12,2016,4
2585,OWNER SUR,OTC,78,2016,4
2586,OWNER SUR,RETURN 30,12,2016,4
2587,RETURN,ADOPTION,10,2016,4
2588,STRAY,,1,2016,4
2589,STRAY,FIELD,149,2016,4
2590,STRAY,OTC,213,2016,4
2591,CONFISCATE,,1,2016,5
2592,CONFISCATE,EVICTION,17,2016,5
2593,CONFISCATE,NEGLECT,1,2016,5
2594,CONFISCATE,POLICE,1,2016,5
2595,CONFISCATE,RESTRAINT,1,2016,5
2596,DISPOSAL,FIELD,1,2016,5
2597,DISPOSAL,OWNER,9,2016,5
2598,DISPOSAL,STRAY,1,2016,5
2599,ET REQUEST,AGGRESSIVE,1,2016,5
2600,CONFISCATE,CRUELTY,1,2015,11
2601,CONFISCATE,BITE,1,2015,7
2602,CONFISCATE,EVICTION,7,2015,11
2603,DISPOSAL,STRAY,2,2016,6
2604,CONFISCATE,CRUELTY,4,2015,7
2605,FOSTER,RETURN,44,2015,3
2606,CONFISCATE,NEGLECT,12,2015,11
2607,ET REQUEST,,1,2016,6
2608,CONFISCATE,NEGLECT,4,2015,7
2609,CONFISCATE,RESTRAINT,5,2015,11
2610,OWNER SUR,EUTH REQ,36,2015,3
2611,ET REQUEST,AGGRESSIVE,1,2016,6
2612,CONFISCATE,POLICE,5,2015,7
2613,ET REQUEST,SICK,1,2016,1
2614,DISPOSAL,FIELD,1,2015,11
2615,OWNER SUR,EUTH REQ,36,2016,8
2616,OWNER SUR,FIELD,8,2015,3
2617,ET REQUEST,OLD,2,2016,6
2618,CONFISCATE,POTDANGER,3,2015,7
2619,FOSTER,RETURN,47,2016,1
2620,DISPOSAL,OWNER,13,2015,11
2621,OWNER SUR,FIELD,14,2016,8
2622,OWNER SUR,OTC,103,2015,3
2623,FOR TRANSP,RESCUE GRP,1,2016,6
2624,DISPOSAL,FIELD,1,2015,7
2625,OWNER SUR,EUTH REQ,20,2016,1
2626,DISPOSAL,STRAY,2,2015,11
2627,OWNER SUR,OTC,134,2016,8
2628,OWNER SUR,RETURN 30,3,2015,3
2629,FOSTER,RETURN,37,2016,6
2630,DISPOSAL,OTHER,2,2015,7
2631,OWNER SUR,FIELD,11,2016,1
2632,ET REQUEST,AGGRESSIVE,1,2015,11
2633,OWNER SUR,RETURN 30,17,2016,8
2634,RETURN,,2,2015,3
2635,OWNER SUR,EUTH REQ,53,2016,6
2636,DISPOSAL,OWNER,10,2015,7
2637,OWNER SUR,OTC,59,2016,1
2638,ET REQUEST,SICK,1,2015,11
2639,RETURN,ADOPTION,4,2016,8
2640,RETURN,ADOPTION,9,2015,3
2641,OWNER SUR,FIELD,30,2016,6
2642,DISPOSAL,STRAY,10,2015,7
2643,OWNER SUR,RETURN 30,10,2016,1
2644,FOSTER,RETURN,61,2015,11
2645,STRAY,,2,2016,8
2646,RETURN,K HUMANE S,2,2015,3
2647,OWNER SUR,OTC,129,2016,6
2648,ET REQUEST,AGGRESSIVE,3,2015,7
2649,RETURN,,1,2016,1
2650,OWNER SUR,EUTH REQ,46,2015,11
2651,STRAY,FIELD,219,2016,8
2652,STRAY,,1,2015,3
2653,OWNER SUR,RETURN 30,16,2016,6
2654,ET REQUEST,SICK,2,2015,7
2655,RETURN,ADOPTION,7,2016,1
2656,OWNER SUR,FIELD,3,2015,11
2657,STRAY,OTC,331,2016,8
2658,STRAY,FIELD,195,2015,3
2659,RETURN,ADOPTION,16,2016,6
2660,FOSTER,,1,2015,7
2661,RETURN,K HUMANE S,4,2016,1
2662,OWNER SUR,OTC,89,2015,11
2663,CONFISCATE,,4,2016,9
2664,STRAY,OTC,188,2015,3
2665,STRAY,FIELD,197,2016,6
2666,FOSTER,RETURN,52,2015,7
2667,STRAY,FIELD,164,2016,1
2668,OWNER SUR,RETURN 30,14,2015,11
2669,CONFISCATE,ABANDONED,6,2016,9
2670,CONFISCATE,BITE,1,2015,4
2671,STRAY,OTC,311,2016,6
2672,OWNER SUR,EUTH REQ,55,2015,7
2673,STRAY,OTC,148,2016,1
2674,RETURN,ADOPTION,16,2015,11
2675,CONFISCATE,BITE,2,2016,9
2676,CONFISCATE,CHAINING,1,2015,4
2677,CONFISCATE,BITE,1,2016,7
2678,OWNER SUR,FIELD,10,2015,7
2679,CONFISCATE,ABANDONED,1,2016,2
2680,RETURN,K HUMANE S,1,2015,11
2681,STRAY,FIELD,136,2015,11
2682,STRAY,OTC,222,2015,11
2683,CONFISCATE,ABANDONED,4,2015,12
2684,CONFISCATE,HOSPITAL,1,2015,12
2685,CONFISCATE,NEGLECT,6,2015,12
2686,CONFISCATE,OWNER DIED,4,2015,12
2687,CONFISCATE,POLICE,6,2015,12
2688,DISPOSAL,FIELD,2,2015,12
2689,DISPOSAL,OWNER,10,2015,12
2690,DISPOSAL,STRAY,2,2015,12
2691,ET REQUEST,AGGRESSIVE,1,2015,12
2692,ET REQUEST,OLD,1,2015,12
2693,ET REQUEST,SICK,2,2015,12
2694,FOSTER,RETURN,51,2015,12
2695,OWNER SUR,EUTH REQ,42,2015,12
2696,CONFISCATE,COURT ORD,2,2016,9
2697,CONFISCATE,CRUELTY,14,2016,9
2698,CONFISCATE,HOSPITAL,1,2016,9
2699,CONFISCATE,NEGLECT,7,2016,9
2700,CONFISCATE,OWNER DIED,1,2016,9
2701,CONFISCATE,POLICE,1,2016,9
2702,DISPOSAL,FIELD,1,2016,9
2703,DISPOSAL,OTHER,1,2016,9
2704,DISPOSAL,OWNER,7,2016,9
2705,DISPOSAL,STRAY,4,2016,9
2706,ET REQUEST,AGGRESSIVE,1,2016,9
2707,ET REQUEST,SICK,2,2016,9
2708,FOSTER,RETURN,59,2016,9
2709,OWNER SUR,,3,2016,9
2710,OWNER SUR,EUTH REQ,52,2016,9
2711,OWNER SUR,FIELD,10,2016,9
2712,OWNER SUR,OTC,123,2016,9
2713,OWNER SUR,RETURN 30,15,2016,9
2714,RETURN,,1,2016,9
2715,RETURN,ADOPTION,17,2016,9
2716,RETURN,K HUMANE S,10,2016,9
2717,CONFISCATE,CRUELTY,1,2016,7
2718,CONFISCATE,DANGER DOG,2,2016,7
2719,CONFISCATE,EVICTION,15,2016,7
2720,CONFISCATE,HOSPITAL,5,2016,7
2721,CONFISCATE,NEGLECT,1,2016,7
2722,CONFISCATE,POLICE,6,2016,7
2723,DISPOSAL,OTHER,1,2016,7
2724,DISPOSAL,OWNER,16,2016,7
2725,DISPOSAL,STRAY,6,2016,7
2726,ET REQUEST,AGGRESSIVE,3,2016,7
2727,ET REQUEST,OLD,1,2016,7
2728,ET REQUEST,SICK,1,2016,7
2729,FOSTER,RETURN,52,2016,7
2730,OWNER SUR,EUTH REQ,48,2016,7
2731,OWNER SUR,FIELD,16,2016,7
2732,CONFISCATE,CRUELTY,2,2016,2
2733,CONFISCATE,EVICTION,1,2016,2
2734,CONFISCATE,POLICE,1,2016,2
2735,DISPOSAL,OWNER,7,2016,2
2736,DISPOSAL,STRAY,8,2016,2
2737,ET REQUEST,AGGRESSIVE,1,2016,2
2738,ET REQUEST,OLD,1,2016,2
2739,FOSTER,RETURN,54,2016,2
2740,OWNER SUR,EUTH REQ,37,2016,2
2741,OWNER SUR,FIELD,9,2016,2
2742,OWNER SUR,OTC,52,2016,2
2743,OWNER SUR,RETURN 30,14,2016,2
2744,RETURN,,3,2016,2
2745,RETURN,ADOPTION,17,2016,2
2746,RETURN,K HUMANE S,5,2016,2
2747,STRAY,FIELD,126,2016,2
2748,STRAY,OTC,174,2016,2
2749,CONFISCATE,,1,2016,3
2750,CONFISCATE,BITE,1,2016,3
2751,OWNER SUR,OTC,114,2015,7
2752,OWNER SUR,RETURN 30,8,2015,7
2753,RETURN,,1,2015,7
2754,RETURN,ADOPTION,7,2015,7
2755,RETURN,K HUMANE S,1,2015,7
2756,STRAY,,1,2015,7
2757,STRAY,FIELD,242,2015,7
2758,STRAY,OTC,342,2015,7
2759,CONFISCATE,BITE,2,2015,8
2760,CONFISCATE,CHAINING,1,2015,8
2761,CONFISCATE,CRUELTY,1,2015,8
2762,CONFISCATE,EVICTION,5,2015,8
2763,CONFISCATE,HOSPITAL,1,2015,8
2764,CONFISCATE,CRUELTY,1,2015,4
2765,CONFISCATE,NEGLECT,5,2015,4
2766,CONFISCATE,RESTRAINT,1,2015,4
2767,DISPOSAL,OWNER,4,2015,4
2768,DISPOSAL,STRAY,5,2015,4
2769,ET REQUEST,AGGRESSIVE,2,2015,4
2770,ET REQUEST,SICK,1,2015,4
2771,FOR TRANSP,K HUMANE S,3,2015,4
2772,FOSTER,RETURN,42,2015,4
2773,OWNER SUR,EUTH REQ,51,2015,4
2774,OWNER SUR,FIELD,5,2015,4
2775,OWNER SUR,OTC,81,2015,4
2776,OWNER SUR,RETURN 30,8,2015,4
2777,RETURN,ADOPTION,16,2015,4
2778,RETURN,K HUMANE S,2,2015,4
2779,STRAY,,2,2015,4
2780,STRAY,FIELD,232,2015,4
2781,STRAY,OTC,200,2015,4
2782,CONFISCATE,ABANDONED,7,2015,5
2783,CONFISCATE,CRUELTY,2,2015,5
2784,CONFISCATE,NEGLECT,9,2015,5
2785,CONFISCATE,POTDANGER,1,2015,5
2786,DISPOSAL,OWNER,9,2015,5
2787,DISPOSAL,STRAY,1,2015,5
2788,ET REQUEST,OLD,2,2015,5
2789,FOR TRANSP,K HUMANE S,3,2015,5
2790,FOSTER,RETURN,40,2015,5
2791,OWNER SUR,EUTH REQ,50,2015,5
2792,OWNER SUR,FIELD,8,2015,5
2793,OWNER SUR,OTC,119,2015,5
2794,OWNER SUR,RETURN 30,15,2015,5
2795,RETURN,ADOPTION,7,2015,5
2796,RETURN,K HUMANE S,1,2015,5
2797,STRAY,FIELD,221,2015,5
2798,STRAY,OTC,195,2015,5
2799,CONFISCATE,CRUELTY,2,2015,6
2800,CONFISCATE,HOSPITAL,1,2015,6
2801,STRAY,FIELD,212,2016,9
2802,STRAY,OTC,249,2016,9
2803,CONFISCATE,ABANDONED,3,2016,10
2804,CONFISCATE,BITE,2,2016,10
2805,CONFISCATE,EVICTION,5,2016,10
2806,CONFISCATE,NEGLECT,3,2016,10
2807,CONFISCATE,POLICE,6,2016,10
2808,CONFISCATE,POTDANGER,1,2016,10
2809,DISPOSAL,OTHER,2,2016,10
2810,DISPOSAL,OWNER,15,2016,10
2811,DISPOSAL,STRAY,3,2016,10
2812,ET REQUEST,AGGRESSIVE,1,2016,10
2813,ET REQUEST,OLD,1,2016,10
2814,ET REQUEST,SICK,1,2016,10
2815,FOR TRANSP,RESCUE GRP,2,2016,10
2816,FOSTER,RETURN,53,2016,10
2817,OWNER SUR,EUTH REQ,59,2016,10
2818,OWNER SUR,FIELD,11,2016,10
2819,OWNER SUR,OTC,99,2016,10
2820,OWNER SUR,RETURN 30,18,2016,10
2821,RETURN,,1,2016,10
2822,RETURN,ADOPTION,16,2016,10
2823,RETURN,K HUMANE S,1,2016,10
2824,STRAY,FIELD,149,2016,10
2825,STRAY,OTC,219,2016,10
2826,CONFISCATE,CRUELTY,2,2016,11
2827,CONFISCATE,EVICTION,2,2016,11
2828,CONFISCATE,NEGLECT,1,2016,11
2829,CONFISCATE,POLICE,3,2016,11
2830,DISPOSAL,FIELD,1,2016,11
2831,DISPOSAL,OWNER,8,2016,11
2832,DISPOSAL,STRAY,1,2016,11
2833,ET REQUEST,OLD,1,2016,11
2834,ET REQUEST,SICK,1,2016,11
2835,FOSTER,RETURN,74,2016,11
2836,OWNER SUR,EUTH REQ,36,2016,11
2837,OWNER SUR,FIELD,10,2016,11
2838,OWNER SUR,OTC,71,2016,11
2839,OWNER SUR,RETURN 30,14,2016,11
2840,RETURN,ADOPTION,14,2016,11
2841,STRAY,FIELD,154,2016,11
2842,STRAY,OTC,239,2016,11
2843,CONFISCATE,BITE,11,2016,12
2844,CONFISCATE,EVICTION,2,2016,12
2845,CONFISCATE,NEGLECT,1,2016,12
2846,CONFISCATE,POLICE,1,2016,12
2847,DISPOSAL,FIELD,1,2016,12
2848,DISPOSAL,OWNER,8,2016,12
2849,DISPOSAL,STRAY,3,2016,12
2850,FOSTER,RETURN,48,2016,12
2851,OWNER SUR,,1,2016,12
2852,OWNER SUR,EUTH REQ,24,2016,12
2853,OWNER SUR,FIELD,9,2016,12
2854,OWNER SUR,OTC,47,2016,12
2855,OWNER SUR,RETURN 30,9,2016,12
2856,RETURN,ADOPTION,11,2016,12
2857,STRAY,,3,2016,12
2858,STRAY,FIELD,84,2016,12
2859,STRAY,OTC,111,2016,12
