OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIP,OWNER,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWID,SURFACED_1,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SGNDBKROUT,NGHBRHDGRN,NATIONHWYS,STREETTYPE,MJTRK_STR_,PVMTCONDIN,PVMTCOND_1,TRANCLASS,TRANDESCRI,FREIGHTCLASS,SHAPE_Length
66,19216,68,15130,0025,151300025,NW MARKET ST BETWEEN NW 50TH ST AND 3RD AVE NW,NW MARKET ST,NW MARKET ST,NW 50TH ST,3RD AVE NW,1, , ,200,30,N,N, , ,741.0,0,,NW 50TH ST AND NW MARKET ST,N,25345,3RD AVE NW AND NW MARKET ST,S,25334,1264207.24522735,246660.88363263, , , ,Regional, ,0,0,2, ,1,741.142215064051
67,16102,68,12685,0020,126850020,N MARKET ST BETWEEN N 46TH E ST AND GREENWOOD AVE N,N MARKET ST,N MARKET ST,N 46TH E ST,GREENWOOD AVE N,1, , ,200,30,SE,N, , ,204.0,0,,N 46TH ST AND N MARKET E ST,SE,336874,GREENWOOD AVE N AND N 46TH S ST,NW,25685,1265269.95262043,245277.13956721, , , ,Regional, ,0,0,2, ,1,204.087081549213
68,19218,68,15130,0040,151300040,NW MARKET ST BETWEEN NW 55TH ST AND 5TH AVE NW,NW MARKET ST,NW MARKET ST,NW 55TH ST,5TH AVE NW,1, , ,400,30,W,N, , ,181.0,0,,NW 55TH ST AND NW MARKET ST,W,25310,5TH AVE NW AND NW MARKET ST,E,25311,1263652.00772278,247646.45265764, , , ,Regional, ,0,0,2, ,1,181.130308723876
69,16101,68,12685,0010,126850010,N MARKET ST BETWEEN 1ST AVE NW AND PALATINE AVE N,N MARKET ST,N MARKET ST,1ST AVE NW,PALATINE AVE N,1, , ,100,30,SE,N, , ,363.0,0,,1ST AVE NW AND NW MARKET ST,SE,25357,PALATINE AVE N AND N MARKET ST,NW,25370,1264958.83857211,245516.67799947, , , ,Regional, ,0,0,2, ,1,363.015927269641
70,19231,68,15130,0190,151300190,NW MARKET ST BETWEEN TALLMAN AVE NW AND 20TH AVE NW,NW MARKET ST,NW MARKET ST,TALLMAN AVE NW,20TH AVE NW,2, , ,1900,30,W,N, , ,137.0,0,,TALLMAN AVE NW AND NW MARKET ST,W,25147,20TH AVE NW AND NW MARKET ST,E,25152,1258902.59318991,247750.73592176, , , ,Mixed, ,0,0,2, ,1,136.955934688605
71,15558,68,12140,0040,121400040,N 46TH ST BETWEEN PHINNEY AVE N AND DAYTON AVE N,N 46TH ST,N 46TH ST,PHINNEY AVE N,DAYTON AVE N,1, , ,400,30,E,N, , ,308.0,0,,PHINNEY AVE N AND N 46TH ST,E,25686,DAYTON AVE N AND N 46TH ST,W,25687,1265875.10494106,245227.18878317, , , ,Regional, ,0,0,2, ,1,307.531438494698
72,19229,68,15130,0170,151300170,NW MARKET ST BETWEEN 17TH AVE NW AND BARNES AVE NW,NW MARKET ST,NW MARKET ST,17TH AVE NW,BARNES AVE NW,2, , ,1700,30,W,N, , ,363.0,0,,17TH AVE NW AND NW MARKET ST,W,25150,BARNES AVE NW AND NW MARKET ST,E,25151,1259452.77623048,247738.46110573, , , ,Commercial, ,0,0,2, ,1,361.833830692092
73,19234,68,15130,0220,151300220,NW MARKET ST BETWEEN LEARY AVE NW AND BALLARD AVE NW,NW MARKET ST,NW MARKET ST,LEARY AVE NW,BALLARD AVE NW,2, , ,2200,30,W,N, , ,400.0,0,,LEARY AVE NW AND NW MARKET ST,W,25145,BALLARD AVE NW AND NW MARKET ST,E,25144,1257990.00669298,247770.48964977, , , ,Main, ,0,0,2, ,1,399.751661346399
74,19221,68,15130,0060,151300060,NW MARKET ST BETWEEN 6TH W AVE NW AND 7TH AVE NW,NW MARKET ST,NW MARKET ST,6TH W AVE NW,7TH AVE NW,1, , ,600,30,W,N, , ,266.0,0,,6TH AVE NW AND NW MARKET W ST,W,25314,7TH AVE NW AND NW MARKET ST,E,25315,1263162.55210628,247656.78929766, , , ,Regional, ,0,0,2, ,1,266.001065571351
75,19230,68,15130,0180,151300180,NW MARKET ST BETWEEN BARNES AVE NW AND TALLMAN AVE NW,NW MARKET ST,NW MARKET ST,BARNES AVE NW,TALLMAN AVE NW,2, , ,1800,30,W,N, , ,300.0,0,,BARNES AVE NW AND NW MARKET ST,W,25151,TALLMAN AVE NW AND NW MARKET ST,E,25147,1259121.47933413,247745.85873775, , , ,Mixed, ,0,0,2, ,1,300.925152350008
76,19232,68,15130,0200,151300200,NW MARKET ST BETWEEN 20TH AVE NW AND RUSSELL AVE NW,NW MARKET ST,NW MARKET ST,20TH AVE NW,RUSSELL AVE NW,2, , ,2000,30,W,N, , ,242.0,0,,20TH AVE NW AND NW MARKET ST,W,25152,RUSSELL AVE NW AND NW MARKET ST,E,25146,1258713.21846972,247754.85867375, , , ,Main, ,0,0,2, ,1,241.883392480513
77,15557,68,12140,0030,121400030,N 46TH ST BETWEEN GREENWOOD S AVE N AND PHINNEY AVE N,N 46TH ST,N 46TH ST,GREENWOOD S AVE N,PHINNEY AVE N,1, , ,300,30,E,N, , ,357.0,0,,GREENWOOD AVE N AND N 46TH S ST,E,25685,PHINNEY AVE N AND N 46TH ST,W,25686,1265542.68932471,245234.51652718, , , ,Regional, ,0,0,2, ,1,357.461445563233
78,19226,68,15130,0140,151300140,NW MARKET ST BETWEEN 14TH AVE NW AND 15TH AVE NW,NW MARKET ST,NW MARKET ST,14TH AVE NW,15TH AVE NW,1, , ,1400,30,W,N, , ,647.0,0,,14TH AVE NW AND NW MARKET ST,W,25423,15TH AVE NW AND NW MARKET ST,E,25416,1260614.73578367,247712.96721771, , , ,Regional, ,0,0,2, ,1,647.013700318604
79,19213,68,15130,0010,151300010,NW MARKET ST BETWEEN 1ST AVE NW AND NW 48TH ST,NW MARKET ST,NW MARKET ST,1ST AVE NW,NW 48TH ST,1, , ,100,30,NW,N, , ,164.0,0,,1ST AVE NW AND NW MARKET ST,NW,25357,NW 48TH ST AND NW MARKET ST,SE,25359,1264783.75479594,245713.75793567, , , ,Regional, ,0,0,2, ,1,164.325450274993
80,15649,68,12195,0160,121950160,N 50TH ST BETWEEN WOODLAWN E AVE N AND DENSMORE AVE N,N 50TH ST,N 50TH ST,WOODLAWN E AVE N,DENSMORE AVE N,1, , ,1600,30,E,N, , ,206.0,0,,WOODLAWN AVE N AND N 50TH E ST,E,25529,DENSMORE AVE N AND N 50TH ST,W,25528,1269657.90020892,246209.27198418, , , ,Regional, ,0,0,3, ,1,205.811356674774
81,16929,68,13320,0090,133200090,NE 50TH ST BETWEEN 9TH AVE NE AND ROOSEVELT WAY NE,NE 50TH ST,NE 50TH ST,9TH AVE NE,ROOSEVELT WAY NE,1, , ,900,30,E,N, , ,255.0,0,,9TH AVE NE AND NE 50TH ST,E,25788,ROOSEVELT WAY NE AND NE 50TH ST,W,25789,1274625.27858201,246078.29720004, , , ,Mixed, ,0,0,3, ,1,254.832650091058
82,15656,68,12195,0250,121950250,N 50TH ST BETWEEN EASTERN AVE N AND 1ST AVE NE,N 50TH ST,N 50TH ST,EASTERN AVE N,1ST AVE NE,1, , ,2500,30,E,N, , ,196.0,0,,EASTERN AVE N AND N 50TH ST,E,25872,1ST AVE NE AND NE 50TH ST,W,25871,1271978.80517131,246153.21003212, , , ,Regional, ,0,0,3, ,1,195.733311824344
83,16921,68,13320,0016,133200016,NE 50TH ST BETWEEN 2ND AVE NE AND THACKERAY PL NE,NE 50TH ST,NE 50TH ST,2ND AVE NE,THACKERAY PL NE,1, , ,200,30,E,N, , ,264.0,0,,2ND AVE NE AND NE 50TH ST,E,25870,THACKERAY PL NE AND NE 50TH ST,W,25869,1272472.32017981,246139.3851361, , , ,Regional, ,0,0,3, ,1,263.953961675227
84,15655,68,12195,0230,121950230,N 50TH ST BETWEEN SUNNYSIDE AVE N AND EASTERN AVE N,N 50TH ST,N 50TH ST,SUNNYSIDE AVE N,EASTERN AVE N,1, , ,2300,30,E,N, , ,375.0,0,,SUNNYSIDE AVE N AND N 50TH ST,E,25873,EASTERN AVE N AND N 50TH ST,W,25872,1271693.68171501,246161.44158413, , , ,Regional, ,0,0,3, ,1,374.751513941508
85,10688,68,07095,0470,070950470,GREEN LAKE WAY N BETWEEN WOODLAND PARK AVE N AND MIDVALE AVE N,GREEN LAKE WAY N,GREEN LAKE WAY N,WOODLAND PARK AVE N,MIDVALE AVE N,1, , ,4700,30,NE,N, , ,253.0,0,,GREEN LAKE WAY N AND WOODLAND PARK AVE N,NE,25675,GREEN LAKE WAY N AND MIDVALE AVE N,SW,25565,1268145.35147138,245531.78315148, , , ,Regional, ,0,0,3, ,1,253.059306653137
86,15652,68,12195,0190,121950190,N 50TH ST BETWEEN BURKE AVE N AND MERIDIAN AVE N,N 50TH ST,N 50TH ST,BURKE AVE N,MERIDIAN AVE N,1, , ,1900,30,E,N, , ,353.0,0,,BURKE AVE N AND N 50TH ST,E,25526,MERIDIAN AVE N AND N 50TH ST,W,25525,1270557.45540985,246191.83710416, , , ,Regional, ,0,0,3, ,1,353.102441203026
87,15654,68,12195,0216,121950216,N 50TH ST BETWEEN KEYSTONE WR PL N AND SUNNYSIDE AVE N,N 50TH ST,N 50TH ST,KEYSTONE WR PL N,SUNNYSIDE AVE N,1, , ,2100,30,E,N, , ,106.0,0,,KEYSTONE WR PL N AND N 50TH ST,E,25886,SUNNYSIDE AVE N AND N 50TH ST,W,25873,1271453.52696277,246168.21342413, , , ,Regional, ,0,0,3, ,1,105.749144804487
88,16930,68,13320,0100,133200100,NE 50TH ST BETWEEN ROOSEVELT WAY NE AND 11TH AVE NE,NE 50TH ST,NE 50TH ST,ROOSEVELT WAY NE,11TH AVE NE,1, , ,1000,30,E,N, , ,264.0,0,,ROOSEVELT WAY NE AND NE 50TH ST,E,25789,11TH AVE NE AND NE 50TH ST,W,25790,1274884.32146227,246070.30238403, , , ,Mixed, ,0,0,3, ,1,263.500927884228
89,10687,68,07095,0460,070950460,GREEN LAKE WAY N BETWEEN N 46TH ST AND WOODLAND PARK AVE N,GREEN LAKE WAY N,GREEN LAKE WAY N,N 46TH ST,WOODLAND PARK AVE N,1, , ,4600,30,NE,N, , ,465.0,0,,GREEN LAKE WAY N AND N 46TH ST,NE,25692,GREEN LAKE WAY N AND WOODLAND PARK AVE N,SW,25675,1267853.52241509,245323.58110327, , , ,Regional, ,0,0,3, ,1,464.525066007966
90,15648,68,12195,0150,121950150,N 50TH ST BETWEEN WOODLAWN W AVE N AND WOODLAWN E AVE N,N 50TH ST,N 50TH ST,WOODLAWN W AVE N,WOODLAWN E AVE N,1, , ,1600,30,E,N, , ,154.0,0,,WOODLAWN AVE N AND N 50TH W ST,E,25530,WOODLAWN AVE N AND N 50TH E ST,W,25529,1269478.27281675,246212.64523217, , , ,Regional, ,0,0,3, ,1,153.50706089316
91,10789,68,07105,1340,071051340,GREENWOOD AVE N BETWEEN N 134TH ST AND N 136TH ST,GREENWOOD AVE N,GREENWOOD AVE N,N 134TH ST,N 136TH ST,1, , ,13400,35,N,N, , ,664.0,0,,GREENWOOD AVE N AND N 134TH ST,N,35816,GREENWOOD AVE N AND N 136TH ST,S,35802,1265803.49943697,269008.05024752, , , ,Regional, ,0,0,2, ,2,663.876024909222
92,10751,68,07105,0840,071050840,GREENWOOD AVE N BETWEEN N 84TH ST AND N 85TH ST,GREENWOOD AVE N,GREENWOOD AVE N,N 84TH ST,N 85TH ST,2, , ,8400,30,N,N, , ,276.0,0,,GREENWOOD AVE N AND N 84TH ST,N,24267,GREENWOOD AVE N AND N 85TH ST,S,37459,1265598.42500477,255476.04037766, , , ,Main, ,0,0,3, ,2,276.441604508946
93,10790,68,07105,1360,071051360,GREENWOOD AVE N BETWEEN N 136TH ST AND N 137TH ST,GREENWOOD AVE N,GREENWOOD AVE N,N 136TH ST,N 137TH ST,1, , ,13600,35,N,N, , ,187.0,0,,GREENWOOD AVE N AND N 136TH ST,N,35802,GREENWOOD AVE N AND N 137TH ST,S,35799,1265811.378861,269433.51187995, , , ,Regional, ,0,0,2, ,2,187.193485360171
94,10741,68,07105,0740,071050740,GREENWOOD AVE N BETWEEN N 74TH ST AND N 75TH ST,GREENWOOD AVE N,GREENWOOD AVE N,N 74TH ST,N 75TH ST,2, , ,7400,30,N,N, , ,268.0,0,,GREENWOOD AVE N AND N 74TH ST,N,24319,GREENWOOD AVE N AND N 75TH ST,S,24306,1265546.50391671,252815.59211893, , , ,Main, ,0,0,3, ,2,268.077130581232
95,10787,68,07105,1320,071051320,GREENWOOD AVE N BETWEEN N 132ND ST AND N 133RD ST,GREENWOOD AVE N,GREENWOOD AVE N,N 132ND ST,N 133RD ST,1, , ,13200,35,N,N, , ,165.0,0,,GREENWOOD AVE N AND N 132ND ST,N,35817,GREENWOOD AVE N AND N 133RD ST,S,35818,1265789.90602897,268263.55578275, , , ,Regional, ,0,0,2, ,2,165.170903969478
96,10740,68,07105,0730,071050730,GREENWOOD AVE N BETWEEN N 73RD ST AND N 74TH ST,GREENWOOD AVE N,GREENWOOD AVE N,N 73RD ST,N 74TH ST,2, , ,7300,30,N,N, , ,273.0,0,,GREENWOOD AVE N AND N 73RD ST,N,24318,GREENWOOD AVE N AND N 74TH ST,S,24319,1265540.3738047,252545.08831066, , , ,Main, ,0,0,3, ,2,273.069225037425
97,10742,68,07105,0750,071050750,GREENWOOD AVE N BETWEEN N 75TH ST AND N 76TH ST,GREENWOOD AVE N,GREENWOOD AVE N,N 75TH ST,N 76TH ST,2, , ,7500,30,N,N, , ,266.0,0,,GREENWOOD AVE N AND N 75TH ST,N,24306,GREENWOOD AVE N AND N 76TH ST,S,24305,1265552.11460473,253082.62827921, , , ,Mixed, ,0,0,3, ,2,266.113898502229
98,10735,68,07105,0680,071050680,GREENWOOD AVE N BETWEEN N 68TH ST AND N 70TH ST,GREENWOOD AVE N,GREENWOOD AVE N,N 68TH ST,N 70TH ST,2, , ,6800,30,N,N, , ,318.0,0,,GREENWOOD AVE N AND N 68TH ST,N,24349,GREENWOOD AVE N AND N 70TH ST,S,24336,1265514.30430068,251447.77771753, , , ,Mixed, ,0,0,3, ,2,318.156978166774
99,10757,68,07105,0950,071050950,GREENWOOD AVE N BETWEEN N 95TH ST AND N 97TH ST,GREENWOOD AVE N,GREENWOOD AVE N,N 95TH ST,N 97TH ST,2, , ,9500,35,N,N, , ,661.0,0,,GREENWOOD AVE N AND N 95TH ST,N,37418,GREENWOOD AVE N AND N 97TH ST,S,37408,1265639.07153282,258586.58092485, , , ,Commercial, ,0,0,2, ,2,660.697805611155
100,10760,68,07105,1000,071051000,GREENWOOD AVE N BETWEEN N 100TH ST AND N 101ST ST,GREENWOOD AVE N,GREENWOOD AVE N,N 100TH ST,N 101ST ST,2, , ,10000,35,N,N, , ,264.0,0,,GREENWOOD AVE N AND N 100TH ST,N,37396,GREENWOOD AVE N AND N 101ST ST,S,37397,1265653.36196482,259709.67251, , , ,Commercial, ,0,0,2, ,2,264.275814488408
101,10763,68,07105,1030,071051030,GREENWOOD AVE N BETWEEN N 103RD ST AND N 104TH ST,GREENWOOD AVE N,GREENWOOD AVE N,N 103RD ST,N 104TH ST,2, , ,10300,35,N,N, , ,264.0,0,,GREENWOOD AVE N AND N 103RD ST,N,37386,GREENWOOD AVE N AND N 104TH ST,S,37385,1265663.45002884,260502.43897481, , , ,Commercial, ,0,0,2, ,2,264.276399638994
102,10788,68,07105,1330,071051330,GREENWOOD AVE N BETWEEN N 133RD ST AND N 134TH ST,GREENWOOD AVE N,GREENWOOD AVE N,N 133RD ST,N 134TH ST,1, , ,13300,35,N,N, , ,330.0,0,,GREENWOOD AVE N AND N 133RD ST,N,35818,GREENWOOD AVE N AND N 134TH ST,S,35816,1265794.42692497,268511.14759101, , , ,Regional, ,0,0,2, ,2,330.095034577538
103,10794,68,07105,1430,071051430,GREENWOOD AVE N BETWEEN N 143RD ST AND N 144TH ST,GREENWOOD AVE N,GREENWOOD AVE N,N 143RD ST,N 144TH ST,1, , ,14300,35,N,N, , ,325.0,0,,GREENWOOD AVE N AND N 143RD ST,N,35780,GREENWOOD AVE N AND N 144TH ST,S,35779,1265839.73610902,270992.84346555, , , ,Mixed, ,0,0,2, ,2,325.162776739499
104,10734,68,07105,0671,071050671,GREENWOOD AVE N BETWEEN PHINNEY AVE N AND N 68TH ST,GREENWOOD AVE N,GREENWOOD AVE N,PHINNEY AVE N,N 68TH ST,2, , ,6700,30,N,N, , ,314.0,0,,GREENWOOD AVE N AND PHINNEY AVE N,N,275586,GREENWOOD AVE N AND N 68TH ST,S,24349,1265508.43735668,251135.76318921, , , ,Mixed, ,0,0,3, ,2,313.647487173014
105,10750,68,07105,0830,071050830,GREENWOOD AVE N BETWEEN N 83RD ST AND N 84TH ST,GREENWOOD AVE N,GREENWOOD AVE N,N 83RD ST,N 84TH ST,2, , ,8300,30,N,N, , ,264.0,0,,GREENWOOD AVE N AND N 83RD ST,N,24268,GREENWOOD AVE N AND N 84TH ST,S,24267,1265593.19684477,255205.85413739, , , ,Main, ,0,0,3, ,2,264.032159364755
106,10749,68,07105,0820,071050820,GREENWOOD AVE N BETWEEN N 82ND ST AND N 83RD ST,GREENWOOD AVE N,GREENWOOD AVE N,N 82ND ST,N 83RD ST,2, , ,8200,30,N,N, , ,264.0,0,,GREENWOOD AVE N AND N 82ND ST,N,24269,GREENWOOD AVE N AND N 83RD ST,S,24268,1265588.08926076,254941.87167312, , , ,Mixed, ,0,0,3, ,2,264.031477943244
107,10743,68,07105,0760,071050760,GREENWOOD AVE N BETWEEN N 76TH ST AND N 77TH ST,GREENWOOD AVE N,GREENWOOD AVE N,N 76TH ST,N 77TH ST,2, , ,7600,30,N,N, , ,266.0,0,,GREENWOOD AVE N AND N 76TH ST,N,24305,GREENWOOD AVE N AND N 77TH ST,S,24304,1265557.26250874,253348.69202349, , , ,Mixed, ,0,0,3, ,2,266.113242467284
108,10758,68,07105,0970,071050970,GREENWOOD AVE N BETWEEN N 97TH ST AND N GREENWOOD CIR,GREENWOOD AVE N,GREENWOOD AVE N,N 97TH ST,N GREENWOOD CIR,2, , ,9700,35,N,N, , ,99.0,0,,GREENWOOD AVE N AND N 97TH ST,N,37408,GREENWOOD AVE N AND N GREENWOOD CIR,S,37421,1265643.90071681,258966.40377323, , , ,Commercial, ,0,0,2, ,2,99.0090551011804
109,10738,68,07105,0715,071050715,GREENWOOD AVE N BETWEEN N 72ND S ST AND N 72ND N ST,GREENWOOD AVE N,GREENWOOD AVE N,N 72ND S ST,N 72ND N ST,2, , ,7200,30,N,N, , ,114.0,0,,GREENWOOD AVE N AND N 72ND S ST,N,24334,GREENWOOD AVE N AND N 72ND N ST,S,24320,1265529.7765567,252077.44952618, , , ,Mixed, ,0,0,3, ,2,114.268939556878
110,10752,68,07105,0850,071050850,GREENWOOD AVE N BETWEEN N 85TH ST AND N 87TH ST,GREENWOOD AVE N,GREENWOOD AVE N,N 85TH ST,N 87TH ST,2, , ,8500,30,N,N, , ,665.0,0,,GREENWOOD AVE N AND N 85TH ST,N,37459,GREENWOOD AVE N AND N 87TH ST,S,37448,1265605.34858878,255946.75756215, , , ,Main, ,0,0,2, ,2,665.09891470091
111,10744,68,07105,0770,071050770,GREENWOOD AVE N BETWEEN N 77TH ST AND N 78TH ST,GREENWOOD AVE N,GREENWOOD AVE N,N 77TH ST,N 78TH ST,2, , ,7700,30,N,N, , ,269.0,0,,GREENWOOD AVE N AND N 77TH ST,N,24304,GREENWOOD AVE N AND N 78TH ST,S,24292,1265562.43978873,253616.25605576, , , ,Mixed, ,0,0,3, ,2,269.114782499606
112,10756,68,07105,0920,071050920,GREENWOOD AVE N BETWEEN N 92ND ST AND N 95TH ST,GREENWOOD AVE N,GREENWOOD AVE N,N 92ND ST,N 95TH ST,2, , ,9200,30,N,N, , ,661.0,0,,GREENWOOD AVE N AND N 92ND ST,N,37428,GREENWOOD AVE N AND N 95TH ST,S,37418,1265630.6469568,257926.00351617, , , ,Commercial, ,0,0,2, ,2,660.564468923347
113,10184,68,06510,0320,065100320,EASTLAKE AVE E BETWEEN HARVARD AVE E AND FUHRMAN AVE E,EASTLAKE AVE E,EASTLAKE AVE E,HARVARD AVE E,FUHRMAN AVE E,1, , ,3200,30,NE,N, , ,436.0,0,,EASTLAKE AVE E AND HARVARD AVE E,NE,27157,EASTLAKE AVE E AND FUHRMAN AVE E,SW,27153,1273599.97470896,241029.83133887, , , ,Main, ,0,0,2, ,2,435.906258898525
114,10182,68,06510,0290,065100290,EASTLAKE AVE E BETWEEN E SHELBY ST AND E ALLISON ST,EASTLAKE AVE E,EASTLAKE AVE E,E SHELBY ST,E ALLISON ST,1, , ,2900,30,NE,N, , ,576.0,0,,EASTLAKE AVE E AND E SHELBY ST,NE,27173,EASTLAKE AVE E AND E ALLISON ST,SW,27278,1273014.14443636,239959.63114578, , , ,Mixed, ,0,0,2, ,2,575.700479250632
115,10171,68,06510,0150,065100150,EASTLAKE AVE E BETWEEN FAIRVIEW AVE N AND E GARFIELD ST,EASTLAKE AVE E,EASTLAKE AVE E,FAIRVIEW AVE N,E GARFIELD ST,1, , ,1500,30,N,N, , ,597.0,0,,EASTLAKE AVE E AND FAIRVIEW AVE N,N,29081,EASTLAKE AVE E AND E GARFIELD ST,S,28332,1272451.46488379,234488.28675617, , , ,Industrial, ,0,0,2, ,2,597.176601873316
116,10181,68,06510,0280,065100280,EASTLAKE AVE E BETWEEN E HAMLIN ST AND E SHELBY ST,EASTLAKE AVE E,EASTLAKE AVE E,E HAMLIN ST,E SHELBY ST,1, , ,2800,30,NE,N, , ,725.0,0,,EASTLAKE AVE E AND E HAMLIN ST,NE,28287,EASTLAKE AVE E AND E SHELBY ST,SW,27173,1272702.00229204,239389.24669719, , , ,Mixed, ,0,0,2, ,2,724.716519280355
117,10174,68,06510,0190,065100190,EASTLAKE AVE E BETWEEN E HOWE ST AND E NEWTON ST,EASTLAKE AVE E,EASTLAKE AVE E,E HOWE ST,E NEWTON ST,1, , ,1900,30,N,N, , ,335.0,0,,EASTLAKE AVE E AND E HOWE ST,N,28327,EASTLAKE AVE E AND E NEWTON ST,S,28320,1272495.95153983,235677.61846939, , , ,Regional, ,0,0,2, ,2,334.884491208647
118,10175,68,06510,0200,065100200,EASTLAKE AVE E BETWEEN E NEWTON ST AND E BOSTON ST,EASTLAKE AVE E,EASTLAKE AVE E,E NEWTON ST,E BOSTON ST,1, , ,2000,30,N,N, , ,540.0,0,,EASTLAKE AVE E AND E NEWTON ST,N,28320,EASTLAKE AVE E AND E BOSTON ST,S,28314,1272466.1610758,236111.23254983, , , ,Regional, ,0,0,2, ,2,540.059678045321
119,10173,68,06510,0180,065100180,EASTLAKE AVE E BETWEEN E BLAINE ST AND E HOWE ST,EASTLAKE AVE E,EASTLAKE AVE E,E BLAINE ST,E HOWE ST,1, , ,1800,30,N,N, , ,379.0,0,,EASTLAKE AVE E AND E BLAINE ST,N,28329,EASTLAKE AVE E AND E HOWE ST,S,28327,1272573.38219592,235329.41366904, , , ,Regional, ,0,0,2, ,2,378.545242998111
120,10185,68,06515,0400,065150400,EASTLAKE AVE NE BETWEEN UNIVERSITY BR AND ROOSEVELT WAY NE,EASTLAKE AVE NE,EASTLAKE AVE NE,UNIVERSITY BR,ROOSEVELT WAY NE,1, , ,4000,30,NE,N, , ,225.0,0,,EASTLAKE AVE NE AND UNIVERSITY BR,NE,27112,EASTLAKE AVE NE AND ROOSEVELT WAY NE,SW,27111,1274527.83627792,242724.9907006, , , ,Regional, ,0,0,2, ,2,225.306037242767
121,13191,68,10110,0360,101100360,UNIVERSITY BR BETWEEN POINT B AND EASTLAKE AVE NE,UNIVERSITY BR,UNIVERSITY BR,POINT B,EASTLAKE AVE NE,1, , ,0,30,NE,N, , ,1032.0,0,,UNIVERSITY BR AND POINT B,NE,27148,EASTLAKE AVE NE AND UNIVERSITY BR,SW,27112,1274226.0140056,242173.68836404, , , ,Regional, ,0,0,2, ,2,1031.72623104248
122,15650,68,12195,0170,121950170,N 50TH ST BETWEEN DENSMORE AVE N AND WALLINGFORD AVE N,N 50TH ST,N 50TH ST,DENSMORE AVE N,WALLINGFORD AVE N,1, , ,1700,30,E,N, , ,310.0,0,,DENSMORE AVE N AND N 50TH ST,E,25528,WALLINGFORD AVE N AND N 50TH ST,W,25527,1269915.86347319,246204.17848016, , , ,Regional, ,0,0,3, ,1,310.215666329565
123,10689,68,07095,0475,070950475,GREEN LAKE WAY N BETWEEN MIDVALE AVE N AND N 48TH ST,GREEN LAKE WAY N,GREEN LAKE WAY N,MIDVALE AVE N,N 48TH ST,1, , ,4700,30,NE,N, , ,170.0,0,,GREEN LAKE WAY N AND MIDVALE AVE N,NE,25565,GREEN LAKE WAY N AND N 48TH ST,SW,25538,1268318.26129556,245653.57886361, , , ,Regional, ,0,0,3, ,1,170.267617958947
124,16924,68,13320,0030,133200030,NE 50TH ST BETWEEN LATONA E AVE NE AND 4TH AVE NE,NE 50TH ST,NE 50TH ST,LATONA E AVE NE,4TH AVE NE,1, , ,300,30,E,N, , ,264.0,0,,LATONA AVE NE AND NE 50TH E ST,E,25867,4TH AVE NE AND NE 50TH ST,W,25866,1273000.12485234,246124.46891208, , , ,Regional, ,0,0,3, ,1,263.925796214802
125,16927,68,13320,0070,133200070,NE 50TH ST BETWEEN 7TH AVE NE AND 8TH AVE NE,NE 50TH ST,NE 50TH ST,7TH AVE NE,8TH AVE NE,1, , ,700,30,E,N, , ,286.0,0,,7TH AVE NE AND NE 50TH ST,E,25786,8TH AVE NE AND NE 50TH ST,W,25787,1274083.00037345,246093.64401606, , , ,Regional, ,0,0,3, ,1,286.099642788056
126,15653,68,12195,0210,121950210,N 50TH ST BETWEEN MERIDIAN AVE N AND KEYSTONE WR PL N,N 50TH ST,N 50TH ST,MERIDIAN AVE N,KEYSTONE WR PL N,1, , ,2100,30,E,N, , ,667.0,0,,MERIDIAN AVE N AND N 50TH ST,E,25525,KEYSTONE WR PL N AND N 50TH ST,W,25886,1271067.32395437,246179.07844815, , , ,Regional, ,0,0,3, ,1,666.962416777379
127,15647,68,12195,0140,121950140,N 50TH ST BETWEEN GREEN LAKE WAY N AND WOODLAWN W AVE N,N 50TH ST,N 50TH ST,GREEN LAKE WAY N,WOODLAWN W AVE N,1, , ,1400,30,E,N, , ,266.0,0,,GREEN LAKE WAY N AND N 50TH ST,E,25531,WOODLAWN AVE N AND N 50TH W ST,W,25530,1269268.46020854,246216.62084818, , , ,Regional, ,0,0,3, ,1,266.193665724268
128,10692,68,07095,0490,070950490,GREEN LAKE WAY N BETWEEN N 49TH ST AND N 50TH ST,GREEN LAKE WAY N,GREEN LAKE WAY N,N 49TH ST,N 50TH ST,1, , ,4900,30,NE,N, , ,469.0,0,,GREEN LAKE WAY N AND N 49TH ST,NE,25542,GREEN LAKE WAY N AND N 50TH ST,SW,25531,1268941.26200019,246087.43889605, , , ,Mixed, ,0,0,3, ,1,469.241540219538
129,16925,68,13320,0040,133200040,NE 50TH ST BETWEEN 4TH AVE NE AND 5TH AVE NE,NE 50TH ST,NE 50TH ST,4TH AVE NE,5TH AVE NE,1, , ,400,30,E,N, , ,276.0,0,,4TH AVE NE AND NE 50TH ST,E,25866,5TH AVE NE AND NE 50TH ST,W,25785,1273270.05547662,246117.58046408, , , ,Regional, ,0,0,3, ,1,276.113440699081
