OBJECTID,UNIT_ID,UNIT_NAME,Polygon_ID,Polygon_ID_Alt_C,Mtrx_Conservation_Score,Mtrx_Consump_Use_Score,Mtrx_Signal,RAC_Hydro_Final_Rating,RAC_Veg_Category,RAC_Calc_Adjac,RAC_Model_Recommend,RAC_Edge_Desig,No_Action_Recommend,Alternative_B_Recommend,Mtrx_Recommnd,Poly_DESG,Polygon_ID_Alt_A,Polygon_ID_Alt_B,Polygon_ID_Alt_D,Contig_WSA,VRM_CLASS,OWNER_TYPE,FEDERAL_STATUS,JURIS_NAME,JURIS_SOURCE,SMA_ID,HOLD_ID,BLM_ORG_CD,DIST_NAME,RA_NAME,AUTH_NAME,ISLAND_NAME,Property_Status_1,GIS_Acres_VRM_Class,AltA_VRM,AltB_VRM,AltC_VRM,AltD_VRM,P_ALT_VRM,SHAPE_Length,SHAPE_Area
111,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,644.377885258901,I,I,I,I,I,6458.91646287808,2607704.78341251
112,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,690.770699248283,I,I,I,I,I,6674.82680522206,2795449.84065865
113,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,688.410027249211,I,I,I,I,I,6681.13122796008,2785896.54001803
114,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,272.091569475839,I,I,I,I,I,6420.31225671118,1101115.51541419
115,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,434.167733587286,I,I,I,I,I,5398.668175929,1757014.48106656
116,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,641.032877456379,I,I,I,I,I,6442.62847397005,2594168.0171039
117,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,640.621397469377,I,I,I,I,I,6439.81647678007,2592502.81667581
118,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,638.39225441416,I,I,I,I,I,6429.33330938618,2583481.79478636
119,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,676.306326835331,I,I,I,I,I,6624.08959327003,2736914.60226331
120,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,604.262484122602,I,I,I,I,I,7269.21868601491,2445363.51468693
121,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,240.945882614979,I,I,I,I,I,4843.17778690921,975073.392511263
122,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0104268886962754,I,I,I,I,I,1212.2076813934,42.196121486172
123,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,645.015744284644,I,I,I,I,I,6462.65345432947,2610286.10730743
124,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,645.136323079545,I,I,I,I,I,6463.22358106734,2610774.07237798
125,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,641.828654102105,I,I,I,I,I,6446.89227126167,2597388.41093345
126,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,420.145744776984,I,I,I,I,I,6601.90926147842,1700269.50559477
127,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,358.494950309273,I,I,I,I,I,5110.70112835411,1450777.59205705
128,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,635.763349193336,I,I,I,I,I,6416.43089614385,2572842.99280958
129,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,607.075916649221,I,I,I,I,I,7284.80303336508,2456749.07217627
130,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,636.280154488588,I,I,I,I,I,6418.77203722418,2574934.42963781
131,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,1.08107371429994,I,I,I,I,I,320.215485360517,4374.95010380255
132,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,643.133402752214,I,I,I,I,I,6453.17926055801,2602668.54138776
133,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,363.586345436916,I,I,I,I,I,5495.95384339832,1471381.73712833
134,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,244.861423055115,I,I,I,I,I,8164.95737032398,990919.022488597
135,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,640.630436040638,I,I,I,I,I,6440.58163632737,2592539.39447597
136,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,640.445366868071,I,I,I,I,I,6439.75441372636,2591790.44610638
137,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,582.851094681481,I,I,I,I,I,6078.42524763854,2358714.69581462
138,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,639.089329737066,I,I,I,I,I,6432.92693516669,2586302.75853376
139,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,621.951561577507,I,I,I,I,I,6350.07021716071,2516948.67139164
140,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD,,,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0001279828048463,I,I,I,I,I,785.940513668329,0.517928035749094
141,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,47.2886095988899,I,I,I,I,I,3214.31570176003,191370.213461634
142,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,631.414504304173,I,I,I,I,I,6394.41549360308,2555243.84193985
143,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,616.938197272246,I,I,I,I,I,6667.04075829854,2496660.30585507
144,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,641.345692549836,I,I,I,I,I,6446.64423996901,2595433.93487388
145,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,651.672151291247,I,I,I,I,I,6495.88567357372,2637223.63075221
146,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,625.761557737746,I,I,I,I,I,6365.82894056652,2532367.17882202
147,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,177.290944598158,I,I,I,I,I,6663.93713854,717470.997780418
148,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,134.192550735015,I,I,I,I,I,4873.27817324524,543057.985780232
149,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,8.32097440976849,I,I,I,I,I,888.093499045306,33673.7887307977
150,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,636.805577749328,I,I,I,I,I,6421.31222645359,2577060.74213501
151,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,632.224104557368,I,I,I,I,I,6396.26002243928,2558520.17792407
152,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,611.15928505658,I,I,I,I,I,6287.96233568148,2473273.87784061
153,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,634.436913483262,I,I,I,I,I,6409.55239035258,2567475.09793737
154,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,628.088406108559,I,I,I,I,I,6377.48307587184,2541783.6000954
155,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,312.927938117712,I,I,I,I,I,5812.75408399383,1266374.43612005
156,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,413.332022867692,I,I,I,I,I,5534.69717540985,1672695.3513257
157,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,638.862558668427,I,I,I,I,I,6432.81980284441,2585385.04857822
158,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,648.712145331664,I,I,I,I,I,6481.63237551899,2625244.91162433
159,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,648.879748866849,I,I,I,I,I,6476.54962150765,2625923.17906711
160,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,292.714399244542,I,I,I,I,I,4991.31789015466,1184573.14651173
161,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,627.59626737671,I,I,I,I,I,6375.38250427657,2539791.98530771
162,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,458.475493206908,I,I,I,I,I,6710.59233299472,1855384.49419738
163,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,6.21652664608445,I,I,I,I,I,847.33914382965,25157.3907827276
164,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,638.515557278611,I,I,I,I,I,6408.97138061218,2583980.78377526
165,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,642.441434798201,I,I,I,I,I,6449.6459266542,2599868.24642897
166,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,AQ, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,648.867172836846,I,I,I,I,I,6483.85847509567,2625872.28567932
167,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,639.11765921095,I,I,I,I,I,6432.96713124687,2586417.40384709
168,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,639.087301079246,I,I,I,I,I,6432.79574737178,2586294.54884683
169,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,638.785607442313,I,I,I,I,I,6431.28406626484,2585073.63801461
170,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,641.334798494805,I,I,I,I,I,6444.27994319078,2595389.84819731
171,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,680.167492287033,I,I,I,I,I,6613.96873103243,2752540.18446948
172,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,635.471267201632,I,I,I,I,I,6415.23463789825,2571660.97892559
173,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,648.893641147626,I,I,I,I,I,6482.08666355695,2625979.39913279
174,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,73.1473383052466,I,I,I,I,I,3862.01357553718,296016.775802053
175,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,456.346513316335,I,I,I,I,I,6229.79817712477,1846768.81825406
176,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,637.346479689741,I,I,I,I,I,6424.03188663267,2579249.69462646
177,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,630.713132616221,I,I,I,I,I,6391.06293588401,2552405.49141998
178,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,152.071933310987,I,I,I,I,I,3876.56034066563,615413.279986351
179,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,644.242033295549,I,I,I,I,I,6458.86864163809,2607155.01002213
180,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,642.879026600071,I,I,I,I,I,6451.94010650362,2601639.11762276
181,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,559.809627728097,I,I,I,I,I,8045.63294413817,2265469.1872928
182,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,39.9859318211177,I,I,I,I,I,1609.06634808144,161817.324995939
183,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,635.753957807337,I,I,I,I,I,6416.1507706212,2572804.98721884
184,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,621.478815559032,I,I,I,I,I,7542.37738235655,2515035.53613061
185,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0007573035149747,I,I,I,I,I,95.1538922588377,3.06469859328159
186,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,304.170222617015,I,I,I,I,I,5300.1384897727,1230933.2189005
187,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,560.571065086204,I,I,I,I,I,6545.61831161951,2268550.61495571
188,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,285.003285503021,I,I,I,I,I,4604.23481533639,1153367.376343
189,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,633.352779220406,I,I,I,I,I,6343.68696319831,2563087.76223299
190,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,626.581415724222,I,I,I,I,I,6479.36653609326,2535685.02638005
191,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,648.974089467547,I,I,I,I,I,6480.36331332392,2626304.96193294
192,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,319.442786502916,I,I,I,I,I,5627.24879076998,1292739.09214868
193,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,494.566347827181,I,I,I,I,I,5916.59324437288,2001439.00100734
194,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,621.53383457379,I,I,I,I,I,6341.88963928567,2515258.19018384
195,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,10.8418093290762,I,I,I,I,I,988.601970447435,43875.2457138082
196,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,50.5105654124794,I,I,I,I,I,2677.34914864718,204409.006038547
197,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,342.198683125668,I,I,I,I,I,4899.61173614213,1384828.93854393
198,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,639.068435202987,I,I,I,I,I,6432.80014865842,2586218.20135432
199,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,617.739942350081,I,I,I,I,I,6326.33929576827,2499904.85307243
200,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,495.907897986362,I,I,I,I,I,5824.07197155579,2006868.06188499
201,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,254.364465002916,I,I,I,I,I,4791.22593009545,1029376.46882739
202,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,AQ, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,2.00500817961527e-06,I,I,I,I,I,0.723609144863786,0.0081139802286405
203,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,519.679980668092,I,I,I,I,I,8045.3932363007,2103070.26735937
204,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,645.146908236186,I,I,I,I,I,6463.79472272829,2610816.90898711
205,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,654.936581301583,I,I,I,I,I,6513.40562047489,2650434.31030501
206,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0107620130968986,I,I,I,I,I,1182.84225935746,43.5523218191368
207,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,638.16740204493,I,I,I,I,I,6428.16896357413,2582571.84953185
208,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,639.340113152352,I,I,I,I,I,6432.95634390443,2587317.64300854
209,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,650.536004364583,I,I,I,I,I,6494.61453203563,2632625.80726525
210,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,634.277773280472,I,I,I,I,I,6319.20758781354,2566831.08038565
211,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,638.717126487577,I,I,I,I,I,6431.00126845612,2584796.50542312
212,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,429.551071286995,I,I,I,I,I,5384.64806885441,1738331.51158658
213,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,624.830671640278,I,I,I,I,I,6368.41129514962,2528600.01643996
214,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,631.547028884681,I,I,I,I,I,6395.00980838192,2555780.14988961
215,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,48.023851738108,I,I,I,I,I,2357.51982647146,194345.632834748
216,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,539.859403546761,I,I,I,I,I,5943.07092963092,2184733.49443624
217,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,626.197101580364,I,I,I,I,I,6368.03949178933,2534129.76221876
218,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0244500551136505,I,I,I,I,I,2006.85803857166,98.9458625647104
219,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD,,,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0001037220978948,I,I,I,I,I,734.590975666223,0.419748438010458
220,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,79.6945834085248,I,I,I,I,I,2408.45135687127,322512.536697281
221,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,681.972679326756,I,I,I,I,I,6645.88857324106,2759845.51723482
222,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,637.658454618804,I,I,I,I,I,6425.60340974203,2580512.21237177
223,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,610.032296934816,I,I,I,I,I,6286.64330970356,2468713.11872208
224,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,644.729310823221,I,I,I,I,I,6461.23947057904,2609126.95221448
225,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,383.185432940674,I,I,I,I,I,5385.67332194472,1550696.43026609
226,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,637.941032990828,I,I,I,I,I,6427.05945085254,2581655.76647142
227,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,645.547078695189,I,I,I,I,I,6465.41334740021,2612436.34137918
228,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,625.053748446546,I,I,I,I,I,6366.63375923326,2529502.7762461
229,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,603.808368520923,I,I,I,I,I,7261.59557820534,2443525.77404776
230,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,643.40373522238,I,I,I,I,I,6454.3818467885,2603762.53808084
231,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,24.2185636863218,I,I,I,I,I,2579.88623653729,98009.0499952948
232,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0082529219397847,I,I,I,I,I,608.86406359009,33.3983901555837
233,,,,,0.0,0.0,,,,,,,,,,,,,,,I,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.354328038578945,I,I,I,I,I,552.791828438995,1433.9146985596
