OBJECTID,ID,acres,perim_mi,edge_area,PSI,Perimeter,vastmisqmi,sq_mi,value,biophysreg,pct_coreA,pct_coreB,cons_pct,corebcstmn,ELU_Group,ELU_Gr_Sum,ELU_avg_ac,ac_ELUavg,ELUpctlnds,ELUpctINV,ac_ELUwght,vt_eos_den,core500cst,strm_wght,pct_coreB2,theo2020,bldg_dens,avg_parcsz,pop_chg,threatF1,threatF2,threatF3,threatF4,threat,combo,ThreatF5,ELU_rank,F1rcl,F1raw,F2rcl,F2raw,F3rcl,F3raw,F4rcl,F4raw,F5rcl,F5raw,F6rcl,F6raw,F7rcl,F7raw,F8rcl,F8raw,F9rcl,F9raw,F10rcl,F10raw,F11rcl,F11raw,Fwght,Fwghtrcl,threatrcl,PRIORITY,COMPONENT,COMPDESC,GDB_ANRANR_ADMINACT174_Vermont_Conservation_Design_Layers_Highest_Priority_Interior_Forest_BlocksArea,ShapeSTArea,ShapeSTLength
152,2598,5476.98955981,38.91274421,4.54705199,3.75332412,62624.116664,0.5116131,8.55779619,2598,Northern Vermont Piedmont,74.79736734,58.7329584,8.39706001,1.43270004,6,calc/mod calc mid-upper elev steep hills/mtns,1433,3.82206127,0.1724,0.8276,3.16313791,2.85807991,0.42214799,3.57349011,57.14018926,4.67043996,7.32257986,25.47669983,9.97089958,7,7,5,4,5.8,0.98275862,6,18,10,1.43270004,7,3.16313791,1,1,7,57.14018926,7,5476.98955981,6,0.28254938,5,0.17291068,4,1.07206887,0,0.0,5,3.57349011,0,0,5.7,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,22164679.0342,22164678.9063473,62624.1214189885
153,2604,5882.80240257,35.86508189,3.90182278,3.33791185,57719.3697905,0.80708932,9.19187875,2604,Southern Vermont Piedmont,76.00665285,59.36045206,14.09554568,1.02216005,6,calc/mod calc mid-upper elev steep hills/mtns,1433,4.10525362,0.1724,0.8276,3.3975079,0.58861601,0.26134601,1.83877534,59.36045206,4.85714006,9.63226032,19.59589958,11.25209999,6,5,4,6,5.0,1.09,4,22,10,1.02216005,7,3.3975079,0,0,7,59.36045206,7,5882.80240257,4,0.48848556,8,1.05508558,4,1.30029865,0,0.0,3,1.83877534,0,0,5.45,7,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,23806951.9123,23806951.8483049,57719.3731774513
154,2639,2585.17127364,29.33823017,7.26314249,4.11893006,47215.3991286,0.0,4.03933012,2639,Champlain Valley,68.29492568,50.41650483,12.8744816,72.11319733,10,fine sediment flats,162,15.95784737,0.0351,0.9649,15.39772693,25.62389946,0.52676803,5.45667211,50.41650483,5.74553001,5.31302977,20.05249977,-2.9202199,9,5,10,5,7.8,0.80128205,10,4,5,72.11319733,9,15.39772693,6,23,7,50.41650483,6,2585.17127364,10,0.0,4,0.0889883,10,72.72011797,0,0.0,7,5.45667211,0,0,6.25,8,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,10461858.8191,10461858.7118502,47215.4013460857
155,2664,2534.08427462,24.80689763,6.26514858,3.5176862,39922.9117079,0.0,3.95950668,2664,Taconic Mountains,66.10602563,43.40705284,0.0,34.48590088,8,acidic low elevation steep hills with sed flats,675,3.75421554,0.0613,0.9387,3.52408213,27.42169952,0.65783697,1.63621393,43.40705284,4.6543901,4.89816999,28.53989983,6.20981979,9,7,7,1,5.8,0.93103448,5,17,7,34.48590088,7,3.52408213,4,5,6,43.40705284,6,2534.08427462,5,0.33193529,9,1.44667249,6,3.46729984,1,0.35233799,3,1.63621393,0,0,5.4,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,10255116.2421,10255116.2826549,39922.9125844885
156,2665,1666.45517159,17.89580879,6.87286272,3.12931787,28800.5700967,0.0,2.60383621,2665,Champlain Valley,65.59831423,44.36628195,5.44236662,33.14419937,10,fine sediment flats,162,10.28676032,0.0351,0.9649,9.92569503,22.19249916,0.64698797,5.2656538,44.36628195,5.08589005,11.06569958,18.1182003,-5.65301991,5,4,10,4,6.0,0.925,7,10,7,33.14419937,8,9.92569503,4,7,6,44.36628195,5,1666.45517159,7,0.15722955,2,0.00142818,10,67.74613678,0,0.0,7,5.2656538,0,0,5.55,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,6743931.78948,6743931.71507514,28800.5705695515
157,2676,1483.86845628,11.48348407,4.95288499,2.12799762,18480.9131424,2.14366301,2.31854446,2676,Southern Vermont Piedmont,72.77405187,57.40479194,0.0,16.1154995,6,calc/mod calc mid-upper elev steep hills/mtns,1433,1.03550246,0.1724,0.8276,0.85698183,3.45087004,0.26932299,3.58660364,57.40479194,4.95430994,7.18292999,21.13929939,6.81935978,7,6,6,1,6.0,0.98333333,10,14,9,16.1154995,5,0.85698183,0,0,7,57.40479194,5,1483.86845628,10,0.0,8,0.65886568,3,0.63605369,9,3.0,5,3.58660364,0,0,5.9,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,6005026.61238,6005026.60831427,18480.9130747946
158,2691,1071.28330281,10.60023873,6.33273455,2.31184464,17059.464722,0.0,1.67388016,2691,Taconic Mountains,64.11529034,44.96364302,0.0,28.38479996,8,acidic low elevation steep hills with sed flats,675,1.5870934,0.0613,0.9387,1.48980457,27.47249985,6.42856979,2.35273713,44.96364302,4.04151011,8.63327026,28.53989983,6.20981979,7,7,7,1,6.4,0.8515625,10,16,8,28.38479996,6,1.48980457,0,0,6,44.96364302,5,1071.28330281,10,0.0,5,0.21087793,6,3.31570556,5,1.77595997,4,2.35273713,0,0,5.45,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,4335347.05556,4335346.97217052,17059.466101802
159,2708,2238.8743148,18.18688616,5.19886582,2.74371286,29269.0146557,0.43150065,3.49824112,2708,Southern Vermont Piedmont,70.15070429,51.88529308,4.69390797,13.4630003,6,calc/mod calc mid-upper elev steep hills/mtns,1433,1.56237559,0.1724,0.8276,1.29302204,5.71300983,0.296215,1.82746123,51.88529308,4.55907989,5.19571018,34.43050003,7.66700983,9,8,6,4,6.4,0.8828125,5,19,10,13.4630003,6,1.29302204,1,1,7,51.88529308,5,2238.8743148,5,0.36398292,7,0.57369009,4,1.54945277,9,3.0,3,1.82746123,0,0,5.65,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,9060439.14152,9060439.10141746,29269.0161125362
160,2711,1670.0226829,16.57276252,6.35115207,2.89486883,26671.3292703,0.0,2.60941044,2711,Taconic Mountains,68.74867699,47.54033033,7.82543862,49.83169937,7,calc/mod calc low elev steep hills with sed flats,579,2.88432242,0.0422,0.9578,2.76260402,27.16990089,0.37383401,1.3068086,47.54033033,5.02533996,9.29615974,38.21279907,4.30436993,6,9,8,4,7.4,0.77702703,10,12,6,49.83169937,7,2.76260402,3,3,6,47.54033033,5,1670.0226829,10,0.0,9,2.30717824,8,8.41515516,4,1.22821999,3,1.3068086,0,0,5.75,7,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,6758369.05328,6758369.01086302,26671.3302427824
161,2712,5552.91729542,34.4729699,3.97317294,3.30227521,55478.978235,0.38357758,8.67643327,2712,Southern Vermont Piedmont,76.7048071,62.07656834,4.64936512,0.92091697,6,calc/mod calc mid-upper elev steep hills/mtns,1433,3.87504667,0.1724,0.8276,3.20698862,3.09288001,0.242138,2.04557558,62.07656834,4.90398002,8.22282028,25.1243,5.69884014,7,6,7,4,5.8,1.04310345,5,12,10,0.92091697,7,3.20698862,1,1,8,62.07656834,7,5552.91729542,5,0.3561717,5,0.19236375,3,0.55536394,9,3.0,3,2.04557558,0,0,6.05,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,22471948.9077,22471948.8317311,55478.9809257774
162,2725,1867.09825898,22.54707352,7.72863827,3.72478973,36286.0700601,0.13707627,2.91734103,2725,Taconic Mountains,64.99412627,43.20369301,19.67730398,19.04999924,7,calc/mod calc low elev steep hills with sed flats,579,3.22469475,0.0422,0.9578,3.08861263,21.73559952,0.58368999,4.93524749,43.20369301,5.16755998,7.57617998,42.89820099,4.96791983,7,10,7,7,8.0,0.8375,9,6,9,19.04999924,7,3.08861263,6,17,6,43.20369301,5,1867.09825898,9,0.01179156,10,3.62401923,7,5.52140197,7,2.37463999,6,4.93524749,0,0,6.7,8,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,7555908.80419,7555908.83608978,36286.0715922296
163,2742,11795.9403612,85.3395188,4.63017702,5.60891777,137340.917232,0.19876581,18.43115681,2742,Southern Vermont Piedmont,74.6014021,58.72095982,13.71610529,2.80384994,6,calc/mod calc mid-upper elev steep hills/mtns,1433,8.2316766,0.1724,0.8276,6.81253555,4.19140005,0.31355301,2.60249536,58.72095982,4.75139999,6.2723999,25.39509964,12.92380047,8,7,4,6,5.6,1.08928571,3,11,10,2.80384994,8,6.81253555,3,4,7,58.72095982,8,11795.9403612,3,0.76615375,6,0.32006859,3,0.79020491,6,1.95494998,4,2.60249536,0,0,6.1,8,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,47736667.9554,47736667.7476551,137340.92475058
164,2746,3933.39970704,15.19687709,2.47267048,1.72967886,24457.0518791,0.0627729,6.14593704,2746,Southern Vermont Piedmont,84.82961429,74.43452021,2.31545754,0.48742899,6,calc/mod calc mid-upper elev steep hills/mtns,1433,2.74488284,0.1724,0.8276,2.27166504,19.43519974,0.108989,3.08900008,74.43452021,5.00768995,5.43985987,32.66239929,8.84815979,9,8,5,3,6.4,1.0,7,8,10,0.48742899,6,2.27166504,1,1,9,74.43452021,6,3933.39970704,7,0.10823411,8,0.81814213,3,0.95573557,9,3.0,5,3.08900008,0,0,6.4,8,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,15917967.5381,15917967.5012457,24457.0533971709
165,2748,4261.53043191,27.58275398,4.14239974,3.01612958,44390.2284057,0.25616224,6.6586413,2748,Taconic Mountains,75.97024946,59.22269805,47.51638953,1.27210999,7,calc/mod calc low elev steep hills with sed flats,579,7.36015619,0.0422,0.9578,7.0495576,27.77809906,0.42048699,1.12641599,59.22269805,5.89971006,6.49671984,43.66130066,5.56099987,8,10,7,9,8.0,0.86875,6,4,10,1.27210999,8,7.0495576,7,28,7,59.22269805,6,4261.53043191,6,0.27771431,10,6.4682232,7,7.7552092,9,2.99687004,2,1.12641599,0,0,6.95,9,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,17245870.781,17245870.8230499,44390.2287403221
166,2750,4361.81991666,34.91322259,5.12273842,3.77355982,56187.497673,0.0,6.81534362,2750,Southern Vermont Piedmont,71.4311104,53.37080037,14.97969225,5.22469997,6,calc/mod calc mid-upper elev steep hills/mtns,1433,3.04385152,0.1724,0.8276,2.51909151,16.19409943,1.70214999,5.01687104,48.80697371,5.33369005,6.84665012,36.6393013,6.26854992,8,9,6,6,6.6,0.93181818,4,10,10,5.22469997,6,2.51909151,6,15,6,48.80697371,6,4361.81991666,4,0.43272947,7,0.39757487,3,0.6552586,9,3.0,6,5.01687104,0,0,6.15,8,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,17651729.5499,17651729.5631014,56187.5011635495
167,2751,2520.66188228,28.19193103,7.15797545,4.00832285,45370.6057964,0.0,3.93853419,2751,Taconic Mountains,59.89031336,42.83926407,5.25960665,26.50790024,7,calc/mod calc low elev steep hills with sed flats,579,4.35347475,0.0422,0.9578,4.16975812,16.75429916,3.50520992,2.43095516,40.47081075,4.55359006,13.00949955,24.09029961,10.02630043,5,6,5,4,4.6,1.41304348,3,7,8,26.50790024,7,4.16975812,5,9,6,40.47081075,6,2520.66188228,3,0.67210284,10,18.57351449,7,5.36053649,9,3.0,4,2.43095516,10,100,6.5,8,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,10200797.5302,10200797.460044,45370.6069104904
168,2766,1855.78042099,17.36253313,5.98778879,2.87703378,27942.3443987,0.57040979,2.89965691,2766,Taconic Mountains,69.28160172,50.1105082,0.0,41.66559982,7,calc/mod calc low elev steep hills with sed flats,579,3.20514753,0.0422,0.9578,3.06989031,37.14360046,0.38931501,0.77543657,50.1105082,4.45534992,5.35943985,44.92699814,6.54476976,9,10,6,1,6.6,0.92424242,7,10,6,41.66559982,7,3.06989031,5,8,7,50.1105082,5,1855.78042099,7,0.19585076,10,4.97742615,9,15.95475395,9,3.0,2,0.77543657,0,0,6.1,8,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,7510106.95563,7510106.95858212,27942.3464471619
169,2767,6611.09336285,42.4168709,4.10624928,3.72389262,68263.4732013,0.0,10.32983338,2767,Taconic Mountains,78.83762207,65.0754189,22.28059595,1.09930003,6,calc/mod calc mid-upper elev steep hills/mtns,1433,4.61348404,0.1724,0.8276,3.81811939,12.1942997,0.392259,2.27611609,65.0754189,5.34121001,5.86833,25.33620071,7.61260986,8,7,6,7,6.6,1.02272727,5,4,10,1.09930003,7,3.81811939,6,18,8,65.0754189,7,6611.09336285,5,0.32025686,10,3.65498998,5,2.96749553,5,1.70135999,4,2.27611609,0,0,6.75,8,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,26754252.6514,26754252.5716396,68263.4772774313
170,2798,1663.77288029,15.50844664,5.96560141,2.71404127,24958.4754598,1.99649444,2.59964513,2798,Taconic Mountains,70.21937392,54.53657832,3.29867139,19.72299957,6,calc/mod calc mid-upper elev steep hills/mtns,1433,1.16104693,0.1724,0.8276,0.96088244,1.99038005,0.52470601,2.50349555,54.53657832,5.07709002,4.41254997,23.31209946,10.69369984,10,6,4,3,6.6,0.87878788,10,16,9,19.72299957,5,0.96088244,0,0,7,54.53657832,5,1663.77288029,10,0.0,3,0.0465388,7,5.25993067,9,3.0,4,2.50349555,0,0,5.8,7,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,6733076.8983,6733076.91532745,24958.4756939313
171,2802,632.47315577,12.7506934,12.90243499,3.61916115,20520.2929536,0.0,0.98823931,2802,Champlain Valley,46.57870414,16.08623213,0.50002122,92.58760071,7,calc/mod calc low elev steep hills with sed flats,579,1.09235433,0.0422,0.9578,1.04625698,62.41189957,8.05626011,1.23492356,0.0,5.05993998,3.58147001,44.92699814,6.54476976,10,10,6,2,7.4,0.64189189,9,25,4,92.58760071,5,1.04625698,4,7,0,0.0,4,632.47315577,9,0.00779164,6,0.26233524,7,8.14576864,9,3.0,3,1.23492356,10,99,4.75,6,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,2559538.29055,2559538.25889316,20520.2939760465
172,2804,6339.7043254,55.42865961,5.59558306,4.96929801,89203.9591798,0.47229754,9.90578801,2804,Southern Vermont Piedmont,68.68452023,50.14432593,26.29797565,2.85829997,6,calc/mod calc mid-upper elev steep hills/mtns,1433,4.42409796,0.1724,0.8276,3.66138348,6.12397003,0.89224398,2.59007158,48.49256278,5.02418995,10.85490036,15.38160038,22.65119934,5,3,2,7,3.8,1.53947368,2,15,10,2.85829997,7,3.66138348,4,5,6,48.49256278,7,6339.7043254,2,1.0984588,6,0.27254268,3,0.92787135,9,3.0,4,2.59007158,0,0,5.85,7,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,25655975.7892,25655975.7234385,89203.9660148793
173,2848,2623.1784432,40.44809057,9.8684777,5.6374055,65095.0220584,0.47343882,4.09871632,2848,Champlain Valley,54.10881611,29.58304655,22.90436633,93.98480225,7,calc/mod calc low elev steep hills with sed flats,579,4.53053272,0.0422,0.9578,4.33934424,112.18699646,4.01947021,5.54683424,19.62691868,5.56169999,1.96015,73.73609924,4.06858015,10,10,8,7,8.0,0.74375,5,11,4,93.98480225,7,4.33934424,8,77,3,19.62691868,6,2623.1784432,5,0.41637427,8,1.11285986,6,4.70660318,9,3.0,7,5.54683424,10,99,5.95,7,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,10615668.9926,10615668.9043923,65095.0234002371
174,2849,418.52672329,6.99330808,10.69398182,2.44014836,11254.6609084,0.0,0.65394801,2849,Champlain Valley,53.46719517,33.65627382,0.0,70.05460358,10,fine sediment flats,162,2.58349829,0.0351,0.9649,2.4928175,110.18900299,15.52250004,0.29298965,0.0,5.02541995,2.18811989,105.00700378,1.38076997,10,10,9,1,8.0,0.5875,10,24,5,70.05460358,6,2.4928175,6,16,0,0.0,3,418.52672329,10,0.0,0,0.0,5,2.25213815,9,3.0,2,0.29298965,10,99,4.7,6,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,1693724.33299,1693724.32477571,11254.661291423
175,2852,2137.57586101,19.30061974,5.77869392,2.97992719,31061.3987048,0.0,3.33996228,2852,Vermont Valley,71.43371273,56.90002035,0.0,25.78199959,6,calc/mod calc mid-upper elev steep hills/mtns,1433,1.4916855,0.1724,0.8276,1.23451892,0.0335821,0.421579,3.80659987,56.90002035,4.35905004,21.23060036,15.95330048,14.10239983,3,4,3,1,4.0,1.3625,9,22,8,25.78199959,6,1.23451892,0,0,7,56.90002035,5,2137.57586101,9,0.0067366,3,0.07227814,8,11.69166459,2,0.86606997,6,3.80659987,0,0,5.45,7,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,8650497.20344,8650497.1835783,31061.3989886559
176,2862,77101.1293007,242.27941139,2.01110963,6.228469,389911.696864,0.72995962,120.47051453,2862,Northern Green Mountains,89.09474456,82.19874725,67.28141996,0.61175603,4,upper elev acidic steep hills/mtns,9684,7.96173797,0.4924,0.5076,4.0413782,5.52121019,0.204963,3.26152421,82.15190487,6.28537899,4.35070992,35.48669815,1.81400001,10,9,9,10,8.4,0.88690476,4,7,10,0.61175603,7,4.0413782,7,30,10,82.15190487,10,77101.1293007,4,0.47697397,8,1.18836755,3,0.84690251,7,2.1129899,5,3.26152421,0,0,7.45,9,9,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,312018448.357,312018447.725209,389911.715831086
177,2866,2787.04795682,27.27785454,6.26391335,3.68835874,43899.5393322,0.82219965,4.35476243,2866,Southern Vermont Piedmont,69.48778528,55.23253004,0.0,42.7364006,7,calc/mod calc low elev steep hills with sed flats,579,4.81355433,0.0422,0.9578,4.61042234,10.13490009,0.70327801,2.87521999,55.23253004,4.11236,21.84639931,5.83720016,43.96210098,3,1,1,1,2.4,2.29166667,6,14,6,42.7364006,7,4.61042234,2,2,7,55.23253004,6,2787.04795682,6,0.24451391,6,0.31074815,4,1.22431693,8,2.4848001,5,2.87521999,0,0,5.5,7,2,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,11278828.0388,11278827.8642816,43899.5385479937
178,2878,6207.83480465,46.26479831,4.76969376,4.19156075,74456.1244831,0.48641285,9.69974188,2878,Southern Vermont Piedmont,74.43821953,56.64257041,40.1531851,1.61187994,6,calc/mod calc mid-upper elev steep hills/mtns,1433,4.33207417,0.1724,0.8276,3.58522458,10.14630032,0.45934001,2.22588397,55.4182337,5.64686,9.8924799,35.64599991,8.59726048,6,9,5,8,6.6,0.87121212,5,17,10,1.61187994,7,3.58522458,3,4,7,55.4182337,7,6207.83480465,5,0.33878221,4,0.12066204,3,0.7518338,2,0.81845498,4,2.22588397,0,0,5.75,7,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,25122316.6375,25122316.5325394,74456.1295246817
179,2900,1225.31149874,17.13997111,8.95248394,3.49528021,27584.1648342,0.10441054,1.91454922,2900,Champlain Valley,58.28759468,34.7021064,17.23138159,40.82699966,7,calc/mod calc low elev steep hills with sed flats,579,2.11625475,0.0422,0.9578,2.0269488,107.98000336,13.05169964,3.0399323,34.7021064,5.48510003,1.21252,107.16400146,1.19538999,10,10,9,6,8.4,0.74404762,7,9,6,40.82699966,6,2.0269488,7,33,5,34.7021064,5,1225.31149874,7,0.09500931,6,0.29914842,7,6.68489605,9,3.0,5,3.0399323,10,100,6.25,8,9,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,4958679.54281,4958679.53547808,27584.1654000753
180,2907,1469.42570833,12.35547791,5.38135805,2.30081076,19884.2540036,1.66459941,2.29597767,2907,Taconic Mountains,67.69652895,47.37561729,4.00917172,34.63000107,8,acidic low elevation steep hills with sed flats,675,2.17693661,0.0613,0.9387,2.0434904,26.6147995,0.257801,1.46800208,47.37561729,4.30123997,24.24620056,9.9684,2.84201002,2,2,9,3,5.2,1.14423077,10,8,7,34.63000107,6,2.0434904,2,2,6,47.37561729,5,1469.42570833,10,0.0,10,3.68205753,7,8.14921771,9,3.0,3,1.46800208,0,0,5.95,7,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,5946578.65129,5946578.62707112,19884.2541665065
181,2909,5997.19348441,39.9401208,4.26227324,3.68154837,64277.5223283,0.00049089,9.37061482,2909,Taconic Mountains,73.71377648,55.91778902,22.21841939,2.59675002,7,calc/mod calc low elev steep hills with sed flats,579,10.35784712,0.0422,0.9578,9.92074597,32.30540085,1.28075004,1.24414462,55.36851377,5.93079996,14.97859955,16.07830048,6.4372201,4,4,6,7,5.2,1.42307692,5,2,10,2.59675002,8,9.92074597,7,42,7,55.36851377,7,5997.19348441,5,0.30859234,10,39.05035424,8,10.23834068,9,3.0,3,1.24414462,4,69,7.3,9,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,24269878.0482,24269878.0225388,64277.5248110748
182,2911,312.55596874,4.82003453,9.86966305,1.94617289,7757.10915822,0.0,0.4883687,2911,Taconic Mountains,49.51657158,27.50387406,0.0,15.60879993,10,fine sediment flats,162,1.92935783,0.0351,0.9649,1.86163737,57.48339844,5.93953991,0.95542568,0.0,4.99928999,10.74680042,9.0340004,4.20265007,5,2,8,1,5.2,1.04807692,10,12,9,15.60879993,6,1.86163737,2,2,0,0.0,3,312.55596874,10,0.0,9,1.50145909,7,7.11101442,9,3.0,2,0.95542568,10,100,5.45,7,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,1264874.18896,1264874.1490024,7757.10968890054
183,2912,4534.46069792,44.6007792,6.29501513,4.72797087,71778.1399635,0.3592032,7.08509484,2912,Taconic Mountains,68.24952527,49.12979841,0.42744223,32.12269974,8,acidic low elevation steep hills with sed flats,675,6.71774928,0.0613,0.9387,6.30595125,10.79669952,0.88362098,4.41214983,45.55882248,4.67016006,11.32549953,12.52190018,4.34456015,5,3,8,2,4.6,1.2826087,5,9,7,32.12269974,8,6.30595125,4,6,6,45.55882248,6,4534.46069792,5,0.31739872,6,0.30440004,6,4.72044449,9,3.0,6,4.41214983,0,0,5.9,7,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,18350384.799,18350384.7488274,71778.1430163063
184,2915,1553.40626605,29.63759497,12.21062461,5.36779102,47697.1810408,0.0,2.42719729,2915,Champlain Valley,46.56508834,20.81499264,18.01717336,58.99319839,7,calc/mod calc low elev steep hills with sed flats,579,2.68291238,0.0422,0.9578,2.56969347,89.26159668,20.4939003,8.32318002,0.0,5.44796002,2.69419003,103.4300003,1.30983996,10,10,9,6,8.4,0.63095238,7,15,5,58.99319839,7,2.56969347,7,29,0,0.0,5,1553.40626605,7,0.16158555,2,0.01162606,5,2.73793797,9,3.0,8,8.32318002,10,100,5.3,6,9,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,6286437.27006,6286437.18575405,47697.1804390027
185,2924,283.63928034,4.47438054,10.09593432,1.89646529,7200.83187726,0.0,0.44318638,2924,Taconic Mountains,43.40608249,11.16717683,64.23257025,13.66819954,9,coarse sediment flats,162,1.7508675,0.0187,0.9813,1.71812628,39.125,6.58099985,13.75425856,0.0,5.36584997,17.32620049,9.85319996,7.08326006,3,2,6,10,6.2,0.9516129,10,2,10,13.66819954,6,1.71812628,5,11,0,0.0,3,283.63928034,10,0.0,9,1.39046327,10,97.19210952,9,3.0,9,13.75425856,0,0,5.9,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,1147852.03469,1147852.02361795,7200.83192565003
186,2931,9701.73252274,60.87864232,4.01601786,4.41199973,97974.8736928,0.13911186,15.15895707,2931,Taconic Mountains,80.35006203,66.30850093,33.74573657,4.2420001,7,calc/mod calc low elev steep hills with sed flats,579,16.75601472,0.0422,0.9578,16.0489109,47.76570129,1.01592004,2.85176611,65.5231309,5.80990005,5.38558006,26.81830025,5.81408024,9,7,7,8,7.0,1.11428571,4,1,10,4.2420001,9,16.0489109,7,55,8,65.5231309,7,9701.73252274,4,0.5263027,10,5.27043287,7,6.82365751,9,3.0,5,2.85176611,10,99,7.8,10,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,39261675.6146,39261675.4900276,97974.8757480426
187,2933,1496.24308209,15.96415124,6.82847387,2.94604871,25691.8623943,0.0,2.33787982,2933,Taconic Mountains,63.58256298,39.57698499,15.20912629,23.35199928,8,acidic low elevation steep hills with sed flats,675,2.21666623,0.0613,0.9387,2.08078459,46.8504982,0.52793503,0.3896693,39.57698499,4.83038998,25.99729919,9.43890953,3.61303997,2,2,8,6,4.4,1.39772727,4,5,8,23.35199928,6,2.08078459,6,24,5,39.57698499,5,1496.24308209,4,0.50657009,9,2.18529331,7,8.01072375,9,3.0,2,0.3896693,10,100,6.15,8,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,6055105.14661,6055105.12825799,25691.8627470438
188,2934,18588.1704962,90.12748641,3.1031344,4.71882751,145046.419578,0.41975069,29.0440164,2934,Taconic Mountains,83.92226768,73.21538988,19.47728907,0.76727903,5,mid elev acidic steep hills/mtns,1859,9.99906012,0.0886,0.9114,9.11314339,8.79343033,0.232051,1.8578801,73.21538988,5.41856003,4.42685986,16.72520065,6.53998995,10,4,6,7,6.6,1.13636364,6,2,10,0.76727903,8,9.11314339,7,29,9,73.21538988,8,18588.1704962,6,0.25237901,3,0.06768122,4,1.13565668,7,2.11826992,3,1.8578801,10,98,7.5,9,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,75223958.0486,75223957.7583061,145046.425317343
189,2938,3799.38249286,27.11650772,4.56773304,3.14030923,43639.8762847,0.10999634,5.93653515,2938,Vermont Valley,75.61470332,61.91669842,0.0,1.21398997,7,calc/mod calc low elev steep hills with sed flats,579,6.56197322,0.0422,0.9578,6.28505795,16.91200066,0.34051499,1.196725,61.91669842,3.72004008,63.02949905,6.06677008,1.18791997,1,1,9,1,4.0,1.6,8,8,10,1.21398997,8,6.28505795,4,6,8,61.91669842,6,3799.38249286,8,0.02720442,8,1.01295671,5,2.45728089,1,0.39344299,2,1.196725,0,0,6.4,8,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,15375616.9448,15375616.9944913,43639.8779514097
