ETC_ID,Q1A_Qual_of_services_in_city,Q1B_Appearance_of_city,Q1C_Image_of_city,Q1D_Planning_for_growth,Q1E_Quality_of_life,Q1F_Feeling_of_safety,Q1G_Efforts_to_promote_diversity,Q1H_Promotion_of_inclusiveness,Q1I_Direction_of_city,Q1J_Leadership_of_officials,Q1K_Public_involvement,Q1L_Ethical_conduct_of_employees,Q1M_Sustainability_programs,Q1N_Informed_about_budget,Q1O_Opport_to_express_ideas,Q2_Usage_of_city_services_facilities,Q2_2nd,Q2_3rd,Q2_4th,Q2_5th,Q2_6th,Q2_7th,Q2_8th,Q2_9th,Q2_10th,Q2_11th,Q2_12th,Q3A_Condition_of_streets,Q3B_Condition_of_sidewalks,Q3C_Maint_of_private_property,Q3D_Condition_of_alley,Q3E_Feeling_of_safety,Q3F_Quality_of_neigh_park,Q3G_Adequacy_of_lighting,Q4_Services_should_emphasize,Q4_2nd,Q5_Overall_neighborhood,Q6_Most_important_public_safety_concern,Q7A_Qual_of_large_parks,Q7B_Qual_of_city_rec_centers,Q7C_Qual_of_city_swim_pools,Q7D_Qual_of_athletic_fields,Q7E_Qual_of_youth_rec,Q7F_Qual_of_adult_rec,Q7G_Qual_of_golf_courses,Q7H_Qual_of_arts_cultural,Q7I_Library_programs,Q8_Programs_emphasize_most,Q8_2nd,Q9A_Library_services,Q9B_Condition_of_streets,Q9C_Clarity_of_street_signs,Q9D_Local_transit,Q9E_Mgmt_of_traffic_flow,Q9F_Walk_bike_paths,Q9G_Info_about_programs_events,Q9H_Enforce_prop_maint_codes,Q9I_Landscape_maintenance,Q9J_Appearance_of_resid_prop,Q9K_Appearance_of_comm_prop,Q9L_Cleanliness_of_streets,Q9M_Resid_trash_collection,Q9N_Recycling_services,Q9O_Bulky_item_pickup,Q9P_Water_service,Q9Q_Local_police_services,Q9R_Enforcement_of_traffic_laws,Q9S_Qual_of_local_fire_services,Q9T_Efforts_to_prevent_crime,Q9U_Qual_of_parks_rec,Q9V_Maint_of_city_parks,Q10_Services_emphasize_most,Q10_2nd,Q10_3rd,Q11_Social_human_services_used,Q11_2nd,Q11_3rd,Q11_4th,Q11_5th,Q11_6th,Q11_7th,Q11_8th,Q11_9th,Q12_Social_human_emphasize_most,Q12_2nd,Q12_3rd,Q13_How_get_info_about_Tempe,Q13_2nd,Q13_3rd,Q13_4th,Q13_5th,Q13_6th,Q13_7th,Q13_8th,Q13_9th,Q13_10th,Q13a_Prefer_to_get_info,Q13a_2nd,Q13a_3rd,Q14A_Contacted_Tempe_in_past_year,Q14B_Easy_to_contact,Q14C_Way_you_were_treated,Q14D_Accuracy_of_info_given,Q14E_How_quickly_staff_responded,Q14F_How_well_issue_handled,Q15_Overall_priorities,Q15_2nd,Q15_3rd,Q15_4th,Q16_One_improvement_in_neighborhood,Q17_One_problem_to_work_on,Q18A_How_long_in_Tempe,Q18B_Age,Q18C_Gender,Q18D_Used_public_transit,Q18E_Full_time_student,Q18F_Own_or_rent,Q18G_Have_an_alley,Q18H_Highest_level_of_educ,Q18I_Have_cable_television,Q18J_Internet_access,Q18K_Visited_downtown_Tempe,Q18L_Race_ethnicity,Q18L_2nd,Q18L__3rd,Q18L__4th,Q18L__Other,Q20_Zip,OBJECTID
39,4,4,4,4,5,4,3,3,4,3,4,4,4,4,4,1,2.0,3.0,5.0,6.0,7.0,8.0,9.0,,,,,4,4.0,4,9,4,4,4,F,A,5,TOO MANY ALTERCATIONS,4,5,5,5,4,4,4,3,4,E,F,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,F,G,H,2,4.0,7.0,9.0,,,,,,9,4.0,3.0,2.0,3.0,7.0,8.0,9.0,,,,,,9,8.0,2.0,1,3.0,4.0,3.0,3.0,3.0,4,10.0,,,LOWER UTILITY RATES,MORE APPROPRIATE SPORTS BARS,4,2,1,1,2,2,2,2,2,1,1,2,5.0,,,,85283,38
40,3,4,4,2,4,2,4,4,3,4,4,4,4,4,3,5,12.0,,,,,,,,,,,4,4.0,4,2,1,4,1,E,G,3,GANGS,9,3,9,1,4,4,9,3,5,D,B,5,2,2,5,2,5,3,4,4,4,4,4,5,5,5,4,5,5,5,3,3,4,Q,E,T,9,,,,,,,,,9,3.0,4.0,4.0,5.0,,,,,,,,,99,,,1,5.0,5.0,5.0,5.0,5.0,8,6.0,,,MORE POLICE TO CONTROL GANGS,LESS CRIME,4,5,1,2,2,1,1,2,1,1,1,5,,,,,85281,39
41,4,5,5,4,4,3,3,3,4,4,4,4,4,4,3,5,,,,,,,,,,,,4,4.0,3,2,3,3,4,D,C,3,ALLEY,9,9,9,9,9,9,9,9,9,Z,,9,4,4,5,4,9,9,3,4,3,4,4,3,4,3,4,4,4,4,4,9,9,H,M,O,99,,,,,,,,,99,,,5.0,7.0,,,,,,,,,99,,,2,,,,,,9,10.0,,,CLEAN & TRIM ALLEY,,2,5,1,1,2,1,1,4,1,1,2,2,,,,,85283,40
42,4,4,4,3,3,4,3,3,2,2,3,2,3,2,3,6,,,,,,,,,,,,4,4.0,2,2,3,3,4,C,D,3,NO POLICE PRESENCE,3,3,9,3,9,4,4,3,3,G,F,3,4,4,3,4,4,3,2,4,2,3,3,4,4,4,3,4,3,4,3,4,3,H,J,E,99,,,,,,,,,99,,,4.0,5.0,7.0,9.0,,,,,,,5,9.0,7.0,1,4.0,3.0,3.0,3.0,3.0,5,6.0,,,ENFORCE CODES ON RENTALS,NO TROLLEY DOWN RURAL,4,5,1,2,2,1,1,5,1,1,1,2,,,,,85283,41
43,5,4,4,5,5,4,9,9,4,4,4,9,9,3,3,1,11.0,,,,,,,,,,,4,4.0,3,3,4,5,4,D,G,5,AUTO SAFETY,5,9,9,9,9,9,4,4,5,H,,5,4,3,9,4,4,9,9,4,4,3,4,5,5,5,4,4,4,4,4,9,9,C,G,H,99,,,,,,,,,4,6.0,9.0,1.0,7.0,9.0,,,,,,,,9,7.0,1.0,2,,,,,,6,11.0,,,REPAIR ALLEY,ADD SAFETY/FIREFIGHTERS,2,7,1,2,2,2,1,3,1,1,1,2,,,,,85283,42
44,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,1,5.0,9.0,,,,,,,,,,4,5.0,5,5,5,5,5,A,C,5,,5,9,9,4,5,5,9,9,5,E,A,5,4,5,5,5,9,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,B,I,K,99,,,,,,,,,99,,,1.0,4.0,5.0,7.0,9.0,10.0,,,,,5,9.0,1.0,1,5.0,5.0,5.0,5.0,5.0,3,8.0,,,MANHOLE COVERS AT STREET LEVEL,MORE POLICE IN NEIGHBORHOOD,2,3,1,2,2,2,1,2,1,1,1,2,,,,,85283,43
45,5,4,4,5,4,3,9,9,9,9,9,9,4,9,9,1,2.0,3.0,5.0,11.0,,,,,,,,5,5.0,5,9,5,5,5,E,F,5,ASU AREA,5,5,9,9,9,9,9,9,9,Z,,4,5,5,4,5,5,5,9,5,5,5,5,5,5,5,5,5,3,9,4,5,5,A,N,F,99,,,,,,,,,7,9.0,3.0,2.0,5.0,9.0,,,,,,,,5,2.0,,2,,,,,,1,10.0,,,MORE DOG PARKS,SAFETY AROUND ASU CAMPUS AREA,4,5,2,1,2,1,2,4,1,1,1,2,,,,,85283,44
46,4,5,5,3,4,4,4,4,2,4,3,3,4,4,3,1,2.0,3.0,11.0,,,,,,,,,4,4.0,4,4,4,5,5,B,A,4,BURGLARY,4,3,3,3,3,3,3,4,2,I,F,3,4,4,2,4,4,3,4,4,4,4,4,5,5,5,4,4,3,5,4,4,4,D,G,A,99,,,,,,,,,3,7.0,6.0,2.0,5.0,7.0,9.0,,,,,,,6,7.0,9.0,1,4.0,5.0,5.0,5.0,5.0,1,10.0,,,EXTEND ORBIT TO GUADALUPE,ORBIT BUS SERVICE,2,5,1,1,2,1,1,3,1,1,1,5,,,,,85283,45
47,4,4,4,4,4,4,4,9,4,4,4,9,9,4,4,1,2.0,5.0,11.0,,,,,,,,,5,5.0,4,9,4,4,4,Z,,9,,4,9,9,9,9,9,9,4,5,Z,,5,5,4,9,4,4,4,4,4,4,4,4,5,5,4,3,3,3,3,9,4,4,S,T,A,99,,,,,,,,,3,6.0,,5.0,7.0,9.0,,,,,,,,5,7.0,9.0,2,,,,,,8,12.0,,,,,3,7,1,2,2,2,2,4,2,1,2,2,,,,,85283,46
48,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,2,3.0,5.0,9.0,12.0,,,,,,,,4,4.0,4,4,4,5,4,E,B,4,,5,5,5,5,5,5,5,5,5,E,H,9,4,4,5,4,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,5,5,Z,,,99,,,,,,,,,2,3.0,6.0,2.0,3.0,,,,,,,,,99,,,1,9.0,9.0,9.0,9.0,9.0,1,10.0,,,TRANSPORTATION (ORBIT) SOUTH,,2,4,2,1,2,1,1,5,1,1,1,2,,,,,85283,47
49,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2.0,3.0,9.0,10.0,,,,,,,,5,5.0,5,5,5,5,5,A,C,5,SAFETY/CONDITIONS,5,5,5,5,5,5,5,5,5,B,C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,L,H,A,1,3.0,4.0,,,,,,,4,3.0,1.0,99.0,,,,,,,,,,99,,,1,5.0,5.0,5.0,5.0,5.0,1,2.0,,,HOW CITIZENS GET MORE INVOLVED,FOLLOW UP ON POLICE COMPLAINTS,3,5,1,2,2,2,1,3,1,2,1,2,,,,,85281,48
50,4,4,5,4,4,4,5,5,5,4,4,4,4,4,4,2,3.0,11.0,,,,,,,,,,4,4.0,4,4,4,4,4,C,E,9,THEFT,5,5,5,5,5,5,5,5,5,Z,,5,4,4,5,1,5,5,2,4,4,4,4,5,5,5,4,4,4,5,4,4,4,Q,D,H,1,3.0,,,,,,,,3,4.0,7.0,1.0,2.0,5.0,7.0,9.0,,,,,,5,7.0,9.0,2,,,,,,1,8.0,,,SPEEDING ON STREETS,HELP INDIGENT/HOMELESS/POOR,4,5,2,2,2,1,9,5,1,1,1,2,,,,,85281,49
51,4,3,4,4,3,3,3,3,3,3,3,3,3,3,9,8,,,,,,,,,,,,4,4.0,2,2,3,3,3,C,D,3,RENTALS & PARTIES,9,4,2,9,9,4,9,9,9,C,,9,4,4,3,3,9,3,2,3,3,3,4,4,4,4,3,4,2,4,3,9,9,R,H,,3,,,,,,,,,3,,,5.0,7.0,9.0,,,,,,,,99,,,1,4.0,4.0,4.0,4.0,4.0,6,8.0,,,,,2,6,2,2,2,2,1,3,1,1,2,2,,,,,85281,50
52,4,4,4,3,4,4,3,3,3,3,4,9,9,9,4,1,2.0,12.0,,,,,,,,,,4,3.0,4,4,4,4,2,Z,,4,HOMELESS IN ALLEY,4,9,9,9,9,9,9,9,3,I,,3,4,4,3,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,H,D,A,99,,,,,,,,,99,,,5.0,7.0,8.0,9.0,,,,,,,5,8.0,9.0,2,,,,,,8,10.0,,,MILL AVE TROLLEY,MORE FREE PARKING DOWNTOWN,2,5,2,1,2,1,1,5,2,1,1,2,,,,,85281,51
53,5,5,5,4,5,4,5,5,5,4,5,5,5,4,5,1,2.0,3.0,5.0,6.0,8.0,9.0,,,,,,4,4.0,4,5,5,5,3,Z,,9,,4,4,9,9,4,5,9,4,4,G,I,4,4,4,5,4,4,4,3,4,4,4,5,5,4,5,5,5,5,5,5,4,5,U,A,N,99,,,,,,,,,99,,,1.0,4.0,7.0,9.0,10.0,,,,,,9,7.0,10.0,1,5.0,5.0,5.0,5.0,5.0,4,7.0,,,NOISE ORDINANCE/TRAIN WHISTLE,TRAIN WHISTLE NOISE,4,6,2,1,2,1,1,4,1,1,1,2,,,,,85281,52
54,4,4,9,9,4,1,9,9,3,3,9,9,3,3,3,4,,,,,,,,,,,,5,5.0,3,5,2,5,5,E,,4,MOSQUITOES,5,9,9,4,9,9,9,9,9,E,H,4,5,5,3,3,4,4,2,4,4,4,5,5,3,5,4,2,4,4,2,4,5,T,Q,H,99,,,,,,,,,99,,,7.0,9.0,10.0,,,,,,,,99,,,2,,,,,,8,12.0,,,,BANK REPO HOMES TO DRAIN POOLS,2,5,1,2,2,1,1,3,1,1,2,2,,,,,85283,53
55,4,4,4,4,4,4,9,9,3,4,4,4,9,9,9,99,,,,,,,,,,,,4,4.0,4,4,4,4,4,Z,,4,,4,9,2,4,9,9,4,9,9,Z,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Z,,,9,,,,,,,,,9,,,9.0,,,,,,,,,,99,,,2,,,,,,99,,,,,,2,7,1,2,2,1,1,5,1,1,2,2,,,,,85281,54
56,5,5,5,4,4,4,4,4,4,4,4,4,5,4,5,1,2.0,5.0,9.0,11.0,12.0,,,,,,,5,5.0,4,4,5,4,4,F,G,4,SMALL BLOCK WATCH PROGRAM,9,9,9,9,9,9,4,4,4,Z,,5,4,5,4,5,9,4,4,5,4,4,4,5,5,5,5,5,4,5,5,4,4,U,V,G,99,,,,,,,,,3,2.0,9.0,5.0,,,,,,,,,,99,,,2,,,,,,6,7.0,10.0,,MAKE MEYER PARK A DOG PARK!!,INCREASE ORBIT ROUTES,2,5,2,1,2,1,9,5,1,1,1,2,,,,,85282,55
57,5,5,5,3,5,5,5,5,4,5,3,3,3,3,3,1,2.0,3.0,4.0,5.0,12.0,,,,,,,5,5.0,5,5,5,5,5,E,F,5,,5,5,4,4,4,3,4,4,4,Z,,5,5,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,C,Q,T,99,,,,,,,,,9,3.0,6.0,5.0,8.0,9.0,,,,,,,,8,9.0,5.0,1,5.0,5.0,5.0,5.0,5.0,7,8.0,,,NEW ST SIGNS @ MAJOR INTERSECT,CONTINUED SAFETY,2,4,2,1,2,1,9,5,1,1,1,2,,,,,85281,56
58,5,4,5,3,4,4,4,4,4,3,3,9,4,3,4,1,2.0,3.0,5.0,8.0,10.0,11.0,12.0,,,,,3,4.0,5,3,3,3,3,E,A,4,NEVER SEE POLICE CRUISING,5,5,9,9,9,5,9,5,5,A,B,5,2,3,4,3,5,5,3,4,4,4,4,5,5,5,5,5,3,5,9,4,4,Q,R,B,6,,,,,,,,,3,7.0,2.0,,2.0,5.0,9.0,,,,,,,2,5.0,9.0,1,5.0,3.0,2.0,3.0,2.0,8,10.0,,,POLICE APPEARANCE OCCASIONALLY,PARKING DOWNTOWN,2,5,2,1,2,1,1,4,1,1,1,2,,,,,85282,57
59,5,5,5,4,5,4,9,3,4,3,3,4,4,4,3,2,11.0,12.0,,,,,,,,,,4,4.0,4,4,4,4,4,F,,5,BURGLARY,4,3,3,3,3,4,3,4,4,D,F,5,5,5,9,5,4,4,4,4,4,4,5,5,4,5,5,5,5,4,4,4,4,F,T,V,99,,,,,,,,,99,,,5.0,9.0,,,,,,,,,99,,,1,4.0,5.0,5.0,5.0,5.0,4,7.0,8.0,,,,2,7,2,1,2,1,9,5,1,9,2,2,,,,,85282,58
60,4,4,3,3,3,4,3,3,2,3,2,4,2,4,4,1,2.0,3.0,5.0,6.0,8.0,9.0,10.0,11.0,,,,2,2.0,2,4,4,2,3,F,C,9,,2,3,9,9,9,4,4,4,3,A,B,3,3,4,3,3,4,4,1,4,1,9,4,4,4,4,4,4,4,4,4,4,2,J,H,V,2,,,,,,,,,6,3.0,4.0,5.0,6.0,9.0,,,,,,,,5,6.0,9.0,1,4.0,4.0,4.0,3.0,3.0,2,7.0,,,APPEARANCE OF THE CITY,MAINTENANCE OF STREETS/PARKS,4,6,1,1,2,1,1,4,1,1,1,2,,,,,85282,59
61,3,2,1,2,2,1,3,4,3,3,2,2,3,1,1,1,2.0,3.0,5.0,12.0,,,,,,,,2,3.0,3,1,1,4,1,C,G,3,NOT ENOUGH POLICE PRESENC,4,3,3,3,2,2,9,4,3,Z,,4,2,1,3,2,3,2,1,4,2,1,2,4,4,4,4,2,1,9,1,3,4,R,T,K,99,,,,,,,,,4,9.0,1.0,3.0,5.0,9.0,,,,,,,,99,,,1,4.0,4.0,4.0,4.0,4.0,2,8.0,,,ENFORCE MAINTENANCE CODES,HIRE MORE POLICE OFFICERS,3,3,2,2,2,2,1,4,1,1,1,2,,,,,85282,60
62,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,,,,,,,,,,,,3,9.0,9,9,9,9,9,Z,,4,,9,9,9,9,9,9,9,9,9,Z,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Z,,,99,,,,,,,,,99,,,9.0,,,,,,,,,,99,,,2,,,,,,99,,,,,,2,7,2,2,2,1,2,3,1,2,2,2,,,,,85282,61
63,4,2,2,3,3,2,3,3,3,3,3,3,3,3,3,1,5.0,12.0,,,,,,,,,,4,4.0,1,9,2,3,1,C,A,2,ROBBERIES,4,3,3,4,3,3,3,3,4,E,I,4,3,3,4,3,3,3,2,2,2,2,4,4,4,3,3,3,3,3,2,3,3,J,I,L,99,,,,,,,,,9,1.0,,5.0,7.0,9.0,,,,,,,,99,,,1,4.0,4.0,4.0,4.0,4.0,2,6.0,,,BETTER STREET LIGHTS,APPEARANCE OF THE CITY,2,7,2,1,2,1,1,4,1,1,1,2,5.0,,,,85282,62
64,5,4,5,4,4,4,5,4,5,5,4,4,4,5,4,1,2.0,3.0,5.0,6.0,7.0,12.0,,,,,,4,4.0,2,3,4,2,3,C,F,4,PROPERTY THEFT,5,4,4,4,4,4,5,5,5,C,D,5,4,3,4,4,4,5,2,3,2,4,4,5,5,5,4,5,5,5,4,4,2,H,J,V,1,9.0,,,,,,,,5,6.0,7.0,1.0,2.0,5.0,8.0,9.0,,,,,,99,,,2,,,,,,6,7.0,,,CLEAN UP/PATROL LOCAL PARK,ENFORCE RESIDENTIAL MAINT CODE,4,3,2,1,2,1,1,3,1,1,1,2,,,,,85282,63
65,4,3,4,3,4,2,3,1,9,3,3,9,3,3,3,1,2.0,3.0,5.0,9.0,,,,,,,,4,4.0,1,1,2,4,3,E,C,3,THEFT,4,3,9,9,9,3,9,3,4,H,E,4,4,4,4,3,4,4,2,2,1,2,2,2,4,9,3,9,9,9,3,4,4,T,J,H,2,,,,,,,,,3,9.0,5.0,2.0,3.0,4.0,5.0,7.0,8.0,9.0,,,,8,3.0,2.0,1,4.0,3.0,3.0,3.0,3.0,6,8.0,,,MAINTENANCE OF PRIVATE PROPERT,PUBLIC SAFETY,2,4,1,1,2,1,1,4,1,1,1,2,9.0,,,BRAZILIAN,85282,64
66,4,5,5,4,4,4,4,4,4,3,3,3,4,3,4,1,3.0,5.0,,,,,,,,,,4,4.0,3,2,4,4,1,G,D,4,CHILDREN'S WELL-BEING,4,3,9,9,9,9,9,9,4,Z,,4,4,4,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,Z,,,99,,,,,,,,,99,,,3.0,4.0,5.0,8.0,,,,,,,8,5.0,3.0,1,5.0,5.0,5.0,5.0,5.0,2,11.0,,,MORE STREET LIGHTS,,4,2,2,1,2,1,1,4,1,1,1,2,,,,,85282,65
67,4,4,4,9,4,4,9,9,4,3,9,9,9,9,9,1,2.0,3.0,6.0,7.0,,,,,,,,2,2.0,3,9,4,9,4,A,C,4,,4,4,4,4,4,4,4,9,4,A,G,4,3,4,9,4,5,4,2,3,3,4,4,4,4,4,4,4,9,4,4,4,4,B,J,H,99,,,,,,,,,99,,,99.0,,,,,,,,,,99,,,1,3.0,4.0,4.0,4.0,4.0,3,6.0,,,REPAIR SRP'S PROJECT DAMAGE,,2,3,2,2,2,1,2,4,1,1,1,2,,,,,85283,66
68,2,3,2,1,3,3,1,2,1,1,1,1,3,2,1,99,,,,,,,,,,,,4,9.0,4,9,4,4,4,Z,,4,,4,4,4,4,4,4,4,9,9,Z,,4,4,4,1,3,1,1,1,4,4,4,4,4,1,4,1,4,3,4,4,4,4,Z,,,99,,,,,,,,,99,,,1.0,,,,,,,,,,99,,,1,3.0,4.0,2.0,1.0,1.0,99,,,,STOP SPENDING MONEY,STOP TAXING AND SPENDING,2,5,1,2,2,1,2,2,1,1,1,2,,,,,85284,67
69,4,2,3,3,3,3,4,9,9,9,4,3,3,4,4,1,2.0,3.0,,,,,,,,,,4,4.0,3,9,3,9,3,E,C,3,PUBLIC ACCESS,9,9,9,3,9,9,9,9,9,A,H,9,3,3,3,3,3,3,3,2,2,3,3,4,3,9,3,3,3,3,3,3,3,T,J,I,99,,,,,,,,,99,,,99.0,,,,,,,,,,99,,,1,3.0,4.0,4.0,4.0,4.0,2,6.0,,,MAKE IT GATED,BETTER CRIME WATCH,2,2,1,2,1,1,2,3,2,1,1,2,,,,,85281,68
70,3,5,4,4,4,4,9,9,3,3,3,3,3,9,3,99,,,,,,,,,,,,4,4.0,4,4,4,2,4,F,,5,PARK SAFETY,3,4,4,4,4,4,4,4,4,I,,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,U,,,99,,,,,,,,,99,,,4.0,5.0,7.0,9.0,10.0,,,,,,7,,,2,,,,,,3,7.0,,,MAKE THE PARKS SAFE,KEEP WATER BILLS FROM INCREASE,2,5,2,2,2,1,1,3,1,1,1,2,,,,,85281,69
71,4,4,3,3,4,3,4,2,3,3,3,4,4,3,3,1,2.0,5.0,6.0,12.0,,,,,,,,4,4.0,2,2,3,4,2,E,C,3,APARTMENTS ON WEBER DR,4,3,3,4,4,4,4,4,4,I,H,4,3,4,4,3,4,3,2,3,2,3,3,3,4,3,4,4,4,4,3,4,4,Z,,,99,,,,,,,,,99,,,1.0,4.0,5.0,7.0,9.0,,,,,,99,,,1,4.0,4.0,4.0,4.0,4.0,6,11.0,,,MAINTENANCE OF RENTAL PROP,UPDATING CODES LIKE RV PARKING,2,7,2,1,2,1,1,3,1,1,1,2,,,,,85281,70
72,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,12,,,,,,,,,,,,4,4.0,4,4,4,3,3,A,G,3,THIEVES,4,4,4,4,9,9,9,4,4,E,F,4,3,3,4,3,4,4,3,3,3,3,3,4,4,4,4,1,3,4,3,3,3,Q,,,7,,,,,,,,,7,1.0,3.0,1.0,5.0,7.0,,,,,,,,1,5.0,7.0,2,,,,,,8,,,,STORM DRAINS,GET RID OF CROOKED COPS!,2,5,1,2,2,1,9,2,1,1,1,2,,,,,85281,71
73,5,4,4,4,4,3,4,4,4,4,9,4,9,4,3,1,3.0,5.0,8.0,9.0,10.0,,,,,,,4,4.0,3,9,3,9,3,E,G,4,PROBLEMS CLOSE TO ASU,4,4,9,9,9,4,9,4,4,H,B,4,3,3,3,3,4,4,9,3,3,3,3,3,4,9,9,4,3,9,3,4,3,F,A,T,2,3.0,,,,,,,,9,3.0,2.0,1.0,2.0,5.0,6.0,8.0,9.0,,,,,6,9.0,2.0,1,4.0,4.0,4.0,4.0,4.0,4,11.0,,,TRAF LIGHT @ RIO SALADO/HAYDEN,TRANSPORTATION,2,6,2,1,2,1,2,5,1,1,1,2,,,,,85281,72
74,4,4,4,9,4,4,5,9,9,9,9,9,4,4,4,1,2.0,3.0,5.0,8.0,12.0,,,,,,,4,4.0,4,9,4,4,3,G,,5,,4,3,9,9,3,3,9,4,4,I,F,1,4,5,5,2,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,A,E,,99,,,,,,,,,99,,,2.0,,,,,,,,,,99,,,2,,,,,,4,,,,,LIBRARY HOURS; AWFUL REMODEL,4,5,1,1,2,1,9,5,2,1,1,2,,,,,85281,73
75,5,4,4,9,3,2,9,9,9,3,3,9,2,3,9,1,2.0,3.0,5.0,8.0,10.0,12.0,,,,,,5,5.0,2,1,2,4,1,C,D,3,VACANT HOMES,4,5,3,9,9,5,4,5,5,C,G,5,4,5,2,3,5,4,1,2,3,3,4,5,5,5,5,9,4,9,3,5,5,H,D,J,99,,,,,,,,,99,,,2.0,5.0,8.0,9.0,,,,,,,2,5.0,8.0,2,,,,,,4,6.0,,,ENFORCE PROPERTY CODES,"CLEAN ALLEYS, ENFORCE CODES!",3,2,2,1,1,1,1,5,1,1,1,2,,,,,85281,74
76,5,5,5,9,5,5,4,4,9,4,4,9,5,4,9,1,2.0,3.0,5.0,8.0,9.0,10.0,11.0,12.0,,,,4,4.0,3,9,5,5,4,G,C,4,STREET LIGHTS,5,5,9,9,9,9,9,4,4,I,H,5,4,3,4,4,4,4,3,4,3,4,4,5,5,5,5,5,5,9,9,4,4,A,H,N,99,,,,,,,,,3,6.0,7.0,1.0,2.0,5.0,7.0,9.0,,,,,,5,1.0,,1,5.0,5.0,5.0,5.0,5.0,4,10.0,,,MORE STREET LIGHTS,TRANSPORTATION; ORBIT/BUS/RAIL,5,5,2,1,2,1,1,5,1,1,1,2,,,,,85281,75
77,5,5,5,3,4,4,4,4,4,4,3,3,4,3,3,1,2.0,3.0,,,,,,,,,,5,5.0,3,3,4,5,4,E,C,4,DRUG PUNKS,5,5,9,5,5,4,5,4,4,Z,,5,5,5,5,4,5,4,2,4,3,3,5,5,5,5,5,5,5,5,4,5,5,J,H,T,99,,,,,,,,,2,3.0,,4.0,5.0,7.0,9.0,10.0,,,,,,99,,,1,4.0,4.0,3.0,4.0,3.0,6,8.0,,,PARKING POLICE LIED IN COURT!!,GET HIGH RISES DOWNTOWN DONE,5,5,1,2,2,1,1,3,1,1,1,2,1.0,1.0,9.0,,85281,76
78,4,5,4,3,5,5,4,4,4,5,4,4,3,4,5,1,2.0,3.0,5.0,6.0,8.0,9.0,,,,,,5,5.0,5,9,5,5,4,F,A,4,,5,4,9,9,9,9,9,9,4,Z,,4,5,5,5,5,5,5,9,5,3,4,4,4,2,9,4,5,5,9,9,5,5,A,D,N,2,,,,,,,,,9,5.0,,2.0,4.0,6.0,9.0,10.0,,,,,,6,9.0,10.0,2,,,,,,4,11.0,,,,,2,5,1,1,2,1,2,3,1,9,1,2,,,,,85281,77
79,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,1,2.0,6.0,9.0,,,,,,,,,4,4.0,4,9,4,2,3,F,A,4,PEOPLE CRUISING LATE,4,9,9,4,9,9,4,9,4,A,I,4,4,5,9,2,4,3,2,5,3,3,4,5,5,5,5,4,2,4,3,2,2,V,T,R,99,,,,,,,,,99,,,1.0,2.0,5.0,9.0,,,,,,,99,,,2,,,,,,7,8.0,,,IMPROVE MAINT @ HARELSON PARK,TRAFFIC ENFORCEMENT,5,6,1,2,2,1,2,4,1,1,1,5,,,,,85284,78
80,4,2,3,3,4,4,4,4,4,3,3,4,4,4,3,1,2.0,3.0,4.0,5.0,6.0,,,,,,,2,3.0,9,9,4,2,4,A,F,4,BURGLARY,4,4,9,4,4,9,4,4,5,Z,,5,2,4,3,4,5,4,2,1,2,2,1,2,3,3,4,4,4,4,4,4,2,L,Q,S,9,,,,,,,,,99,,,9.0,,,,,,,,,,99,,,1,5.0,5.0,5.0,5.0,5.0,3,6.0,,,WEEKEND CLEANUP OF SCHOOL FIEL,MAINTAIN SCHOOLS & FIELDS,3,4,2,2,2,1,2,3,1,1,2,5,,,,,85284,79
81,3,3,4,4,4,3,3,3,3,3,3,3,3,3,9,1,2.0,3.0,4.0,5.0,7.0,,,,,,,4,4.0,2,2,4,3,3,C,D,4,TRAFFIC ON SIDE STREETS,4,4,4,4,4,4,9,9,3,Z,,4,3,4,3,3,4,4,2,2,2,2,3,4,4,4,4,3,4,4,3,4,4,J,K,I,99,,,,,,,,,99,,,5.0,,,,,,,,,,99,,,2,,,,,,6,8.0,,,IMPROVE RESIDENTIAL PROPERTY,,4,5,2,2,2,1,1,2,1,1,1,5,,,,,85283,80
