Is_Head_of_Household_,Age,Race,Gender,Ethnicity,Disability,Educational_Level,Employment_Status,Household_Type,ZIP_Code,Service_Id,Date,Program,Housing_Type,City,State,Total_Benefit,Council_District,Monthly_Income,ObjectId
0,12.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40212,1307221.0,2021/09/22 09:01:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,859.32,5.0,0.0,107
1,47.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Person,40216,1286726.0,2021/09/03 10:29:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,44.03,3.0,8568.0,108
1,59.0,African American,Female,Non-Hispanic,Disabled,Grades 9-12,"Unemployed(Short - Term, 6 months or less)",Single Person,40215,1311747.0,2021/09/24 11:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,171.2,3.0,9768.0,109
1,76.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40211,1412836.0,2021/11/19 15:00:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,312.12,1.0,9528.0,110
1,62.0,African American,Female,Non-Hispanic,Disabled,2 or 4 years College,Retired,Single Person,40212,1465460.0,2021/12/28 09:19:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,381.43,5.0,14796.0,111
1,72.0,White,Female,Non-Hispanic,Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Person,40299,1440834.0,2021/12/07 13:52:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,469.9,20.0,16800.0,112
1,68.0,African American,Male,Non-Hispanic,Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Person,40210,1333084.0,2021/10/12 13:35:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,224.0,4.0,11244.0,113
0,14.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1228839.0,2021/07/30 14:41:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,211.75,4.0,30870.72,114
0,18.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1228839.0,2021/07/30 14:41:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,211.75,4.0,30870.72,115
1,61.0,African American,Female,Non-Hispanic,Disabled,2 or 4 years College,Unemployed(Not in Labor Force),Single Person,40211,1215959.0,2021/07/26 11:49:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,5.0,0.0,116
0,12.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40215,1287610.0,2021/09/03 14:32:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,387.69,15.0,23281.8,117
1,65.0,White,Female,Non-Hispanic,Disabled,2 or 4 years College,Unemployed(Not in Labor Force),Single Person,40220,1357787.0,2021/10/26 11:23:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,381.59,26.0,11676.0,118
1,62.0,African American,Female,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,Unemployed(Not in Labor Force),Single Parent Female,40218,1259437.0,2021/08/17 11:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,280.51,2.0,12235.2,119
0,17.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40218,1259437.0,2021/08/17 11:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,280.51,2.0,12235.2,120
1,52.0,African American,Male,Non-Hispanic,Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Person,40211,1236727.0,2021/08/04 12:13:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,399.43,5.0,7716.0,121
0,14.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40218,1259437.0,2021/08/17 11:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,280.51,2.0,12235.2,122
0,15.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40218,1259437.0,2021/08/17 11:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,280.51,2.0,12235.2,123
1,41.0,African American,Female,Non-Hispanic,Disabled,Advanced/Post-Secondary Degree,Unemployed(Not in Labor Force),Single Parent Female,40215,1412251.0,2021/11/19 13:23:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000.0,15.0,7848.0,124
0,17.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40215,1412251.0,2021/11/19 13:23:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000.0,15.0,7848.0,125
1,61.0,African American,Male,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40258,1667193.0,2022/04/04 12:39:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,741.39,14.0,17676.0,126
0,12.0,African American,Male,Non-Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40215,1412251.0,2021/11/19 13:23:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000.0,15.0,7848.0,127
0,7.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40215,1412251.0,2021/11/19 13:23:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000.0,15.0,7848.0,128
1,64.0,African American,Female,Non-Hispanic,Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Person,40211,1342127.0,2021/10/18 12:15:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,410.58,4.0,9504.0,129
1,54.0,African American,Female,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,Unemployed(Not in Labor Force),Single Person,40210,1464971.0,2021/12/27 13:28:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,467.32,3.0,16392.0,130
1,63.0,African American,Female,Non-Hispanic,Not Disabled,Equivalency Diploma (GED),"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40211,1467307.0,2021/12/29 15:17:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,559.72,4.0,10080.0,131
0,16.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40211,1467307.0,2021/12/29 15:17:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,559.72,4.0,10080.0,132
0,17.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40211,1467307.0,2021/12/29 15:17:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,559.72,4.0,10080.0,133
0,12.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40211,1467307.0,2021/12/29 15:17:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,559.72,4.0,10080.0,134
1,56.0,African American,Female,Non-Hispanic,Disabled,Grades 9-12,Unemployed(Not in Labor Force),Multigenerational Household,40211,1302251.0,2021/09/20 14:09:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,5.0,19404.0,135
0,12.0,Mixed Race,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Multigenerational Household,40211,1302251.0,2021/09/20 14:09:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,5.0,19404.0,136
1,51.0,African American,Male,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40291,1464595.0,2021/12/27 09:44:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,447.91,22.0,14583.6,137
0,61.0,African American,Male,Non-Hispanic,Disabled,Grades 9-12,Unemployed(Not in Labor Force),Multigenerational Household,40211,1302251.0,2021/09/20 14:09:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,5.0,19404.0,138
0,15.0,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40291,1464595.0,2021/12/27 09:44:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,447.91,22.0,14583.6,139
0,17.0,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40291,1464595.0,2021/12/27 09:44:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,447.91,22.0,14583.6,140
0,42.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Person,40291,1464595.0,2021/12/27 09:44:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,447.91,22.0,14583.6,141
1,39.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40211,1334976.0,2021/10/13 11:54:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,1.0,0.0,142
0,15.0,African American,Female,Non-Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40211,1334976.0,2021/10/13 11:54:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,1.0,0.0,143
1,41.0,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Parent Female,40202,1272753.0,2021/08/25 09:26:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,458.74,4.0,15084.0,144
0,12.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40202,1272753.0,2021/08/25 09:26:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,458.74,4.0,15084.0,145
0,14.0,African American,Male,Non-Hispanic,Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40202,1272753.0,2021/08/25 09:26:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,458.74,4.0,15084.0,146
1,40.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Parent Female,40220,1434990.0,2021/12/03 13:12:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,604.47,26.0,27923.76,147
0,11.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40220,1434990.0,2021/12/03 13:12:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,604.47,26.0,27923.76,148
0,9.0,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40220,1434990.0,2021/12/03 13:12:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,604.47,26.0,27923.76,149
0,6.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40220,1434990.0,2021/12/03 13:12:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,604.47,26.0,27923.76,150
0,13.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40220,1434990.0,2021/12/03 13:12:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,604.47,26.0,27923.76,151
1,56.0,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Parent Female,40299,1240159.0,2021/08/05 14:24:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,377.7,20.0,16940.04,152
1,75.0,African American,Female,Non-Hispanic,Disabled,High School Graduate,Retired,Single Person,40211,1299009.0,2021/09/15 08:44:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,274.74,5.0,7128.0,153
1,69.0,African American,Female,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,Retired,Single Person,40215,1673678.0,2022/04/13 11:23:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,630.33,15.0,9768.0,154
1,64.0,African American,Male,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,Unemployed(Not in Labor Force),Single Person,40214,1674006.0,2022/04/13 14:50:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,323.13,21.0,8052.0,155
1,72.0,African American,Female,Non-Hispanic,Disabled,High School Graduate,Retired,Single Person,40210,1486692.0,2022/01/14 15:02:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,363.86,1.0,7872.0,156
1,59.0,African American,Female,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Other,40243,1216934.0,2021/07/26 14:27:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,503.32,18.0,9768.0,157
1,65.0,African American,Female,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,Unemployed(Not in Labor Force),Single Person,40203,1243884.0,2021/08/09 10:30:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,322.96,5.0,9960.0,158
0,8.0,African American,Female,Non-Hispanic,Not Disabled,Pre-School,Unemployed(Not in Labor Force),Other,40243,1216934.0,2021/07/26 14:27:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,503.32,18.0,9768.0,159
1,71.0,African American,Female,Non-Hispanic,Disabled,2 or 4 years College,Retired,Multigenerational Household,40211,1406325.0,2021/11/17 14:00:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,120.73,1.0,9300.0,160
0,6.0,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Other,40243,1216934.0,2021/07/26 14:27:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,503.32,18.0,9768.0,161
0,8.0,African American,Male,Non-Hispanic,Not Disabled,Pre-School,Unemployed(Not in Labor Force),Multigenerational Household,40211,1406325.0,2021/11/17 14:00:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,120.73,1.0,9300.0,162
0,6.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Other,40243,1216934.0,2021/07/26 14:27:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,503.32,18.0,9768.0,163
1,47.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Parent Female,40211,1245045.0,2021/08/09 14:02:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,613.55,5.0,33062.4,164
0,18.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40211,1245045.0,2021/08/09 14:02:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,613.55,5.0,33062.4,165
1,36.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40210,1219683.0,2021/07/27 12:37:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,5.0,24744.0,166
1,31.0,White,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Two Parent Household,40229,1273365.0,2021/08/25 11:37:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,553.64,13.0,0.0,167
0,9.0,African American,Male,Non-Hispanic,Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40210,1219683.0,2021/07/27 12:37:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,5.0,24744.0,168
1,70.0,White,Male,Non-Hispanic,Disabled,Grades 9-12,Retired,Two Adults No Children,40214,1396656.0,2021/11/12 14:16:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,21.0,13920.0,169
0,21.0,African American,Female,Non-Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40210,1219683.0,2021/07/27 12:37:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,5.0,24744.0,170
1,42.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40212,1223449.0,2021/07/28 14:46:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,702.64,5.0,0.0,171
0,16.0,African American,Female,Non-Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40210,1219683.0,2021/07/27 12:37:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,5.0,24744.0,172
0,8.0,African American,Female,Non-Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40210,1219683.0,2021/07/27 12:37:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,5.0,24744.0,173
0,52.0,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Two Adults No Children,40214,1396656.0,2021/11/12 14:16:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,21.0,13920.0,174
0,21.0,White,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Two Adults No Children,40214,1396656.0,2021/11/12 14:16:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,21.0,13920.0,175
1,53.0,African American,Female,Non-Hispanic,Disabled,Not Applicable,Employed Part-Time,Single Person,40212,1337084.0,2021/10/14 17:52:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,232.66,5.0,9984.0,176
0,8.0,White,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Two Parent Household,40229,1273365.0,2021/08/25 11:37:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,553.64,13.0,0.0,177
1,54.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40203,1467265.0,2021/12/29 14:55:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,375.66,4.0,10332.0,178
0,13.0,African American,Male,Non-Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1446967.0,2021/12/09 13:04:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,303.63,4.0,28584.0,179
0,7.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1446967.0,2021/12/09 13:04:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,303.63,4.0,28584.0,180
1,59.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Person,40211,1467765.0,2021/12/30 14:45:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,473.43,1.0,13800.0,181
1,30.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40211,1207264.0,2021/07/21 13:53:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,486.25,1.0,0.0,182
0,12.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40211,1453032.0,2021/12/13 09:14:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,5.0,0.0,183
0,49.0,African American,Male,Non-Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Multigenerational Household,40212,1467330.0,2021/12/29 15:30:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,540.65,5.0,4344.0,184
0,11.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40211,1207264.0,2021/07/21 13:53:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,486.25,1.0,0.0,185
1,51.0,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Employed Part-Time,Single Parent Male,40217,1260594.0,2021/08/17 15:10:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,15.0,19200.0,186
0,11.0,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Male,40217,1260594.0,2021/08/17 15:10:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,15.0,19200.0,187
0,11.0,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Male,40217,1260594.0,2021/08/17 15:10:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,15.0,19200.0,188
0,15.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Multigenerational Household,40211,1302251.0,2021/09/20 14:09:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,5.0,19404.0,189
1,39.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Employed Part-Time,Single Parent Female,40213,1318133.0,2021/09/30 10:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,504.88,21.0,0.0,190
0,13.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40213,1318133.0,2021/09/30 10:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,504.88,21.0,0.0,191
1,47.0,White,Female,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40220,1326682.0,2021/10/07 10:00:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,372.28,26.0,13068.0,192
1,29.0,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Part-Time,Single Parent Female,40212,1236744.0,2021/08/04 12:17:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,468.0,5.0,4819.2,193
0,6.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40212,1236744.0,2021/08/04 12:17:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,468.0,5.0,4819.2,194
0,5.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40212,1236744.0,2021/08/04 12:17:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,468.0,5.0,4819.2,195
1,43.0,White,Male,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,"Unemployed(Long - Term, more than 6 months)",Two Adults No Children,40217,1379446.0,2021/11/04 15:00:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,270.98,15.0,0.0,196
0,41.0,White,Female,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,Unemployed(Not in Labor Force),Two Adults No Children,40217,1379446.0,2021/11/04 15:00:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,270.98,15.0,0.0,197
1,69.0,White,Female,Non-Hispanic,Disabled,Unknown,Retired,Single Person,40299,1378486.0,2021/11/04 12:40:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,131.2,11.0,13884.0,198
