ObjectId,INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,UOR_DESC,LEOKA_APPLIES,OFFICER_KILLED,TYPE_OF_ASSIGNMENT,TYPE_OF_ACTIVITY,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,OFFENSE_CITY,OFFENSE_ZIP
63,80-12-096554,2012/12/03 20:42:00+00,2012/12/03 20:00:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,"OTHER ALONE (FOOT, OFF DUTY, ECT)                      ",ALL OTHER                                              ,13A,PART I,COMPLETED,7TH DIVISION,735,HIGHWAY / ROAD / ALLEY                       ,JEFFERSON BLVD / OUTER LOOP                                 ,LOUISVILLE,40219
64,80-12-025485,2012/04/02 05:00:00+00,2012/04/02 04:15:59+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,3RD DIVISION,316,HIGHWAY / ROAD / ALLEY                       ,14000 BLOCK DIXIE HWY                                       ,LOUISVILLE,40216
65,80-13-005894,2013/01/24 18:20:00+00,2013/01/24 18:00:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ATTEMPTING OTHER ARREST                                ,13A,PART I,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,800 BLOCK S 32ND ST                                         ,LOUISVILLE,40211
66,80-14-026452,2014/04/16 04:09:59+00,2014/04/16 04:09:59+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13A,PART I,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY                       ,S 18TH ST / W MARKET ST                                     ,LOUISVILLE,40203
67,80-12-025613,2012/04/02 18:21:59+00,2012/04/02 17:15:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ALL OTHER                                              ,13A,PART I,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY                       ,4200 BLOCK VERMONT AVE                                      ,LOUISVILLE,40211
68,80-12-020740,2012/03/17 03:49:59+00,2012/03/17 03:40:00+00,ASSAULT,ASSAULT - 2ND DEGREE - POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13A,PART I,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,2300 BLOCK ACKERMAN CT                                      ,LOUISVILLE,40212
69,80-17-063582,2017/08/06 10:34:00+00,2017/08/06 06:59:59+00,ASSAULT,ASSAULT - 1ST DEGREE,YES,NO,"OTHER ASSISTED (FOOT, OFF DUTY, ETC)                   ",ALL OTHER                                              ,13A,PART I,COMPLETED,6TH DIVISION,612,PARKING LOT / GARAGE                         ,5000 BLOCK POPLAR LEVEL RD                                  ,LOUISVILLE,40219
70,80-12-099436,2012/12/16 08:35:00+00,2012/12/16 07:02:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13A,PART I,COMPLETED,1ST DIVISION,123,PARKING LOT / GARAGE                         ,500 BLOCK W BROADWAY                                        ,LOUISVILLE,40202
71,80-13-073596,2013/09/25 23:19:59+00,2013/09/25 23:03:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY                       ,N 22ND ST / GRIFFITHS AVE                                   ,LOUISVILLE,40212
72,80-17-015186,2017/02/22 01:31:00+00,2017/02/22 01:31:00+00,ASSAULT,ASSAULT - 2ND DEGREE - POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ALL OTHER                                              ,13A,PART I,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY                       ,N 27TH ST / BANK ST                                         ,LOUISVILLE,40212
73,80-12-003653,2012/01/14 00:40:00+00,2012/01/13 22:09:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY                       ,ALGONQUIN PKY / RUSSELL LEE DR                              ,LOUISVILLE,40211
74,80-13-035697,2013/05/18 03:51:00+00,2013/05/18 03:51:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13A,PART I,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,S FLOYD ST / E ST CATHERINE ST                              ,LOUISVILLE,40203
75,80-13-065111,2013/08/28 05:41:00+00,2013/08/28 04:18:59+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY                       ,S BROOK ST / E JEFFERSON ST                                 ,LOUISVILLE,40202
76,80-18-076563,2018/10/01 02:34:00+00,2018/10/01 02:16:00+00,ASSAULT,ASSAULT - 1ST DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,METRO LOUISVILLE,AUD,HIGHWAY / ROAD / ALLEY                       ,PERENNIAL DR / PRESTON HWY                                  ,LOUISVILLE,40217
77,80-20-075491,2020/12/20 21:30:00+00,2020/12/20 19:36:00+00,ASSAULT,ASSAULT - 2ND DEGREE - POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ALL OTHER                                              ,13A,PART I,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY                       ,N 25TH ST / ST XAVIER ST                                    ,LOUISVILLE,40212
78,80-14-100070,2014/12/28 21:59:59+00,2014/12/28 21:11:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,I264W AT TAYLOR BLVD                                        ,LOUISVILLE,40215
79,80-13-036776,2013/05/21 23:13:00+00,2013/05/21 23:13:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,4TH DIVISION,436,HIGHWAY / ROAD / ALLEY                       ,S 3RD ST / ASHBURY RD                                       ,LOUISVILLE,40214
80,80-14-045089,2014/06/20 02:50:00+00,2014/06/20 02:39:59+00,ASSAULT,ASSAULT - 2ND DEGREE - POLICE OFFICER,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED               ,"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS           ",13A,PART I,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY                       ,S 24TH ST / W MADISON ST                                    ,LVIL,40211
81,80-12-001971,2012/01/08 03:59:59+00,2012/01/08 02:02:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY                       ,ALGONQUIN PKY / WILSON AVE                                  ,LOUISVILLE,40211
82,80-16-026349,2016/03/29 22:21:00+00,2016/03/29 22:21:00+00,ASSAULT,MURDER - POLICE OFFICER ATTEMPTED,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ATTEMPTING OTHER ARREST                                ,13A,PART I,COMPLETED,3RD DIVISION,323,HIGHWAY / ROAD / ALLEY                       ,8600 BLOCK NATIONAL TPKE                                    ,LOUISVILLE,40118
83,80-21-005957,2021/01/30 17:12:00+00,2021/01/30 15:30:00+00,ASSAULT,ASSAULT - 2ND DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,6TH DIVISION,613,HIGHWAY / ROAD / ALLEY                       ,2100 BLOCK BASHFORD MANOR LN                                ,LOUISVILLE,40218
84,80-17-029370,2017/04/14 02:03:00+00,2017/04/14 02:03:00+00,ASSAULT,ASSAULT - 1ST DEGREE - POLICE OFFICER,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ALONE                  ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,7TH DIVISION,724,HIGHWAY / ROAD / ALLEY                       ,I65N AT FERN VALLEY RD                                      ,LOUISVILLE,40213
85,80-12-075796,2012/09/23 03:36:00+00,2012/09/22 21:23:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ALL OTHER                                              ,13A,PART I,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY                       ,3400 BLOCK SUSANNA DR                                       ,LOUISVILLE,40213
86,80-13-052159,2013/07/14 13:09:59+00,2013/07/14 12:58:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ALL OTHER                                              ,13A,PART I,COMPLETED,5TH DIVISION,525,PARKING LOT / GARAGE                         ,3000 BLOCK RIVER RD                                         ,LOUISVILLE,40207
87,80-15-055233,2015/07/17 17:12:00+00,2015/07/17 17:12:00+00,ASSAULT,ASSAULT - 2ND DEGREE - POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13A,PART I,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,6200 BLOCK UPPER HUNTERS TRCE                               ,LOUISVILLE,40216
88,80-14-029388,2014/04/26 16:47:59+00,2014/04/26 16:47:59+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ALL OTHER                                              ,13A,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1100 BLOCK LINCOLN AVE                                      ,LOUISVILLE,40208
89,80-16-055460,2016/06/30 20:52:59+00,2016/06/30 20:45:00+00,ASSAULT,ASSAULT - 1ST DEGREE - POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE       ,13A,PART I,COMPLETED,8TH DIVISION,815,HOTEL / MOTEL / ETC.                         ,9300 BLOCK BLAIRWOOD RD                                     ,LOUISVILLE,40222
90,80-12-008059,2012/01/30 19:15:59+00,2012/01/30 18:21:59+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY                       ,I65S TO JEFFERSON ST                                        ,LOUISVILLE,40202
91,80-14-009267,2014/02/06 19:44:00+00,2014/02/06 19:44:00+00,ASSAULT,ASSAULT - 2ND DEGREE - POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,8TH DIVISION,815,HIGHWAY / ROAD / ALLEY                       ,I64W AT HURSTBOURNE PKY WEST SIDE IN LMPD                   ,LOUISVILLE,40222
92,80-21-005957,2021/01/30 17:12:00+00,2021/01/30 15:30:00+00,ASSAULT,ASSAULT - 2ND DEGREE - POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,6TH DIVISION,613,HIGHWAY / ROAD / ALLEY                       ,2100 BLOCK BASHFORD MANOR LN                                ,LOUISVILLE,40218
93,80-14-046002,2014/06/18 06:20:00+00,2014/06/18 05:26:59+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,8TH DIVISION,815,HIGHWAY / ROAD / ALLEY                       ,NEW LA GRANGE RD / SHELBYVILLE RD                           ,LVIL,40222
94,80-12-092155,2012/11/20 03:59:59+00,2012/11/20 01:17:00+00,ASSAULT,ASSAULT - 2ND DEGREE - POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,2ND DIVISION,212,HIGHWAY / ROAD / ALLEY                       ,3600 BLOCK GREENWOOD AVE                                    ,LOUISVILLE,40211
95,80-15-013334,2015/02/22 08:15:00+00,2015/02/22 08:15:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ALL OTHER                                              ,13A,PART I,COMPLETED,7TH DIVISION,711,PARKING LOT / GARAGE                         ,BARDSTOWN RD / S HURSTBOURNE PKY                            ,LOUISVILLE,40291
96,80-21-017040,2021/03/27 23:13:00+00,2021/03/27 23:00:00+00,ASSAULT,ASSAULT - 2ND DEGREE,YES,NO,"OTHER ALONE (FOOT, OFF DUTY, ECT)                      ",ALL OTHER                                              ,13A,PART I,COMPLETED,3RD DIVISION,316,HIGHWAY / ROAD / ALLEY                       ,11800 BLOCK MAHOGANY DR                                     ,LOUISVILLE,40272
97,80-14-043809,2014/06/15 23:52:59+00,2014/06/15 22:40:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,"OTHER ASSISTED (FOOT, OFF DUTY, ETC)                   ",ALL OTHER                                              ,13A,PART I,COMPLETED,5TH DIVISION,514,HIGHWAY / ROAD / ALLEY                       ,BARDSTOWN RD / I 264 RAMP                                   ,LOUISVILLE,40218
98,80-12-099250,2012/12/15 19:20:00+00,2012/12/15 18:24:59+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ATTEMPTING OTHER ARREST                                ,13A,PART I,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,SALE AVE / TAYLOR BLVD                                      ,LOUISVILLE,40215
99,80-15-104306,2015/12/15 19:50:00+00,2015/12/15 19:50:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY                       ,S 15TH ST / W BROADWAY                                      ,LOUISVILLE,40203
100,80-20-017514,2020/03/15 06:20:00+00,2020/03/15 06:03:00+00,ASSAULT,ASSAULT - 2ND DEGREE,YES,NO,"OTHER ALONE (FOOT, OFF DUTY, ECT)                      ",ALL OTHER                                              ,13A,PART I,COMPLETED,5TH DIVISION,512,BAR / NIGHT CLUB                             ,1100 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204
101,80-14-056788,2014/07/30 18:20:00+00,2014/07/30 18:07:00+00,ASSAULT,DISARMING A PEACE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13A,PART I,COMPLETED,1ST DIVISION,134,HIGHWAY / ROAD / ALLEY                       ,WF - GREAT LAWN                                             ,LOUISVILLE,40202
102,80-12-001971,2012/01/08 03:59:59+00,2012/01/08 02:02:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY                       ,ALGONQUIN PKY / WILSON AVE                                  ,LOUISVILLE,40211
103,80-15-023806,2015/04/02 19:30:00+00,2015/04/02 19:30:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ATTEMPTING OTHER ARREST                                ,13A,PART I,COMPLETED,5TH DIVISION,521,HIGHWAY / ROAD / ALLEY                       ,200 BLOCK N CLIFTON AVE                                     ,LOUISVILLE,40206
104,80-22-042086,2022/07/25 17:06:00+00,2022/07/25 17:00:00+00,ASSAULT,ASSAULT - 2ND DEGREE - POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,1ST DIVISION,135,PARKING LOT / GARAGE                         ,900 BLOCK MARSHALL ST                                       ,LOUISVILLE,40204
105,80-17-000836,2017/01/03 20:38:00+00,2017/01/03 20:38:00+00,ASSAULT,ASSAULT - 1ST DEGREE - POLICE OFFICER,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED               ,ALL OTHER                                              ,13A,PART I,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY                       ,1300 BLOCK S 6TH ST                                         ,LOUISVILLE,40208
106,80-15-104306,2015/12/15 19:50:00+00,2015/12/15 19:50:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY                       ,S 15TH ST / W BROADWAY                                      ,LOUISVILLE,40203
107,80-12-090550,2012/11/14 02:15:00+00,2012/11/14 02:15:00+00,ASSAULT,ASSAULT - 2ND DEGREE - POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13A,PART I,COMPLETED,4TH DIVISION,411,OTHER RESIDENCE (APARTMENT/CONDO)            ,700 BLOCK W OAK ST                                          ,LOUISVILLE,40203
108,80-14-091765,2014/11/22 04:33:00+00,2014/11/22 04:33:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,4TH DIVISION,436,HIGHWAY / ROAD / ALLEY                       ,S 3RD ST / W WOODLAWN AVE                                   ,LOUISVILLE,40214
109,80-12-065348,2012/08/16 18:36:59+00,2012/08/16 18:36:59+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY                       ,I64E AT SHERMAN MINTON BRIDGE                               ,LOUISVILLE,40212
110,80-14-044482,2014/06/18 01:59:00+00,2014/06/18 01:59:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE       ,13A,PART I,COMPLETED,2ND DIVISION,225,FIELD / WOODS                                ,1700 BLOCK PATTON CT                                        ,LVIL,40210
111,80-14-003459,2014/01/14 22:57:59+00,2014/01/14 22:57:59+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13A,PART I,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY                       ,2200 BLOCK W MUHAMMAD ALI BLVD                              ,LOUISVILLE,40212
112,80-14-032937,2014/05/08 22:24:00+00,2014/05/08 22:24:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,1200 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204
113,80-15-055895,2015/07/19 23:00:00+00,2015/07/19 22:44:59+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ALL OTHER                                              ,13A,PART I,COMPLETED,6TH DIVISION,625,HIGHWAY / ROAD / ALLEY                       ,2700 BLOCK HIKES LN                                         ,LOUISVILLE,40218
114,80-14-100070,2014/12/28 21:59:59+00,2014/12/28 21:11:00+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13A,PART I,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,I264W AT TAYLOR BLVD                                        ,LOUISVILLE,40215
115,80-14-094337,2014/12/08 01:30:00+00,2014/12/08 01:05:59+00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13A,PART I,COMPLETED,4TH DIVISION,436,OTHER RESIDENCE (APARTMENT/CONDO)            ,0 BLOCK COLONIAL OAKS CT                                    ,LOUISVILLE,40214
