ObjectId,CodesAndRegsLicenseDataID,LicenseID,Description,LicenseName,Location,StreetNumber,Prefix,StreetName,Suffix,Longitude,Latitude,ExpirationDate,SubType,SubDescription,IssueDate,Zip,DISTRICT,NEIGHBORHOOD,ZONING,EndorsementType,EndorsementTypeDescription,EndorsementStatusDescription,EndorsementIssuedDate,AGENCY,GPSX,GPSY
74,24,5911,Alcoholic Beverage Annual,THE IRISH ROVER,2319 FRANKFORT AVE ,2319, ,FRANKFORT,AVE,-85.7024650226,38.2536534575,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2004-08-25 14:21:00,40206,9,CLIFTON,C2,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1223345.0,277740.0
75,25,5912,Alcoholic Beverage Annual,TWIN DIXIE LANES,10526 DIXIE HWY ,10526, ,DIXIE,HWY,-85.8712473152,38.1024238533,2019/09/30 03:59:59+00,AMU,Amusement,2004-08-25 14:27:00,40272,14,,C2,LD,Quota Retail Drink,ACTIVE,,Codes and Regulations,1173915.0,223485.0
76,26,5912,Alcoholic Beverage Annual,TWIN DIXIE LANES,10526 DIXIE HWY ,10526, ,DIXIE,HWY,-85.8712473152,38.1024238533,2019/09/30 03:59:59+00,AMU,Amusement,2004-08-25 14:27:00,40272,14,,C2,LD4,Quota Retail Drink (12 AM - 4 AM),ACTIVE,,Codes and Regulations,1173915.0,223485.0
77,27,5912,Alcoholic Beverage Annual,TWIN DIXIE LANES,10526 DIXIE HWY ,10526, ,DIXIE,HWY,-85.8712473152,38.1024238533,2019/09/30 03:59:59+00,AMU,Amusement,2004-08-25 14:27:00,40272,14,,C2,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1173915.0,223485.0
78,28,5913,Alcoholic Beverage Annual,VALLEY LIQUORS,10608 DIXIE HWY ,10608, ,DIXIE,HWY,-85.8714094596,38.1008094227,2019/09/30 03:59:59+00,LIQ,Liquor Store,2004-08-25 14:36:00,40272,14,,C2,LP,Quota Retail Package,ACTIVE,,Codes and Regulations,1173858.0,222898.0
79,29,16ABC1018,Alcoholic Beverage Annual,PIZZA BAR,445 S 4TH ST ,445,S,4TH,ST,-85.7572000025,38.2517460454,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2016-02-24 09:50:33,40202,4,CENTRAL BUSINESS DISTRICT,(C3),LD,Quota Retail Drink,ACTIVE,,Codes and Regulations,1207618.0,277298.0
80,30,16ABC1027,Alcoholic Beverage Annual,WILTSHIRE AT THE SPEED,2035 S 3RD ST ,2035,S,3RD,ST,-85.7608578792,38.2179759872,2019/05/31 03:59:59+00,RST,Restaurant / Cafe,2016-02-18 14:53:50,40208,6,UNIVERSITY,OR2,CATE,Caterer,ACTIVE,2016-02-18 14:53:49,Codes and Regulations,1206366.0,265019.0
81,31,32685,Alcoholic Beverage Annual,DERBY CITY PIZZA COMPANY #2,5603 GREENWOOD RD ,5603, ,GREENWOOD,RD,-85.8598099543,38.1447404773,2019/09/30 14:21:00+00,RST,Restaurant / Cafe,2011-07-06 09:06:00,40258,12,,C2,RLD2,NQ2 Restaurant Liquor Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1177475.0,238835.0
82,32,5840,Alcoholic Beverage Annual,AUGUST MOON RESTAURANT,2269 LEXINGTON RD ,2269, ,LEXINGTON,RD,-85.7051896704,38.2458858239,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2004-08-23 16:40:00,40206,9,IRISH HILL,C1,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1222518.0,274924.0
83,33,5840,Alcoholic Beverage Annual,AUGUST MOON RESTAURANT,2269 LEXINGTON RD ,2269, ,LEXINGTON,RD,-85.7051896704,38.2458858239,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2004-08-23 16:40:00,40206,9,IRISH HILL,C1,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1222518.0,274924.0
84,34,15ABC1121,Alcoholic Beverage Annual,XSCAPE THEATERS,12450 SYCAMORE STATION PL ,12450, ,SYCAMORE STATION,PL,-85.5315703384,38.2223523022,2019/02/28 05:00:00+00,AMU,Amusement,2015-09-16 09:45:42,40299,20,,C2,SD,Sunday Drink,ACTIVE,2015-09-16 09:45:42,Codes and Regulations,1272255.0,265614.0
85,35,5843,Alcoholic Beverage Annual,BLUE DOG BAKERY & CAFE,2868 FRANKFORT AVE ,2868, ,FRANKFORT,AVE,-85.6873990979,38.2545703715,2019/09/30 03:59:59+00,BAR,Bar,2004-08-24 08:11:00,40206,9,CRESCENT HILL,C1,LD,Quota Retail Drink,ACTIVE,,Codes and Regulations,1227676.0,278006.0
86,36,14ABC1130,Alcoholic Beverage Annual,TEA STATION CHINESE BISTRO,9422 NORTON COMMONS BLVD 101,9422, ,NORTON COMMONS,BLVD,-85.5659530718,38.3247190846,2019/02/28 05:00:00+00,RST,Restaurant / Cafe,2014-09-15 09:07:55,40059,16,,PVD,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1262911.0,303028.0
87,37,36433,Alcoholic Beverage Annual,NOWHERE LOUISVILLE,1133 BARDSTOWN RD ,1133, ,BARDSTOWN,RD,-85.7193473814,38.2380434664,2019/10/31 03:59:59+00,BAR,Bar,2013-03-19 16:59:00,40204,8,CHEROKEE TRIANGLE,(C2),MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1218407.0,272133.0
88,38,5847,Alcoholic Beverage Annual,BREWSKEE'S,5507 VALLEY STATION RD ,5507, ,VALLEY STATION,RD,-85.8655772192,38.1076906547,2019/09/30 16:15:00+00,BAR,Bar,2004-08-24 08:49:00,40272,25,,C2,LD,Quota Retail Drink,ACTIVE,,Codes and Regulations,1175580.0,225374.0
89,39,15ABC1121,Alcoholic Beverage Annual,XSCAPE THEATERS,12450 SYCAMORE STATION PL ,12450, ,SYCAMORE STATION,PL,-85.5315703384,38.2223523022,2019/02/28 05:00:00+00,AMU,Amusement,2015-09-16 09:45:42,40299,20,,C2,MBRD2,NQ4 Retail Malt Beverage Drink (12 am till 2 am),ACTIVE,2015-09-16 09:45:42,Codes and Regulations,1272255.0,265614.0
90,40,5847,Alcoholic Beverage Annual,BREWSKEE'S,5507 VALLEY STATION RD ,5507, ,VALLEY STATION,RD,-85.8655772192,38.1076906547,2019/09/30 16:15:00+00,BAR,Bar,2004-08-24 08:49:00,40272,25,,C2,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1175580.0,225374.0
91,41,5848,Alcoholic Beverage Annual,BEVERAGE WORLD,2332 BROWNSBORO RD ,2332, ,BROWNSBORO,RD,-85.701999994,38.2580918413,2019/09/30 03:59:59+00,LIQ,Liquor Store,2004-08-24 09:00:00,40206,9,CLIFTON,C1,LP,Quota Retail Package,ACTIVE,,Codes and Regulations,1223504.0,279354.0
92,42,5849,Alcoholic Beverage Annual,CAPTAIN'S CELLAR,2915 BROWNSBORO RD ,2915, ,BROWNSBORO,RD,-85.6877001868,38.2602790494,2019/09/30 03:59:59+00,LIQ,Liquor Store,2004-08-24 09:13:00,40206,9,BROWNSBORO ZORN,C1,LP,Quota Retail Package,ACTIVE,,Codes and Regulations,1227622.0,280086.0
93,43,16ABC1030,Alcoholic Beverage Annual,THE JOY LUCK,9850 VON ALLMEN CT 101,9850, ,VON ALLMEN,CT,-85.5695145347,38.3121834323,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2016-05-24 09:28:28,40241,16,,C2,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,2016-05-24 09:28:27,Codes and Regulations,1261824.0,298478.0
94,44,16ABC1060,Alcoholic Beverage Annual,TAJ GALLERY,807 E MARKET ST ,807,E,MARKET,ST,-85.7376500125,38.2533836158,2019/09/30 03:59:59+00,BAR,Bar,2016-05-09 10:54:38,40206,4,REMAINDER OF CITY,EZ1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,2016-05-09 10:54:38,Codes and Regulations,1213241.0,277803.0
95,45,16ABC1065,Alcoholic Beverage Annual,KERN'S KORNER,2600 BARDSTOWN RD ,2600, ,BARDSTOWN,RD,-85.68355974,38.2222189642,2020/01/31 05:00:00+00,BAR,Bar,2016-05-23 11:59:42,40205,8,BELKNAP,(C2),LD,Quota Retail Drink,ACTIVE,2016-05-23 11:59:42,Codes and Regulations,1228595.0,266209.0
96,46,16ABC1065,Alcoholic Beverage Annual,KERN'S KORNER,2600 BARDSTOWN RD ,2600, ,BARDSTOWN,RD,-85.68355974,38.2222189642,2020/01/31 05:00:00+00,BAR,Bar,2016-05-23 11:59:42,40205,8,BELKNAP,(C2),MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,2016-05-23 11:59:42,Codes and Regulations,1228595.0,266209.0
97,47,16ABC1065,Alcoholic Beverage Annual,KERN'S KORNER,2600 BARDSTOWN RD ,2600, ,BARDSTOWN,RD,-85.68355974,38.2222189642,2020/01/31 05:00:00+00,BAR,Bar,2016-05-23 11:59:42,40205,8,BELKNAP,(C2),SD,Sunday Drink,ACTIVE,2016-05-23 11:59:42,Codes and Regulations,1228595.0,266209.0
98,48,16ABC1067,Alcoholic Beverage Annual,DOLLAR GENERAL STORE 3302,8519 TERRY RD ,8519, ,TERRY,RD,-85.8730503835,38.1301270526,2019/07/31 03:59:59+00,GRO,Grocery / Food Mart,2016-05-13 12:16:22,40258,14,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,2016-05-13 12:16:22,Codes and Regulations,1173574.0,233581.0
99,49,5545,Alcoholic Beverage Annual,CIRCLE K #3238,5035 MUD LN ,5035, ,MUD,LN,-85.6703146614,38.0931730944,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-08-02 08:51:00,40229,13,,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1231675.0,219162.0
100,50,5546,Alcoholic Beverage Annual,THORNTON OIL #54,4154 BARDSTOWN RD ,4154, ,BARDSTOWN,RD,-85.643333134,38.189346297,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-08-02 09:23:00,40218,2,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1239969.0,254062.0
101,51,5548,Alcoholic Beverage Annual,THORNTON OIL #151,7920 BARDSTOWN RD ,7920, ,BARDSTOWN,RD,-85.5793730138,38.1315053408,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-08-02 09:29:00,40291,22,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1258046.0,232729.0
102,52,5568,Alcoholic Beverage Annual,THORNTON OIL #49,11710 DIXIE HWY ,11710, ,DIXIE,HWY,-85.8810707252,38.0847945139,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-08-02 10:47:00,40272,14,,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1170975.0,217116.0
103,53,5568,Alcoholic Beverage Annual,THORNTON OIL #49,11710 DIXIE HWY ,11710, ,DIXIE,HWY,-85.8810707252,38.0847945139,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-08-02 10:47:00,40272,14,,C2,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1170975.0,217116.0
104,54,5570,Alcoholic Beverage Annual,THORNTON OIL #21,2700 FERN VALLEY RD ,2700, ,FERN VALLEY,RD,-85.7158318016,38.1568363686,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-08-02 10:49:00,40213,21,,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1218946.0,242548.0
105,55,5571,Alcoholic Beverage Annual,CIRCLE K #3230,5000 SHEPHERDSVILLE RD ,5000, ,SHEPHERDSVILLE,RD,-85.6602128438,38.1782075812,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-08-02 10:53:00,40228,2,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1235056.0,250080.0
106,56,5575,Alcoholic Beverage Annual,CIRCLE K #134,6204 SHEPHERDSVILLE RD ,6204, ,SHEPHERDSVILLE,RD,-85.660623629,38.1593928733,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-08-02 10:58:00,40228,2,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1234833.0,243231.0
107,57,5577,Alcoholic Beverage Annual,THORNTON OIL #41,5318 PRESTON HWY ,5318, ,PRESTON,HWY,-85.7092262811,38.170681267,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-08-02 11:00:00,40213,21,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1220925.0,247559.0
108,58,5589,Alcoholic Beverage Annual,THORNTON OIL #24,3726 TAYLORSVILLE RD ,3726, ,TAYLORSVILLE,RD,-85.6438985386,38.2204637314,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-08-02 11:36:00,40220,26,AVONDALE MELBOURNE HEIGHTS,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1239978.0,265395.0
109,59,5594,Alcoholic Beverage Annual,CIRCLE K #3240,4600 WATTBOURNE LN ,4600, ,WATTBOURNE,LN,-85.605318861,38.1849412567,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-08-02 12:47:00,40299,11,,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1250870.0,252295.0
110,60,5627,Alcoholic Beverage Annual,WAL-MART SUPER CENTER #3294,7101 CEDAR SPRINGS BLVD ,7101, ,CEDAR SPRINGS,BLVD,-85.5872110059,38.142722325,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-08-16 10:27:00,40291,22,,C2,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1255851.0,236846.0
111,61,14ABC1117,Alcoholic Beverage Annual,J AND C GAS STATION,4953 MANSLICK RD ,4953, ,MANSLICK,RD,-85.7970887968,38.1708454649,2019/02/28 05:00:00+00,GRO,Grocery / Food Mart,2014-08-28 13:13:34,40216,15,HAZELWOOD,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,2014-08-28 13:13:34,Codes and Regulations,1195670.0,248031.0
112,62,14ABC1120,Alcoholic Beverage Annual,THORNTONS #162,9400 WESTPORT RD ,9400, ,WESTPORT,RD,-85.5767802708,38.2854046415,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2014-09-23 17:14:14,40241,17,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,2014-09-23 17:14:14,Codes and Regulations,1259599.0,288757.0
113,63,14ABC1120,Alcoholic Beverage Annual,THORNTONS #162,9400 WESTPORT RD ,9400, ,WESTPORT,RD,-85.5767802708,38.2854046415,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2014-09-23 17:14:14,40241,17,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,2014-09-23 17:14:14,Codes and Regulations,1259599.0,288757.0
114,64,14ABC1122,Alcoholic Beverage Annual,LIQUOR ZONE,5610 S 3RD ST ,5610,S,3RD,ST,-85.7689472994,38.1689824452,2019/02/28 05:00:00+00,LIQ,Liquor Store,2014-08-28 13:11:56,40214,21,IROQUOIS,C2,LP2,Quota Retail Package (12 AM - 2 AM),ACTIVE,2014-08-28 13:11:55,Codes and Regulations,1203748.0,247218.0
115,65,18342,Alcoholic Beverage Annual,VARANESE FUSION,2106 FRANKFORT AVE ,2106, ,FRANKFORT,AVE,-85.7084639102,38.2539000241,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2007-08-14 12:53:29,40206,9,CLIFTON,C2,LD2,Quota Retail Drink (12 AM - 2 AM),ACTIVE,,Codes and Regulations,1221624.0,277857.0
116,66,5805,Alcoholic Beverage Annual,LOUISVILLE BOAT CLUB,4200 RIVER RD ,4200, ,RIVER,RD,-85.6765973462,38.2919073172,2019/05/31 03:59:59+00,CLB,Country Club,2004-08-19 09:34:00,40207,7,,R4,PC,NQ3 Retail Drink (Private Club),ACTIVE,,Codes and Regulations,1230988.0,291553.0
117,67,26768,Alcoholic Beverage Annual,SENOR IGUANAS CORP II,9424 SHELBYVILLE RD ,9424, ,SHELBYVILLE,RD,-85.5754552371,38.2458484499,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2010-03-02 14:38:00,40222,18,,C2,RLD4,NQ2 Restaurant Liquor Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1259772.0,274348.0
118,68,14ABC1211,Alcoholic Beverage Annual,CASH SAVER 1170,501 MOUNT HOLLY RD ,501, ,MOUNT HOLLY,RD,-85.7565178193,38.1041885038,2019/03/31 03:59:59+00,GRO,Grocery / Food Mart,2015-01-29 16:11:30,40118,13,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,2015-01-29 16:11:30,Codes and Regulations,1206935.0,223567.0
119,69,13ABC1077,Alcoholic Beverage Annual,CHILL BAR & PACKAGE IN THE HIGHLANDS,1117 BARDSTOWN RD ,1117, ,BARDSTOWN,RD,-85.719988274,38.2382248989,2019/10/31 03:59:59+00,BAR,Bar,2013-10-16 15:08:34,40204,8,CHEROKEE TRIANGLE,(C2),MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1218224.0,272202.0
120,70,7072,Alcoholic Beverage Annual,OWL CREEK COMMUNITY ASSN,10607 HOBBS STATION RD ,10607, ,HOBBS STATION,RD,-85.5564316667,38.2582727779,2020/01/31 05:00:00+00,PRI,Private Club,2004-11-16 12:48:00,40223,18,,R4,PC,NQ3 Retail Drink (Private Club),ACTIVE,,Codes and Regulations,1265299.0,278794.0
121,71,34444,Alcoholic Beverage Annual,CHINA GARDEN RESTAURANT,7309 PRESTON HWY ,7309, ,PRESTON,HWY,-85.6904844846,38.1460348707,2019/02/28 05:00:00+00,RST,Restaurant / Cafe,2012-05-15 15:18:56,40219,24,,C1,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1226172.0,238500.0
122,72,13ABC1013,Alcoholic Beverage Annual,COMMONWEALTH TAP,9411 NORTON COMMONS BLVD 101,9411, ,NORTON COMMONS,BLVD,-85.5672638427,38.3245258162,2019/02/28 05:00:00+00,LIQ,Liquor Store,2013-09-24 16:53:20,40059,16,,PVD,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1262534.0,302963.0
123,73,13ABC1111,Alcoholic Beverage Annual,CASTAWAY LOUNGE,6909 SHEPHERDSVILLE RD ,6909, ,SHEPHERDSVILLE,RD,-85.6593141588,38.150334758,2019/02/28 05:00:00+00,BAR,Bar,2014-01-29 11:33:07,40219,24,,C2,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1235159.0,239927.0
124,74,15ABC1019,Alcoholic Beverage Annual,GRACIOUS PLENTY CATERING,2900 BROWNSBORO RD ,2900, ,BROWNSBORO,RD,-85.6878487345,38.2598652702,2019/09/30 03:59:59+00,CAT,Catering,2015-03-11 09:02:43,40206,9,CRESCENT HILL,C1,CATE,Caterer,ACTIVE,,Codes and Regulations,1227577.0,279936.0
125,75,5844,Alcoholic Beverage Annual,BONNIE & CLYDE'S PIZZA PARLOR,7611 DIXIE HWY ,7611, ,DIXIE,HWY,-85.8406761821,38.1401528182,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2004-08-24 08:20:00,40258,25,,C2,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1182948.0,237069.0
126,76,6634,Alcoholic Beverage Annual,AKIKO'S,1123 BARDSTOWN RD ,1123, ,BARDSTOWN,RD,-85.7197783462,38.2381753606,2019/10/31 03:59:59+00,RST,Restaurant / Cafe,2004-10-14 15:16:00,40204,8,CHEROKEE TRIANGLE,(C2),MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1218284.0,272183.0
127,77,6634,Alcoholic Beverage Annual,AKIKO'S,1123 BARDSTOWN RD ,1123, ,BARDSTOWN,RD,-85.7197783462,38.2381753606,2019/10/31 03:59:59+00,RST,Restaurant / Cafe,2004-10-14 15:16:00,40204,8,CHEROKEE TRIANGLE,(C2),MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1218284.0,272183.0
128,78,4250,Alcoholic Beverage Annual,"FISHERY, THE",3624 LEXINGTON RD ,3624, ,LEXINGTON,RD,-85.6609556724,38.2514379318,2019/05/31 03:59:59+00,RST,Restaurant / Cafe,2004-04-21 08:55:32,40207,9,ROCKCREEK LEXINGTON ROAD,C1,CATE,Caterer,ACTIVE,,Codes and Regulations,1235251.0,276748.0
129,79,4252,Alcoholic Beverage Annual,GASTHAUS GERMAN RESTAURANT,4812 BROWNSBORO CTR ,4812, ,BROWNSBORO,CTR,-85.6365208108,38.2778699745,2019/05/31 03:59:59+00,RST,Restaurant / Cafe,2004-04-21 09:01:00,40207,7,,C1,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1242412.0,286266.0
130,80,15ABC1136,Alcoholic Beverage Annual,SILVIO'S,104 FAIRFAX AVE ,104, ,FAIRFAX,AVE,-85.6512836434,38.2521283596,2019/05/31 03:59:59+00,RST,Restaurant / Cafe,2015-08-21 11:41:25,40207,9,ROCKCREEK LEXINGTON ROAD,C1,SD,Sunday Drink,INACTIVE,2015-08-21 11:41:25,Codes and Regulations,1238032.0,276957.0
131,81,15ABC1142,Alcoholic Beverage Annual,ALOFT LOUISVILLE DOWNTOWN,102 W MAIN ST ,102,W,MAIN,ST,-85.7518449588,38.2558576863,2019/11/30 05:00:00+00,HOT,Hotels,2015-10-13 10:21:14,40202,4,CENTRAL BUSINESS DISTRICT,(C3),MBRD2,NQ4 Retail Malt Beverage Drink (12 am till 2 am),INACTIVE,2015-10-13 10:21:14,Codes and Regulations,1209180.0,278770.0
132,82,15ABC1149,Alcoholic Beverage Annual,LUCKY JUNIORS LIQUORS,359 N 26TH ST ,359,N,26TH,ST,-85.7927886309,38.2655955252,2019/03/31 03:59:59+00,LIQ,Liquor Store,2015-09-10 08:05:28,40212,5,PORTLAND,C2,LP2,Quota Retail Package (12 AM - 2 AM),ACTIVE,,Codes and Regulations,1197484.0,282510.0
133,83,15ABC1149,Alcoholic Beverage Annual,LUCKY JUNIORS LIQUORS,359 N 26TH ST ,359,N,26TH,ST,-85.7927886309,38.2655955252,2019/03/31 03:59:59+00,LIQ,Liquor Store,2015-09-10 08:05:28,40212,5,PORTLAND,C2,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1197484.0,282510.0
134,84,15ABC1202,Alcoholic Beverage Annual,KY FAIR & EXPOSITION CENTER,937 PHILLIPS LN ,937, ,PHILLIPS,LN,-85.7398843671,38.1950743687,2019/05/31 03:59:59+00,AMU,Amusement,2015-12-07 07:57:28,40209,21,FAIRGROUNDS,R5,CCC,NQ1 Retail Drink (Convention Center or Convention Hotel Complex),ACTIVE,,Codes and Regulations,1212256.0,256582.0
135,85,15ABC1202,Alcoholic Beverage Annual,KY FAIR & EXPOSITION CENTER,937 PHILLIPS LN ,937, ,PHILLIPS,LN,-85.7398843671,38.1950743687,2019/05/31 03:59:59+00,AMU,Amusement,2015-12-07 07:57:28,40209,21,FAIRGROUNDS,R5,ESL,Extended Hours Supplement,ACTIVE,,Codes and Regulations,1212256.0,256582.0
136,86,15ABC1124,Alcoholic Beverage Annual,LIQUOR PALACE 8,4002 PRESTON HWY ,4002, ,PRESTON,HWY,-85.7298700954,38.1942817534,2019/02/28 05:00:00+00,LIQ,Liquor Store,,40213,21,PRESTONIA,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1215129.0,256247.0
137,87,16ABC1028,Alcoholic Beverage Annual,VISA VIS BAR & GRILL,1164 S 3RD ST ,1164,S,3RD,ST,-85.759012672,38.2350631195,2019/10/31 03:59:59+00,RST,Restaurant / Cafe,2016-04-12 08:37:28,40203,6,OLD LOUISVILLE,TNZD,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,2016-04-12 08:37:28,Codes and Regulations,1206998.0,271232.0
138,88,3637,Alcoholic Beverage Annual,AMER LEGION SHAWNEE POST #193,2800 W MAIN ST ,2800,W,MAIN,ST,-85.7975845034,38.260816535,2019/03/31 03:59:59+00,PRI,Private Club,2004-02-27 17:03:00,40212,5,PORTLAND,CR,PC2,NQ3 Private Club  (12 am till 2 am),ACTIVE,,Codes and Regulations,1196078.0,280793.0
139,89,22957,Alcoholic Beverage Annual,SAVE-A-STEP,13702 LA GRANGE RD ,13702, ,LA GRANGE,RD,-85.498189803,38.3012266252,2019/02/28 05:00:00+00,GRO,Grocery / Food Mart,2009-01-29 12:31:44,40245,17,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1282233.0,294203.0
140,90,3652,Alcoholic Beverage Annual,LAKE FOREST COUNTRY CLUB,14700 LANDMARK DR ,14700, ,LANDMARK,DR,-85.4825591501,38.2656968617,2019/02/28 05:00:00+00,CLB,Country Club,2004-03-01 11:12:00,40245,19,,R4,SBPC,NQ3 Supplemental Bar -(Private Club),ACTIVE,,Codes and Regulations,1286545.0,281205.0
141,91,16ABC1038,Alcoholic Beverage Annual,ST ANDREWS LIQUOR,7835 ST ANDREWS CHURCH RD ,7835, ,ST ANDREWS CHURCH,RD,-85.821731366,38.1503105902,2019/02/28 05:00:00+00,LIQ,Liquor Store,2016-03-21 09:37:08,40214,25,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1188459.0,240674.0
142,92,16ABC1058,Alcoholic Beverage Annual,THE LOUISVILLE ZOO,1100 TREVILIAN WAY ,1100, ,TREVILIAN,WAY,-85.7074231131,38.2055085033,2019/02/28 05:00:00+00,CCC,Convention Center Complex,2016-05-09 11:56:48,40213,10,POPLAR LEVEL,R5,CCC,NQ1 Retail Drink (Convention Center or Convention Hotel Complex),ACTIVE,2016-05-09 11:56:00,Codes and Regulations,1221644.0,260232.0
143,93,16ABC1078,Alcoholic Beverage Annual,TIME 4 THAI,2206 FRANKFORT AVE ,2206, ,FRANKFORT,AVE,-85.705736696,38.2533710465,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2016-06-13 14:41:41,40206,9,CLIFTON,C2,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1222404.0,277652.0
144,94,16ABC1079,Alcoholic Beverage Annual,BOURBON RAW,446 S 4TH ST 125,446,S,4TH,ST,-85.7576690234,38.251690557,2019/11/30 05:00:00+00,BAR,Bar,2016-06-09 12:42:13,40202,4,CENTRAL BUSINESS DISTRICT,(C3),MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1207483.0,277280.0
145,95,16ABC1082,Alcoholic Beverage Annual,COSTCO WHOLESALE # 1238,3408 BARDSTOWN RD ,3408, ,BARDSTOWN,RD,-85.6674401661,38.2044931684,2020/01/31 05:00:00+00,RET,Retail,2016-08-11 16:52:30,40218,10,,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,2016-08-11 16:52:29,Codes and Regulations,1233126.0,259683.0
146,96,16ABC1089,Alcoholic Beverage Annual,THE 502,10401 MEETING ST ,10401, ,MEETING,ST,-85.5645017359,38.3215799563,2019/02/28 05:00:00+00,RST,Restaurant / Cafe,2016-07-11 11:08:47,40059,16,,PVD,LP2,Quota Retail Package (12 AM - 2 AM),ACTIVE,,Codes and Regulations,1263311.0,301879.0
