OBJECTID,VRI_CLASS,DISTANCE_ZONE,VRI_SCENIC,VRI_SENSITIVITY,VRI_AREA_ID,BLM_ORG_CD,GIS_ACRES,SHAPE_Length,SHAPE_Area
258,IV,SS,C,MOD,VRIORL040000410,ORL04,318.86263544,0.0639825624032262,0.0001404603650022
259,IV,SS,C,MOD,VRIORL040000410,ORL04,18.24745891,0.0133930458877716,8.03728611342507e-06
260,IV,SS,C,MOD,VRIORL040000410,ORL04,289.73728334,0.0610277226799713,0.0001276002265475
261,IV,SS,C,MOD,VRIORL040000410,ORL04,13.07120275,0.0104392814086703,5.75605444711094e-06
262,II,FM,A,MOD,VRIORM000001042,ORM00,14.16863926,0.0118277582067317,6.24455605338104e-06
263,II,FM,A,MOD,VRIORM000001043,ORM00,147.38436933,0.0405333450281732,6.49585937039933e-05
264,III,FM,B,MOD,VRIORM000001050,ORM00,1.72572708,0.0047378333781234,7.60630509129232e-07
265,IV,BG,C,MOD,VRIORL040000404,ORL04,4.46150313,0.0102834297994104,1.96573842292347e-06
266,IV,FM,C,MOD,VRIORL040000407,ORL04,101.05263692,0.03120065690788,4.45222016586391e-05
267,IV,SS,C,MOD,VRIORL040000410,ORL04,7.2905484,0.0072825501434961,3.21221252462166e-06
268,IV,SS,C,MOD,VRIORL040000410,ORL04,9.33337782,0.0093545756499841,4.11218987168353e-06
269,II,SS,A,HIGH,VRIORM000000370,ORM00,39.65531064,0.0169025188224324,1.74797989687498e-05
270,II,FM,B,HIGH,VRIORM000000214,ORM00,0.00227947,0.0002775094152552,1.00466176741067e-09
271,II,FM,B,HIGH,VRIORM000000214,ORM00,45.08642976,0.0234756518330912,1.9871459991766e-05
272,IV,SS,C,HIGH,VRIORM000000333,ORM00,0.33406917,0.005265328923087,1.47228926490513e-07
273,III,SS,B,HIGH,VRIORM000000347,ORM00,498.5838681,0.0961584369788522,0.0002197352561386
274,IV,BG,C,MOD,VRIORL040000404,ORL04,57.09069187,0.0277582717549034,2.51545031866429e-05
275,IV,BG,C,MOD,VRIORL040000404,ORL04,0.81795048,0.0030295178601435,3.60388290050789e-07
276,IV,BG,C,MOD,VRIORL040000404,ORL04,9.56672292,0.0094677955092834,4.21499866278272e-06
277,IV,FM,C,MOD,VRIORL040000407,ORL04,15.89433767,0.0106976773843609,7.00286639870085e-06
278,IV,SS,C,MOD,VRIORL040000410,ORL04,115.64993892,0.0490953214247724,5.09533962158162e-05
279,IV,BG,C,MOD,VRIORL040000404,ORL04,116.054475,0.0324300866741932,5.11377932944716e-05
280,IV,FM,C,MOD,VRIORL040000407,ORL04,152.31428244,0.0602390061691125,6.71192179512703e-05
281,IV,FM,C,MOD,VRIORL040000407,ORL04,1.1278371,0.0032758429769088,4.96954471473055e-07
282,IV,SS,C,MOD,VRIORL040000410,ORL04,50.46470756,0.0302184397360962,2.22367078601912e-05
283,II,FM,A,MOD,VRIORM000001043,ORM00,79.4550207,0.0241734836246105,3.5025149458843e-05
284,III,SS,B,HIGH,VRIORC000000263,ORC00,12.70835748,0.0149516703708403,5.60032474496692e-06
285,II,FM,B,HIGH,VRIORC000000396,ORC00,13.72655584,0.0137121666467051,6.04888500862863e-06
286,III,SS,B,HIGH,VRIORC000000289,ORC00,247.40533376,0.0511496849537418,0.0001090289406665
287,II,FM,B,HIGH,VRIORC000000412,ORC00,1.57198136,0.0039760901381187,6.92716189580331e-07
288,II,FM,B,HIGH,VRIORC000000412,ORC00,27.8112841,0.0158683706291932,1.22549868160194e-05
289,III,SS,B,HIGH,VRIORC000000289,ORC00,163.61451749,0.0416100833350235,7.21049825126729e-05
290,III,SS,B,HIGH,VRIORC000000289,ORC00,39.68751532,0.0169766887599505,1.74918162982526e-05
291,III,SS,B,HIGH,VRIORM000000347,ORM00,241.22830537,0.0668172656984381,0.0001063346899518
292,III,SS,B,HIGH,VRIORM000000347,ORM00,10.04869825,0.0105807106578976,4.4293725801274e-06
293,III,SS,B,HIGH,VRIORM000000347,ORM00,4.69827099,0.0101045835593031,2.07071940661976e-06
294,II,FM,B,HIGH,VRIORM000000840,ORM00,57.20396977,0.0368145521877715,2.52154629968119e-05
295,II,FM,B,HIGH,VRIORM000000840,ORM00,0.2000969,0.0021276659932538,8.82058190789675e-08
296,II,FM,B,HIGH,VRIORM000000840,ORM00,0.1455062,0.0019653838121975,6.41348831708238e-08
297,II,FM,B,HIGH,VRIORM000000840,ORM00,51.35701168,0.0228568683285503,2.26354217142439e-05
298,IV,SS,B,MOD,VRIORC000000270,ORC00,15.45409938,0.0124153223934995,6.8093253276082e-06
299,IV,SS,B,MOD,VRIORC000000270,ORC00,17.23568852,0.0138489399997384,7.59461303104957e-06
300,III,FM,B,MOD,VRIORC000000440,ORC00,24.73789473,0.0185501964990546,1.0900025541107e-05
301,III,FM,B,MOD,VRIORC000000440,ORC00,23.05432555,0.0147195502455027,1.01580724551909e-05
302,III,SS,B,HIGH,VRIORM000000347,ORM00,393.0054127,0.0726497164077043,0.0001731959344938
303,III,SS,B,HIGH,VRIORM000000350,ORM00,423.20026458,0.0655747769527304,0.0001865152030759
304,III,SS,B,HIGH,VRIORM000000350,ORM00,2.45268791,0.0069953950813929,1.08109195844785e-06
305,II,FM,B,HIGH,VRIORM000000840,ORM00,15.81778131,0.0124646897136002,6.97274232129593e-06
306,II,FM,B,HIGH,VRIORM000000840,ORM00,40.55453443,0.0219327118127503,1.78752700160759e-05
307,II,FM,B,HIGH,VRIORM000000840,ORM00,260.39952903,0.070887339058814,0.0001147491318536
308,II,FM,B,HIGH,VRIORM000000840,ORM00,13.20420702,0.0177503831666631,5.81944505859519e-06
309,II,FM,B,HIGH,VRIORM000000840,ORM00,1.01455742,0.004133314064883,4.47119357048964e-07
310,II,FM,B,HIGH,VRIORM000000840,ORM00,93.92099053,0.0329043254700049,4.13862415744403e-05
311,IV,BG,C,HIGH,VRIORL040000402,ORL04,15.00336253,0.0191581122827962,6.61267789295845e-06
312,III,FM,C,HIGH,VRIORL040000405,ORL04,3.23984183,0.0060198114905288,1.42808102799879e-06
313,III,FM,C,HIGH,VRIORL040000405,ORL04,177.91883159,0.0567308260103368,7.84171087893041e-05
314,IV,SS,C,HIGH,VRIORL040000408,ORL04,58.52714656,0.0224661302475574,2.57969800630006e-05
315,IV,SS,C,HIGH,VRIORL040000408,ORL04,186.97887615,0.0590801109935178,8.2404255805932e-05
316,III,FM,C,HIGH,VRIORL040000405,ORL04,182.19658609,0.0434967734337782,8.03044925383384e-05
317,III,FM,C,HIGH,VRIORL040000405,ORL04,170.6526953,0.0609985379900579,7.52197952993191e-05
318,IV,SS,C,HIGH,VRIORL040000408,ORL04,88.06205649,0.0427740779314244,3.88143215355373e-05
319,IV,SS,C,HIGH,VRIORL040000408,ORL04,47.76697893,0.0201425362443554,2.10552657093308e-05
320,IV,BG,C,HIGH,VRIORL040000402,ORL04,85.54556637,0.0295239459567752,3.77104751563461e-05
321,IV,BG,C,HIGH,VRIORL040000402,ORL04,0.24735662,0.0017217831453819,1.09032672117405e-07
322,III,FM,C,HIGH,VRIORL040000405,ORL04,6.47781027,0.0081033331461314,2.85561734545535e-06
323,III,FM,C,HIGH,VRIORL040000405,ORL04,16.32647476,0.0113283498674851,7.19582186677959e-06
324,IV,SS,C,HIGH,VRIORL040000408,ORL04,216.51497633,0.0407733145588363,9.54347327762872e-05
325,II,SS,A,HIGH,VRIORL040000392,ORL04,5206.53468287,0.849041219013898,0.0022928115923596
326,II,SS,A,HIGH,VRIORL040000392,ORL04,19.42679155,0.0221393570626169,8.55228430411198e-06
327,II,SS,A,HIGH,VRIORL040000392,ORL04,21.72934211,0.0120733826737092,9.56521066787624e-06
328,II,SS,A,LOW,VRIORL040000393,ORL04,102.87830923,0.0444911542309184,4.52923195138442e-05
329,II,SS,A,LOW,VRIORL040000393,ORL04,72.63642884,0.0223051798508146,3.19745239301464e-05
330,II,SS,A,LOW,VRIORL040000393,ORL04,152.17482036,0.0472775981931652,6.69861449168517e-05
331,III,FM,C,HIGH,VRIORL040000405,ORL04,87.11835165,0.0370873799061279,3.84014683388734e-05
332,III,FM,C,HIGH,VRIORL040000405,ORL04,14.27431625,0.0115781677070694,6.29212316925179e-06
333,III,FM,C,HIGH,VRIORL040000405,ORL04,56.38519135,0.030933012045429,2.48520014138247e-05
334,III,FM,C,HIGH,VRIORL040000405,ORL04,13.01626312,0.0114451892554106,5.73717634245936e-06
335,III,FM,C,HIGH,VRIORL040000405,ORL04,1.30825755,0.0045390389042972,5.76624967386719e-07
336,IV,SS,C,HIGH,VRIORL040000408,ORL04,7.83227247,0.0095990131680734,3.45254910300335e-06
337,IV,SS,C,HIGH,VRIORL040000408,ORL04,551.41380386,0.131104024913027,0.0002430352603814
338,IV,SS,C,HIGH,VRIORL040000408,ORL04,50.57130727,0.0207613461031858,2.22885820338275e-05
339,IV,SS,C,HIGH,VRIORL040000408,ORL04,12.06806869,0.0129273237051482,5.31833632776997e-06
340,IV,SS,C,HIGH,VRIORL040000408,ORL04,6.42679588,0.0109789344279744,2.83177301006689e-06
341,IV,SS,C,HIGH,VRIORL040000408,ORL04,25.47058791,0.0169542958079323,1.12221728228524e-05
342,IV,SS,C,HIGH,VRIORL040000408,ORL04,7.03823521,0.0173330396381353,3.10070110349167e-06
343,IV,SS,C,HIGH,VRIORL040000408,ORL04,0.21019961,0.003741155389696,9.26041294597095e-08
344,IV,SS,C,HIGH,VRIORL040000408,ORL04,232.82027621,0.062952589501472,0.000102556368242
345,IV,SS,C,HIGH,VRIORL040000408,ORL04,220.38075747,0.0418399691312227,9.70464627761382e-05
346,IV,SS,C,LOW,VRIORL040000409,ORL04,203.29156361,0.045038020246454,8.95409145472056e-05
347,IV,SS,C,LOW,VRIORL040000409,ORL04,1.92250618,0.0052683449782947,8.46555341278013e-07
348,IV,SS,C,LOW,VRIORL040000409,ORL04,1682.24529422,0.236552396108082,0.0007406556864624
349,IV,SS,C,MOD,VRIORL040000410,ORL04,82.39279604,0.0276503374922546,3.62968678167583e-05
350,IV,SS,C,MOD,VRIORL040000410,ORL04,115.57542146,0.0478382157608073,5.08954776955604e-05
351,IV,SS,C,MOD,VRIORL040000410,ORL04,30.77748733,0.020186783314623,1.35523627928719e-05
352,IV,SS,C,MOD,VRIORL040000410,ORL04,5.03573194,0.0077401070945808,2.21685684558745e-06
353,III,SS,B,HIGH,VRIORC000000289,ORC00,84.54936591,0.0275828337520912,3.72657789772027e-05
354,IV,BG,C,MOD,VRIORL040000404,ORL04,21.322121,0.0140777383366216,9.39654421488205e-06
355,IV,BG,C,MOD,VRIORL040000404,ORL04,0.08201642,0.000995911528467,3.61428163504229e-08
356,IV,BG,C,MOD,VRIORL040000404,ORL04,39.3127989,0.0247423721699429,1.73232367456361e-05
357,IV,SS,C,MOD,VRIORL040000410,ORL04,1.37667938,0.00389160048689,6.06707974442522e-07
358,IV,SS,C,MOD,VRIORL040000410,ORL04,100.3740054,0.0459724959586547,4.42306102830924e-05
359,IV,SS,C,HIGH,VRIORM000000333,ORM00,12.03099876,0.0159194074603262,5.30409790367596e-06
360,II,FM,A,MOD,VRIORM000001042,ORM00,40.44191417,0.0170661687077574,1.782997963249e-05
361,II,FM,A,HIGH,VRIORM000001054,ORM00,80.46117565,0.0267088515815801,3.54726645843183e-05
362,II,FM,B,HIGH,VRIORM000000840,ORM00,21.33314546,0.0155545818283998,9.40481501811201e-06
363,II,SS,A,HIGH,VRIORL040000392,ORL04,17.66701946,0.0164057570173003,7.7880873778964e-06
364,III,FM,C,HIGH,VRIORL040000405,ORL04,23.06586135,0.0160007690783991,1.01679649573885e-05
365,IV,SS,C,HIGH,VRIORL040000408,ORL04,1.7278024,0.0057859263490038,7.61683243393709e-07
366,IV,SS,C,HIGH,VRIORL040000408,ORL04,0.31922175,0.0042413383868885,1.40719274870436e-07
367,III,SS,B,HIGH,VRIORM000000347,ORM00,161.40824919,0.0341222597987498,7.11587677616547e-05
368,IV,SS,C,HIGH,VRIORM000000333,ORM00,1.85835192,0.0042085755729713,8.19303085986914e-07
369,IV,SS,C,HIGH,VRIORM000000333,ORM00,1.10605644,0.0036337188374138,4.87595544448033e-07
370,IV,SS,C,HIGH,VRIORM000000340,ORM00,17.69251622,0.0203378560770876,7.79978370260274e-06
371,IV,SS,C,HIGH,VRIORM000000340,ORM00,23.05141561,0.0136997337072949,1.01611839548777e-05
372,III,FM,C,HIGH,VRIORM000000837,ORM00,189.59683477,0.0488072868413612,8.35852253853733e-05
373,IV,BG,C,MOD,VRIORL040000404,ORL04,9.18922808,0.008225056525563,4.04983602005622e-06
374,IV,SS,C,MOD,VRIORL040000410,ORL04,31.06434329,0.0174622722620317,1.36906155502794e-05
375,II,SS,A,HIGH,VRIORL040000392,ORL04,45.21546072,0.0265755805017949,1.99324562720307e-05
376,II,SS,A,HIGH,VRIORL040000392,ORL04,6.01416903,0.0080751373768316,2.65091322607248e-06
377,III,FM,C,HIGH,VRIORL040000405,ORL04,255.69855882,0.0627209019704803,0.0001127199563754
378,II,FM,A,MOD,VRIORM000001042,ORM00,162.72435164,0.0413881279569818,7.17465205869322e-05
379,III,SS,B,HIGH,VRIORM000000347,ORM00,35.26660045,0.0221197252067908,1.55492713294565e-05
380,III,SS,B,HIGH,VRIORM000000349,ORM00,23.22161513,0.0133320207825467,1.02377263414908e-05
381,II,FM,B,HIGH,VRIORM000000840,ORM00,104.08859179,0.0436581345288829,4.58926718705038e-05
382,IV,SS,C,HIGH,VRIORM000000336,ORM00,468.8308721,0.0960754361268356,0.000206667953924
383,IV,SS,C,HIGH,VRIORM000000338,ORM00,1.53585129,0.0037772108931156,6.77113725762175e-07
384,IV,SS,C,HIGH,VRIORM000000338,ORM00,2.81614945,0.008046176265363,1.24151589296873e-06
385,IV,SS,C,HIGH,VRIORM000000338,ORM00,0.71720101,0.0061161749953592,3.16168227268685e-07
386,IV,SS,C,HIGH,VRIORM000000338,ORM00,3.13000669,0.0060774928620485,1.37983569860571e-06
387,IV,SS,C,HIGH,VRIORM000000340,ORM00,15.17199602,0.0126822367265665,6.68719421596701e-06
388,IV,SS,C,HIGH,VRIORM000000340,ORM00,2.32011229,0.0047253887234723,1.022569329092e-06
389,IV,SS,C,HIGH,VRIORM000000340,ORM00,1.98354747,0.0051149836475637,8.74179369715372e-07
390,III,FM,C,HIGH,VRIORM000000837,ORM00,550.32901638,0.0915177802973445,0.0002426461101088
391,III,FM,C,HIGH,VRIORM000000837,ORM00,432.10474643,0.0889294338233641,0.0001904704030347
392,III,FM,C,HIGH,VRIORM000000837,ORM00,551.84111184,0.0773396500924386,0.0002431905585318
393,III,FM,C,HIGH,VRIORM000001209,ORM00,6.86122304,0.0079056966090612,3.02416519524886e-06
394,III,FM,C,HIGH,VRIORM000001209,ORM00,83.23605849,0.0365664141787716,3.6684421316024e-05
395,III,FM,C,HIGH,VRIORM000001210,ORM00,201.49462422,0.0442610284797624,8.88316491583691e-05
396,IV,BG,C,HIGH,VRIORM000001103,ORM00,6.04861848,0.0066754428591146,2.66643654781903e-06
397,IV,BG,C,HIGH,VRIORL040000402,ORL04,30.88596772,0.0203376902885661,1.36168822299092e-05
398,III,FM,C,HIGH,VRIORL040000405,ORL04,51.95555528,0.0219082964524506,2.29054607439952e-05
399,III,FM,C,HIGH,VRIORL040000405,ORL04,1064.70134961,0.132091532627628,0.0004693043224969
400,III,FM,C,HIGH,VRIORL040000405,ORL04,0.6560416,0.0024343658175634,2.89210646011602e-07
401,IV,SS,C,HIGH,VRIORL040000408,ORL04,6.0356065,0.007415119665285,2.66103640068447e-06
402,IV,SS,C,HIGH,VRIORL040000408,ORL04,0.32678795,0.0025774742088096,1.4407373423649e-07
403,IV,SS,C,HIGH,VRIORL040000408,ORL04,37.20269366,0.0239804826013283,1.64006288910421e-05
404,III,FM,C,HIGH,VRIORL040000405,ORL04,648.59421454,0.0825207945678103,0.0002859339577329
405,II,FM,A,HIGH,VRIORL040000389,ORL04,7.53759985,0.011801677529089,3.3232171747601e-06
406,III,FM,C,HIGH,VRIORL040000405,ORL04,6.34858561,0.0089268955812322,2.79903510176164e-06
407,III,FM,C,HIGH,VRIORL040000405,ORL04,75.4778686,0.0263843759510867,3.32779988278246e-05
408,IV,SS,C,HIGH,VRIORL040000408,ORL04,35.72633852,0.0162064095647115,1.57519312345602e-05
409,II,FM,A,MOD,VRIORM000001042,ORM00,121.36649213,0.0317365220105483,5.35139440186184e-05
410,II,FM,A,HIGH,VRIORM000000212,ORM00,252.5920907,0.0547424231974249,0.0001112509968637
411,II,BG,A,MOD,VRIORM000000247,ORM00,16.88624031,0.012716778323135,7.43720670492941e-06
412,IV,BG,C,MOD,VRIORM000000245,ORM00,277.08829579,0.0483169844770142,0.000122028017521
413,II,SS,A,HIGH,VRIORM000000813,ORM00,663.15001221,0.103696419689886,0.0002921623228252
414,II,SS,A,HIGH,VRIORM000000814,ORM00,108.35473782,0.0294304430322298,4.77451262299101e-05
415,II,SS,A,HIGH,VRIORM000000814,ORM00,11.76956089,0.009650650791396,5.18567527819372e-06
416,II,SS,A,HIGH,VRIORM000000814,ORM00,3.95494113,0.0065053666494037,1.74250764244217e-06
417,II,SS,A,HIGH,VRIORM000000815,ORM00,16.67753557,0.0133985258746165,7.34996708865279e-06
418,II,SS,A,HIGH,VRIORM000000816,ORM00,124.29895573,0.0358961453594105,5.47789551044704e-05
419,II,SS,A,HIGH,VRIORM000000817,ORM00,76.34527719,0.0491498465038509,3.36526192015046e-05
420,II,SS,A,HIGH,VRIORM000000817,ORM00,82.03750218,0.0586052201004769,3.61605672105931e-05
421,II,SS,A,HIGH,VRIORM000000817,ORM00,13.22781116,0.0109037669689151,5.82976168242318e-06
422,II,SS,A,HIGH,VRIORM000000818,ORM00,42.07992302,0.0313776982830813,1.85484998778591e-05
423,II,SS,A,HIGH,VRIORM000000818,ORM00,3.92837981,0.0067361975709517,1.73147292588741e-06
424,II,SS,A,HIGH,VRIORM000000818,ORM00,51.09302034,0.0221151980368247,2.25183526102973e-05
425,II,SS,A,HIGH,VRIORM000000818,ORM00,38.91838146,0.0280540489927696,1.71526681614922e-05
426,II,SS,A,HIGH,VRIORM000000818,ORM00,88.0885846,0.0463934205557808,3.88191983619425e-05
427,II,SS,A,HIGH,VRIORM000000819,ORM00,193.38470583,0.0625871598011699,8.52601098279818e-05
428,IV,SS,C,MOD,VRIORM000000330,ORM00,0.01944078,0.007777572680016,8.564216426888471e-09
429,IV,SS,C,MOD,VRIORM000000330,ORM00,0.57895543,0.0317748070293995,2.55013016440205e-07
430,IV,SS,C,MOD,VRIORM000000330,ORM00,530.06147947,0.0844148769249972,0.0002334175349261
431,IV,SS,C,MOD,VRIORM000000330,ORM00,0.07329263,0.0195942655427063,3.22712837591244e-08
432,IV,SS,C,MOD,VRIORM000000330,ORM00,0.01209651,0.0003476624256069,5.325413150504491e-09
433,IV,SS,C,MOD,VRIORM000000330,ORM00,3.64713268,0.0443591042605845,1.60546019107217e-06
434,IV,SS,C,HIGH,VRIORM000000808,ORM00,627.83008867,0.126805970824548,0.0002765559043
435,IV,SS,C,HIGH,VRIORM000000808,ORM00,0.2893093,0.0238470361951916,1.27409070684637e-07
436,IV,SS,C,HIGH,VRIORM000000808,ORM00,0.51760958,0.0024720818477027,2.27938838314794e-07
437,IV,SS,C,HIGH,VRIORM000000808,ORM00,226.86640435,0.0589002814611421,9.98880099156875e-05
438,IV,SS,C,HIGH,VRIORM000000808,ORM00,449.3522701,0.0767568149003169,0.0001978086281423
439,II,SS,A,HIGH,VRIORM000000810,ORM00,516.71259455,0.0655198566082685,0.0002275942703469
440,II,SS,A,HIGH,VRIORM000000811,ORM00,48.7398968,0.0280657897172301,2.14738433183774e-05
441,II,SS,A,HIGH,VRIORM000000811,ORM00,1.1230347,0.003280170235804,4.94774280883588e-07
442,II,SS,A,HIGH,VRIORM000000811,ORM00,3.26008345,0.0051973278281985,1.43624358463972e-06
443,II,SS,A,HIGH,VRIORM000000812,ORM00,24630.95408608,0.934841660560727,0.0108456857235602
444,II,FM,A,MOD,VRIORM000001042,ORM00,198.38042201,0.0532920166233586,8.74630076093301e-05
445,II,FM,A,MOD,VRIORM000001042,ORM00,76.58682864,0.0236393817011992,3.37588793551857e-05
446,II,FM,A,MOD,VRIORM000001042,ORM00,0.02596892,0.0109561415033636,1.14461076154768e-08
447,II,FM,A,MOD,VRIORM000001042,ORM00,0.02653215,0.0139635221066593,1.1694640562706e-08
448,II,FM,A,MOD,VRIORM000001042,ORM00,0.02962137,0.007198106548733,1.3050365352903e-08
449,III,FM,C,HIGH,VRIORM000001052,ORM00,344.78020108,0.0649047689010533,0.0001519802334134
450,III,FM,C,HIGH,VRIORM000001052,ORM00,13.4007628,0.0104894352428232,5.90616409047953e-06
451,II,FM,A,HIGH,VRIORM000001054,ORM00,0.33550071,0.0025919057524375,1.47939707514628e-07
452,II,FM,A,HIGH,VRIORM000001054,ORM00,15795.11485176,1.55652865884274,0.0069605975339508
453,II,FM,A,HIGH,VRIORM000001054,ORM00,0.13850823,0.0009812561399741,6.10728764279016e-08
454,II,FM,A,HIGH,VRIORM000001054,ORM00,29.16990485,0.0207005158130258,1.28603945385951e-05
455,II,FM,A,HIGH,VRIORM000001054,ORM00,8.87093103,0.0107885032613689,3.91031184493862e-06
456,II,FM,A,HIGH,VRIORM000001054,ORM00,0.54123332,0.0022334011759988,2.3857671099196e-07
457,II,FM,A,HIGH,VRIORM000001054,ORM00,6.05109436,0.0065526114993512,2.66696932255999e-06
458,II,FM,A,HIGH,VRIORM000001054,ORM00,40.02806386,0.0209879228909984,1.76357820561692e-05
459,II,FM,A,HIGH,VRIORM000001054,ORM00,13.25228689,0.0118419913730863,5.83698987625603e-06
460,II,FM,A,HIGH,VRIORM000001056,ORM00,747.38700502,0.0951020818445338,0.0003290551442436
461,II,FM,A,HIGH,VRIORM000001202,ORM00,176.89481038,0.0622665117416777,7.79041930190008e-05
462,II,FM,A,HIGH,VRIORM000001062,ORM00,84.91184327,0.0308218098425239,3.74411589128473e-05
463,II,FM,A,HIGH,VRIORM000001208,ORM00,332.82125725,0.0666272905043084,0.0001466720943465
464,II,FM,A,HIGH,VRIORM000001208,ORM00,24.61510966,0.0196787706584031,1.08449091788574e-05
465,II,FM,B,HIGH,VRIORM000001072,ORM00,2.13751217,0.0049268285474058,9.42549328572238e-07
466,II,BG,A,HIGH,VRIORM000001097,ORM00,0.92116456,0.0036020127225532,4.05747062231309e-07
467,II,BG,A,HIGH,VRIORM000001097,ORM00,855.9054068,0.118883090260541,0.0003769155907505
468,II,BG,A,HIGH,VRIORM000001098,ORM00,239.26784533,0.0494313374004847,0.0001053732891706
469,IV,FM,C,MOD,VRIORM000000833,ORM00,1.32836486,0.019691319465421,5.85529289706083e-07
470,IV,FM,C,MOD,VRIORM000000833,ORM00,15.2613123,0.0193872291339224,6.72157871935347e-06
471,II,FM,A,HIGH,VRIORM000001054,ORM00,46.73464735,0.0182001510795128,2.06071109632416e-05
472,II,SS,A,HIGH,VRIORM000000820,ORM00,2.77528354,0.0045058975936639,1.22376727381873e-06
473,II,FM,A,HIGH,VRIORM000001054,ORM00,367.74960698,0.0634075170942287,0.0001621503663717
474,II,FM,A,HIGH,VRIORM000001054,ORM00,40.22612911,0.0170261539614531,1.7738151115273e-05
475,II,FM,A,MOD,VRIORM000001042,ORM00,0.91446516,0.0030802699971932,4.03247852543435e-07
476,III,FM,B,MOD,VRIORM000001049,ORM00,41.73759365,0.0171319514170646,1.84052143074455e-05
477,II,SS,A,HIGH,VRIORM000000820,ORM00,26.01819226,0.0164683245538935,1.14732167360179e-05
478,II,FM,A,HIGH,VRIORM000001054,ORM00,14.60425634,0.0121238386151875,6.43999132000729e-06
479,II,FM,A,HIGH,VRIORM000001054,ORM00,0.61923877,0.0025339124991573,2.73057421167011e-07
480,III,SS,B,HIGH,VRIORM000000347,ORM00,39.31406123,0.0168686703477087,1.73365825570014e-05
481,II,FM,B,HIGH,VRIORM000000840,ORM00,1.62607213,0.0073253673637248,7.17060454999061e-07
482,III,FM,C,HIGH,VRIORM000000836,ORM00,0.58510601,0.0027198410997665,2.58029252990868e-07
483,III,FM,C,HIGH,VRIORM000000836,ORM00,0.00204298,0.0004043533762218,9.00813645439239e-10
484,III,FM,C,HIGH,VRIORM000000836,ORM00,0.31987776,0.0049914321122755,1.4105417593426e-07
485,III,FM,C,HIGH,VRIORM000000837,ORM00,39.83404318,0.0167868165722397,1.75662902099221e-05
486,IV,FM,C,MOD,VRIORL040000407,ORL04,40.62196153,0.0171153283511651,1.79093822843544e-05
487,III,FM,C,HIGH,VRIORL040000405,ORL04,11.06346532,0.0102402176512239,4.87875646666327e-06
488,III,FM,C,HIGH,VRIORL040000405,ORL04,3.46381963,0.0049808259935647,1.52741937926282e-06
489,IV,SS,C,HIGH,VRIORL040000408,ORL04,26.22789009,0.0200441584224399,1.15657391063603e-05
490,IV,SS,C,HIGH,VRIORM000000333,ORM00,27.68374574,0.013990015639998,1.22085773696712e-05
491,IV,FM,C,MOD,VRIORL040000407,ORL04,40.33239989,0.0170446359787531,1.77824648542655e-05
492,III,SS,B,HIGH,VRIORM000000347,ORM00,114.55001603,0.0347718747298311,5.05138738811044e-05
493,II,FM,B,HIGH,VRIORM000000840,ORM00,48.61953846,0.0319015660510837,2.14416634886067e-05
494,II,FM,B,HIGH,VRIORM000000840,ORM00,264.30558896,0.0476354433342154,0.0001165555690632
495,IV,BG,C,MOD,VRIORL040000404,ORL04,412.11223124,0.136449410392099,0.0001816430179047
496,IV,BG,C,MOD,VRIORL040000404,ORL04,51.14821227,0.0397870132245251,2.2546324300248e-05
497,IV,BG,C,MOD,VRIORL040000404,ORL04,65.83178412,0.0346622905184917,2.90179272285055e-05
498,IV,BG,C,MOD,VRIORL040000404,ORL04,112.46619646,0.0315388950047611,4.95565277300413e-05
499,IV,BG,C,MOD,VRIORL040000404,ORL04,178.36547748,0.0616589229780594,7.85961117424987e-05
500,IV,BG,C,MOD,VRIORL040000404,ORL04,209.50430878,0.084449515163223,9.23032689411538e-05
