ObjectId,ID,Permit_Number,Permit_Subtype,Permit_Description,Street_Address,City,State,ZIP_Code,Date_Issued,Project_Start_Date,Project_End_Date,Permit_Type_Code,Subtype_Code
121,21,296358,H7CONVR,IROQUOIS HOMES,1635 CAYUGA ST,LOUISVILLE,KY,40215,2011-05-10 11:38:27,2011-05-06 00:00:00,2011-05-06 00:00:00,ASBESTOS,H7CONVR
122,22,296587,H7CONVR,HOUSE 2714 ALGONQUIN PKWY,2714 ALGONQUIN PKY,LOUISVILLE,KY,40210,2011-05-16 09:06:30,2011-05-23 00:00:00,2011-05-23 00:00:00,ASBESTOS,H7CONVR
123,23,300896,H7CONVR,FIRE DAMAGE WAREHOUSE,824 MIDWAY AVE,LOUISVILLE,KY,40211,2011-06-30 14:23:00,2011-06-24 00:00:00,2011-06-30 00:00:00,ASBESTOS,H7CONVR
124,24,301497,H7CONVR,L&N BLDG SMOKE STACK,908 W BROADWAY,LOUISVILLE,KY,40203,2011-06-30 14:30:04,2011-07-08 00:00:00,2011-09-27 00:00:00,ASBESTOS,H7CONVR
125,25,301514,Regulated Abatement for Renov.,NORTONS SUBURBAN HOSP,4001 DUTCHMANS LN,ST MATTHEWS,KY,40207,2011-07-12 11:49:02,2011-07-11 00:00:00,2011-08-29 00:00:00,ASBESTOS,RENOABATE
126,26,301866,Regulated Abatement Other,WAVE 3 BUILDING,725 S FLOYD ST,LOUISVILLE,KY,40203,2011-06-30 16:56:00,2011-07-18 00:00:00,2011-07-22 00:00:00,ASBESTOS,OTHERABATE
127,27,290956,Regulated Abatement Other,HOUSE THORNTON OIL CORP,9204 PRESTON HWY,LOUISVILLE,KY,40229,2011-03-07 10:35:00,2011-03-14 00:00:00,2011-03-15 00:00:00,ASBESTOS,OTHERABATE
128,28,291109,Regulated Abatement Other,REBOUND INC. 321 N. SHAWNEE TR,321 N SHAWNEE TER,LOUISVILLE,KY,40212,2011-03-08 08:46:57,2011-03-14 00:00:00,2011-03-31 00:00:00,ASBESTOS,OTHERABATE
129,29,291121,Regulated Abatement Other,REBOUND INC. 4500 JEWELL ST.,4500 JEWELL AVE,LOUISVILLE,KY,40212,2011-03-08 08:44:29,2011-03-21 00:00:00,2011-04-13 00:00:00,ASBESTOS,OTHERABATE
130,30,291735,Blanket Abatement,LG&E OHIO FALLS HYDRO BLANKET,811 N 27TH ST,LOUISVILLE,KY,40212,2011-03-11 11:22:00,2011-03-26 00:00:00,2012-03-25 00:00:00,ASBESTOS,BLANKET
131,31,292153,Blanket Abatement,ROHM & HAAS/DOW CHEM FRIBLKT,4300 CAMP GROUND RD,LOUISVILLE,KY,40216,2011-03-21 09:04:00,2011-03-20 00:00:00,2012-03-20 00:00:00,ASBESTOS,BLANKET
132,32,292286,Regulated Abatement for Renov.,DIAGEO AMERICAS SUPPLY,3860 FITZGERALD RD,SHIVELY,KY,40216,2011-03-23 12:44:20,2011-04-04 00:00:00,2011-04-30 00:00:00,ASBESTOS,RENOABATE
133,33,293861,Regulated Abatement Other,WESTPORT CHURCH OF CHRIST,4500 WESTPORT RD,WOODLAWN PARK,KY,40207,2011-04-11 13:58:58,2011-04-22 00:00:00,2011-04-25 00:00:00,ASBESTOS,OTHERABATE
134,34,294765,Regulated Abatement Other,ABANDONED HOUSE IPL,3502 COLLEGE DR,JEFFERSONTOWN,KY,40299,2011-04-22 13:06:00,2011-05-02 00:00:00,2011-05-12 00:00:00,ASBESTOS,OTHERABATE
135,35,295655,Regulated Abatement for Renov.,U OF L MEDICAL SCHOOL RESEARCH,500 S PRESTON ST,LOUISVILLE,KY,40202,2011-04-29 15:13:00,2011-05-13 00:00:00,2011-05-14 00:00:00,ASBESTOS,RENOABATE
136,36,284062,Regulated Abatement Other,RAA 1212 MORGAN,1212 MORGAN AVE,LOUISVILLE,KY,40213,2010-11-24 09:16:54,2010-11-22 00:00:00,2010-11-23 00:00:00,ASBESTOS,OTHERABATE
137,37,284896,Blanket Abatement,U OF L HEALTH SCIENCES FRIBLNK,500 S PRESTON ST,LOUISVILLE,KY,40202,2010-12-01 14:10:00,2011-01-01 00:00:00,2011-12-31 00:00:00,ASBESTOS,BLANKET
138,38,286080,H7CONVR,VACANT HOUSE,100 FLAT ROCK RD,LOUISVILLE,KY,40245,2010-12-17 13:00:58,2010-12-15 00:00:00,2011-01-15 00:00:00,ASBESTOS,H7CONVR
139,39,286295,H7CONVR,LUBRIZOL PROCESS AREA DEMO,4200 BELLS LN,LOUISVILLE,KY,40211,2010-12-21 11:32:00,2011-03-28 00:00:00,2011-08-31 00:00:00,ASBESTOS,H7CONVR
140,40,287226,H7CONVR,VACANT-1709 LIMEHOUSE CT.,1709 LIMEHOUSE CT,LOUISVILLE,KY,40220,2011-08-10 08:37:51,2011-01-02 00:00:00,2011-01-12 00:00:00,ASBESTOS,H7CONVR
141,41,278762,Regulated Abatement Other,HOUSE PRIVATE DEMO,320 W KENWOOD WAY,LOUISVILLE,KY,40214,2010-09-24 13:27:00,2010-10-04 00:00:00,2010-10-08 00:00:00,ASBESTOS,OTHERABATE
142,42,279593,Regulated Abatement for Renov.,WILART ARMS APARTMENTS,1801 WILART DR,LOUISVILLE,KY,40210,2010-10-12 10:05:09,2010-10-12 00:00:00,2010-11-12 00:00:00,ASBESTOS,RENOABATE
143,43,280477,Regulated Abatement for Renov.,COMMERCIAL BLDG 1041 S PRESTON,1041 S PRESTON ST,LOUISVILLE,KY,40203,2010-10-12 13:00:00,2010-10-22 00:00:00,2010-11-22 00:00:00,ASBESTOS,RENOABATE
144,44,281591,H7CONVR,2609 W. KENTUCKY ST,2609 W KENTUCKY ST,LOUISVILLE,KY,40211,2011-09-20 14:21:02,2010-10-25 00:00:00,2010-11-03 00:00:00,ASBESTOS,H7CONVR
145,45,282383,H7CONVR,3709 MARVIN AVE.,3709 MARVIN AVE,WEST BUECHEL,KY,40218,2010-11-04 13:34:26,2010-11-01 00:00:00,2010-12-01 00:00:00,ASBESTOS,H7CONVR
146,46,282616,H7CONVR,RAA QUIETER HOMES PROJECT,1244 SPRINGDALE DR,LOUISVILLE,KY,40213,2010-11-04 08:55:00,2010-09-13 00:00:00,2010-09-15 00:00:00,ASBESTOS,H7CONVR
147,47,282672,H7CONVR,RAA QUIETER HOMES PROJECT,1218 MORGAN AVE,LOUISVILLE,KY,40213,2010-11-04 08:49:00,2010-08-12 00:00:00,2010-08-14 00:00:00,ASBESTOS,H7CONVR
148,48,275242,Regulated Abatement for Renov.,U OF L UNIVERSITY TOWER APTS,2000 UNITY PL,LOUISVILLE,KY,40208,2010-08-18 14:41:33,2010-07-12 00:00:00,2010-07-14 00:00:00,ASBESTOS,RENOABATE
149,49,276552,Regulated Abatement Other,WESTPORT HEALTHCARE HOUSE,4249 WESTPORT RD,ST MATTHEWS,KY,40207,2010-08-31 13:56:00,2010-09-14 00:00:00,2010-09-16 00:00:00,ASBESTOS,OTHERABATE
150,50,276629,H7CONVR,BLUEGRASS 5524 BARDSTOWN ROAD,5528 BARDSTOWN RD,LOUISVILLE,KY,40291,2011-11-01 16:10:12,,,ASBESTOS,H7CONVR
151,51,277671,H7CONVR,DEMO - 1707 W MARKET,1707 W MARKET ST,LOUISVILLE,KY,40203,2011-11-01 13:03:11,,,ASBESTOS,H7CONVR
152,52,277753,H7CONVR,CABLE BAPTIST CHURCH,316 S WENZEL ST,LOUISVILLE,KY,40204,2010-11-22 15:15:00,2010-08-02 00:00:00,2010-08-27 00:00:00,ASBESTOS,H7CONVR
153,53,259306,Long-Term Abatement,JCPS JEFFERSONTOWN HS LONG TER,9600 OLD SIX MILE LN,JEFFERSONTOWN,KY,40299,2010-03-03 15:53:00,2010-03-05 00:00:00,2011-03-05 00:00:00,ASBESTOS,LONGTERM
154,54,301897,Long-Term Abatement,VETERANS AFFAIRS MEDICAL CENTE,800 ZORN AVE,LOUISVILLE,KY,40206,2011-07-20 12:38:22,2011-07-28 00:00:00,2012-07-28 00:00:00,ASBESTOS,LONGTERM
155,55,289911,Regulated Abatement for Renov.,KOSMOS CEMENT MILL BUILDING,15301 DIXIE HWY,LOUISVILLE,KY,40272,2011-02-23 09:59:00,2011-02-28 00:00:00,2011-04-04 00:00:00,ASBESTOS,RENOABATE
156,56,284553,Blanket Abatement,FORD KTP FRIABLE BLANKET,3001 CHAMBERLAIN LN,LOUISVILLE,KY,40241,2010-11-24 14:44:51,2010-12-20 00:00:00,2011-12-20 00:00:00,ASBESTOS,BLANKET
157,57,259317,Long-Term Abatement,JCPS BYCK ELEM SCH FLRLTM,2328 CEDAR ST,LOUISVILLE,KY,40212,2010-03-03 16:11:00,2010-02-27 00:00:00,2011-02-27 00:00:00,ASBESTOS,LONGTERM
158,58,278237,Regulated Abatement for Renov.,U OF L STEVENSON HALL 101 E. C,101 E CENTENNIAL WALK,LOUISVILLE,KY,40208,2010-09-23 13:00:59,2010-09-28 00:00:00,2010-09-29 00:00:00,ASBESTOS,RENOABATE
159,59,273525,Regulated Abatement for Renov.,300 BUILDING,300 W MAIN ST,LOUISVILLE,KY,40202,2010-08-18 10:40:41,2010-08-16 00:00:00,2010-12-30 00:00:00,ASBESTOS,RENOABATE
160,60,274290,Long-Term Abatement,JCPS JOHNSON MIDDLE SCH FLRLTM,2509 WILSON AVE,LOUISVILLE,KY,40210,2010-08-09 14:04:00,2010-06-07 00:00:00,2011-06-09 00:00:00,ASBESTOS,LONGTERM
161,61,265715,H7CONVR,RESIDENTIAL - 1209 BLAKENBAKER,1209 OLD BLANKENBAKER RD,MIDDLETOWN,KY,40299,2011-08-10 08:27:15,2010-03-31 00:00:00,2010-03-31 00:00:00,ASBESTOS,H7CONVR
162,62,267607,H7CONVR,HOUSE - 1219 DORSEY LANE,1219 DORSEY LN,LYNDON,KY,40223,2010-08-25 17:12:53,,,ASBESTOS,H7CONVR
163,63,267878,Regulated Abatement Other,CHRISTIAN CARE CENTER,920 S 4TH ST,LOUISVILLE,KY,40203,2010-06-07 11:38:53,2010-06-21 00:00:00,2010-06-23 00:00:00,ASBESTOS,OTHERABATE
164,64,268070,Regulated Abatement Other,VACANT BUILDING,1520 LYTLE ST,LOUISVILLE,KY,40203,2010-06-08 15:08:58,2010-06-11 00:00:00,2010-06-30 00:00:00,ASBESTOS,OTHERABATE
165,65,269970,Regulated Abatement for Renov.,ORACLE PROJECT HOUSE,2716 SLEVIN ST,LOUISVILLE,KY,40212,2010-06-25 11:20:00,2010-07-07 00:00:00,2010-08-07 00:00:00,ASBESTOS,RENOABATE
166,66,269977,H7CONVR,ORACLE PROJECT HOUSE,617 N 25TH ST,LOUISVILLE,KY,40212,2010-06-25 11:29:00,2010-09-13 00:00:00,2010-10-13 00:00:00,ASBESTOS,H7CONVR
167,67,270006,H7CONVR,HOUSES - S. 5TH STREET,3010 S 5TH ST,LOUISVILLE,KY,40208,2011-07-21 10:07:27,,,ASBESTOS,H7CONVR
168,68,270007,H7CONVR,HOUSES - S. 5TH STREET,3006 S 5TH ST,LOUISVILLE,KY,40208,2011-07-21 10:07:51,,,ASBESTOS,H7CONVR
169,69,270706,H7CONVR,LOUISVILLE TO LEXINGTON PIPELI,600 OUTER LOOP,LOUISVILLE,KY,40214,2010-07-23 14:55:00,2010-07-01 00:00:00,2010-07-01 00:00:00,ASBESTOS,H7CONVR
170,70,270787,Regulated Abatement Other,IPL ABONDONED HOUSE,3805 DIXIE HWY,SHIVELY,KY,40216,2010-07-21 17:29:23,2010-07-01 00:00:00,2010-07-09 00:00:00,ASBESTOS,OTHERABATE
171,71,271769,Regulated Abatement Other,ABANDONED HOUSE IPL,2235 W CHESTNUT ST,LOUISVILLE,KY,40211,2010-07-21 17:35:00,2010-07-12 00:00:00,2010-07-21 00:00:00,ASBESTOS,OTHERABATE
172,72,260204,Long-Term Abatement,JCPS SOUTHERN HS LONG TERM FLR,8620 PRESTON HWY,LOUISVILLE,KY,40219,2010-07-23 14:09:00,2010-07-19 00:00:00,2011-07-30 00:00:00,ASBESTOS,LONGTERM
173,73,262460,Regulated Abatement for Renov.,REYNOLDS LAMINATING PLANT,1225 W BURNETT AVE,LOUISVILLE,KY,40210,2010-04-12 09:03:49,2010-03-15 00:00:00,2010-03-16 00:00:00,ASBESTOS,RENOABATE
174,74,263760,H7CONVR,HOUSE - 2828 TAYLORSVILLE RD,2828 TAYLORSVILLE RD,LOUISVILLE,KY,40205,2011-07-21 09:36:41,,,ASBESTOS,H7CONVR
175,75,264548,H7CONVR,GROCERY - BURNED,3606 KLONDIKE LN,LOUISVILLE,KY,40218,2010-11-22 15:22:36,2010-04-22 00:00:00,2010-06-22 00:00:00,ASBESTOS,H7CONVR
176,76,264767,Regulated Abatement for Renov.,PARKWAY PLACE HOUSING COMMUNIT,1622 S 13TH ST,LOUISVILLE,KY,40210,2010-05-05 11:19:00,2010-05-19 00:00:00,2010-11-30 00:00:00,ASBESTOS,RENOABATE
177,77,254130,Regulated Abatement for Renov.,U OF L GRAWEMEYER HALL,2301 S 3RD ST,LOUISVILLE,KY,40208,2009-12-16 16:33:47,2009-12-29 00:00:00,2009-12-29 00:00:00,ASBESTOS,RENOABATE
178,78,254180,H7CONVR,CAR WASH 1401 BARDSTOWN RD,1401 BARDSTOWN RD,LOUISVILLE,KY,40204,2009-12-16 12:00:14,,,ASBESTOS,H7CONVR
179,79,254331,Regulated Abatement for Renov.,LG&E MILL CREEK STATION,14660 DIXIE HWY,LOUISVILLE,KY,40272,2009-12-17 14:46:00,2009-11-30 00:00:00,2009-12-11 00:00:00,ASBESTOS,RENOABATE
180,80,254735,Regulated Abatement Other,LG&E MILL CREEK BLANKET,14660 DIXIE HWY,LOUISVILLE,KY,40272,2009-12-23 15:37:00,2010-01-01 00:00:00,2010-12-31 00:00:00,ASBESTOS,OTHERABATE
181,81,255424,Regulated Abatement for Renov.,SAINT X HS BOILER ROOM,1609 POPLAR LEVEL RD,LOUISVILLE,KY,40217,2010-01-07 08:24:41,2010-01-08 00:00:00,2010-01-08 00:00:00,ASBESTOS,RENOABATE
182,82,256078,Regulated Abatement for Renov.,MAIN LIBRARY & NEC SHOP,301 YORK ST,LOUISVILLE,KY,40203,2010-01-15 12:04:19,2010-02-01 00:00:00,2010-02-05 00:00:00,ASBESTOS,RENOABATE
183,83,256449,Regulated Abatement for Renov.,ST. RITA CATHOLIC CH CASPER CT,8709 PRESTON HWY,LOUISVILLE,KY,40219,2010-01-21 12:01:57,2010-02-02 00:00:00,2010-02-08 00:00:00,ASBESTOS,RENOABATE
184,84,256712,Regulated Abatement for Renov.,WHAS TV STATION 520 W CHESTNUT,520 W CHESTNUT ST,LOUISVILLE,KY,40202,2010-01-26 15:05:00,2010-02-08 00:00:00,2010-02-12 00:00:00,ASBESTOS,RENOABATE
185,85,257741,Regulated Abatement for Renov.,MPS/IVY HILL  4325 SHEPHERDSVL,4325 SHEPHERDSVILLE RD,LOUISVILLE,KY,40218,2010-02-09 13:31:38,2010-02-22 00:00:00,2010-03-02 00:00:00,ASBESTOS,RENOABATE
186,86,257742,Regulated Abatement for Renov.,WALGREENS BLDG 2701 S 4TH,2701 S 4TH ST,LOUISVILLE,KY,40208,2010-02-11 15:35:00,2010-02-19 00:00:00,2010-02-25 00:00:00,ASBESTOS,RENOABATE
187,87,258260,H7CONVR,VAC HOUSE 4151 S 5TH,4151 S 5TH ST,LOUISVILLE,KY,40214,2010-02-17 15:38:00,2010-03-01 00:00:00,2010-03-12 00:00:00,ASBESTOS,H7CONVR
188,88,258988,Regulated Abatement for Renov.,SPALDING UNIV ADMIN EAST,318 E BRECKINRIDGE ST,LOUISVILLE,KY,40203,2010-02-26 15:03:46,2010-02-27 00:00:00,2010-02-28 00:00:00,ASBESTOS,RENOABATE
189,89,252330,Regulated Abatement for Renov.,JEWISH HOSPITAL,220 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,2009-11-19 16:10:00,2009-11-19 00:00:00,2009-11-20 00:00:00,ASBESTOS,RENOABATE
190,90,247731,Regulated Abatement for Renov.,NORTON MAIN HOSPITAL,200 E CHESTNUT ST,LOUISVILLE,KY,40202,,2009-03-31 00:00:00,2009-04-03 00:00:00,ASBESTOS,RENOABATE
191,91,265418,Blanket Abatement,LG&E PADDY'S RUN FRBL,4512 BELLS LN,LOUISVILLE,KY,40211,2010-05-11 17:00:00,2010-05-09 00:00:00,2011-05-09 00:00:00,ASBESTOS,BLANKET
192,92,267591,H7CONVR,HOUSE - 209 N. 24 ST.,209 N 24TH ST,LOUISVILLE,KY,40212,2011-08-11 11:35:21,,,ASBESTOS,H7CONVR
193,93,270789,Regulated Abatement for Renov.,VACANT BUILDING,1520 LYTLE ST,LOUISVILLE,KY,40203,2010-07-12 11:10:22,2010-06-30 00:00:00,2010-07-09 00:00:00,ASBESTOS,RENOABATE
194,94,260853,H7CONVR,HOUSE 2611 W. MUHAMMAD ALI BL,2611 W MUHAMMAD ALI BLVD,LOUISVILLE,KY,40212,2011-08-11 11:57:03,2010-03-10 00:00:00,2010-03-20 00:00:00,ASBESTOS,H7CONVR
195,95,257452,Regulated Abatement for Renov.,LOUISVILLE PUBLIC LIBRARY MAIN,301 YORK ST,LOUISVILLE,KY,40203,2010-02-04 14:26:00,2010-02-04 00:00:00,2010-02-04 00:00:00,ASBESTOS,RENOABATE
196,96,253220,Regulated Abatement for Renov.,BP OIL,4204 GIBSON LN,LOUISVILLE,KY,40211,2009-12-14 08:58:00,2009-12-16 00:00:00,2009-12-23 00:00:00,ASBESTOS,RENOABATE
197,97,246283,Regulated Abatement for Renov.,REYNOLDS PACKAGING DIV PLANT,2827 HALE AVE,LOUISVILLE,KY,40211,,2009-08-09 00:00:00,2009-08-14 00:00:00,ASBESTOS,RENOABATE
198,98,247826,Regulated Abatement for Renov.,FORMER NEW WORLD PASTA BLDG.,2521 S FLOYD ST,LOUISVILLE,KY,40209,,2009-03-06 00:00:00,2009-04-05 00:00:00,ASBESTOS,RENOABATE
199,99,247912,Regulated Abatement for Renov.,VACANT DAY CARE 111 FAIRMEADE,111 FAIRMEADE RD,ST MATTHEWS,KY,40207,,2009-02-09 00:00:00,2009-02-20 00:00:00,ASBESTOS,RENOABATE
200,100,247928,Blanket Abatement,NATIONAL CITY BANK,101 S 5TH ST,LOUISVILLE,KY,40202,2009-11-18 09:13:00,2009-02-02 00:00:00,2010-02-01 00:00:00,ASBESTOS,BLANKET
201,301,277715,H7CONVR,DEMO - 1705 W MARKET,1705 W MARKET ST,LOUISVILLE,KY,40203,2011-11-01 16:10:37,2011-10-05 00:00:00,2011-10-05 00:00:00,ASBESTOS,H7CONVR
202,302,277722,H7CONVR,HOUSE - 424 E KENTUCKY ST,424 E KENTUCKY ST,LOUISVILLE,KY,40203,2010-09-16 10:36:00,2010-09-15 00:00:00,2010-09-15 00:00:00,ASBESTOS,H7CONVR
203,303,265788,H7CONVR,HOUSE - 8006 FERNDALE ROAD,8006 FERNDALE RD,LOUISVILLE,KY,40291,2011-08-11 11:38:18,,,ASBESTOS,H7CONVR
204,304,267984,H7CONVR,KOSAIR CHARITIES,982 EASTERN PKY,LOUISVILLE,KY,40217,2010-06-07 17:59:00,2010-06-14 00:00:00,2010-06-21 00:00:00,ASBESTOS,H7CONVR
205,305,268020,Regulated Abatement for Renov.,LOUISVILLE FREE PUB LIB - MAIN,301 YORK ST,LOUISVILLE,KY,40203,2010-06-08 10:14:00,2010-06-18 00:00:00,2010-06-30 00:00:00,ASBESTOS,RENOABATE
206,306,268222,H7CONVR,FREEDOM HALL,937 PHILLIPS LN,LOUISVILLE,KY,40209,2010-06-09 11:22:12,2010-06-16 00:00:00,2010-06-25 00:00:00,ASBESTOS,H7CONVR
207,307,269967,H7CONVR,HOUSE - 9007 DENNINGTON DR,9007 DENINGTON DR,HURSTBOURNE,KY,40222,2011-07-21 10:03:53,,,ASBESTOS,H7CONVR
208,308,270431,H7CONVR,HEXION SPECIALTY CHEMICALS,6200 CAMP GROUND RD,LOUISVILLE,KY,40216,2010-06-30 13:04:00,2010-07-07 00:00:00,2010-07-18 00:00:00,ASBESTOS,H7CONVR
209,309,271790,Regulated Abatement Other,ABANDONED HOUSE IPL,3809 PARTHENIA AVE,LOUISVILLE,KY,40215,2010-09-24 15:10:00,2010-10-06 00:00:00,2010-10-29 00:00:00,ASBESTOS,OTHERABATE
210,310,264966,H7CONVR,HOUSE - 2109 BURNETT AVENUE,2109 W BURNETT AVE,LOUISVILLE,KY,40210,2011-10-05 16:00:04,2010-05-06 00:00:00,2010-05-06 00:00:00,ASBESTOS,H7CONVR
211,311,265066,Regulated Abatement for Renov.,AMERICAN SYNTHETIC RUBBER CORP,4500 CAMP GROUND RD,LOUISVILLE,KY,40216,2010-05-07 11:41:13,2010-05-12 00:00:00,2010-05-14 00:00:00,ASBESTOS,RENOABATE
212,312,254320,Regulated Abatement for Demo,COMMERCIAL 1721 W MARKET,1721 W MARKET ST,LOUISVILLE,KY,40203,2010-01-06 13:58:00,2009-12-18 00:00:00,2009-12-31 00:00:00,ASBESTOS,DEMOABATE
213,313,254737,Regulated Abatement Other,JCPS MALE HS FLOOR LONGTERM,4409 PRESTON HWY,LOUISVILLE,KY,40213,2009-12-23 16:23:08,2009-12-29 00:00:00,2010-12-31 00:00:00,ASBESTOS,OTHERABATE
214,314,256105,H7CONVR,HOUSE - 616 JORDAN AVE IPL,616 JORDAN AVE,LOUISVILLE,KY,40208,2011-06-07 10:27:26,2010-04-16 00:00:00,2010-04-20 00:00:00,ASBESTOS,H7CONVR
215,315,257745,Regulated Abatement for Renov.,U OF L MED SCHOOL RESEARCH,500 S PRESTON ST,LOUISVILLE,KY,40202,2010-02-09 13:55:00,2010-02-10 00:00:00,2010-02-11 00:00:00,ASBESTOS,RENOABATE
216,316,355173,H7CONVR,HOUSE 2008 BLANKENBAKER RD.,2008 BLANKENBAKER RD,JEFFERSONTOWN,KY,40299,2013-03-29 15:30:36,2013-03-12 00:00:00,2013-03-19 00:00:00,ASBESTOS,H7CONVR
217,317,363050,H7CONVR,HOUSE IPL 1325 S. 28TH. ST.,1325 S 28TH ST,LOUISVILLE,KY,40211,2013-05-22 09:32:24,2013-06-03 00:00:00,2013-06-28 00:00:00,ASBESTOS,H7CONVR
218,318,344614,Regulated Abatement for Renov.,WHAS GARAGE,520 W CHESTNUT ST,LOUISVILLE,KY,40202,2012-10-22 09:11:40,2012-10-30 00:00:00,2012-11-10 00:00:00,ASBESTOS,RENOABATE
219,319,265988,H7CONVR,STRUCTURE - 4616 BITTERSWEET,4616 BITTERSWEET RD,LOUISVILLE,KY,40218,2011-08-11 11:36:46,2010-04-06 00:00:00,2010-05-06 00:00:00,ASBESTOS,H7CONVR
220,320,266621,H7CONVR,RESIDENCE - 2121 BANK ST,2121 BANK ST,LOUISVILLE,KY,40212,2010-08-25 15:01:02,,,ASBESTOS,H7CONVR
221,321,269102,Regulated Abatement for Renov.,KOSAIR CHARITIES,982 EASTERN PKY,LOUISVILLE,KY,40217,2010-06-16 16:54:00,2010-06-29 00:00:00,2010-07-07 00:00:00,ASBESTOS,RENOABATE
222,322,271492,H7CONVR,ABANDONED HOUSE IPL,1308 HIGHLAND AVE,LOUISVILLE,KY,40204,2010-07-12 11:23:00,,,ASBESTOS,H7CONVR
223,251,360954,H7CONVR,OXMOOR MALL- SPACE G-01,7900 SHELBYVILLE RD,LOUISVILLE,KY,40222,2013-05-08 12:22:00,2013-05-14 00:00:00,2013-05-16 00:00:00,ASBESTOS,H7CONVR
224,323,271545,Regulated Abatement for Renov.,PNC BANK,801 EASTERN PKY,LOUISVILLE,KY,40217,2010-07-12 17:05:00,2010-07-08 00:00:00,2010-07-09 00:00:00,ASBESTOS,RENOABATE
225,324,271546,H7CONVR,PNC BANK,101 S 5TH ST,LOUISVILLE,KY,40202,2010-07-12 17:12:06,2010-07-06 00:00:00,2010-07-06 00:00:00,ASBESTOS,H7CONVR
226,325,272176,Long-Term Abatement,AUDUBON HOSP.INTERVENTION CTR,1 AUDUBON PLAZA DR,LOUISVILLE,KY,40217,2010-07-23 13:46:58,2010-07-22 00:00:00,2011-07-22 00:00:00,ASBESTOS,LONGTERM
227,326,257178,H7CONVR,VACANT 933 E MUHAMMED ALI BLVD,933 E MUHAMMAD ALI BLVD,LOUISVILLE,KY,40204,2011-07-14 13:02:43,2010-01-29 00:00:00,2010-02-28 00:00:00,ASBESTOS,H7CONVR
228,327,246498,Blanket Abatement,U OF L BELKNAP CAMPUS BLANKET,2301 S 3RD ST,LOUISVILLE,KY,40208,2009-12-09 17:10:00,2009-08-01 00:00:00,2010-07-31 00:00:00,ASBESTOS,BLANKET
229,328,246190,Blanket Abatement,JCPS CRUMS LANE ELEMENTARY,3212 S CRUMS LN,LOUISVILLE,KY,40216,,2009-08-22 00:00:00,2009-08-22 00:00:00,ASBESTOS,BLANKET
230,329,358532,H7CONVR,REYNOLDS FOIL PLANT ENG. AREA,2827 HALE AVE,LOUISVILLE,KY,40211,2013-04-11 15:19:50,2013-04-22 00:00:00,2013-05-22 00:00:00,ASBESTOS,H7CONVR
231,330,359739,Regulated Abatement Other,2608 S. 4TH. ST.,2608 S 4TH ST,LOUISVILLE,KY,40208,2013-04-19 11:45:22,2013-04-22 00:00:00,2013-04-30 00:00:00,ASBESTOS,OTHERABATE
232,331,359783,H7CONVR,4306 BARDSTOWN ROAD-DEMOLITION,4306 BARDSTOWN RD,LOUISVILLE,KY,40218,,2013-05-13 00:00:00,2013-06-13 00:00:00,ASBESTOS,H7CONVR
233,332,360772,Regulated Abatement Other,PEARSON APARTMENT,601 W KENTUCKY ST,LOUISVILLE,KY,40203,2013-05-08 12:15:55,2013-05-14 00:00:00,2013-08-30 00:00:00,ASBESTOS,OTHERABATE
234,333,361878,H7CONVR,HOUSE IPL 6507 LUCERNE AV.,6507 LUCERNE AVE,LOUISVILLE,KY,40216,2013-05-15 15:27:51,2013-05-23 00:00:00,2013-06-14 00:00:00,ASBESTOS,H7CONVR
235,334,363045,Regulated Abatement Other,Frost Elementary School,13700 SANDRAY BLVD,LOUISVILLE,KY,40272,2013-05-22 09:08:04,2013-07-09 00:00:00,2013-11-29 00:00:00,ASBESTOS,OTHERABATE
236,335,354212,Regulated Abatement for Renov.,ZEON CHEMICALS BLDG 131,4100 BELLS LN,LOUISVILLE,KY,40211,2013-02-25 10:37:45,2013-02-28 00:00:00,2013-03-29 00:00:00,ASBESTOS,RENOABATE
237,336,354650,Regulated Abatement Other,STRIP MALL BLDGS 3043-3059,3043 BRECKENRIDGE LN,LOUISVILLE,KY,40220,2013-03-06 12:48:00,2013-03-05 00:00:00,2013-03-15 00:00:00,ASBESTOS,OTHERABATE
238,337,354651,Regulated Abatement Other,ABANDON HOUSE-IPL DEMO,700 W BROADWAY,LOUISVILLE,KY,40202,,,,ASBESTOS,OTHERABATE
239,338,354747,Long-Term Abatement,JCPS DOSS HIGH SCHOOL LTF,7601 ST ANDREWS CHURCH RD,LOUISVILLE,KY,40214,2013-02-25 14:00:47,2013-03-08 00:00:00,2014-03-08 00:00:00,ASBESTOS,LONGTERM
240,339,356956,Long-Term Abatement,JCPS BROWN SCHOOL LTF,546 S 1ST ST,LOUISVILLE,KY,40202,2013-03-25 16:43:00,2013-04-26 00:00:00,2014-04-26 00:00:00,ASBESTOS,LONGTERM
241,340,346830,H7CONVR,KINDRED HOSPITAL,1313 ST ANTHONY PL,LOUISVILLE,KY,40204,2012-11-09 12:14:00,2012-11-27 00:00:00,2012-11-30 00:00:00,ASBESTOS,H7CONVR
242,341,348464,H7CONVR,4551 POPLAR LEVEL ROAD,4551 POPLAR LEVEL RD,LOUISVILLE,KY,40213,2013-05-16 11:46:06,2012-11-05 00:00:00,2012-11-17 00:00:00,ASBESTOS,H7CONVR
