inci_no,Alm_Date,Address,Inci_type,Content_Loss,Property_Loss,Total_Loss,Pre_Inci_Value,Saved,ObjectId
17-0006508,2017/03/03 05:00:00+00,TAYLOR Louisville KY 40215,154 - Dumpster or other outside trash receptacle fire,0.0,58.0,58,58,0,199
17-0006585,2017/03/04 05:00:00+00,2333 W MUHAMMAD ALI Louisville KY 40212,111 - Building fire,15000.0,20000.0,35000,28630,-6370,200
17-0020300,2017/07/10 04:00:00+00,550 S 8TH 535 Louisville KY 40203,131 - Passenger vehicle fire,,5000.0,5000,20000,15000,201
17-0020438,2017/07/11 04:00:00+00,1403 SALE Louisville KY 40215,111 - Building fire,5000.0,10000.0,15000,10000,-5000,202
17-0020541,2017/07/11 04:00:00+00,CECIL Louisville KY 40211,131 - Passenger vehicle fire,,2500.0,2500,2500,0,203
17-0020558,2017/07/12 04:00:00+00,1103 TENNESSEE Louisville KY 40208,111 - Building fire,5000.0,20000.0,25000,31510,6510,204
17-0020627,2017/07/12 04:00:00+00,I-264 East City of Louisville KY 40211,131 - Passenger vehicle fire,,2500.0,2500,2500,0,205
17-0020763,2017/07/13 04:00:00+00,3620 GLENCREEK Louisville KY 40218,111 - Building fire,500.0,5000.0,5500,160000,154500,206
17-0020956,2017/07/14 04:00:00+00,824 Dresden City of Louisville KY 40215,111 - Building fire,3000.0,5000.0,8000,80000,72000,207
17-0020903,2017/07/14 04:00:00+00,S 6TH Louisville KY 40202,131 - Passenger vehicle fire,0.0,500.0,500,500,0,208
17-0020956,2017/07/14 04:00:00+00,828 Dresden City of Louisville KY 40215,111 - Building fire,8000.0,50000.0,58000,52000,-6000,209
17-0020929,2017/07/14 04:00:00+00,1708 GALLAGHER Louisville KY 40210,131 - Passenger vehicle fire,,2000.0,2000,2000,0,210
17-0020929,2017/07/14 04:00:00+00,1708 Gallagher Louisville KY 40210,111 - Building fire,,800.0,800,28000,27200,211
17-0020956,2017/07/14 04:00:00+00,826 DRESDEN Louisville KY 40215,111 - Building fire,15000.0,50000.0,65000,53340,-11660,212
17-0021128,2017/07/16 04:00:00+00,3708 POWELL Louisville KY 40215,131 - Passenger vehicle fire,50.0,1000.0,1050,1000,-50,213
17-0021146,2017/07/16 04:00:00+00,131 RIVER Louisville KY 40202,112 - Fires in structure other than in a building,,500.0,500,10000,9500,214
17-0021243,2017/07/17 04:00:00+00,S SHELBY Louisville KY 40202,131 - Passenger vehicle fire,10000.0,10000.0,20000,10000,-10000,215
17-0021254,2017/07/17 04:00:00+00,I264E City of Louisville KY 40213,131 - Passenger vehicle fire,0.0,4000.0,4000,7000,3000,216
17-0021292,2017/07/17 04:00:00+00,1043 BARDSTOWN Louisville KY 40204,111 - Building fire,100.0,0.0,100,2000,1900,217
17-0021395,2017/07/18 04:00:00+00,S 6TH Louisville KY 40202,154 - Dumpster or other outside trash receptacle fire,0.0,20.0,20,20,0,218
17-0021619,2017/07/20 04:00:00+00,1010 ALTA VISTA Louisville KY 40205,111 - Building fire,100000.0,300000.0,400000,643330,243330,219
17-0021664,2017/07/20 04:00:00+00,I 264 West City of Louisville KY 40209,131 - Passenger vehicle fire,0.0,3500.0,3500,3500,0,220
17-0021738,2017/07/21 04:00:00+00,1604 BONNYCASTLE Louisville KY 40205,131 - Passenger vehicle fire,,1574.0,1574,1574,0,221
17-0021693,2017/07/21 04:00:00+00,3912 W BROADWAY Louisville KY 40211,131 - Passenger vehicle fire,0.0,2500.0,2500,2500,0,222
17-0021856,2017/07/22 04:00:00+00,1210 TENNESSEE Louisville KY 40208,111 - Building fire,0.0,50000.0,50000,70000,20000,223
17-0021856,2017/07/22 04:00:00+00,1208 Tennessee Louisville KY 40208,111 - Building fire,0.0,5000.0,5000,70000,65000,224
17-0021861,2017/07/22 04:00:00+00,1749 W ORMSBY Louisville KY 40210,131 - Passenger vehicle fire,0.0,3300.0,3300,3800,500,225
17-0021856,2017/07/22 04:00:00+00,1212 Tennessee City of Louisville KY 40208,111 - Building fire,0.0,5000.0,5000,70000,65000,226
17-0022207,2017/07/24 04:00:00+00,2018 PEABODY Louisville KY 40218,111 - Building fire,,500.0,500,200000,199500,227
17-0022229,2017/07/25 04:00:00+00,29 NICHOLS Louisville KY 40215,111 - Building fire,2000.0,5000.0,7000,200000,193000,228
17-0022323,2017/07/25 04:00:00+00,947 S 7TH Louisville KY 40203,111 - Building fire,0.0,1000.0,1000,29000,28000,229
17-0022353,2017/07/26 04:00:00+00,2704 WYANDOTTE Louisville KY 40210,111 - Building fire,5000.0,35000.0,40000,35000,-5000,230
17-0022360,2017/07/26 04:00:00+00,4018 SOUTHERN Louisville KY 40214,131 - Passenger vehicle fire,8000.0,1000.0,9000,8000,-1000,231
17-0022394,2017/07/26 04:00:00+00,CRITTENDEN Louisville KY 40209,131 - Passenger vehicle fire,100.0,1500.0,1600,3000,1400,232
17-0022496,2017/07/27 04:00:00+00,GRINSTEAD Louisville KY 40204,131 - Passenger vehicle fire,0.0,3000.0,3000,3000,0,233
17-0022592,2017/07/27 04:00:00+00,4150 Schmitt City of Louisville KY 40218,132 - Road freight or transport vehicle fire,1000.0,100000.0,101000,100000,-1000,234
17-0022578,2017/07/27 04:00:00+00,2030 PORTLAND Louisville KY 40203,111 - Building fire,0.0,1500.0,1500,28620,27120,235
17-0022592,2017/07/27 04:00:00+00,4150 Schmitt City of Louisville KY 40218,132 - Road freight or transport vehicle fire,0.0,5000.0,5000,100000,95000,236
17-0022597,2017/07/27 04:00:00+00,6515 SIGNATURE Louisville KY 40213,131 - Passenger vehicle fire,,4000.0,4000,6000,2000,237
17-0022592,2017/07/27 04:00:00+00,4150 Schmitt City of Louisville KY 40218,132 - Road freight or transport vehicle fire,1000.0,100000.0,101000,100000,-1000,238
17-0022592,2017/07/27 04:00:00+00,4150 SCHMITT Louisville KY 40213,132 - Road freight or transport vehicle fire,500.0,250000.0,250500,320000,69500,239
17-0022618,2017/07/28 04:00:00+00,E BROADWAY Louisville KY 40204,131 - Passenger vehicle fire,100.0,1500.0,1600,1500,-100,240
17-0022775,2017/07/29 04:00:00+00,1200 STORY Louisville KY 40206,111 - Building fire,10000.0,250000.0,260000,1000000,740000,241
17-0022885,2017/07/30 04:00:00+00,664 LOUIS COLEMAN JR Louisville KY 40211,111 - Building fire,,15000.0,15000,30000,15000,242
17-0022890,2017/07/30 04:00:00+00,2033 BANK Louisville KY 40203,111 - Building fire,0.0,500.0,500,15000,14500,243
17-0022942,2017/07/30 04:00:00+00,645 S 41st City of Louisville KY 40211,111 - Building fire,20000.0,1000.0,21000,20000,-1000,244
17-0023002,2017/07/31 04:00:00+00,2122 CRITTENDEN Louisville KY 40217,111 - Building fire,500.0,500.0,1000,500,-500,245
17-0023025,2017/07/31 04:00:00+00,4121 PRESTON Louisville KY 40213,"130 - Mobile property (vehicle) fire, other",200.0,5000.0,5200,5000,-200,246
17-0023035,2017/07/31 04:00:00+00,I-65 S Louisville KY 40202,132 - Road freight or transport vehicle fire,1000.0,5000.0,6000,150000,144000,247
17-0023069,2017/07/31 04:00:00+00,2500 St. Cecilia Louisville KY 40212,111 - Building fire,,5000.0,5000,40520,35520,248
17-0023094,2017/07/31 04:00:00+00,1935 GARDINER Louisville KY 40205,131 - Passenger vehicle fire,,1000.0,1000,1000,0,249
17-0023283,2017/08/02 04:00:00+00,2014 CHEROKEE Louisville KY 40204,111 - Building fire,10000.0,112308.0,122308,1123080,1000772,250
17-0016473,2017/06/09 04:00:00+00,321 25 Louisville KY 40212,111 - Building fire,0.0,17900.0,17900,17900,0,251
17-0016481,2017/06/09 04:00:00+00,1718 W JEFFERSON Louisville KY 40203,162 - Outside equipment fire,,1200.0,1200,1200,0,252
17-0016559,2017/06/10 04:00:00+00,215 SHAWNEE Louisville KY 40212,"151 - Outside rubbish, trash or waste fire",,100.0,100,100,0,253
17-0016577,2017/06/10 04:00:00+00,3408 W MAIN Louisville KY 40212,111 - Building fire,5000.0,20000.0,25000,31630,6630,254
17-0016581,2017/06/10 04:00:00+00,432 S 16TH Louisville KY 40203,111 - Building fire,,500.0,500,54000,53500,255
17-0016770,2017/06/12 04:00:00+00,2033 BANK Louisville KY 40203,111 - Building fire,,20000.0,20000,54160,34160,256
17-0016871,2017/06/12 04:00:00+00,EASTERN Louisville KY 40217,131 - Passenger vehicle fire,,2000.0,2000,2000,0,257
17-0016984,2017/06/13 04:00:00+00,511 S 5TH Louisville KY 40202,111 - Building fire,1000.0,1000.0,2000,8800000,8798000,258
17-0016954,2017/06/13 04:00:00+00,N 16TH Louisville KY 40203,"151 - Outside rubbish, trash or waste fire",0.0,100.0,100,100,0,259
17-0017098,2017/06/14 04:00:00+00,I-264 East City of Louisville KY 40205,"130 - Mobile property (vehicle) fire, other",0.0,4000.0,4000,17000,13000,260
17-0017132,2017/06/15 04:00:00+00,3317 Rudd City of Louisville KY 40212,111 - Building fire,2000.0,15000.0,17000,48140,31140,261
17-0017132,2017/06/15 04:00:00+00,3321 RUDD Louisville KY 40212,111 - Building fire,1.0,37030.0,37031,37030,-1,262
17-0017132,2017/06/15 04:00:00+00,815 N 34th City of Louisville KY 40212,111 - Building fire,1.0,2000.0,2001,15000,12999,263
17-0017268,2017/06/16 04:00:00+00,4501 W BROADWAY Louisville KY 40211,131 - Passenger vehicle fire,,10000.0,10000,10000,0,264
17-0017292,2017/06/16 04:00:00+00,3012 NADINA Louisville KY 40220,111 - Building fire,10000.0,40000.0,50000,160000,110000,265
17-0017660,2017/06/19 04:00:00+00,3700 W WHEATMORE 520 Louisville KY 40215,111 - Building fire,1000.0,3000.0,4000,8000000,7996000,266
17-0017700,2017/06/19 04:00:00+00,1935 BLUEGRASS Louisville KY 40216,131 - Passenger vehicle fire,,2000.0,2000,8500,6500,267
17-0017670,2017/06/19 04:00:00+00,2118 DATE Louisville KY 40210,111 - Building fire,10000.0,15000.0,25000,25000,0,268
17-0017757,2017/06/19 04:00:00+00,304 N 17TH City of Louisville KY 40203,111 - Building fire,500.0,1000.0,1500,20000,18500,269
17-0017760,2017/06/19 04:00:00+00,2308 W MARKET Louisville KY 40212,111 - Building fire,0.0,700.0,700,33700,33000,270
17-0017948,2017/06/21 04:00:00+00,739 E KENTUCKY Louisville KY 40203,111 - Building fire,100.0,1000.0,1100,2000,900,271
17-0017965,2017/06/21 04:00:00+00,600 N 27TH 105 Louisville KY 40212,"113 - Cooking fire, confined to container",,200.0,200,200,0,272
17-0017991,2017/06/22 04:00:00+00,W MARKET Louisville KY 40212,"151 - Outside rubbish, trash or waste fire",,50.0,50,50,0,273
17-0018076,2017/06/22 04:00:00+00,3708 W BROADWAY Louisville KY 40211,111 - Building fire,0.0,500.0,500,82370,81870,274
17-0018145,2017/06/23 04:00:00+00,205 S PRESTON Louisville KY 40202,111 - Building fire,,1000.0,1000,240000,239000,275
17-0018185,2017/06/23 04:00:00+00,223 N 33RD Louisville KY 40212,111 - Building fire,0.0,500.0,500,500,0,276
17-0018211,2017/06/23 04:00:00+00,MALCOLM Louisville KY 40215,111 - Building fire,5000.0,5000.0,10000,12000,2000,277
17-0018279,2017/06/24 04:00:00+00,822 SUTCLIFFE Louisville KY 40211,"113 - Cooking fire, confined to container",500.0,0.0,500,90000,89500,278
17-0018378,2017/06/25 04:00:00+00,1782 DIXDALE Louisville KY 40210,111 - Building fire,10000.0,20000.0,30000,60000,30000,279
17-0018581,2017/06/27 04:00:00+00,310 N 19TH Louisville KY 40203,131 - Passenger vehicle fire,0.0,5252.0,5252,5252,0,280
17-0018694,2017/06/27 04:00:00+00,1519 W JEFFERSON City of Louisville KY 40203,111 - Building fire,1000.0,1000.0,2000,2000,0,281
17-0018804,2017/06/28 04:00:00+00,1100 TREVILIAN Louisville KY 40213,131 - Passenger vehicle fire,0.0,1300.0,1300,1300,0,282
17-0018915,2017/06/29 04:00:00+00,1039 WAGNER Louisville KY 40217,"113 - Cooking fire, confined to container",30.0,,30,99000,98970,283
17-0018914,2017/06/29 04:00:00+00,3501 CANE RUN Louisville KY 40210,111 - Building fire,5000.0,202980.0,207980,202980,-5000,284
17-0019095,2017/06/30 04:00:00+00,1527 ANNA Louisville KY 40216,111 - Building fire,1000.0,2000.0,3000,140000,137000,285
17-0019268,2017/07/02 04:00:00+00,I-65 North City of Louisville KY 40217,131 - Passenger vehicle fire,0.0,12000.0,12000,12000,0,286
17-0019352,2017/07/02 04:00:00+00,2001 TYRONE Louisville KY 40218,"113 - Cooking fire, confined to container",200.0,,200,90000,89800,287
17-0019378,2017/07/02 04:00:00+00,Seneca Park Dr City of Louisville KY 40205,131 - Passenger vehicle fire,,7000.0,7000,7000,0,288
17-0019482,2017/07/03 04:00:00+00,I65 City of Louisville KY 40202,131 - Passenger vehicle fire,,15000.0,15000,15000,0,289
17-0019583,2017/07/04 04:00:00+00,3217 UTAH 1 City of Louisville KY 40215,111 - Building fire,0.0,100.0,100,300000,299900,290
17-0019593,2017/07/04 04:00:00+00,425 N 26TH Louisville KY 40212,131 - Passenger vehicle fire,100.0,2000.0,2100,2000,-100,291
17-0019685,2017/07/05 04:00:00+00,722 ROSELANE Louisville KY 40203,131 - Passenger vehicle fire,0.0,5000.0,5000,5000,0,292
17-0019739,2017/07/05 04:00:00+00,2026 LYTLE Louisville KY 40203,"150 - Outside rubbish fire, other",0.0,100.0,100,100,0,293
17-0019893,2017/07/06 04:00:00+00,3801 MAMARONECK Louisville KY 40218,111 - Building fire,,250.0,250,133810,133560,294
17-0019960,2017/07/07 04:00:00+00,197 CORAL City of Louisville KY 40206,111 - Building fire,2500.0,15000.0,17500,260000,242500,295
17-0019961,2017/07/07 04:00:00+00,911 GRADE Louisville KY 40213,131 - Passenger vehicle fire,500.0,2000.0,2500,2000,-500,296
17-0020054,2017/07/07 04:00:00+00,1630 S 11TH Louisville KY 40210,131 - Passenger vehicle fire,,15000.0,15000,15000,0,297
17-0020211,2017/07/09 04:00:00+00,1183 LINCOLN Louisville KY 40208,111 - Building fire,200.0,300.0,500,57290,56790,298
17-0020230,2017/07/09 04:00:00+00,2215 THISTLEDAWN Shively KY 40216,111 - Building fire,10000.0,15000.0,25000,60000,35000,299
17-0020262,2017/07/09 04:00:00+00,2640 HALE Louisville KY 40211,131 - Passenger vehicle fire,200.0,500.0,700,500,-200,300
17-0023343,2017/08/02 04:00:00+00,1117 PLATO Louisville KY 40211,111 - Building fire,1000.0,5000.0,6000,66530,60530,301
17-0023424,2017/08/03 04:00:00+00,1109 LONGFIELD Louisville KY 40215,111 - Building fire,5000.0,20000.0,25000,80000,55000,302
17-0023502,2017/08/04 04:00:00+00,530 LILLY Louisville KY 40217,131 - Passenger vehicle fire,1000.0,4000.0,5000,5000,0,303
17-0023556,2017/08/04 04:00:00+00,3017 BOBOLINK Louisville KY 40217,111 - Building fire,10000.0,30000.0,40000,140000,100000,304
17-0023663,2017/08/05 04:00:00+00,434 W MARKET Louisville KY 40202,"113 - Cooking fire, confined to container",1000.0,0.0,1000,200000,199000,305
17-0023699,2017/08/05 04:00:00+00,3017 BITTEN Shively KY 40216,111 - Building fire,10000.0,40000.0,50000,65320,15320,306
17-0023702,2017/08/05 04:00:00+00,1707 PATTON Louisville KY 40210,131 - Passenger vehicle fire,,2500.0,2500,2500,0,307
17-0023717,2017/08/05 04:00:00+00,1549 W MADISON Louisville KY 40203,162 - Outside equipment fire,,1000.0,1000,5000,4000,308
17-0023858,2017/08/06 04:00:00+00,201 N 19TH Louisville KY 40203,111 - Building fire,0.0,5000.0,5000,41660,36660,309
17-0023766,2017/08/06 04:00:00+00,3518 GEORGETOWN Louisville KY 40215,111 - Building fire,5000.0,5000.0,10000,90000,80000,310
17-0023982,2017/08/08 04:00:00+00,710 ZORN 8 Louisville KY 40206,111 - Building fire,20000.0,50000.0,70000,334220,264220,311
17-0024063,2017/08/08 04:00:00+00,2901 ENGLEWOOD Louisville KY 40220,"113 - Cooking fire, confined to container",500.0,1000.0,1500,180000,178500,312
17-0024009,2017/08/08 04:00:00+00,1400 STORY Louisville KY 40206,"116 - Fuel burner/boiler malfunction, fire confined",500.0,1000.0,1500,2000,500,313
17-0024113,2017/08/09 04:00:00+00,Interstate 64 East Louisville KY 40202,132 - Road freight or transport vehicle fire,50000.0,15000.0,65000,160000,95000,314
17-0024137,2017/08/09 04:00:00+00,3439 NEWBURG Louisville KY 40218,111 - Building fire,5000.0,30000.0,35000,256000,221000,315
17-0024343,2017/08/10 04:00:00+00,1753 BOLLING Louisville KY 40210,131 - Passenger vehicle fire,,500.0,500,10000,9500,316
17-0024397,2017/08/11 04:00:00+00,1123 W WHITNEY Louisville KY 40215,"441 - Heat from short circuit (wiring), defective/worn",0.0,500.0,500,100000,99500,317
17-0024440,2017/08/11 04:00:00+00,3909 JEWELL Louisville KY 40212,111 - Building fire,200.0,1000.0,1200,35130,33930,318
17-0024538,2017/08/12 04:00:00+00,1269 S JACKSON Louisville KY 40203,"151 - Outside rubbish, trash or waste fire",,2000.0,2000,80000,78000,319
17-0024547,2017/08/12 04:00:00+00,5005 SOUTHSIDE Louisville KY 40214,111 - Building fire,300.0,1000.0,1300,80340,79040,320
17-0024659,2017/08/13 04:00:00+00,3129 BANK Louisville KY 40212,111 - Building fire,1000.0,5000.0,6000,50000,44000,321
17-0024667,2017/08/13 04:00:00+00,218 S SHAWNEE Louisville KY 40212,111 - Building fire,500.0,4000.0,4500,4000,-500,322
17-0024659,2017/08/13 04:00:00+00,3125 Bank City of Louisville KY 40212,111 - Building fire,,1000.0,1000,32240,31240,323
17-0024750,2017/08/13 04:00:00+00,520 N 20TH Louisville KY 40203,"113 - Cooking fire, confined to container",400.0,0.0,400,20000,19600,324
17-0024763,2017/08/14 04:00:00+00,5348 ROLLINGWOOD Louisville KY 40214,111 - Building fire,1000.0,2000.0,3000,224640,221640,325
17-0024795,2017/08/14 04:00:00+00,4127 TAYLOR Louisville KY 40215,131 - Passenger vehicle fire,0.0,2500.0,2500,3000,500,326
17-0024882,2017/08/15 04:00:00+00,1614 CYPRESS Louisville KY 40210,131 - Passenger vehicle fire,0.0,18550.0,18550,18550,0,327
17-0024943,2017/08/15 04:00:00+00,413 ST BONIFACE City of Louisville KY 40202,131 - Passenger vehicle fire,,1000.0,1000,1000,0,328
17-0025017,2017/08/16 04:00:00+00,1327 SALE Louisville KY 40215,111 - Building fire,10000.0,34000.0,44000,34000,-10000,329
17-0025021,2017/08/16 04:00:00+00,2536 W MARKET Louisville KY 40212,111 - Building fire,,500.0,500,68850,68350,330
17-0025240,2017/08/17 04:00:00+00,3001 W KENTUCKY Louisville KY 40211,111 - Building fire,0.0,1000.0,1000,1153800,1152800,331
17-0025179,2017/08/17 04:00:00+00,825 LOTUS Louisville KY 40213,132 - Road freight or transport vehicle fire,0.0,5000.0,5000,10000,5000,332
17-0025411,2017/08/18 04:00:00+00,2443 N SLEVIN Louisville KY 40212,131 - Passenger vehicle fire,500.0,2000.0,2500,2000,-500,333
17-0025432,2017/08/19 04:00:00+00,2100 PORTLAND Louisville KY 40212,112 - Fires in structure other than in a building,,200.0,200,232620,232420,334
17-0025486,2017/08/19 04:00:00+00,CECIL Louisville KY 40211,131 - Passenger vehicle fire,0.0,1000.0,1000,1000,0,335
17-0025530,2017/08/19 04:00:00+00,673 S 36TH Louisville KY 40211,111 - Building fire,0.0,300.0,300,3500,3200,336
17-0025585,2017/08/20 04:00:00+00,1414 CATALPA Louisville KY 40211,"113 - Cooking fire, confined to container",200.0,,200,31500,31300,337
17-0025633,2017/08/20 04:00:00+00,2900 SPRINGDALE 422 Louisville KY 40206,"113 - Cooking fire, confined to container",200.0,20.0,220,10000000,9999780,338
17-0025646,2017/08/20 04:00:00+00,2221 HALE Louisville KY 40210,"113 - Cooking fire, confined to container",150.0,0.0,150,23480,23330,339
17-0025950,2017/08/23 04:00:00+00,124 MERIDIAN 1 Louisville KY 40207,111 - Building fire,5000.0,10000.0,15000,687000,672000,340
17-0026186,2017/08/24 04:00:00+00,S 32ND Louisville KY 40211,131 - Passenger vehicle fire,,8400.0,8400,8600,200,341
17-0026315,2017/08/25 04:00:00+00,2331 W LEE Louisville KY 40210,131 - Passenger vehicle fire,,2000.0,2000,2000,0,342
17-0026315,2017/08/25 04:00:00+00,2331 W lee City of Louisville KY 40210,111 - Building fire,,500.0,500,18500,18000,343
17-0026384,2017/08/26 04:00:00+00,206 N 37TH Louisville KY 40212,111 - Building fire,0.0,8000.0,8000,21460,13460,344
17-0026412,2017/08/26 04:00:00+00,2226 Wrocklage Louisville KY 40205,131 - Passenger vehicle fire,100.0,3000.0,3100,3000,-100,345
17-0026525,2017/08/27 04:00:00+00,824 S 1ST Louisville KY 40203,131 - Passenger vehicle fire,3000.0,3000.0,6000,3000,-3000,346
17-0026538,2017/08/27 04:00:00+00,1813 BICKNELL Louisville KY 40215,"113 - Cooking fire, confined to container",100.0,0.0,100,38000,37900,347
17-0026621,2017/08/28 04:00:00+00,3741 TAYLORSVILLE Louisville KY 40220,111 - Building fire,0.0,20000.0,20000,500000,480000,348
17-0026719,2017/08/29 04:00:00+00,2329 PORTLAND Louisville KY 40212,111 - Building fire,,1000.0,1000,81000,80000,349
17-0027274,2017/09/02 04:00:00+00,924 Euclid Avenue City of Louisville KY 40208,111 - Building fire,0.0,50000.0,50000,50000,0,350
17-0010053,2017/04/08 04:00:00+00,Riverpark City of Louisville KY 40211,131 - Passenger vehicle fire,0.0,6000.0,6000,6000,0,351
17-0010128,2017/04/09 04:00:00+00,409 W TENNY Louisville KY 40214,"160 - Special outside fire, other",0.0,500.0,500,80000,79500,352
17-0010295,2017/04/10 04:00:00+00,526 Dresden City of Louisville KY 40215,111 - Building fire,5000.0,10000.0,15000,85000,70000,353
17-0010193,2017/04/10 04:00:00+00,1206 S PRESTON Louisville KY 40203,111 - Building fire,0.0,10000.0,10000,45000,35000,354
17-0010271,2017/04/10 04:00:00+00,W BROADWAY Louisville KY 40211,"151 - Outside rubbish, trash or waste fire",6000.0,0.0,6000,150000,144000,355
