County,District,School_Name,Program,Application_Number,Applicant,Preliminary_Grant_Application,Full_Grant_Application,Site_and_Design_Application,Site_Only_Application,Design_Only_Application,Environmental_Hardship_Application,Reduced_to_Costs_Incurred,Number_of_Elementary_School_Pupil_Grants_Requested,Number_of_Middle_School_Pupil_Grants_Requested,Number_of_High_School_Pupil_Grants_Requested,Number_of_Non_Severe_School_Pupil_Grants_Requested,Number_of_Severe_School_Pupil_Grants_Requested,Grade_Level_of_Project,State_Share_of_Funding,Site_Acquisition,Financial_Hardship,CSFA_Lease_Amount,CTEFP_Loan_Amount,Type_of_Joint_Use_Facility,Type_of_Joint_Use_Partner,Industry_Sector,Portables_Replaced,Last_SAB_Date,Status
Los Angeles,Los Angeles Unified,Stagg Street Elementary,Modernization,57/64733-00-354,,,1092665.0,,,,,,167.0,,,28.0,,EL,1092665.0,,,,,,,,,4/25/2007,Closed
Los Angeles,Los Angeles Unified,Balboa Gifted/high Ability Magnet Elementary,Modernization,57/64733-00-357,,,722718.0,,,,,,178.0,,,,,EL,722718.0,,,,,,,,,4/25/2007,Closed
Los Angeles,Los Angeles Unified,Canoga Park Senior High,Modernization,57/64733-00-359,,,1330160.0,,,,,,,,207.0,,,HI,1330160.0,,,,,,,,,4/25/2007,Closed
Los Angeles,Los Angeles Unified,Twenty-fourth Street Elementary,Modernization,57/64733-00-362,,,1573200.0,,,,,,381.0,,,,,EL,1573200.0,,,,,,,,,4/25/2007,Closed
Los Angeles,Los Angeles Unified,Grand View Boulevard Elementary,Modernization,57/64733-00-364,,,483326.0,,,,,,96.0,,,4.0,2.0,EL,483326.0,,,,,,,,,4/25/2007,Closed
Los Angeles,Los Angeles Unified,Sixty-eighth Street Elementary,Modernization,57/64733-00-366,,,1192073.0,,,,,,213.0,,,20.0,7.0,EL,1192073.0,,,,,,,,,6/27/2007,100% Completed
Los Angeles,Los Angeles Unified,Palms Junior High,Modernization,57/64733-00-367,,,2958950.0,,,,,,,528.0,,10.0,,MI,2958950.0,,,,,,,,,6/27/2007,Closed
Los Angeles,Los Angeles Unified,Leichman (diane S.) Special Education Center,Modernization,57/64733-00-368,,,1779862.0,,,,,,,,,,156.0,HI,1779862.0,,,,,,,,,6/27/2007,Closed
Los Angeles,Los Angeles Unified,Mayall Street Elementary,Modernization,57/64733-00-370,,,488647.0,,,,,,140.0,,,,,EL,1465941.0,,,,,,,,,9/26/2007,Closed
Los Angeles,Los Angeles Unified,Humphreys Avenue Elementary,Modernization,57/64733-00-371,,,600336.0,,,,,,95.0,,,23.0,,EL,600336.0,,,,,,,,,9/26/2007,Closed
Los Angeles,Los Angeles Unified,Charnock Road Elementary,Modernization,57/64733-00-372,,,288622.0,,,,,,79.0,,,,,EL,288622.0,,,,,,,,,9/26/2007,Closed
Los Angeles,Los Angeles Unified,One Hundred Seventh Street Ele,Modernization,57/64733-00-373,,,593107.0,,,,,,139.0,,,,,EL,593107.0,,,,,,,,,9/26/2007,Closed
Los Angeles,Los Angeles Unified,Normandie Avenue Elementary,Modernization,57/64733-00-374,,,603271.0,,,,,,142.0,,,,,EL,1809813.0,,,,,,,,,3/26/2008,Closed
Los Angeles,Los Angeles Unified,Forty-ninth Street Elementary,Modernization,57/64733-00-375,,,614196.0,,,,,,142.0,,,,,EL,614196.0,,,,,,,,,3/26/2008,Closed
Los Angeles,Los Angeles Unified,Brooklyn Avenue Elementary,Modernization,57/64733-00-376,,,551185.0,,,,,,135.0,,,,,EL,551185.0,,,,,,,,,3/26/2008,Closed
Los Angeles,Los Angeles Unified,Cowan Avenue Elementary,Modernization,57/64733-00-377,,,1273637.0,,,,,,169.0,,,13.0,9.0,EL,1273637.0,,,,,,,,,1/30/2008,Closed
Los Angeles,Los Angeles Unified,Ninety-second Street Elementary,Modernization,57/64733-00-378,,,1463185.0,,,,,,158.0,,,14.0,10.0,EL,1463185.0,,,,,,,,,1/30/2008,Closed
Los Angeles,Los Angeles Unified,Walgrove Avenue Elementary,Modernization,57/64733-00-379,,,1076123.0,,,,,,161.0,,,14.0,6.0,EL,1076123.0,,,,,,,,,1/30/2008,Closed
Los Angeles,Los Angeles Unified,Harte (bret) Junior High,Modernization,57/64733-00-380,,,493970.0,,,,,,,101.0,,,,MI,493970.0,,,,,,,,,1/30/2008,Closed
Los Angeles,Los Angeles Unified,Vena Avenue Elementary,Modernization,57/64733-00-383,,,1357075.0,,,,,,186.0,,,8.0,,EL,1357075.0,,,,,,,,,3/26/2008,Closed
Los Angeles,Los Angeles Unified,Mulholland (william) Junior High,Modernization,57/64733-00-384,,,2777566.0,,,,,,,566.0,,,,MI,8332698.0,,,,,,,,,3/26/2008,Closed
Los Angeles,Los Angeles Unified,Encino Elementary,Modernization,57/64733-00-385,,,1412966.0,,,,,,203.0,,,,,EL,4238898.0,,,,,,,,,3/26/2008,Closed
Los Angeles,Los Angeles Unified,West Vernon Avenue Elementary,Modernization,57/64733-00-386,,,1879394.0,,,,,,353.0,,,17.0,,EL,1879394.0,,,,,,,,,3/26/2008,Closed
Los Angeles,Los Angeles Unified,Nimitz (chester W.) Junior High,Modernization,57/64733-00-389,,,524511.0,,,,,,,105.0,,,,MI,524511.0,,,,,,,,,3/26/2008,Closed
Los Angeles,Los Angeles Unified,West Valley Special Education Ctr.,Modernization,57/64733-00-390,,,1580698.0,,,,,,,,,,102.0,EL,3161396.0,,,,,,,,,4/23/2008,Closed
Los Angeles,Los Angeles Unified,Marina Del Rey Junior High,Modernization,57/64733-00-392,,,1617849.0,,,,,,,352.0,,,,MI,1617849.0,,,,,,,,,4/23/2008,Closed
Los Angeles,Los Angeles Unified,One Hundred Fifty-third Street,Modernization,57/64733-00-393,,,564215.0,,,,,,114.0,,,,,EL,564215.0,,,,,,,,,7/23/2008,Closed
Los Angeles,Los Angeles Unified,Harding Street Elementary,Modernization,57/64733-00-394,,,1125437.0,,,,,,234.0,,,3.0,,EL,1125437.0,,,,,,,,,7/23/2008,Closed
Los Angeles,Los Angeles Unified,Bright Elementary,Modernization,57/64733-00-395,,,859529.0,,,,,,130.0,,,2.0,,EL,859529.0,,,,,,,,,7/23/2008,Closed
Los Angeles,Los Angeles Unified,Hillside Elementary,Modernization,57/64733-00-396,,,449858.0,,,,,,101.0,,,,,EL,449858.0,,,,,,,,,7/23/2008,Closed
Los Angeles,Los Angeles Unified,One Hundred Twenty-second Street Elementary,Modernization,57/64733-00-397,,,1451269.0,,,,,,269.0,,,12.0,12.0,EL,2902538.0,,,,,,,,,7/23/2008,Closed
Los Angeles,Los Angeles Unified,Birmingham Senior High,Modernization,57/64733-00-398,,,1224580.0,,,,,,,,255.0,,,HI,1224580.0,,,,,,,,,7/23/2008,Closed
Los Angeles,Los Angeles Unified,Saticoy Elementary,Modernization,57/64733-00-399,,,670319.0,,,,,,101.0,,,,,EL,670319.0,,,,,,,,,8/27/2008,Closed
Los Angeles,Los Angeles Unified,Enadia Way,Modernization,57/64733-00-400,,,1669349.0,,,,,,300.0,,,13.0,9.0,EL,1669349.0,,,,,,,,,7/23/2008,Closed
Los Angeles,Los Angeles Unified,Second Street Elementary,Modernization,57/64733-00-401,,,594941.0,,,,,,96.0,,,3.0,2.0,EL,594941.0,,,,,,,,,7/23/2008,Closed
Los Angeles,Los Angeles Unified,Cheremoya Avenue Elementary,Modernization,57/64733-00-402,,,334477.0,,,,,,45.0,,,1.0,1.0,EL,334477.0,,,,,,,,,7/23/2008,Closed
Los Angeles,Los Angeles Unified,Madison (james) Junior High,Modernization,57/64733-00-403,,,1054660.0,,,,,,,220.0,,,,MI,1054660.0,,,,,,,,,7/23/2008,Closed
Los Angeles,Los Angeles Unified,Weigand Avenue Elementary,Modernization,57/64733-00-404,,,899077.0,,,,,,160.0,,,15.0,,EL,899077.0,,,,,,,,,7/23/2008,Closed
Los Angeles,Los Angeles Unified,Downtown Business High,Modernization,57/64733-00-405,,,907390.0,,,,,,,,101.0,,,HI,907390.0,,,,,,,,,7/23/2008,Closed
Los Angeles,Los Angeles Unified,Burton Street Elementary,Modernization,57/64733-00-406,,,1448669.0,,,,,,156.0,,,26.0,6.0,EL,1448669.0,,,,,,,,,8/27/2008,Closed
Los Angeles,Los Angeles Unified,Marianna Avenue Elementary,Modernization,57/64733-00-407,,,384648.0,,,,,,96.0,,,5.0,,EL,384648.0,,,,,,,,,8/27/2008,Closed
Los Angeles,Los Angeles Unified,Pacoima Elementary,Modernization,57/64733-00-408,,,1837480.0,,,,,,300.0,,,7.0,,EL,1837480.0,,,,,,,,,8/27/2008,Closed
Los Angeles,Los Angeles Unified,Gledhill Street Elementary,Modernization,57/64733-00-409,,,583478.0,,,,,,99.0,,,2.0,,EL,583478.0,,,,,,,,,8/27/2008,Closed
Los Angeles,Los Angeles Unified,Fremont (john C.) Senior High,Modernization,57/64733-00-410,,,7934012.0,,,,,,,,772.0,158.0,,HI,7934012.0,,,,,,,,,8/27/2008,Closed
Los Angeles,Los Angeles Unified,Elysian Heights Elementary,Modernization,57/64733-00-411,,,494803.0,,,,,,109.0,,,,,EL,1484409.0,,,,,,,,,8/27/2008,Closed
Los Angeles,Los Angeles Unified,One Hundred Eighteenth Street,Modernization,57/64733-00-412,,,869635.0,,,,,,98.0,,,,4.0,EL,869635.0,,,,,,,,,8/27/2008,Closed
Los Angeles,Los Angeles Unified,Vintage Street Fundamental,Modernization,57/64733-00-413,,,685468.0,,,,,,101.0,,,,,EL,685468.0,,,,,,,,,8/27/2008,Closed
Los Angeles,Los Angeles Unified,Hubbard Street Elementary,Modernization,57/64733-00-414,,,1490277.0,,,,,,186.0,,,9.0,,EL,1490277.0,,,,,,,,,8/27/2008,Closed
Los Angeles,Los Angeles Unified,Broadous (hillery T.) Elementa,Modernization,57/64733-00-416,,,1508641.0,,,,,,355.0,,,4.0,,EL,1508641.0,,,,,,,,,8/27/2008,Closed
Los Angeles,Los Angeles Unified,Griffin Avenue Elementary,Modernization,57/64733-00-417,,,1118997.0,,,,,,185.0,,,,8.0,EL,1118997.0,,,,,,,,,8/27/2008,99% Completed
Los Angeles,Los Angeles Unified,Colfax Charter Elementary,Modernization,57/64733-00-418,,,1028733.0,,,,,,155.0,,,2.0,2.0,EL,1028733.0,,,,,,,,,8/27/2008,Closed
Los Angeles,Los Angeles Unified,Alexandria Avenue Elementary,Modernization,57/64733-00-419,,,482876.0,,,,,,99.0,,,2.0,,EL,1448628.0,,,,,,,,,8/27/2008,Closed
Los Angeles,Los Angeles Unified,Hamilton (alexander) Senior High,Modernization,57/64733-00-420,,,8219271.0,,,,,,,,927.0,39.0,,HI,8219271.0,,,,,,,,,9/24/2008,Closed
Los Angeles,Los Angeles Unified,Compton Avenue Elementary,Modernization,57/64733-00-421,,,829975.0,,,,,,106.0,,,9.0,,EL,829975.0,,,,,,,,,9/24/2008,Closed
Los Angeles,Los Angeles Unified,116th St El,Modernization,57/64733-00-422,,,1292236.0,,,,,,133.0,,,29.0,,EL,1292236.0,,,,,,,,,9/24/2008,Closed
Los Angeles,Los Angeles Unified,Lanterman (frank) High,Modernization,57/64733-00-423,,,197759.0,,,,,,,,,,10.0,HI,197759.0,,,,,,,,,9/24/2008,Closed
Los Angeles,Los Angeles Unified,Cienega Elementary,Modernization,57/64733-00-424,,,1220061.0,,,,,,211.0,,,13.0,,EL,1220061.0,,,,,,,,,9/24/2008,Closed
Los Angeles,Los Angeles Unified,Griffith Joyner Elementary,Modernization,57/64733-00-425,,,2221448.0,,,,,,399.0,,,15.0,4.0,EL,2221448.0,,,,,,,,,9/24/2008,Closed
Los Angeles,Los Angeles Unified,Lockwood Avenue Elementary,Modernization,57/64733-00-426,,,1167071.0,,,,,,175.0,,,6.0,8.0,EL,1167071.0,,,,,,,,,9/24/2008,Closed
Los Angeles,Los Angeles Unified,Eshelman Avenue Elementary,Modernization,57/64733-00-427,,,1039642.0,,,,,,115.0,,,26.0,,EL,1039642.0,,,,,,,,,9/24/2008,Closed
Los Angeles,Los Angeles Unified,Lillian Street Elementary,Modernization,57/64733-00-428,,,1323301.0,,,,,,253.0,,,5.0,8.0,EL,1323301.0,,,,,,,,,10/29/2008,Closed
Los Angeles,Los Angeles Unified,Glen Alta Elementary,Modernization,57/64733-00-430,,,343332.0,,,,,,102.0,,,,,EL,343332.0,,,,,,,,,10/29/2008,Closed
Los Angeles,Los Angeles Unified,Albion Street Elementary,Modernization,57/64733-00-431,,,802218.0,,,,,,115.0,,,1.0,,EL,802218.0,,,,,,,,,10/29/2008,Closed
Los Angeles,Los Angeles Unified,Lankershim Elementary,Modernization,57/64733-00-432,,,1274532.0,,,,,,161.0,,,7.0,,EL,1274532.0,,,,,,,,,10/29/2008,Closed
Los Angeles,Los Angeles Unified,Noble Avenue Elementary,Modernization,57/64733-00-433,,,878487.0,,,,,,91.0,,,15.0,,EL,878487.0,,,,,,,,,10/29/2008,Closed
Los Angeles,Los Angeles Unified,Willenberg (ernest P.)special,Modernization,57/64733-00-434,,,2106865.0,,,,,,,,,,112.0,EL,2106865.0,,,,,,,,,10/29/2008,Closed
Los Angeles,Los Angeles Unified,Ramona Junior-senior High,Modernization,57/64733-00-435,,,1417820.0,,,,,,,10.0,148.0,2.0,,HI,1417820.0,,,,,,,,,2/24/2010,Closed
Los Angeles,Los Angeles Unified,Hyde Park Blvd. Elementary,Modernization,57/64733-00-436,,,1057563.0,,,,,,94.0,,,38.0,,EL,3172689.0,,,,,,,,,12/10/2008,Closed
Los Angeles,Los Angeles Unified,Widney (joseph Pomeroy) High,Modernization,57/64733-00-437,,,1364396.0,,,,,,,,,,102.0,HI,4093188.0,,,,,,,,,12/10/2008,Closed
Los Angeles,Los Angeles Unified,Sixty-first Street Elementary,Modernization,57/64733-00-438,,,1838944.0,,,,,,351.0,,,1.0,5.0,EL,1838944.0,,,,,,,,,12/10/2008,Closed
Los Angeles,Los Angeles Unified,Charles W. Barrett Elementary,Modernization,57/64733-00-439,,,1287338.0,,,,,,182.0,,,,,EL,3862014.0,,,,,,,,,12/10/2008,Closed
Los Angeles,Los Angeles Unified,Edison (thomas A.) Junior High,Modernization,57/64733-00-440,,,4236805.0,,,,,,,709.0,,41.0,5.0,MI,4236805.0,,,,,,,,,12/10/2008,Closed
Los Angeles,Los Angeles Unified,Brainard Avenue Elementary,Modernization,57/64733-00-441,,,1282558.0,,,,,,249.0,,,,11.0,EL,1282558.0,,,,,,,,,2/24/2010,Closed
Los Angeles,Los Angeles Unified,Herrick Avenue Elementary,Modernization,57/64733-00-442,,,1104247.0,,,,,,217.0,,,16.0,,EL,1104247.0,,,,,,,,,4/28/2010,Closed
Los Angeles,Los Angeles Unified,Kennedy (robert F.) Elementary,Modernization,57/64733-00-443,,,1243154.0,,,,,,195.0,,,4.0,1.0,EL,1243154.0,,,,,,,,,4/28/2010,Closed
Los Angeles,Los Angeles Unified,Braddock Drive Elementary,Modernization,57/64733-00-444,,,1534380.0,,,,,,211.0,,,26.0,,EL,1534380.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Century Park Elementary,Modernization,57/64733-00-445,,,1535127.0,,,,,,168.0,,,28.0,17.0,EL,1535127.0,,,,,,,,,8/4/2010,Closed
Los Angeles,Los Angeles Unified,Fishburn Avenue Elementary,Modernization,57/64733-00-446,,,1330838.0,,,,,,218.0,,,8.0,2.0,EL,1330838.0,,,,,,,,,8/4/2010,Closed
Los Angeles,Los Angeles Unified,San Fernando Elementary,Modernization,57/64733-00-447,,,1108531.0,,,,,,128.0,,,9.0,,EL,1108531.0,,,,,,,,,8/4/2010,Closed
Los Angeles,Los Angeles Unified,Angeles Mesa Elementary,Modernization,57/64733-00-448,,,1254077.0,,,,,,75.0,,,11.0,27.0,EL,1254077.0,,,,,,,,,8/4/2010,Closed
Los Angeles,Los Angeles Unified,Ann Street Elementary,Modernization,57/64733-00-449,,,443123.0,,,,,,101.0,,,,,EL,443123.0,,,,,,,,,8/4/2010,Closed
Los Angeles,Los Angeles Unified,State Street Elementary,Modernization,57/64733-00-450,,,1374730.0,,,,,,167.0,,,10.0,,EL,1374730.0,,,,,,,,,8/4/2010,Closed
Los Angeles,Los Angeles Unified,Alexandria Avenue Elementary,Modernization,57/64733-00-451,,,1774183.0,,,,,,373.0,,,4.0,1.0,EL,1774183.0,,,,,,,,,8/4/2010,Closed
Los Angeles,Los Angeles Unified,Broad Avenue Elementary,Modernization,57/64733-00-452,,,1200105.0,,,,,,135.0,,,23.0,9.0,EL,1200105.0,,,,,,,,,8/4/2010,Closed
Los Angeles,Los Angeles Unified,Sherman Oaks Center For Enriched Studies,Modernization,57/64733-00-453,,,386721.0,,,,,,101.0,,,,,HI,386721.0,,,,,,,,,8/4/2010,Closed
Los Angeles,Los Angeles Unified,Saturn Street Elementary,Modernization,57/64733-00-454,,,1490818.0,,,,,,168.0,,,9.0,9.0,EL,1490818.0,,,,,,,,,8/4/2010,Closed
Los Angeles,Los Angeles Unified,Valerio Street Elementary,Modernization,57/64733-00-455,,,799050.0,,,,,,94.0,,,4.0,4.0,EL,799050.0,,,,,,,,,8/4/2010,Closed
Los Angeles,Los Angeles Unified,Pomelo Drive Elementary,Modernization,57/64733-00-456,,,1136248.0,,,,,,243.0,,,5.0,8.0,EL,1136248.0,,,,,,,,,8/4/2010,Closed
Los Angeles,Los Angeles Unified,Sharp Avenue Elementary,Modernization,57/64733-00-457,,,1442303.0,,,,,,251.0,,,6.0,,EL,1442303.0,,,,,,,,,8/4/2010,Closed
Los Angeles,Los Angeles Unified,Tenth Street Elementary,Modernization,57/64733-00-458,,,1469684.0,,,,,,227.0,,,20.0,,EL,1469684.0,,,,,,,,,8/4/2010,Closed
Los Angeles,Los Angeles Unified,Gates Street Elementary,Modernization,57/64733-00-459,,,1165706.0,,,,,,160.0,,,15.0,,EL,1165706.0,,,,,,,,,8/4/2010,Closed
Los Angeles,Los Angeles Unified,Hobart Boulevard Elementary,Modernization,57/64733-00-460,,,730619.0,,,,,,100.0,,,3.0,,EL,730619.0,,,,,,,,,8/4/2010,Closed
Los Angeles,Los Angeles Unified,First Street Elementary,Modernization,57/64733-00-461,,,1411304.0,,,,,,188.0,,,20.0,,EL,1411304.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Loma Vista Avenue Elementary,Modernization,57/64733-00-462,,,1732372.0,,,,,,240.0,,,24.0,7.0,EL,1732372.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Bushnell Way Elementary,Modernization,57/64733-00-463,,,510984.0,,,,,,102.0,,,4.0,,EL,510984.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Heliotrope Avenue Elementary,Modernization,57/64733-00-464,,,1282062.0,,,,,,211.0,,,4.0,7.0,EL,1282062.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Reed (walter) Junior High,Modernization,57/64733-00-465,,,1455072.0,,,,,,,119.0,,35.0,3.0,MI,1455072.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Fifteenth Street Elementary,Modernization,57/64733-00-466,,,502955.0,,,,,,99.0,,,2.0,,EL,502955.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Hoover Street Elementary,Modernization,57/64733-00-467,,,2362754.0,,,,,,304.0,,,32.0,10.0,EL,2362754.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Bandini Street Elementary,Modernization,57/64733-00-468,,,596575.0,,,,,,101.0,,,,,EL,596575.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Plainview Avenue Elementary,Modernization,57/64733-00-469,,,759266.0,,,,,,78.0,,,10.0,13.0,EL,759266.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,White Point Elementary,Modernization,57/64733-00-470,,,1290108.0,,,,,,130.0,,,,20.0,EL,1290108.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Hamasaki (riggin) Elementary,Modernization,57/64733-00-471,,,513042.0,,,,,,101.0,,,,,EL,513042.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Gage (henry T.) Junior High,Modernization,57/64733-00-472,,,2274060.0,,,,,,,164.0,,68.0,7.0,MI,2274060.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Woodlawn Avenue Elementary,Modernization,57/64733-00-473,,,1440582.0,,,,,,265.0,,,6.0,,EL,1440582.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Gridley Street Elementary,Modernization,57/64733-00-474,,,624336.0,,,,,,101.0,,,,,EL,624336.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Aldama Elementary,Modernization,57/64733-00-475,,,390594.0,,,,,,100.0,,,1.0,,EL,390594.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Bell Senior High,Modernization,57/64733-00-476,,,4058740.0,,,,,,,,287.0,102.0,,HI,4058740.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Olive Vista Junior High,Modernization,57/64733-00-477,,,2078935.0,,,,,,,313.0,,,,MI,2078935.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Porter (george K.) Junior High,Modernization,57/64733-00-478,,,2891941.0,,,,,,,429.0,,,,MI,2891941.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Figueroa Street Elementary,Modernization,57/64733-00-479,,,828917.0,,,,,,91.0,,,5.0,5.0,EL,828917.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Loreto Street Elementary,Modernization,57/64733-00-480,,,462658.0,,,,,,101.0,,,,,EL,462658.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Santa Monica Boulevard Element,Modernization,57/64733-00-481,,,620661.0,,,,,,99.0,,,2.0,1.0,EL,620661.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,One Hundred Ninth Street Eleme,Modernization,57/64733-00-482,,,570535.0,,,,,,101.0,,,,,EL,570535.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Heliotrope Avenue Elementary,Modernization,57/64733-00-483,,,794386.0,,,,,,166.0,,,2.0,1.0,EL,794386.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Franklin (benjamin) Senior High,Modernization,57/64733-00-484,,,2175123.0,,,,,,,,50.0,124.0,,HI,2175123.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Osceola Street Elementary,Modernization,57/64733-00-485,,,707269.0,,,,,,100.0,,,1.0,,EL,707269.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Van Deene Avenue Elementary,Modernization,57/64733-00-486,,,484093.0,,,,,,121.0,,,1.0,,EL,484093.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Manual Arts High,Modernization,57/64733-00-487,,,1920460.0,,,,,,,,166.0,,,HI,1920460.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Fenton Avenue Elementary,Modernization,57/64733-00-488,,,746096.0,,,,,,114.0,,,,,EL,746096.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Fifty-ninth Street Elementary,Modernization,57/64733-00-489,,,623080.0,,,,,,106.0,,,,,EL,623080.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Laurel Elementary,Modernization,57/64733-00-490,,,431989.0,,,,,,102.0,,,,,EL,431989.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Marlton School,Modernization,57/64733-00-491,,,515518.0,,,,,,97.0,,,,4.0,EL,515518.0,,,,,,,,,4/7/2014,Closed
Los Angeles,Los Angeles Unified,Crescent Heights Boulevard,Modernization,57/64733-00-492,,,480217.0,,,,,,101.0,,,,,EL,480217.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Sylmar Senior High,Modernization,57/64733-00-493,,,996534.0,,,,,,,,159.0,,,HI,996534.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Ambler Elementary,Modernization,57/64733-00-494,,,637738.0,,,,,,69.0,,,9.0,9.0,EL,637738.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Sierra Park Elementary,Modernization,57/64733-00-495,,,1247649.0,,,,,,253.0,,,,,EL,1247649.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Thirty-second Street Usc Perf. Arts,Modernization,57/64733-00-496,,,1355891.0,,,,,,2.0,4.0,175.0,,,HI,1355891.0,,,,,,,,,12/15/2010,100% Completed
Los Angeles,Los Angeles Unified,Cabrillo Avenue Elementary,Modernization,57/64733-00-497,,,555919.0,,,,,,99.0,,,8.0,,EL,555919.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Reseda Elementary,Modernization,57/64733-00-498,,,769564.0,,,,,,101.0,,,,,EL,769564.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,San Pascual Avenue Elementary,Modernization,57/64733-00-499,,,611325.0,,,,,,104.0,,,,,EL,611325.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Gage (henry T.) Junior High,Modernization,57/64733-00-500,,,790701.0,,,,,,,167.0,,,,MI,790701.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Kennedy (john F.) High,Modernization,57/64733-00-501,,,2268797.0,,,,,,,,244.0,9.0,1.0,HI,2268797.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Carver (george Washington) Middle,Modernization,57/64733-00-502,,,860130.0,,,,,,,157.0,,,,MI,860130.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Los Angeles Senior High,Modernization,57/64733-00-505,,,3895623.0,,,,,,,,32.0,276.0,,HI,3895623.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Franklin (benjamin) Senior High,Modernization,57/64733-00-506,,,1188824.0,,,,,,,,131.0,6.0,,HI,1188824.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Forty-ninth Street Elementary,Modernization,57/64733-00-507,,,543378.0,,,,,,122.0,,,,,EL,1630134.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Monroe (james) High,Modernization,57/64733-00-508,,,844503.0,,,,,,,,120.0,,,HI,844503.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Garfield (james A.) Senior High,Modernization,57/64733-00-509,,,1286123.0,,,,,,,,142.0,3.0,,HI,1286123.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Bell Senior High,Modernization,57/64733-00-510,,,2284844.0,,,,,,,,266.0,,,HI,2284844.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Griffith (david Wark) Junior H,Modernization,57/64733-00-511,,,1526320.0,,,,,,,205.0,,19.0,1.0,MI,1526320.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Taft (william Howard) Senior High,Modernization,57/64733-00-512,,,874726.0,,,,,,,,143.0,,,HI,874726.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Rio Vista Elementary,Modernization,57/64733-00-513,,,405458.0,,,,,,101.0,,,1.0,,EL,405458.0,,,,,,,,,12/15/2010,Closed
Los Angeles,Los Angeles Unified,Indian Springs Continuation,Modernization,57/64733-00-514,,,87246.0,,,,,,,,10.0,,,HI,87246.0,,,,,,,,,12/15/2010,Closed
