OBJECTID,GNLCCCODE,NORWEST,PATCH_ID,MEANTEMPC,SLOPE,LENGTH_KM,CT_0BRK,CT_25BRK,CT_50BRK,CT_75BRK,CT_100BRK,NHDVERSION,SHAPELEN
318392,CW_369,Clearwater,369,10.29,12.87,1.5,0.503769,0.503769,0.503769,0.503769,0.503769,1,0.0142474995589435
318393,CW_370,Clearwater,370,10.29,5.19,3.75,0.908638,0.814361,0.659278,0.460473,0.273496,1,0.0469122352429842
318394,CW_371,Clearwater,371,10.46,10.89,2.21,0.691493,0.691493,0.691493,0.691493,0.691493,1,0.0241747692851954
318395,CW_372,Clearwater,372,10.68,10.11,2.41,0.747975,0.747975,0.747975,0.747975,0.747975,1,0.0288539155453359
318396,CW_373,Clearwater,373,10.16,14.76,2.5,0.450254,0.450254,0.450254,0.450254,0.450254,1,0.0290125172837448
318397,CW_374,Clearwater,374,10.74,11.77,1.5,0.626917,0.626917,0.626917,0.626917,0.626917,1,0.0152896636137148
318398,CW_375,Clearwater,375,10.22,10.29,5.41,0.850664,0.850664,0.850664,0.850664,0.850664,1,0.05919928615032
318399,CW_376,Clearwater,376,9.85,12.56,6.73,0.816713,0.816713,0.816713,0.816713,0.816713,1,0.0782444260130418
318400,CW_377,Clearwater,377,10.69,10.13,2.79,0.768885,0.768885,0.768885,0.768885,0.768885,1,0.0279528503635737
318401,CW_378,Clearwater,378,10.93,10.97,1.5,0.676206,0.676206,0.676206,0.676206,0.676206,1,0.0183185886046269
318402,CW_380,Clearwater,380,10.47,8.32,2.5,0.805103,0.747883,0.680529,0.604693,0.52346,1,0.0244556082748475
318403,CW_381,Clearwater,381,10.15,8.2,3.56,0.841572,0.787798,0.721804,0.644547,0.558945,1,0.0388519497934407
318404,CW_382,Clearwater,382,10.55,6.32,2.5,0.857566,0.761073,0.627598,0.471351,0.320523,1,0.0283962761315571
318405,CW_383,Clearwater,383,10.41,6.53,3.5,0.877655,0.7954,0.678124,0.533086,0.382231,1,0.0377519963096192
318406,CW_384,Clearwater,384,10.48,4.87,1.5,0.878814,0.75597,0.569588,0.361152,0.19452,1,0.0169250238821732
318407,CW_385,Clearwater,385,10.53,7.14,2.5,0.838172,0.756587,0.650998,0.528171,0.401834,1,0.0243033515273928
318408,CW_386,Clearwater,386,10.33,9.25,4.5,0.847076,0.818586,0.786129,0.749642,0.709231,1,0.0495608354622127
318409,CW_388,Clearwater,388,9.73,12.42,6.14,0.772326,0.772326,0.772326,0.772326,0.772326,1,0.0688756503832886
318410,CW_389,Clearwater,389,10.62,8.2,2.5,0.808199,0.748284,0.67713,0.596703,0.510718,1,0.0262350153387886
318411,CW_390,Clearwater,390,10.51,10.76,2.5,0.71942,0.71942,0.71942,0.71942,0.71942,1,0.024939912855516
318412,CW_391,Clearwater,391,10.75,9.82,2.5,0.765444,0.746634,0.726854,0.706137,0.684531,1,0.0251305652962416
318413,CW_392,Clearwater,392,10.07,14.63,2.5,0.437147,0.437147,0.437147,0.437147,0.437147,1,0.02641157196061
318414,CW_393,Clearwater,393,10.7,12.24,1.51,0.601018,0.601018,0.601018,0.601018,0.601018,1,0.0142178332614343
318415,CW_394,Clearwater,394,10.53,4.48,2.5,0.896017,0.774819,0.578766,0.354274,0.17971,1,0.0261178668667559
318416,CW_395,Clearwater,395,10.28,11.36,3.5,0.735136,0.735136,0.735136,0.735136,0.735136,1,0.0365669564729993
318417,CW_396,Clearwater,396,10.73,11.12,1.94,0.686472,0.686472,0.686472,0.686472,0.686472,1,0.0218589251314031
318418,CW_397,Clearwater,397,10.74,5.41,3.5,0.88479,0.778277,0.616025,0.423058,0.251021,1,0.0362324615298228
318419,CW_399,Clearwater,399,10.09,7.76,8.2,0.933975,0.899232,0.84916,0.780286,0.691393,1,0.0922152602817111
318420,CW_40,Clearwater,40,10.77,6.95,1.62,0.80921,0.713163,0.593078,0.460735,0.333705,1,0.0188827000374598
318421,CW_400,Clearwater,400,10.86,6.22,1.5,0.819973,0.705097,0.556559,0.397171,0.256976,1,0.0166842137058834
318422,CW_401,Clearwater,401,10.17,12.04,1.97,0.578981,0.578981,0.578981,0.578981,0.578981,1,0.0200445205016399
318423,CW_402,Clearwater,402,10.45,8.98,3.44,0.820527,0.782733,0.739506,0.691073,0.638042,1,0.0348550941799799
318424,CW_403,Clearwater,403,10.47,11.11,12.06,0.979584,0.979584,0.979584,0.979584,0.979584,1,0.105585949576564
318425,CW_404,Clearwater,404,10.63,11.6,2.5,0.698509,0.698509,0.698509,0.698509,0.698509,1,0.0258612226825361
318426,CW_405,Clearwater,405,10.68,7.82,4.7,0.881476,0.829513,0.760946,0.675587,0.576704,1,0.049245119128982
318427,CW_406,Clearwater,406,9.84,10.32,4.06,0.769498,0.769498,0.769498,0.769498,0.769498,1,0.0402652399386269
318428,CW_407,Clearwater,407,10.58,9.39,2.5,0.772386,0.741485,0.707974,0.672042,0.633973,1,0.0257555456856591
318429,CW_408,Clearwater,408,9.93,14.14,3.37,0.517537,0.517537,0.517537,0.517537,0.517537,1,0.0361673242687988
318430,CW_409,Clearwater,409,10.63,10.58,2.23,0.718353,0.718353,0.718353,0.718353,0.718353,1,0.0239684108715491
318431,CW_41,Clearwater,41,10.52,8.3,4.5,0.868629,0.823434,0.766862,0.698795,0.620686,1,0.049683230550438
318432,CW_410,Clearwater,410,10.3,8.68,5.83,0.891531,0.858766,0.818122,0.768928,0.711127,1,0.0565139130714584
318433,CW_412,Clearwater,412,10.38,8.6,5.5,0.886884,0.85164,0.807795,0.754723,0.692575,1,0.0536382484679848
318434,CW_413,Clearwater,413,10.5,13.44,1.5,0.505679,0.505679,0.505679,0.505679,0.505679,1,0.0175311048537106
318435,CW_415,Clearwater,415,10.61,11.27,2.33,0.696591,0.696591,0.696591,0.696591,0.696591,1,0.0251951480792865
318436,CW_416,Clearwater,416,10.78,5.99,2.5,0.854594,0.747402,0.598331,0.428548,0.27407,1,0.0258424146171957
318437,CW_417,Clearwater,417,10.81,12.71,1.87,0.629473,0.629473,0.629473,0.629473,0.629473,1,0.0203896025683111
318438,CW_42,Clearwater,42,9.74,8.66,5.5,0.869499,0.831243,0.784552,0.729151,0.665576,1,0.0546354607904655
318439,CW_420,Clearwater,420,10.28,9.67,3.08,0.778425,0.755248,0.730486,0.7042,0.676485,1,0.0336662597998227
318440,CW_421,Clearwater,421,10.51,10.57,3.94,0.804439,0.804439,0.804439,0.804439,0.804439,1,0.0461004206354647
318441,CW_423,Clearwater,423,10.16,14.72,2.5,0.451982,0.451982,0.451982,0.451982,0.451982,1,0.0269467914971742
318442,CW_424,Clearwater,424,10.78,11.98,1.5,0.622178,0.622178,0.622178,0.622178,0.622178,1,0.0159869368707479
318443,CW_425,Clearwater,425,10.55,10.06,5.29,0.869219,0.869219,0.869219,0.869219,0.869219,1,0.0533426347839017
318444,CW_427,Clearwater,427,10.79,13.38,1.5,0.562664,0.562664,0.562664,0.562664,0.562664,1,0.0178981182121742
318445,CW_428,Clearwater,428,9.83,13.11,2.67,0.505776,0.505776,0.505776,0.505776,0.505776,1,0.0320726065661585
318446,CW_429,Clearwater,429,10.48,9.67,3.29,0.796471,0.774401,0.750688,0.725366,0.698505,1,0.0344582832837617
318447,CW_430,Clearwater,430,10.69,9.87,1.5,0.704189,0.685862,0.666937,0.647457,0.627475,1,0.0144177253330443
318448,CW_432,Clearwater,432,10.15,10.46,2.9,0.72841,0.72841,0.72841,0.72841,0.72841,1,0.0287309027583501
318449,CW_434,Clearwater,434,10.48,12.31,2.5,0.65067,0.65067,0.65067,0.65067,0.65067,1,0.0255699318132802
318450,CW_437,Clearwater,437,10.5,14.44,2.5,0.552889,0.552889,0.552889,0.552889,0.552889,1,0.0251755614982877
318451,CW_438,Clearwater,438,9.95,11.59,6.23,0.830618,0.830618,0.830618,0.830618,0.830618,1,0.0629427848634913
318452,CW_439,Clearwater,439,10.83,13.19,1.5,0.577864,0.577864,0.577864,0.577864,0.577864,1,0.0176260231518806
318453,CW_44,Clearwater,44,10.62,7.05,2.5,0.837936,0.753583,0.643978,0.516877,0.387554,1,0.0289998600123487
318454,CW_440,Clearwater,440,10.21,11.79,6.42,0.860715,0.860715,0.860715,0.860715,0.860715,1,0.0656515247653283
318455,CW_441,Clearwater,441,10.73,13.8,2.67,0.649238,0.649238,0.649238,0.649238,0.649238,1,0.0256547558254007
318456,CW_442,Clearwater,442,10.75,7.34,3.5,0.856921,0.78614,0.692893,0.580675,0.459442,1,0.0371726819190438
318457,CW_443,Clearwater,443,10.99,4.92,1.5,0.839759,0.692798,0.492507,0.294593,0.152337,1,0.0178561808373806
318458,CW_444,Clearwater,444,10.02,14.79,1.5,0.321468,0.321468,0.321468,0.321468,0.321468,1,0.0144207794700624
318459,CW_445,Clearwater,445,10.09,13.24,3.5,0.619531,0.619531,0.619531,0.619531,0.619531,1,0.0414879639002515
318460,CW_446,Clearwater,446,10.04,11.36,3.5,0.709668,0.709668,0.709668,0.709668,0.709668,1,0.0439336511575632
318461,CW_447,Clearwater,447,9.8,10.67,4.95,0.790638,0.790638,0.790638,0.790638,0.790638,1,0.0594234592941472
318462,CW_448,Clearwater,448,10.02,6.76,14.27,0.975239,0.953122,0.913009,0.844186,0.736619,1,0.161950091353386
318463,CW_449,Clearwater,449,10.21,14.03,2.24,0.482981,0.482981,0.482981,0.482981,0.482981,1,0.0254921462729854
318464,CW_45,Clearwater,45,8.8,12.89,4.2,0.430986,0.430986,0.430986,0.430986,0.430986,1,0.0493136691044394
318465,CW_450,Clearwater,450,10.92,10.03,1.5,0.707297,0.707297,0.707297,0.707297,0.707297,1,0.0163666647895064
318466,CW_451,Clearwater,451,9.82,9.29,12.24,0.962689,0.952242,0.939056,0.922525,0.901979,1,0.131467678890847
318467,CW_452,Clearwater,452,10.45,11.45,4.45,0.804007,0.804007,0.804007,0.804007,0.804007,1,0.0531875520423833
318468,CW_454,Clearwater,454,10.61,7.74,2.0,0.803932,0.730021,0.6407,0.54043,0.436778,1,0.0224215842759234
318469,CW_455,Clearwater,455,10.03,8.37,2.49,0.803123,0.746907,0.681014,0.606993,0.527707,1,0.0248868868930237
318470,CW_456,Clearwater,456,10.54,13.61,2.5,0.600439,0.600439,0.600439,0.600439,0.600439,1,0.0280446798532106
318471,CW_457,Clearwater,457,9.88,14.27,3.74,0.529845,0.529845,0.529845,0.529845,0.529845,1,0.0370208326690335
318472,CW_458,Clearwater,458,10.54,13.61,1.5,0.504149,0.504149,0.504149,0.504149,0.504149,1,0.0174305866004882
318473,CW_459,Clearwater,459,9.56,12.0,1.84,0.489318,0.489318,0.489318,0.489318,0.489318,1,0.0203762374036233
318474,CW_46,Clearwater,46,10.99,7.85,1.5,0.772218,0.695474,0.606065,0.50894,0.411135,1,0.0149323351271321
318475,CW_460,Clearwater,460,10.58,13.2,3.77,0.732877,0.732877,0.732877,0.732877,0.732877,1,0.046544417256646
318476,CW_461,Clearwater,461,10.03,7.97,4.5,0.869852,0.817552,0.750268,0.66824,0.574548,1,0.0452719228499832
318477,CW_462,Clearwater,462,9.86,9.31,6.17,0.874027,0.849283,0.820675,0.787993,0.75116,1,0.064252047708335
318478,CW_463,Clearwater,463,10.32,6.67,4.5,0.894336,0.822958,0.718538,0.583686,0.435026,1,0.0487119080344766
318479,CW_464,Clearwater,464,9.85,12.2,1.5,0.486591,0.486591,0.486591,0.486591,0.486591,1,0.0148562577392272
318480,CW_465,Clearwater,465,10.1,8.45,3.86,0.841933,0.794347,0.736911,0.670095,0.595623,1,0.0388824301444116
318481,CW_466,Clearwater,466,10.25,14.95,2.5,0.462262,0.462262,0.462262,0.462262,0.462262,1,0.0234558343982171
318482,CW_468,Clearwater,468,10.2,9.53,2.5,0.754911,0.726751,0.696655,0.664774,0.631315,1,0.0243452564813618
318483,CW_469,Clearwater,469,10.13,9.98,3.68,0.785912,0.77106,0.755499,0.739237,0.722292,1,0.0408120484398617
318484,CW_47,Clearwater,47,9.93,11.15,3.5,0.70841,0.70841,0.70841,0.70841,0.70841,1,0.0386899444080495
318485,CW_470,Clearwater,470,10.18,10.14,4.5,0.817657,0.817657,0.817657,0.817657,0.817657,1,0.051184977650306
318486,CW_471,Clearwater,471,9.98,10.96,8.77,0.918866,0.918866,0.918866,0.918866,0.918866,1,0.100813828035688
318487,CW_472,Clearwater,472,10.35,7.94,4.36,0.869532,0.816628,0.748477,0.665376,0.570571,1,0.0424285293186152
318488,CW_473,Clearwater,473,10.3,9.29,2.5,0.768141,0.733941,0.696689,0.65666,0.614274,1,0.0276451490636204
318489,CW_474,Clearwater,474,10.08,10.24,2.47,0.712234,0.712234,0.712234,0.712234,0.712234,1,0.0252819134474224
318490,CW_475,Clearwater,475,10.35,12.92,1.69,0.527006,0.527006,0.527006,0.527006,0.527006,1,0.0166038227357266
318491,CW_476,Clearwater,476,10.67,13.5,1.72,0.55612,0.55612,0.55612,0.55612,0.55612,1,0.018427195739163
318492,CW_477,Clearwater,477,10.29,14.67,2.5,0.489124,0.489124,0.489124,0.489124,0.489124,1,0.0293824820325514
318493,CW_478,Clearwater,478,10.12,7.36,9.92,0.952645,0.92172,0.873284,0.801339,0.702463,1,0.11313722958056
318494,CW_479,Clearwater,479,9.39,13.97,2.24,0.313662,0.313662,0.313662,0.313662,0.313662,1,0.0238510202091955
318495,CW_48,Clearwater,48,9.9,13.09,4.88,0.695336,0.695336,0.695336,0.695336,0.695336,1,0.0593104028093421
318496,CW_480,Clearwater,480,9.66,12.16,1.93,0.49546,0.49546,0.49546,0.49546,0.49546,1,0.022370155258449
318497,CW_481,Clearwater,481,9.68,11.12,8.76,0.896404,0.896404,0.896404,0.896404,0.896404,1,0.0909446574773282
318498,CW_482,Clearwater,482,10.73,7.88,4.5,0.876208,0.823899,0.75565,0.671498,0.574677,1,0.0436186044175262
318499,CW_483,Clearwater,483,10.93,14.2,1.5,0.556372,0.556372,0.556372,0.556372,0.556372,1,0.0186489474625138
318500,CW_484,Clearwater,484,10.33,11.7,1.77,0.605549,0.605549,0.605549,0.605549,0.605549,1,0.0202134388049409
318501,CW_485,Clearwater,485,10.28,10.6,4.41,0.808686,0.808686,0.808686,0.808686,0.808686,1,0.0512533432733574
318502,CW_486,Clearwater,486,10.58,14.83,1.85,0.484192,0.484192,0.484192,0.484192,0.484192,1,0.0176698656658633
318503,CW_487,Clearwater,487,9.51,12.7,5.5,0.682399,0.682399,0.682399,0.682399,0.682399,1,0.0651766795159015
318504,CW_488,Clearwater,488,10.14,11.87,3.5,0.697219,0.697219,0.697219,0.697219,0.697219,1,0.0336134278548149
318505,CW_489,Clearwater,489,9.87,8.33,5.5,0.880403,0.837953,0.78413,0.718437,0.641883,1,0.0563296405992687
318506,CW_49,Clearwater,49,9.87,6.55,9.85,0.951302,0.909959,0.83944,0.730076,0.583206,1,0.100430737300111
318507,CW_490,Clearwater,490,10.51,10.11,2.5,0.74436,0.74436,0.74436,0.74436,0.74436,1,0.0294407318710684
318508,CW_492,Clearwater,492,10.64,14.46,1.5,0.479672,0.479672,0.479672,0.479672,0.479672,1,0.018443946849679
318509,CW_493,Clearwater,493,9.5,13.26,5.5,0.646843,0.646843,0.646843,0.646843,0.646843,1,0.0651737416287754
318510,CW_496,Clearwater,496,9.77,8.44,2.14,0.788655,0.732418,0.667526,0.595586,0.519289,1,0.0214859006800393
318511,CW_497,Clearwater,497,10.52,12.78,2.5,0.635161,0.635161,0.635161,0.635161,0.635161,1,0.0248476193806908
318512,CW_498,Clearwater,498,10.06,7.16,4.48,0.887536,0.823821,0.734796,0.621456,0.493094,1,0.0538708673046705
318513,CW_499,Clearwater,499,10.8,14.22,1.5,0.527294,0.527294,0.527294,0.527294,0.527294,1,0.0156860521117344
318514,CW_50,Clearwater,50,10.39,8.17,3.5,0.841875,0.787637,0.720961,0.642844,0.556316,1,0.0427904779175754
318515,CW_500,Clearwater,500,10.62,11.93,2.5,0.684782,0.684782,0.684782,0.684782,0.684782,1,0.0314829164828166
318516,CW_502,Clearwater,502,10.5,9.8,2.5,0.755081,0.735221,0.71436,0.692544,0.66983,1,0.0289248601427715
318517,CW_504,Clearwater,504,10.79,7.76,1.5,0.779951,0.702076,0.610409,0.510213,0.40919,1,0.0151202864373243
318518,CW_505,Clearwater,505,9.64,11.02,5.75,0.795625,0.795625,0.795625,0.795625,0.795625,1,0.062275151573732
318519,CW_506,Clearwater,506,10.58,6.44,2.68,0.85738,0.763982,0.635427,0.484131,0.33569,1,0.0335198830522897
318520,CW_507,Clearwater,507,10.76,12.85,2.5,0.670934,0.670934,0.670934,0.670934,0.670934,1,0.0257749772602597
318521,CW_508,Clearwater,508,10.83,9.28,1.5,0.730162,0.693925,0.65512,0.614131,0.571458,1,0.0168217217005059
318522,CW_509,Clearwater,509,9.71,9.48,9.13,0.923206,0.907391,0.888712,0.866817,0.841384,1,0.0962103711288949
318523,CW_51,Clearwater,51,10.31,13.32,5.87,0.822484,0.822484,0.822484,0.822484,0.822484,1,0.0665447309864924
318524,CW_510,Clearwater,510,9.99,6.65,13.26,0.97062,0.944166,0.896435,0.815857,0.693987,1,0.141935420703645
318525,CW_511,Clearwater,511,10.39,7.84,3.5,0.84974,0.78934,0.712866,0.621928,0.52152,1,0.0435921721122536
318526,CW_512,Clearwater,512,10.68,11.95,1.5,0.611446,0.611446,0.611446,0.611446,0.611446,1,0.0159893409490653
318527,CW_514,Clearwater,514,10.27,12.6,3.5,0.683111,0.683111,0.683111,0.683111,0.683111,1,0.0376372325053721
318528,CW_515,Clearwater,515,9.99,11.31,1.5,0.573979,0.573979,0.573979,0.573979,0.573979,1,0.0178031748457237
318529,CW_516,Clearwater,516,10.49,10.4,2.81,0.749914,0.749914,0.749914,0.749914,0.749914,1,0.0347340964336925
318530,CW_518,Clearwater,518,10.7,14.28,2.15,0.569969,0.569969,0.569969,0.569969,0.569969,1,0.0203707470841643
318531,CW_519,Clearwater,519,10.8,10.21,1.5,0.695508,0.695508,0.695508,0.695508,0.695508,1,0.0152621821542301
318532,CW_52,Clearwater,52,9.7,14.01,8.15,0.826995,0.826995,0.826995,0.826995,0.826995,1,0.0965392218679284
318533,CW_520,Clearwater,520,9.89,11.38,13.34,0.973801,0.973801,0.973801,0.973801,0.973801,1,0.143823739740141
318534,CW_521,Clearwater,521,10.91,11.43,1.5,0.658194,0.658194,0.658194,0.658194,0.658194,1,0.0143040432268251
318535,CW_522,Clearwater,522,10.31,11.91,2.5,0.646323,0.646323,0.646323,0.646323,0.646323,1,0.0243480063360166
318536,CW_523,Clearwater,523,9.99,10.57,6.42,0.863396,0.863396,0.863396,0.863396,0.863396,1,0.0621009385863339
318537,CW_524,Clearwater,524,10.99,6.64,1.5,0.80224,0.694373,0.559943,0.416106,0.285265,1,0.0165335951230185
318538,CW_525,Clearwater,525,10.58,3.15,4.5,0.926578,0.802034,0.565335,0.294554,0.118201,1,0.0463750527494877
318539,CW_526,Clearwater,526,10.73,7.12,2.71,0.839322,0.757239,0.650676,0.526581,0.399112,1,0.032243989469021
318540,CW_527,Clearwater,527,9.81,10.9,5.63,0.811519,0.811519,0.811519,0.811519,0.811519,1,0.0695304892434162
318541,CW_528,Clearwater,528,9.88,8.21,4.38,0.859495,0.809776,0.74763,0.67337,0.589264,1,0.042916250928178
318542,CW_53,Clearwater,53,9.29,13.12,1.94,0.349464,0.349464,0.349464,0.349464,0.349464,1,0.0221813435150625
318543,CW_530,Clearwater,530,10.95,14.89,1.5,0.533976,0.533976,0.533976,0.533976,0.533976,1,0.0146371805564037
318544,CW_531,Clearwater,531,9.78,12.86,2.43,0.496316,0.496316,0.496316,0.496316,0.496316,1,0.0259733369918211
318545,CW_532,Clearwater,532,10.68,8.39,1.5,0.761006,0.69975,0.630418,0.555253,0.477471,1,0.0171266155584174
318546,CW_533,Clearwater,533,9.94,11.58,3.51,0.687255,0.687255,0.687255,0.687255,0.687255,1,0.0370187157370324
318547,CW_534,Clearwater,534,10.48,9.05,2.5,0.781224,0.741355,0.697037,0.648724,0.597159,1,0.0272431159420247
318548,CW_535,Clearwater,535,10.58,11.09,1.5,0.642626,0.642626,0.642626,0.642626,0.642626,1,0.0149913950748217
318549,CW_536,Clearwater,536,9.65,13.25,3.5,0.526085,0.526085,0.526085,0.526085,0.526085,1,0.032839038249571
318550,CW_537,Clearwater,537,9.72,11.69,8.5,0.884973,0.884973,0.884973,0.884973,0.884973,1,0.0947675144240648
318551,CW_538,Clearwater,538,9.58,11.45,2.51,0.586275,0.586275,0.586275,0.586275,0.586275,1,0.027318192892048
318552,CW_539,Clearwater,539,10.85,12.8,1.5,0.597541,0.597541,0.597541,0.597541,0.597541,1,0.0152416875358266
318553,CW_54,Clearwater,54,10.38,12.8,1.5,0.522583,0.522583,0.522583,0.522583,0.522583,1,0.0163075831828634
318554,CW_540,Clearwater,540,10.67,14.85,2.33,0.558295,0.558295,0.558295,0.558295,0.558295,1,0.0278183454012933
318555,CW_541,Clearwater,541,10.75,10.14,3.0,0.782984,0.782984,0.782984,0.782984,0.782984,1,0.0292892799245429
318556,CW_542,Clearwater,542,10.9,13.26,1.5,0.587478,0.587478,0.587478,0.587478,0.587478,1,0.0162521817399926
318557,CW_544,Clearwater,544,9.88,9.04,9.59,0.938605,0.920685,0.898102,0.869997,0.83556,1,0.103670825225664
318558,CW_545,Clearwater,545,10.84,12.32,1.5,0.615586,0.615586,0.615586,0.615586,0.615586,1,0.0181369623459703
318559,CW_546,Clearwater,546,10.46,11.3,2.5,0.691954,0.691954,0.691954,0.691954,0.691954,1,0.0240533859151205
318560,CW_547,Clearwater,547,10.58,12.5,2.0,0.615174,0.615174,0.615174,0.615174,0.615174,1,0.0185933602162316
318561,CW_548,Clearwater,548,10.88,13.36,1.5,0.579693,0.579693,0.579693,0.579693,0.579693,1,0.0183833703414162
318562,CW_549,Clearwater,549,10.68,6.14,4.66,0.897557,0.816046,0.69194,0.532111,0.36541,1,0.0528961419919308
318563,CW_55,Clearwater,55,10.97,7.18,1.5,0.790051,0.695933,0.581949,0.458484,0.339915,1,0.0189072310136472
318564,CW_550,Clearwater,550,9.75,12.67,4.5,0.661863,0.661863,0.661863,0.661863,0.661863,1,0.0501919991556399
318565,CW_551,Clearwater,551,10.31,10.75,4.41,0.806504,0.806504,0.806504,0.806504,0.806504,1,0.0449056843035657
318566,CW_553,Clearwater,553,10.65,11.59,3.5,0.7672,0.7672,0.7672,0.7672,0.7672,1,0.0415857001627805
318567,CW_554,Clearwater,554,9.82,7.1,20.8,0.989893,0.980638,0.963224,0.931246,0.875067,1,0.217763598051735
318568,CW_558,Clearwater,558,10.4,10.39,3.27,0.768244,0.768244,0.768244,0.768244,0.768244,1,0.0332031938063288
318569,CW_559,Clearwater,559,10.95,11.75,1.88,0.681585,0.681585,0.681585,0.681585,0.681585,1,0.0195173356244565
318570,CW_56,Clearwater,56,9.76,13.83,3.32,0.49337,0.49337,0.49337,0.49337,0.49337,1,0.0351416276324055
318571,CW_560,Clearwater,560,10.54,12.85,2.5,0.635862,0.635862,0.635862,0.635862,0.635862,1,0.0279311243255946
318572,CW_561,Clearwater,561,10.42,11.67,2.5,0.671867,0.671867,0.671867,0.671867,0.671867,1,0.0242119755876662
318573,CW_562,Clearwater,562,10.64,13.92,1.5,0.507429,0.507429,0.507429,0.507429,0.507429,1,0.0175747447870527
318574,CW_563,Clearwater,563,10.31,11.29,2.5,0.677651,0.677651,0.677651,0.677651,0.677651,1,0.0262100352468286
318575,CW_564,Clearwater,564,10.2,13.65,2.5,0.527655,0.527655,0.527655,0.527655,0.527655,1,0.0279987200531976
318576,CW_565,Clearwater,565,9.99,11.42,4.33,0.749681,0.749681,0.749681,0.749681,0.749681,1,0.0499053207053101
318577,CW_566,Clearwater,566,10.25,10.13,4.5,0.822791,0.822791,0.822791,0.822791,0.822791,1,0.0459232624236171
318578,CW_568,Clearwater,568,10.51,9.86,2.5,0.753661,0.735395,0.716284,0.696363,0.675676,1,0.0266012430958814
318579,CW_569,Clearwater,569,10.2,14.8,2.96,0.505777,0.505777,0.505777,0.505777,0.505777,1,0.0356316651546598
318580,CW_57,Clearwater,57,11.0,8.59,1.5,0.752325,0.696089,0.633308,0.565651,0.495455,1,0.0165745993447185
318581,CW_570,Clearwater,570,10.37,8.57,1.5,0.756394,0.700041,0.63691,0.568679,0.497737,1,0.0165930370794438
318582,CW_571,Clearwater,571,10.23,9.72,2.5,0.746948,0.724173,0.700171,0.675017,0.648812,1,0.0312980686198175
318583,CW_572,Clearwater,572,10.17,14.38,4.5,0.666812,0.666812,0.666812,0.666812,0.666812,1,0.0543390256868884
318584,CW_573,Clearwater,573,10.59,14.66,1.5,0.457797,0.457797,0.457797,0.457797,0.457797,1,0.0172571334913817
318585,CW_574,Clearwater,574,10.16,6.44,4.64,0.902288,0.830395,0.721907,0.579191,0.421887,1,0.0514282035298068
