ObjectId,Permit_Number,Effective_Date,Expiration_Date,Permit_Type,Applicant,Street_Address,City,State,ZIP_Code,Permit_Subtype,Permit_Description,Permit_Type_Code,Subtype_Code,ID
428,31752,2011-02-01 00:00:00,2016-02-01 00:00:00,APCD Gasoline Dispense Permit,METRO PARKS,6614 ASHBY LN,LOUISVILLE,KY,40272,Gas Dispen Facility Stage I,SUN VALLEY GOLF COURSE,GAS,STG1,1251
429,27447,2014-11-01 00:00:00,2016-11-01 00:00:00,APCD Gasoline Dispense Permit,MARK KADER,601 E BROADWAY,LOUISVILLE,KY,40202,Gas Dispen Facility Stage II,BOONE'S BP,GAS,STG2,1252
430,27447,2014-11-01 00:00:00,2016-11-01 00:00:00,APCD Gasoline Dispense Permit,KASSEM & SONS LLC,601 E BROADWAY,LOUISVILLE,KY,40202,Gas Dispen Facility Stage II,BOONE'S BP,GAS,STG2,1253
431,30882,2013-02-01 00:00:00,2018-02-01 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE FIRE DEPARTMENT,501 W ASHLAND AVE,LOUISVILLE,KY,40214,Gas Dispen Facility Stage I,LOUISVILLE FIRE DEPT,GAS,STG1,1254
432,GO-13-1001,,,APCD Gasoline Dispense Permit,"NIDHI, LLC.",4527 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage II,,GAS,STG2,1255
433,35294,2014-07-21 00:00:00,2016-07-21 00:00:00,APCD Gasoline Dispense Permit,Mac's Convenience Stores,9110 BLUE LICK RD,LOUISVILLE,KY,40219,Gas Dispen Facility Stage II,CIRCLE K #3330,GAS,STG2,1256
434,36204,2014-09-24 00:00:00,2016-09-24 00:00:00,APCD Gasoline Dispense Permit,KROGER,296 N HUBBARDS LN,ST MATTHEWS,KY,40207,Gas Dispen Facility Stage II,KROGER L-387,GAS,STG2,1257
435,37145,2013-03-21 00:00:00,2018-03-21 00:00:00,APCD Gasoline Dispense Permit,ART'S RENTAL EQUIPMENT,2438 CRITTENDEN DR,LOUISVILLE,KY,40217,Gas Dispen Facility Stage I,ART'S RENTAL EQUIPMENT INC.,GAS,STG1,1258
436,34753,2014-06-21 00:00:00,2016-06-21 00:00:00,APCD Gasoline Dispense Permit,KROGER FUEL DEPT,13003 FACTORY LN,LOUISVILLE,KY,40245,Gas Dispen Facility Stage II,KROGER FUEL L-739,GAS,STG2,1259
437,36349,2015-02-14 00:00:00,2017-02-14 00:00:00,APCD Gasoline Dispense Permit,FIRST TRANSIT INC,830 S 13TH ST,LOUISVILLE,KY,40210,Gas Dispen Facility Stage II,FIRST TRANSIT INC. #55434,GAS,STG2,1260
438,34824,2014-10-07 00:00:00,2016-10-07 00:00:00,APCD Gasoline Dispense Permit,KROGER LIMITED PARTNERSHIP I,5533 NEW CUT RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,KROGER FUEL L-350,GAS,STG2,1261
439,GO-13-1000,,,APCD Gasoline Dispense Permit,,1800 W BROADWAY,LOUISVILLE,KY,40203,Gas Dispen Facility Stage II,DELETED,GAS,STG2,1262
440,GO-14-1008,2014-07-16 00:00:00,2016-07-16 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,7515 SHELBYVILLE RD,NORWOOD,KY,40222,Gas Dispen Facility Stage II,THORNTON'S  #161,GAS,STG2,1263
441,GO-14-1009,2015-05-02 00:00:00,2017-05-02 00:00:00,APCD Gasoline Dispense Permit,MURPHY OIL USA INC,7000 RAGGARD RD,LOUISVILLE,KY,40216,Gas Dispen Facility Stage II,Murphy Oil USA #7533,GAS,STG2,1264
442,GO-14-1005,2014-05-19 00:00:00,2016-05-19 00:00:00,APCD Gasoline Dispense Permit,Mapco Express,5301 BARDSTOWN RD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage II,MAPCO Express #7520,GAS,STG2,1265
443,GO-13-1003,2015-12-13 00:00:00,2017-12-13 00:00:00,APCD Gasoline Dispense Permit,Houchens Industries Inc.,14010 SHELBYVILLE RD,LOUISVILLE,KY,40245,Gas Dispen Facility Stage II,Crossroads IGA # 782,GAS,STG2,1266
444,GO-13-1004,2013-12-31 00:00:00,2018-12-31 00:00:00,APCD Gasoline Dispense Permit,Art's Rental Equipment Inc.,590 N ENGLISH STATION RD,MIDDLETOWN,KY,40223,Gas Dispen Facility Stage I,"Art's Rental Equipment , Inc.",GAS,STG1,1267
445,GO-16-1003,2016-04-01 00:00:00,2021-04-01 00:00:00,APCD Gasoline Dispense Permit,Nature's Mulch & Landscape Supply,1234 OLD FERN VALLEY RD,LOUISVILLE,KY,40219,Gas Dispen Facility Stage I,Nature's Mulch & Landscape Supply,GAS,STG1,1268
446,GO-14-1007,2014-06-26 00:00:00,2016-06-26 00:00:00,APCD Gasoline Dispense Permit,Mapco Express,10642 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage II,MAPCO EXPRESS #7529,GAS,STG2,1269
447,GO-14-1012,2014-11-10 00:00:00,2016-11-10 00:00:00,APCD Gasoline Dispense Permit,KROGER LIMITED PARTNERSHIP I,4946 BROWNSBORO RD,LOUISVILLE,KY,40222,Gas Dispen Facility Stage II,Kroger Fuel L-186,GAS,STG2,1270
448,GO-14-1000,2016-01-17 00:00:00,2018-01-17 00:00:00,APCD Gasoline Dispense Permit,KROGER LIMITED PARTNERSHIP I,6501 FOREST COVE LN,LOUISVILLE,KY,40059,Gas Dispen Facility Stage II,KROGER FUEL L-389,GAS,STG2,1271
449,GO-14-1006,2014-08-01 00:00:00,2016-08-01 00:00:00,APCD Gasoline Dispense Permit,"Kentucky Property Investments, LLC",1500 MELLWOOD AVE,LOUISVILLE,KY,40206,Gas Dispen Facility Stage II,Singh Petro Convenience Mart,GAS,STG2,1272
